id,scenario,plant_id,timestep,discharge,spill,bypass,controlled_inflow,controlled_outflow,volume_res
0,1,49900,1,39.27875774293459,0.0,0.0,39.27875774293459,39.27875774293459,0.0
1,2,49900,1,4.361449864498644,0.0,0.0,4.361449864498644,4.361449864498644,0.0
2,3,49900,1,32.588378339140554,0.0,0.0,32.588378339140554,32.588378339140554,0.0
3,4,49900,1,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
4,5,49900,1,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
5,6,49900,1,27.591765873015888,0.0,0.0,27.591765873015888,27.591765873015888,0.0
6,7,49900,1,19.393631436314383,0.0,0.0,19.393631436314383,19.393631436314383,0.0
7,8,49900,1,32.588378339140554,0.0,0.0,32.588378339140554,32.588378339140554,0.0
8,9,49900,1,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
9,10,49900,1,8.532350948509494,0.0,0.0,8.532350948509494,8.532350948509494,0.0
10,1,49900,2,35.15772326502067,0.0,0.0,35.15772326502067,35.15772326502067,0.0
11,2,49900,2,4.467310298102986,0.0,0.0,4.467310298102986,4.467310298102986,0.0
12,3,49900,2,32.05635404568334,0.0,0.0,32.05635404568334,32.05635404568334,0.0
13,4,49900,2,12.6143292682927,0.0,0.0,12.6143292682927,12.6143292682927,0.0
14,5,49900,2,12.6143292682927,0.0,0.0,12.6143292682927,12.6143292682927,0.0
15,6,49900,2,27.123257839721244,0.0,0.0,27.123257839721244,27.123257839721244,0.0
16,7,49900,2,27.927797135114233,0.0,0.0,27.927797135114233,27.927797135114233,0.0
17,8,49900,2,32.05635404568334,0.0,0.0,32.05635404568334,32.05635404568334,0.0
18,9,49900,2,12.6143292682927,0.0,0.0,12.6143292682927,12.6143292682927,0.0
19,10,49900,2,8.595867208672091,0.0,0.0,8.595867208672091,8.595867208672091,0.0
20,1,49900,3,35.668955983914685,0.0,0.0,35.668955983914685,35.668955983914685,0.0
21,2,49900,3,8.627283853483705,0.0,0.0,8.627283853483705,8.627283853483705,0.0
22,3,49900,3,32.31314121176925,0.0,0.0,32.31314121176925,32.31314121176925,0.0
23,4,49900,3,19.255671387359037,0.0,0.0,19.255671387359037,19.255671387359037,0.0
24,5,49900,3,16.77853724101758,0.0,0.0,16.77853724101758,16.77853724101758,0.0
25,6,49900,3,27.422389179248917,0.0,0.0,27.422389179248917,27.422389179248917,0.0
26,7,49900,3,23.29953995104468,0.0,0.0,23.29953995104468,23.29953995104468,0.0
27,8,49900,3,32.31314121176925,0.0,0.0,32.31314121176925,32.31314121176925,0.0
28,9,49900,3,19.255671387359037,0.0,0.0,19.255671387359037,19.255671387359037,0.0
29,10,49900,3,12.713496590611069,0.0,0.0,12.713496590611069,12.713496590611069,0.0
30,1,49900,4,34.71689505201501,0.0,0.0,34.71689505201501,34.71689505201501,0.0
31,2,49900,4,4.721375338753385,0.0,0.0,4.721375338753385,4.721375338753385,0.0
32,3,49900,4,26.409852928777738,0.0,0.0,26.409852928777738,26.409852928777738,0.0
33,4,49900,4,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
34,5,49900,4,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
35,6,49900,4,18.27151084010838,0.0,0.0,18.27151084010838,18.27151084010838,0.0
36,7,49900,4,28.09989595431668,0.0,0.0,28.09989595431668,28.09989595431668,0.0
37,8,49900,4,23.077574525745245,0.0,0.0,23.077574525745245,23.077574525745245,0.0
38,9,49900,4,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
39,10,49900,4,8.722899728997284,0.0,0.0,8.722899728997284,8.722899728997284,0.0
40,1,49900,5,33.14662111448298,0.0,0.0,33.14662111448298,33.14662111448298,0.0
41,2,49900,5,4.742547425474244,0.0,0.0,4.742547425474244,4.742547425474244,0.0
42,3,49900,5,31.52895228416569,0.0,0.0,31.52895228416569,31.52895228416569,0.0
43,4,49900,5,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
44,5,49900,5,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
45,6,49900,5,17.741386953155235,0.0,0.0,17.741386953155235,17.741386953155235,0.0
46,7,49900,5,18.52475416182733,0.0,0.0,18.52475416182733,18.52475416182733,0.0
47,8,49900,5,22.505106465350355,0.0,0.0,22.505106465350355,22.505106465350355,0.0
48,9,49900,5,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
49,10,49900,5,8.722899728997275,0.0,0.0,8.722899728997275,8.722899728997275,0.0
50,1,49900,6,40.75808168795974,0.0,0.0,40.75808168795974,40.75808168795974,0.0
51,2,49900,6,5.698842774718074,0.0,0.0,5.698842774718074,5.698842774718074,0.0
52,3,49900,6,35.76419134727062,0.0,0.0,35.76419134727062,35.76419134727062,0.0
53,4,49900,6,17.407006731357626,0.0,0.0,17.407006731357626,17.407006731357626,0.0
54,5,49900,6,13.511342774718063,0.0,0.0,13.511342774718063,13.511342774718063,0.0
55,6,49900,6,31.04784072034269,0.0,0.0,31.04784072034269,31.04784072034269,0.0
56,7,49900,6,31.86852739063103,0.0,0.0,31.86852739063103,31.86852739063103,0.0
57,8,49900,6,35.76419134727062,0.0,0.0,35.76419134727062,35.76419134727062,0.0
58,9,49900,6,17.407006731357626,0.0,0.0,17.407006731357626,17.407006731357626,0.0
59,10,49900,6,9.615678818078502,0.0,0.0,9.615678818078502,9.615678818078502,0.0
60,1,49900,7,40.75808168795974,0.0,0.0,40.75808168795974,40.75808168795974,0.0
61,2,49900,7,12.936827956989228,0.0,0.0,12.936827956989228,12.936827956989228,0.0
62,3,49900,7,35.76419134727062,0.0,0.0,35.76419134727062,35.76419134727062,0.0
63,4,49900,7,25.585442346358956,0.0,0.0,25.585442346358956,25.585442346358956,0.0
64,5,49900,7,21.689778389719393,0.0,0.0,21.689778389719393,21.689778389719393,0.0
65,6,49900,7,31.04784072034269,0.0,0.0,31.04784072034269,31.04784072034269,0.0
66,7,49900,7,31.831207929014784,0.0,0.0,31.831207929014784,31.831207929014784,0.0
67,8,49900,7,35.76419134727062,0.0,0.0,35.76419134727062,35.76419134727062,0.0
68,9,49900,7,25.585442346358956,0.0,0.0,25.585442346358956,25.585442346358956,0.0
69,10,49900,7,17.77294234635896,0.0,0.0,17.77294234635896,17.77294234635896,0.0
70,1,49900,8,40.75808168795974,0.0,0.0,40.75808168795974,40.75808168795974,0.0
71,2,49900,8,5.332087595069508,0.0,0.0,5.332087595069508,5.332087595069508,0.0
72,3,49900,8,34.175982384823854,0.0,0.0,34.175982384823854,34.175982384823854,0.0
73,4,49900,8,16.743842337616936,0.0,0.0,16.743842337616936,16.743842337616936,0.0
74,5,49900,8,12.954038814581697,0.0,0.0,12.954038814581697,12.954038814581697,0.0
75,6,49900,8,22.079208191275452,0.0,0.0,22.079208191275452,22.079208191275452,0.0
76,7,49900,8,24.09533722353353,0.0,0.0,24.09533722353353,24.09533722353353,0.0
77,8,49900,8,34.175982384823854,0.0,0.0,34.175982384823854,34.175982384823854,0.0
78,9,49900,8,16.743842337616936,0.0,0.0,16.743842337616936,16.743842337616936,0.0
79,10,49900,8,9.143063204825605,0.0,0.0,9.143063204825605,9.143063204825605,0.0
80,1,49900,9,32.54353036849599,0.0,0.0,32.54353036849599,32.54353036849599,0.0
81,2,49900,9,5.229505420054192,0.0,0.0,5.229505420054192,5.229505420054192,0.0
82,3,49900,9,22.658206305282093,0.0,0.0,22.658206305282093,22.658206305282093,0.0
83,4,49900,9,16.450711382113806,0.0,0.0,16.450711382113806,16.450711382113806,0.0
84,5,49900,9,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
85,6,49900,9,20.997776806121685,0.0,0.0,20.997776806121685,20.997776806121685,0.0
86,7,49900,9,18.91074695568861,0.0,0.0,18.91074695568861,18.91074695568861,0.0
87,8,49900,9,31.682052124097424,0.0,0.0,31.682052124097424,31.682052124097424,0.0
88,9,49900,9,16.450711382113806,0.0,0.0,16.450711382113806,16.450711382113806,0.0
89,10,49900,9,8.976964769647685,0.0,0.0,8.976964769647685,8.976964769647685,0.0
90,1,49900,10,40.75808168795974,0.0,0.0,40.75808168795974,40.75808168795974,0.0
91,2,49900,10,13.82059183495059,0.0,0.0,13.82059183495059,13.82059183495059,0.0
92,3,49900,10,34.98082413859855,0.0,0.0,34.98082413859855,34.98082413859855,0.0
93,4,49900,10,24.851249016522413,0.0,0.0,24.851249016522413,24.851249016522413,0.0
94,5,49900,10,21.167305927091522,0.0,0.0,21.167305927091522,21.167305927091522,0.0
95,6,49900,10,29.996066089693137,0.0,0.0,29.996066089693137,29.996066089693137,0.0
96,7,49900,10,31.29688104916763,0.0,0.0,31.29688104916763,31.29688104916763,0.0
97,8,49900,10,34.98082413859855,0.0,0.0,34.98082413859855,34.98082413859855,0.0
98,9,49900,10,16.387195121951226,0.0,0.0,16.387195121951226,16.387195121951226,0.0
99,10,49900,10,17.483362837660632,0.0,0.0,17.483362837660632,17.483362837660632,0.0
100,1,49900,11,40.541267811871656,0.0,0.0,40.541267811871656,40.541267811871656,0.0
101,2,49900,11,5.420054200541997,0.0,0.0,5.420054200541997,5.420054200541997,0.0
102,3,49900,11,34.853791618273334,0.0,0.0,34.853791618273334,34.853791618273334,0.0
103,4,49900,11,16.344850948509496,0.0,0.0,16.344850948509496,16.344850948509496,0.0
104,5,49900,11,12.703252032520323,0.0,0.0,12.703252032520323,12.703252032520323,0.0
105,6,49900,11,21.447323848238472,0.0,0.0,21.447323848238472,21.447323848238472,0.0
106,7,49900,11,31.212192702284153,0.0,0.0,31.212192702284153,31.212192702284153,0.0
107,8,49900,11,34.853791618273334,0.0,0.0,34.853791618273334,34.853791618273334,0.0
108,9,49900,11,16.344850948509496,0.0,0.0,16.344850948509496,16.344850948509496,0.0
109,10,49900,11,9.061653116531154,0.0,0.0,9.061653116531154,9.061653116531154,0.0
110,1,49900,12,40.14924272226593,0.0,0.0,40.14924272226593,40.14924272226593,0.0
111,2,49900,12,5.462398373983742,0.0,0.0,5.462398373983742,5.462398373983742,0.0
112,3,49900,12,25.702913279132797,0.0,0.0,25.702913279132797,25.702913279132797,0.0
113,4,49900,12,16.302506775067762,0.0,0.0,16.302506775067762,16.302506775067762,0.0
114,5,49900,12,12.703252032520338,0.0,0.0,12.703252032520338,12.703252032520338,0.0
115,6,49900,12,21.362635501355022,0.0,0.0,21.362635501355022,21.362635501355022,0.0
116,7,49900,12,22.103658536585375,0.0,0.0,22.103658536585375,22.103658536585375,0.0
117,8,49900,12,25.702913279132797,0.0,0.0,25.702913279132797,25.702913279132797,0.0
118,9,49900,12,16.302506775067762,0.0,0.0,16.302506775067762,16.302506775067762,0.0
119,10,49900,12,9.082825203252028,0.0,0.0,9.082825203252028,9.082825203252028,0.0
120,1,49900,13,34.25816699558779,0.0,0.0,34.25816699558779,34.25816699558779,0.0
121,2,49900,13,5.4412262872628645,0.0,0.0,5.4412262872628645,5.4412262872628645,0.0
122,3,49900,13,34.81144744483159,0.0,0.0,34.81144744483159,34.81144744483159,0.0
123,4,49900,13,16.34485094850948,0.0,0.0,16.34485094850948,16.34485094850948,0.0
124,5,49900,13,12.703252032520338,0.0,0.0,12.703252032520338,12.703252032520338,0.0
125,6,49900,13,21.426151761517612,0.0,0.0,21.426151761517612,21.426151761517612,0.0
126,7,49900,13,22.167174796747965,0.0,0.0,22.167174796747965,22.167174796747965,0.0
127,8,49900,13,34.81144744483159,0.0,0.0,34.81144744483159,34.81144744483159,0.0
128,9,49900,13,16.34485094850948,0.0,0.0,16.34485094850948,16.34485094850948,0.0
129,10,49900,13,9.082825203252034,0.0,0.0,9.082825203252034,9.082825203252034,0.0
130,1,49900,14,40.5490829461866,0.0,0.0,40.5490829461866,40.5490829461866,0.0
131,2,49900,14,14.448924731182753,0.0,0.0,14.448924731182753,14.448924731182753,0.0
132,3,49900,14,34.76910327138986,0.0,0.0,34.76910327138986,34.76910327138986,0.0
133,4,49900,14,25.347524680603954,0.0,0.0,25.347524680603954,25.347524680603954,0.0
134,5,49900,14,21.727097851335657,0.0,0.0,21.727097851335657,21.727097851335657,0.0
135,6,49900,14,30.42882549361208,0.0,0.0,30.42882549361208,30.42882549361208,0.0
136,7,49900,14,31.148676442121563,0.0,0.0,31.148676442121563,31.148676442121563,0.0
137,8,49900,14,34.76910327138986,0.0,0.0,34.76910327138986,34.76910327138986,0.0
138,9,49900,14,25.347524680603954,0.0,0.0,25.347524680603954,25.347524680603954,0.0
139,10,49900,14,18.106671022067353,0.0,0.0,18.106671022067353,18.106671022067353,0.0
140,1,49900,15,40.46439459930314,0.0,0.0,40.46439459930314,40.46439459930314,0.0
141,2,49900,15,5.504742547425468,0.0,0.0,5.504742547425468,5.504742547425468,0.0
142,3,49900,15,34.70558701122725,0.0,0.0,34.70558701122725,34.70558701122725,0.0
143,4,49900,15,16.30250677506775,0.0,0.0,16.30250677506775,16.30250677506775,0.0
144,5,49900,15,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
145,6,49900,15,29.68736340589211,0.0,0.0,29.68736340589211,29.68736340589211,0.0
146,7,49900,15,31.10633226867982,0.0,0.0,31.10633226867982,31.10633226867982,0.0
147,8,49900,15,34.70558701122725,0.0,0.0,34.70558701122725,34.70558701122725,0.0
148,9,49900,15,16.30250677506775,0.0,0.0,16.30250677506775,16.30250677506775,0.0
149,10,49900,15,9.103997289972893,0.0,0.0,9.103997289972893,9.103997289972893,0.0
150,1,49900,16,31.009457776029382,0.0,0.0,31.009457776029382,31.009457776029382,0.0
151,2,49900,16,5.5470867208672,0.0,0.0,5.5470867208672,5.5470867208672,0.0
152,3,49900,16,25.57588075880759,0.0,0.0,25.57588075880759,25.57588075880759,0.0
153,4,49900,16,16.28133468834689,0.0,0.0,16.28133468834689,16.28133468834689,0.0
154,5,49900,16,12.703252032520338,0.0,0.0,12.703252032520338,12.703252032520338,0.0
155,6,49900,16,29.55418415071251,0.0,0.0,29.55418415071251,29.55418415071251,0.0
156,7,49900,16,21.997798102981037,0.0,0.0,21.997798102981037,21.997798102981037,0.0
157,8,49900,16,33.37259902624125,0.0,0.0,33.37259902624125,33.37259902624125,0.0
158,9,49900,16,16.28133468834689,0.0,0.0,16.28133468834689,16.28133468834689,0.0
159,10,49900,16,9.125169376693778,0.0,0.0,9.125169376693778,9.125169376693778,0.0
160,1,49900,17,32.01820526269779,0.0,0.0,32.01820526269779,32.01820526269779,0.0
161,2,49900,17,9.707060276247919,0.0,0.0,9.707060276247919,9.707060276247919,0.0
162,3,49900,17,26.34408602150539,0.0,0.0,26.34408602150539,26.34408602150539,0.0
163,4,49900,17,20.33544781012324,0.0,0.0,20.33544781012324,20.33544781012324,0.0
164,5,49900,17,16.77853724101756,0.0,0.0,16.77853724101756,16.77853724101756,0.0
165,6,49900,17,22.109668677331946,0.0,0.0,22.109668677331946,22.109668677331946,0.0
166,7,49900,17,23.957786956901813,0.0,0.0,23.957786956901813,23.957786956901813,0.0
167,8,49900,17,26.34408602150539,0.0,0.0,26.34408602150539,26.34408602150539,0.0
168,9,49900,17,20.33544781012324,0.0,0.0,20.33544781012324,20.33544781012324,0.0
169,10,49900,17,13.242798758632734,0.0,0.0,13.242798758632734,13.242798758632734,0.0
170,1,49900,18,39.08517462190753,0.0,0.0,39.08517462190753,39.08517462190753,0.0
171,2,49900,18,9.707060276247933,0.0,0.0,9.707060276247933,9.707060276247933,0.0
172,3,49900,18,29.502961360258773,0.0,0.0,29.502961360258773,29.502961360258773,0.0
173,4,49900,18,20.3142757234024,0.0,0.0,20.3142757234024,20.3142757234024,0.0
174,5,49900,18,16.778537241017574,0.0,0.0,16.778537241017574,16.778537241017574,0.0
175,6,49900,18,29.343829224582592,0.0,0.0,29.343829224582592,29.343829224582592,0.0
176,7,49900,18,30.915783488192034,0.0,0.0,30.915783488192034,30.915783488192034,0.0
177,8,49900,18,34.45152197057686,0.0,0.0,34.45152197057686,34.45152197057686,0.0
178,9,49900,18,20.3142757234024,0.0,0.0,20.3142757234024,20.3142757234024,0.0
179,10,49900,18,13.242798758632755,0.0,0.0,13.242798758632755,13.242798758632755,0.0
180,1,49900,19,32.80157247136988,0.0,0.0,32.80157247136988,32.80157247136988,0.0
181,2,49900,19,9.601199842643588,0.0,0.0,9.601199842643588,9.601199842643588,0.0
182,3,49900,19,34.620898664343784,0.0,0.0,34.620898664343784,34.620898664343784,0.0
183,4,49900,19,20.356619896844126,0.0,0.0,20.356619896844126,20.356619896844126,0.0
184,5,49900,19,16.778537241017574,0.0,0.0,16.778537241017574,16.778537241017574,0.0
185,6,49900,19,30.322965060007746,0.0,0.0,30.322965060007746,30.322965060007746,0.0
186,7,49900,19,26.094255398199145,0.0,0.0,26.094255398199145,26.094255398199145,0.0
187,8,49900,19,34.620898664343784,0.0,0.0,34.620898664343784,34.620898664343784,0.0
188,9,49900,19,20.356619896844126,0.0,0.0,20.356619896844126,20.356619896844126,0.0
189,10,49900,19,13.200454585191013,0.0,0.0,13.200454585191013,13.200454585191013,0.0
190,1,49900,20,36.10978419692029,0.0,0.0,36.10978419692029,36.10978419692029,0.0
191,2,49900,20,5.631775067750685,0.0,0.0,5.631775067750685,5.631775067750685,0.0
192,3,49900,20,25.427676151761524,0.0,0.0,25.427676151761524,25.427676151761524,0.0
193,4,49900,20,16.23899051490515,0.0,0.0,16.23899051490515,16.23899051490515,0.0
194,5,49900,20,12.703252032520329,0.0,0.0,12.703252032520329,12.703252032520329,0.0
195,6,49900,20,24.796925386436996,0.0,0.0,24.796925386436996,24.796925386436996,0.0
196,7,49900,20,21.891937669376706,0.0,0.0,21.891937669376706,21.891937669376706,0.0
197,8,49900,20,25.427676151761524,0.0,0.0,25.427676151761524,25.427676151761524,0.0
198,9,49900,20,16.23899051490515,0.0,0.0,16.23899051490515,16.23899051490515,0.0
199,10,49900,20,9.167513550135507,0.0,0.0,9.167513550135507,9.167513550135507,0.0
200,1,49900,21,32.80157247136988,0.0,0.0,32.80157247136988,32.80157247136988,0.0
201,2,49900,21,9.516511495760112,0.0,0.0,9.516511495760112,9.516511495760112,0.0
202,3,49900,21,29.504473652167384,0.0,0.0,29.504473652167384,29.504473652167384,0.0
203,4,49900,21,20.39896407028586,0.0,0.0,20.39896407028586,20.39896407028586,0.0
204,5,49900,21,12.703252032520338,0.0,0.0,12.703252032520338,12.703252032520338,0.0
205,6,49900,21,25.164195874389605,0.0,0.0,25.164195874389605,25.164195874389605,0.0
206,7,49900,21,25.884046822899116,0.0,0.0,25.884046822899116,25.884046822899116,0.0
207,8,49900,21,34.45303426248547,0.0,0.0,34.45303426248547,34.45303426248547,0.0
208,9,49900,21,20.39896407028586,0.0,0.0,20.39896407028586,20.39896407028586,0.0
209,10,49900,21,13.13693832502841,0.0,0.0,13.13693832502841,13.13693832502841,0.0
210,1,49900,22,35.51296551271963,0.0,0.0,35.51296551271963,35.51296551271963,0.0
211,2,49900,22,13.328853046594986,0.0,0.0,13.328853046594986,13.328853046594986,0.0
212,3,49900,22,30.351210770172216,0.0,0.0,30.351210770172216,30.351210770172216,0.0
213,4,49900,22,24.57123109537549,0.0,0.0,24.57123109537549,24.57123109537549,0.0
214,5,49900,22,20.993148439548914,0.0,0.0,20.993148439548914,20.993148439548914,0.0
215,6,49900,22,26.03210507911531,0.0,0.0,26.03210507911531,26.03210507911531,0.0
216,7,49900,22,27.485905439411532,0.0,0.0,27.485905439411532,27.485905439411532,0.0
217,8,49900,22,30.351210770172216,0.0,0.0,30.351210770172216,30.351210770172216,0.0
218,9,49900,22,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
219,10,49900,22,17.393893697001484,0.0,0.0,17.393893697001484,17.393893697001484,0.0
220,1,49900,23,36.11001835824808,0.0,0.0,36.11001835824808,36.11001835824808,0.0
221,2,49900,23,13.773466867733166,0.0,0.0,13.773466867733166,13.773466867733166,0.0
222,3,49900,23,30.35121077017221,0.0,0.0,30.35121077017221,30.35121077017221,0.0
223,4,49900,23,24.592403182096323,0.0,0.0,24.592403182096323,24.592403182096323,0.0
224,5,49900,23,20.993148439548897,0.0,0.0,20.993148439548897,20.993148439548897,0.0
225,6,49900,23,26.032105079115283,0.0,0.0,26.032105079115283,26.032105079115283,0.0
226,7,49900,23,26.751956027624786,0.0,0.0,26.751956027624786,26.751956027624786,0.0
227,8,49900,23,30.35121077017221,0.0,0.0,30.35121077017221,30.35121077017221,0.0
228,9,49900,23,22.22386135151674,0.0,0.0,22.22386135151674,22.22386135151674,0.0
229,10,49900,23,17.372721610280593,0.0,0.0,17.372721610280593,17.372721610280593,0.0
230,1,49900,24,31.683686292508114,0.0,0.0,31.683686292508114,31.683686292508114,0.0
231,2,49900,24,9.66471610280618,0.0,0.0,9.66471610280618,9.66471610280618,0.0
232,3,49900,24,30.95812766163376,0.0,0.0,30.95812766163376,30.95812766163376,0.0
233,4,49900,24,19.255671387359037,0.0,0.0,19.255671387359037,19.255671387359037,0.0
234,5,49900,24,16.778537241017574,0.0,0.0,16.778537241017574,16.778537241017574,0.0
235,6,49900,24,25.808090742197795,0.0,0.0,25.808090742197795,25.808090742197795,0.0
236,7,49900,24,27.401217092528082,0.0,0.0,27.401217092528082,27.401217092528082,0.0
237,8,49900,24,30.95812766163376,0.0,0.0,30.95812766163376,30.95812766163376,0.0
238,9,49900,24,19.255671387359037,0.0,0.0,19.255671387359037,19.255671387359037,0.0
239,10,49900,24,13.221626671911885,0.0,0.0,13.221626671911885,13.221626671911885,0.0
240,1,49900,25,40.31725347495409,0.0,0.0,40.31725347495409,40.31725347495409,0.0
241,2,49900,25,9.537683582480996,0.0,0.0,9.537683582480996,9.537683582480996,0.0
242,3,49900,25,34.79027535811071,0.0,0.0,34.79027535811071,34.79027535811071,0.0
243,4,49900,25,20.420136157006723,0.0,0.0,20.420136157006723,20.420136157006723,0.0
244,5,49900,25,16.778537241017567,0.0,0.0,16.778537241017567,16.778537241017567,0.0
245,6,49900,25,29.729707579333855,0.0,0.0,29.729707579333855,29.729707579333855,0.0
246,7,49900,25,31.169848528842433,0.0,0.0,31.169848528842433,31.169848528842433,0.0
247,8,49900,25,34.79027535811071,0.0,0.0,34.79027535811071,34.79027535811071,0.0
248,9,49900,25,16.344850948509478,0.0,0.0,16.344850948509478,16.344850948509478,0.0
249,10,49900,25,13.15811041174927,0.0,0.0,13.15811041174927,13.15811041174927,0.0
250,1,49900,26,23.162262872628723,0.0,0.0,23.162262872628723,23.162262872628723,0.0
251,2,49900,26,5.229505420054189,0.0,0.0,5.229505420054189,5.229505420054189,0.0
252,3,49900,26,17.191734417344176,0.0,0.0,17.191734417344176,17.191734417344176,0.0
253,4,49900,26,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
254,5,49900,26,12.703252032520316,0.0,0.0,12.703252032520316,12.703252032520316,0.0
255,6,49900,26,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
256,7,49900,26,13.444275067750665,0.0,0.0,13.444275067750665,13.444275067750665,0.0
257,8,49900,26,17.191734417344176,0.0,0.0,17.191734417344176,17.191734417344176,0.0
258,9,49900,26,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
259,10,49900,26,8.95579268292681,0.0,0.0,8.95579268292681,8.95579268292681,0.0
260,1,49900,27,35.7322380827495,0.0,0.0,35.7322380827495,35.7322380827495,0.0
261,2,49900,27,13.013076739350332,0.0,0.0,13.013076739350332,13.013076739350332,0.0
262,3,49900,27,29.740537540744064,0.0,0.0,29.740537540744064,29.740537540744064,0.0
263,4,49900,27,24.255454788130827,0.0,0.0,24.255454788130827,24.255454788130827,0.0
264,5,49900,27,20.507995438537343,0.0,0.0,20.507995438537343,20.507995438537343,0.0
265,6,49900,27,25.25205515592025,0.0,0.0,25.25205515592025,25.25205515592025,0.0
266,7,49900,27,25.993078191150584,0.0,0.0,25.993078191150584,25.993078191150584,0.0
267,8,49900,27,29.740537540744064,0.0,0.0,29.740537540744064,29.740537540744064,0.0
268,9,49900,27,22.61588644112247,0.0,0.0,22.61588644112247,22.61588644112247,0.0
269,10,49900,27,16.760536088943837,0.0,0.0,16.760536088943837,16.760536088943837,0.0
270,1,49900,28,35.87997546769818,0.0,0.0,35.87997546769818,35.87997546769818,0.0
271,2,49900,28,12.463647554419062,0.0,0.0,12.463647554419062,12.463647554419062,0.0
272,3,49900,28,29.84593075225103,0.0,0.0,29.84593075225103,29.84593075225103,0.0
273,4,49900,28,23.790713950083017,0.0,0.0,23.790713950083017,23.790713950083017,0.0
274,5,49900,28,20.02208251376866,0.0,0.0,20.02208251376866,20.02208251376866,0.0
275,6,49900,28,26.704148089867964,0.0,0.0,26.704148089867964,26.704148089867964,0.0
276,7,49900,28,26.056127229215804,0.0,0.0,26.056127229215804,26.056127229215804,0.0
277,8,49900,28,29.84593075225103,0.0,0.0,29.84593075225103,29.84593075225103,0.0
278,9,49900,28,23.790713950083017,0.0,0.0,23.790713950083017,23.790713950083017,0.0
279,10,49900,28,16.23227899073344,0.0,0.0,16.23227899073344,16.23227899073344,0.0
280,1,49900,29,26.24915311653117,0.0,0.0,26.24915311653117,26.24915311653117,0.0
281,2,49900,29,1.5455623306233057,0.0,0.0,1.5455623306233057,1.5455623306233057,0.0
282,3,49900,29,22.357723577235774,0.0,0.0,22.357723577235774,22.357723577235774,0.0
283,4,49900,29,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
284,5,49900,29,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
285,6,49900,29,26.424130168721035,0.0,0.0,26.424130168721035,26.424130168721035,0.0
286,7,49900,29,18.652608401084013,0.0,0.0,18.652608401084013,18.652608401084013,0.0
287,8,49900,29,22.357723577235774,0.0,0.0,22.357723577235774,22.357723577235774,0.0
288,9,49900,29,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
289,10,49900,29,8.998136856368573,0.0,0.0,8.998136856368573,8.998136856368573,0.0
290,1,49900,30,32.3647445143806,0.0,0.0,32.3647445143806,32.3647445143806,0.0
291,2,49900,30,5.1659891598915975,0.0,0.0,5.1659891598915975,5.1659891598915975,0.0
292,3,49900,30,22.527100271002702,0.0,0.0,22.527100271002702,22.527100271002702,0.0
293,4,49900,30,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
294,5,49900,30,12.70325203252031,0.0,0.0,12.70325203252031,12.70325203252031,0.0
295,6,49900,30,26.704148089867957,0.0,0.0,26.704148089867957,26.704148089867957,0.0
296,7,49900,30,18.758468834688337,0.0,0.0,18.758468834688337,18.758468834688337,0.0
297,8,49900,30,22.527100271002702,0.0,0.0,22.527100271002702,22.527100271002702,0.0
298,9,49900,30,12.703252032520325,0.0,0.0,12.703252032520325,12.703252032520325,0.0
299,10,49900,30,8.934620596205956,0.0,0.0,8.934620596205956,8.934620596205956,0.0
300,1,49900,31,38.85395982416047,0.0,0.0,38.85395982416047,38.85395982416047,0.0
301,2,49900,31,13.174940757184071,0.0,0.0,13.174940757184071,13.174940757184071,0.0
302,3,49900,31,33.41696795424178,0.0,0.0,33.41696795424178,33.41696795424178,0.0
303,4,49900,31,24.226770025476768,0.0,0.0,24.226770025476768,24.226770025476768,0.0
304,5,49900,31,20.542826936045877,0.0,0.0,20.542826936045877,20.542826936045877,0.0
305,6,49900,31,28.992001829580538,0.0,0.0,28.992001829580538,28.992001829580538,0.0
306,7,49900,31,29.711852778090012,0.0,0.0,29.711852778090012,29.711852778090012,0.0
307,8,49900,31,33.41696795424178,0.0,0.0,33.41696795424178,33.41696795424178,0.0
308,9,49900,31,24.226770025476768,0.0,0.0,24.226770025476768,24.226770025476768,0.0
