id,scenario,plant_id,timestep,area,fuel_type,production,up_activation,down_activation
16432,2,49907,12,2,Hydro,0.0,0.0,0.0
16433,3,49907,12,2,Hydro,0.0,0.0,0.0
16434,4,49907,12,2,Hydro,0.0,0.0,0.0
16435,5,49907,12,2,Hydro,0.0,0.0,0.0
16436,6,49907,12,2,Hydro,0.0,0.0,0.0
16437,7,49907,12,2,Hydro,0.0,0.0,0.0
16438,8,49907,12,2,Hydro,0.0,0.0,0.0
16439,9,49907,12,2,Hydro,0.0,0.0,0.0
16440,10,49907,12,2,Hydro,0.0,0.0,0.0
16441,1,49907,13,2,Hydro,0.0,0.0,0.0
16442,2,49907,13,2,Hydro,0.0,0.0,0.0
16443,3,49907,13,2,Hydro,0.0,0.0,0.0
16444,4,49907,13,2,Hydro,0.0,0.0,0.0
16445,5,49907,13,2,Hydro,0.0,0.0,0.0
16446,6,49907,13,2,Hydro,0.0,0.0,0.0
16447,7,49907,13,2,Hydro,0.0,0.0,0.0
16448,8,49907,13,2,Hydro,0.0,0.0,0.0
16449,9,49907,13,2,Hydro,0.0,0.0,0.0
16450,10,49907,13,2,Hydro,0.0,0.0,0.0
16451,1,49907,14,2,Hydro,0.0,0.0,0.0
16452,2,49907,14,2,Hydro,0.0,0.0,0.0
16453,3,49907,14,2,Hydro,0.0,0.0,0.0
16454,4,49907,14,2,Hydro,0.0,0.0,0.0
16455,5,49907,14,2,Hydro,0.0,0.0,0.0
16456,6,49907,14,2,Hydro,0.0,0.0,0.0
16457,7,49907,14,2,Hydro,0.0,0.0,0.0
16458,8,49907,14,2,Hydro,0.0,0.0,0.0
16459,9,49907,14,2,Hydro,0.0,0.0,0.0
16460,10,49907,14,2,Hydro,0.0,0.0,0.0
16461,1,49907,15,2,Hydro,0.0,0.0,0.0
16462,2,49907,15,2,Hydro,0.0,0.0,0.0
16463,3,49907,15,2,Hydro,0.0,0.0,0.0
16464,4,49907,15,2,Hydro,0.0,0.0,0.0
16465,5,49907,15,2,Hydro,0.0,0.0,0.0
16466,6,49907,15,2,Hydro,0.0,0.0,0.0
16467,7,49907,15,2,Hydro,0.0,0.0,0.0
16468,8,49907,15,2,Hydro,0.0,0.0,0.0
16469,9,49907,15,2,Hydro,0.0,0.0,0.0
16470,10,49907,15,2,Hydro,0.0,0.0,0.0
16471,1,49907,16,2,Hydro,0.0,0.0,0.0
16472,2,49907,16,2,Hydro,0.0,0.0,0.0
16473,3,49907,16,2,Hydro,0.0,0.0,0.0
16474,4,49907,16,2,Hydro,0.0,0.0,0.0
16475,5,49907,16,2,Hydro,0.0,0.0,0.0
16476,6,49907,16,2,Hydro,0.0,0.0,0.0
16477,7,49907,16,2,Hydro,0.0,0.0,0.0
16478,8,49907,16,2,Hydro,0.0,0.0,0.0
16479,9,49907,16,2,Hydro,0.0,0.0,0.0
16480,10,49907,16,2,Hydro,0.0,0.0,0.0
16481,1,49907,17,2,Hydro,0.0,0.0,0.0
16482,2,49907,17,2,Hydro,0.0,0.0,0.0
16483,3,49907,17,2,Hydro,0.0,0.0,0.0
16484,4,49907,17,2,Hydro,0.0,0.0,0.0
16485,5,49907,17,2,Hydro,0.0,0.0,0.0
16486,6,49907,17,2,Hydro,0.0,0.0,0.0
16487,7,49907,17,2,Hydro,0.0,0.0,0.0
16488,8,49907,17,2,Hydro,0.0,0.0,0.0
16489,9,49907,17,2,Hydro,0.0,0.0,0.0
16490,10,49907,17,2,Hydro,0.0,0.0,0.0
16491,1,49907,18,2,Hydro,0.0,0.0,0.0
16492,2,49907,18,2,Hydro,0.0,0.0,0.0
16493,3,49907,18,2,Hydro,0.0,0.0,0.0
16494,4,49907,18,2,Hydro,0.0,0.0,0.0
16495,5,49907,18,2,Hydro,0.0,0.0,0.0
16496,6,49907,18,2,Hydro,0.0,0.0,0.0
16497,7,49907,18,2,Hydro,0.0,0.0,0.0
16498,8,49907,18,2,Hydro,0.0,0.0,0.0
16499,9,49907,18,2,Hydro,0.0,0.0,0.0
16500,10,49907,18,2,Hydro,0.0,0.0,0.0
16501,1,49907,19,2,Hydro,0.0,0.0,0.0
16502,2,49907,19,2,Hydro,0.0,0.0,0.0
16503,3,49907,19,2,Hydro,0.0,0.0,0.0
16504,4,49907,19,2,Hydro,0.0,0.0,0.0
16505,5,49907,19,2,Hydro,0.0,0.0,0.0
16506,6,49907,19,2,Hydro,0.0,0.0,0.0
16507,7,49907,19,2,Hydro,0.0,0.0,0.0
16508,8,49907,19,2,Hydro,0.0,0.0,0.0
16509,9,49907,19,2,Hydro,0.0,0.0,0.0
16510,10,49907,19,2,Hydro,0.0,0.0,0.0
16511,1,49907,20,2,Hydro,0.0,0.0,0.0
16512,2,49907,20,2,Hydro,0.0,0.0,0.0
16513,3,49907,20,2,Hydro,0.0,0.0,0.0
16514,4,49907,20,2,Hydro,0.0,0.0,0.0
16515,5,49907,20,2,Hydro,0.0,0.0,0.0
16516,6,49907,20,2,Hydro,0.0,0.0,0.0
16517,7,49907,20,2,Hydro,0.0,0.0,0.0
16518,8,49907,20,2,Hydro,0.0,0.0,0.0
16519,9,49907,20,2,Hydro,0.0,0.0,0.0
16520,10,49907,20,2,Hydro,0.0,0.0,0.0
16521,1,49907,21,2,Hydro,0.0,0.0,0.0
16522,2,49907,21,2,Hydro,0.0,0.0,0.0
16523,3,49907,21,2,Hydro,0.0,0.0,0.0
16524,4,49907,21,2,Hydro,0.0,0.0,0.0
16525,5,49907,21,2,Hydro,0.0,0.0,0.0
16526,6,49907,21,2,Hydro,0.0,0.0,0.0
16527,7,49907,21,2,Hydro,0.0,0.0,0.0
16528,8,49907,21,2,Hydro,0.0,0.0,0.0
16529,9,49907,21,2,Hydro,0.0,0.0,0.0
16530,10,49907,21,2,Hydro,0.0,0.0,0.0
16531,1,49907,22,2,Hydro,0.0,0.0,0.0
16532,2,49907,22,2,Hydro,0.0,0.0,0.0
16533,3,49907,22,2,Hydro,0.0,0.0,0.0
16534,4,49907,22,2,Hydro,0.0,0.0,0.0
16535,5,49907,22,2,Hydro,0.0,0.0,0.0
16536,6,49907,22,2,Hydro,0.0,0.0,0.0
16537,7,49907,22,2,Hydro,0.0,0.0,0.0
16538,8,49907,22,2,Hydro,0.0,0.0,0.0
16539,9,49907,22,2,Hydro,0.0,0.0,0.0
16540,10,49907,22,2,Hydro,0.0,0.0,0.0
16541,1,49907,23,2,Hydro,0.0,0.0,0.0
16542,2,49907,23,2,Hydro,0.0,0.0,0.0
16543,3,49907,23,2,Hydro,0.0,0.0,0.0
16544,4,49907,23,2,Hydro,0.0,0.0,0.0
16545,5,49907,23,2,Hydro,0.0,0.0,0.0
16546,6,49907,23,2,Hydro,0.0,0.0,0.0
16547,7,49907,23,2,Hydro,0.0,0.0,0.0
16548,8,49907,23,2,Hydro,0.0,0.0,0.0
16549,9,49907,23,2,Hydro,0.0,0.0,0.0
16550,10,49907,23,2,Hydro,0.0,0.0,0.0
16551,1,49907,24,2,Hydro,0.0,0.0,0.0
16552,2,49907,24,2,Hydro,0.0,0.0,0.0
16553,3,49907,24,2,Hydro,0.0,0.0,0.0
16554,4,49907,24,2,Hydro,0.0,0.0,0.0
16555,5,49907,24,2,Hydro,0.0,0.0,0.0
16556,6,49907,24,2,Hydro,0.0,0.0,0.0
16557,7,49907,24,2,Hydro,0.0,0.0,0.0
16558,8,49907,24,2,Hydro,0.0,0.0,0.0
16559,9,49907,24,2,Hydro,0.0,0.0,0.0
16560,10,49907,24,2,Hydro,0.0,0.0,0.0
16561,1,49907,25,2,Hydro,0.0,0.0,0.0
16562,2,49907,25,2,Hydro,0.0,0.0,0.0
16563,3,49907,25,2,Hydro,0.0,0.0,0.0
16564,4,49907,25,2,Hydro,0.0,0.0,0.0
16565,5,49907,25,2,Hydro,0.0,0.0,0.0
16566,6,49907,25,2,Hydro,0.0,0.0,0.0
16567,7,49907,25,2,Hydro,0.0,0.0,0.0
16568,8,49907,25,2,Hydro,0.0,0.0,0.0
16569,9,49907,25,2,Hydro,0.0,0.0,0.0
16570,10,49907,25,2,Hydro,0.0,0.0,0.0
16571,1,49907,26,2,Hydro,0.0,0.0,0.0
16572,2,49907,26,2,Hydro,0.0,0.0,0.0
16573,3,49907,26,2,Hydro,0.0,0.0,0.0
16574,4,49907,26,2,Hydro,0.0,0.0,0.0
16575,5,49907,26,2,Hydro,0.0,0.0,0.0
16576,6,49907,26,2,Hydro,0.0,0.0,0.0
16577,7,49907,26,2,Hydro,0.0,0.0,0.0
16578,8,49907,26,2,Hydro,0.0,0.0,0.0
16579,9,49907,26,2,Hydro,0.0,0.0,0.0
16580,10,49907,26,2,Hydro,0.0,0.0,0.0
16581,1,49907,27,2,Hydro,0.0,0.0,0.0
16582,2,49907,27,2,Hydro,0.0,0.0,0.0
16583,3,49907,27,2,Hydro,0.0,0.0,0.0
16584,4,49907,27,2,Hydro,0.0,0.0,0.0
16585,5,49907,27,2,Hydro,0.0,0.0,0.0
16586,6,49907,27,2,Hydro,0.0,0.0,0.0
16587,7,49907,27,2,Hydro,0.0,0.0,0.0
16588,8,49907,27,2,Hydro,0.0,0.0,0.0
16589,9,49907,27,2,Hydro,0.0,0.0,0.0
16590,10,49907,27,2,Hydro,0.0,0.0,0.0
16591,1,49907,28,2,Hydro,0.0,0.0,0.0
16592,2,49907,28,2,Hydro,0.0,0.0,0.0
16593,3,49907,28,2,Hydro,0.0,0.0,0.0
16594,4,49907,28,2,Hydro,0.0,0.0,0.0
16595,5,49907,28,2,Hydro,0.0,0.0,0.0
16596,6,49907,28,2,Hydro,0.0,0.0,0.0
16597,7,49907,28,2,Hydro,0.0,0.0,0.0
16598,8,49907,28,2,Hydro,0.0,0.0,0.0
16599,9,49907,28,2,Hydro,0.0,0.0,0.0
16600,10,49907,28,2,Hydro,0.0,0.0,0.0
16601,1,49907,29,2,Hydro,0.0,0.0,0.0
16602,2,49907,29,2,Hydro,0.0,0.0,0.0
16603,3,49907,29,2,Hydro,0.0,0.0,0.0
16604,4,49907,29,2,Hydro,0.0,0.0,0.0
16605,5,49907,29,2,Hydro,0.0,0.0,0.0
16606,6,49907,29,2,Hydro,0.0,0.0,0.0
16607,7,49907,29,2,Hydro,0.0,0.0,0.0
16608,8,49907,29,2,Hydro,0.0,0.0,0.0
16609,9,49907,29,2,Hydro,0.0,0.0,0.0
16610,10,49907,29,2,Hydro,0.0,0.0,0.0
16611,1,49907,30,2,Hydro,0.0,0.0,0.0
16612,2,49907,30,2,Hydro,0.0,0.0,0.0
16613,3,49907,30,2,Hydro,0.0,0.0,0.0
16614,4,49907,30,2,Hydro,0.0,0.0,0.0
16615,5,49907,30,2,Hydro,0.0,0.0,0.0
16616,6,49907,30,2,Hydro,0.0,0.0,0.0
16617,7,49907,30,2,Hydro,0.0,0.0,0.0
16618,8,49907,30,2,Hydro,0.0,0.0,0.0
16619,9,49907,30,2,Hydro,0.0,0.0,0.0
16620,10,49907,30,2,Hydro,0.0,0.0,0.0
16621,1,49907,31,2,Hydro,0.0,0.0,0.0
16622,2,49907,31,2,Hydro,0.0,0.0,0.0
16623,3,49907,31,2,Hydro,0.0,0.0,0.0
16624,4,49907,31,2,Hydro,0.0,0.0,0.0
16625,5,49907,31,2,Hydro,0.0,0.0,0.0
16626,6,49907,31,2,Hydro,0.0,0.0,0.0
16627,7,49907,31,2,Hydro,0.0,0.0,0.0
16628,8,49907,31,2,Hydro,0.0,0.0,0.0
16629,9,49907,31,2,Hydro,0.0,0.0,0.0
16630,10,49907,31,2,Hydro,0.0,0.0,0.0
16631,1,49907,32,2,Hydro,0.0,0.0,0.0
16632,2,49907,32,2,Hydro,0.0,0.0,0.0
16633,3,49907,32,2,Hydro,0.0,0.0,0.0
16634,4,49907,32,2,Hydro,0.0,0.0,0.0
16635,5,49907,32,2,Hydro,0.0,0.0,0.0
16636,6,49907,32,2,Hydro,0.0,0.0,0.0
16637,7,49907,32,2,Hydro,0.0,0.0,0.0
16638,8,49907,32,2,Hydro,0.0,0.0,0.0
16639,9,49907,32,2,Hydro,0.0,0.0,0.0
16640,10,49907,32,2,Hydro,0.0,0.0,0.0
16641,1,49907,33,2,Hydro,0.0,0.0,0.0
16642,2,49907,33,2,Hydro,0.0,0.0,0.0
16643,3,49907,33,2,Hydro,0.0,0.0,0.0
16644,4,49907,33,2,Hydro,0.0,0.0,0.0
16645,5,49907,33,2,Hydro,0.0,0.0,0.0
16646,6,49907,33,2,Hydro,0.0,0.0,0.0
16647,7,49907,33,2,Hydro,0.0,0.0,0.0
16648,8,49907,33,2,Hydro,0.0,0.0,0.0
16649,9,49907,33,2,Hydro,0.0,0.0,0.0
16650,10,49907,33,2,Hydro,0.0,0.0,0.0
16651,1,49907,34,2,Hydro,0.0,0.0,0.0
16652,2,49907,34,2,Hydro,0.0,0.0,0.0
16653,3,49907,34,2,Hydro,0.0,0.0,0.0
16654,4,49907,34,2,Hydro,0.0,0.0,0.0
16655,5,49907,34,2,Hydro,0.0,0.0,0.0
16656,6,49907,34,2,Hydro,0.0,0.0,0.0
16657,7,49907,34,2,Hydro,0.0,0.0,0.0
16658,8,49907,34,2,Hydro,0.0,0.0,0.0
16659,9,49907,34,2,Hydro,0.0,0.0,0.0
16660,10,49907,34,2,Hydro,0.0,0.0,0.0
16661,1,49907,35,2,Hydro,0.0,0.0,0.0
16662,2,49907,35,2,Hydro,0.0,0.0,0.0
16663,3,49907,35,2,Hydro,0.0,0.0,0.0
16664,4,49907,35,2,Hydro,0.0,0.0,0.0
16665,5,49907,35,2,Hydro,0.0,0.0,0.0
16666,6,49907,35,2,Hydro,0.0,0.0,0.0
16667,7,49907,35,2,Hydro,0.0,0.0,0.0
16668,8,49907,35,2,Hydro,0.0,0.0,0.0
16669,9,49907,35,2,Hydro,0.0,0.0,0.0
16670,10,49907,35,2,Hydro,0.0,0.0,0.0
16671,1,49907,36,2,Hydro,0.0,0.0,0.0
16672,2,49907,36,2,Hydro,0.0,0.0,0.0
16673,3,49907,36,2,Hydro,0.0,0.0,0.0
16674,4,49907,36,2,Hydro,0.0,0.0,0.0
16675,5,49907,36,2,Hydro,0.0,0.0,0.0
16676,6,49907,36,2,Hydro,0.0,0.0,0.0
16677,7,49907,36,2,Hydro,0.0,0.0,0.0
16678,8,49907,36,2,Hydro,0.0,0.0,0.0
16679,9,49907,36,2,Hydro,0.0,0.0,0.0
16680,10,49907,36,2,Hydro,0.0,0.0,0.0
16681,1,49907,37,2,Hydro,0.0,0.0,0.0
16682,2,49907,37,2,Hydro,0.0,0.0,0.0
16683,3,49907,37,2,Hydro,0.0,0.0,0.0
16684,4,49907,37,2,Hydro,0.0,0.0,0.0
16685,5,49907,37,2,Hydro,0.0,0.0,0.0
16686,6,49907,37,2,Hydro,0.0,0.0,0.0
16687,7,49907,37,2,Hydro,0.0,0.0,0.0
16688,8,49907,37,2,Hydro,0.0,0.0,0.0
16689,9,49907,37,2,Hydro,0.0,0.0,0.0
16690,10,49907,37,2,Hydro,0.0,0.0,0.0
16691,1,49907,38,2,Hydro,0.0,0.0,0.0
16692,2,49907,38,2,Hydro,0.0,0.0,0.0
16693,3,49907,38,2,Hydro,0.0,0.0,0.0
16694,4,49907,38,2,Hydro,0.0,0.0,0.0
16695,5,49907,38,2,Hydro,0.0,0.0,0.0
16696,6,49907,38,2,Hydro,0.0,0.0,0.0
16697,7,49907,38,2,Hydro,0.0,0.0,0.0
16698,8,49907,38,2,Hydro,0.0,0.0,0.0
16699,9,49907,38,2,Hydro,0.0,0.0,0.0
16700,10,49907,38,2,Hydro,0.0,0.0,0.0
16701,1,49907,39,2,Hydro,0.0,0.0,0.0
16702,2,49907,39,2,Hydro,0.0,0.0,0.0
16703,3,49907,39,2,Hydro,0.0,0.0,0.0
16704,4,49907,39,2,Hydro,0.0,0.0,0.0
16705,5,49907,39,2,Hydro,0.0,0.0,0.0
16706,6,49907,39,2,Hydro,0.0,0.0,0.0
16707,7,49907,39,2,Hydro,0.0,0.0,0.0
16708,8,49907,39,2,Hydro,0.0,0.0,0.0
16709,9,49907,39,2,Hydro,0.0,0.0,0.0
16710,10,49907,39,2,Hydro,0.0,0.0,0.0
16711,1,49907,40,2,Hydro,0.0,0.0,0.0
16712,2,49907,40,2,Hydro,0.0,0.0,0.0
16713,3,49907,40,2,Hydro,0.0,0.0,0.0
16714,4,49907,40,2,Hydro,0.0,0.0,0.0
16715,5,49907,40,2,Hydro,0.0,0.0,0.0
16716,6,49907,40,2,Hydro,0.0,0.0,0.0
16717,7,49907,40,2,Hydro,0.0,0.0,0.0
16718,8,49907,40,2,Hydro,0.0,0.0,0.0
16719,9,49907,40,2,Hydro,0.0,0.0,0.0
16720,10,49907,40,2,Hydro,0.0,0.0,0.0
16721,1,49907,41,2,Hydro,0.0,0.0,0.0
16722,2,49907,41,2,Hydro,0.0,0.0,0.0
16723,3,49907,41,2,Hydro,0.0,0.0,0.0
16724,4,49907,41,2,Hydro,0.0,0.0,0.0
16725,5,49907,41,2,Hydro,0.0,0.0,0.0
16726,6,49907,41,2,Hydro,0.0,0.0,0.0
16727,7,49907,41,2,Hydro,0.0,0.0,0.0
16728,8,49907,41,2,Hydro,0.0,0.0,0.0
16729,9,49907,41,2,Hydro,0.0,0.0,0.0
16730,10,49907,41,2,Hydro,0.0,0.0,0.0
16731,1,49907,42,2,Hydro,0.0,0.0,0.0
16732,2,49907,42,2,Hydro,0.0,0.0,0.0
16733,3,49907,42,2,Hydro,0.0,0.0,0.0
16734,4,49907,42,2,Hydro,0.0,0.0,0.0
16735,5,49907,42,2,Hydro,0.0,0.0,0.0
16736,6,49907,42,2,Hydro,0.0,0.0,0.0
16737,7,49907,42,2,Hydro,0.0,0.0,0.0
16738,8,49907,42,2,Hydro,0.0,0.0,0.0
16739,9,49907,42,2,Hydro,0.0,0.0,0.0
16740,10,49907,42,2,Hydro,0.0,0.0,0.0
16741,1,49907,43,2,Hydro,0.0,0.0,0.0
16742,2,49907,43,2,Hydro,0.0,0.0,0.0
16743,3,49907,43,2,Hydro,0.0,0.0,0.0
16744,4,49907,43,2,Hydro,0.0,0.0,0.0
16745,5,49907,43,2,Hydro,0.0,0.0,0.0
16746,6,49907,43,2,Hydro,0.0,0.0,0.0
16747,7,49907,43,2,Hydro,0.0,0.0,0.0
16748,8,49907,43,2,Hydro,0.0,0.0,0.0
16749,9,49907,43,2,Hydro,0.0,0.0,0.0
16750,10,49907,43,2,Hydro,0.0,0.0,0.0
16751,1,49907,44,2,Hydro,0.0,0.0,0.0
16752,2,49907,44,2,Hydro,0.0,0.0,0.0
16753,3,49907,44,2,Hydro,0.0,0.0,0.0
16754,4,49907,44,2,Hydro,0.0,0.0,0.0
16755,5,49907,44,2,Hydro,0.0,0.0,0.0
16756,6,49907,44,2,Hydro,0.0,0.0,0.0
16757,7,49907,44,2,Hydro,0.0,0.0,0.0
16758,8,49907,44,2,Hydro,0.0,0.0,0.0
16759,9,49907,44,2,Hydro,0.0,0.0,0.0
16760,10,49907,44,2,Hydro,0.0,0.0,0.0
16761,1,49907,45,2,Hydro,0.0,0.0,0.0
16762,2,49907,45,2,Hydro,0.0,0.0,0.0
16763,3,49907,45,2,Hydro,0.0,0.0,0.0
16764,4,49907,45,2,Hydro,0.0,0.0,0.0
16765,5,49907,45,2,Hydro,0.0,0.0,0.0
16766,6,49907,45,2,Hydro,0.0,0.0,0.0
16767,7,49907,45,2,Hydro,0.0,0.0,0.0
16768,8,49907,45,2,Hydro,0.0,0.0,0.0
16769,9,49907,45,2,Hydro,0.0,0.0,0.0
16770,10,49907,45,2,Hydro,0.0,0.0,0.0
16771,1,49907,46,2,Hydro,0.0,0.0,0.0
16772,2,49907,46,2,Hydro,0.0,0.0,0.0
16773,3,49907,46,2,Hydro,0.0,0.0,0.0
16774,4,49907,46,2,Hydro,0.0,0.0,0.0
16775,5,49907,46,2,Hydro,0.0,0.0,0.0
16776,6,49907,46,2,Hydro,0.0,0.0,0.0
16777,7,49907,46,2,Hydro,0.0,0.0,0.0
16778,8,49907,46,2,Hydro,0.0,0.0,0.0
16779,9,49907,46,2,Hydro,0.0,0.0,0.0
16780,10,49907,46,2,Hydro,0.0,0.0,0.0
16781,1,49907,47,2,Hydro,0.0,0.0,0.0
16782,2,49907,47,2,Hydro,0.0,0.0,0.0
16783,3,49907,47,2,Hydro,0.0,0.0,0.0
16784,4,49907,47,2,Hydro,0.0,0.0,0.0
16785,5,49907,47,2,Hydro,0.0,0.0,0.0
16786,6,49907,47,2,Hydro,0.0,0.0,0.0
16787,7,49907,47,2,Hydro,0.0,0.0,0.0
16788,8,49907,47,2,Hydro,0.0,0.0,0.0
16789,9,49907,47,2,Hydro,0.0,0.0,0.0
16790,10,49907,47,2,Hydro,0.0,0.0,0.0
16791,1,49907,48,2,Hydro,0.0,0.0,0.0
16792,2,49907,48,2,Hydro,0.0,0.0,0.0
16793,3,49907,48,2,Hydro,0.0,0.0,0.0
16794,4,49907,48,2,Hydro,0.0,0.0,0.0
16795,5,49907,48,2,Hydro,0.0,0.0,0.0
16796,6,49907,48,2,Hydro,0.0,0.0,0.0
16797,7,49907,48,2,Hydro,0.0,0.0,0.0
16798,8,49907,48,2,Hydro,0.0,0.0,0.0
16799,9,49907,48,2,Hydro,0.0,0.0,0.0
16800,10,49907,48,2,Hydro,0.0,0.0,0.0
16801,1,49907,49,2,Hydro,0.0,0.0,0.0
16802,2,49907,49,2,Hydro,0.0,0.0,0.0
16803,3,49907,49,2,Hydro,0.0,0.0,0.0
16804,4,49907,49,2,Hydro,0.0,0.0,0.0
16805,5,49907,49,2,Hydro,0.0,0.0,0.0
16806,6,49907,49,2,Hydro,0.0,0.0,0.0
16807,7,49907,49,2,Hydro,0.0,0.0,0.0
16808,8,49907,49,2,Hydro,0.0,0.0,0.0
16809,9,49907,49,2,Hydro,0.0,0.0,0.0
16810,10,49907,49,2,Hydro,0.0,0.0,0.0
16811,1,49907,50,2,Hydro,0.0,0.0,0.0
16812,2,49907,50,2,Hydro,0.0,0.0,0.0
16813,3,49907,50,2,Hydro,0.0,0.0,0.0
16814,4,49907,50,2,Hydro,0.0,0.0,0.0
16815,5,49907,50,2,Hydro,0.0,0.0,0.0
16816,6,49907,50,2,Hydro,0.0,0.0,0.0
16817,7,49907,50,2,Hydro,0.0,0.0,0.0
16818,8,49907,50,2,Hydro,0.0,0.0,0.0
16819,9,49907,50,2,Hydro,0.0,0.0,0.0
16820,10,49907,50,2,Hydro,0.0,0.0,0.0
16821,1,49907,51,2,Hydro,0.0,0.0,0.0
16822,2,49907,51,2,Hydro,0.0,0.0,0.0
16823,3,49907,51,2,Hydro,0.0,0.0,0.0
16824,4,49907,51,2,Hydro,0.0,0.0,0.0
16825,5,49907,51,2,Hydro,0.0,0.0,0.0
16826,6,49907,51,2,Hydro,0.0,0.0,0.0
16827,7,49907,51,2,Hydro,0.0,0.0,0.0
16828,8,49907,51,2,Hydro,0.0,0.0,0.0
16829,9,49907,51,2,Hydro,0.0,0.0,0.0
16830,10,49907,51,2,Hydro,0.0,0.0,0.0
16831,1,49907,52,2,Hydro,0.0,0.0,0.0
16832,2,49907,52,2,Hydro,0.0,0.0,0.0
16833,3,49907,52,2,Hydro,0.0,0.0,0.0
16834,4,49907,52,2,Hydro,0.0,0.0,0.0
16835,5,49907,52,2,Hydro,0.0,0.0,0.0
16836,6,49907,52,2,Hydro,0.0,0.0,0.0
16837,7,49907,52,2,Hydro,0.0,0.0,0.0
16838,8,49907,52,2,Hydro,0.0,0.0,0.0
16839,9,49907,52,2,Hydro,0.0,0.0,0.0
16840,10,49907,52,2,Hydro,0.0,0.0,0.0
16841,1,49907,53,2,Hydro,0.0,0.0,0.0
16842,2,49907,53,2,Hydro,0.0,0.0,0.0
16843,3,49907,53,2,Hydro,0.0,0.0,0.0
16844,4,49907,53,2,Hydro,0.0,0.0,0.0
16845,5,49907,53,2,Hydro,0.0,0.0,0.0
16846,6,49907,53,2,Hydro,0.0,0.0,0.0
16847,7,49907,53,2,Hydro,0.0,0.0,0.0
16848,8,49907,53,2,Hydro,0.0,0.0,0.0
16849,9,49907,53,2,Hydro,0.0,0.0,0.0
16850,10,49907,53,2,Hydro,0.0,0.0,0.0
16851,1,49907,54,2,Hydro,0.0,0.0,0.0
16852,2,49907,54,2,Hydro,0.0,0.0,0.0
16853,3,49907,54,2,Hydro,0.0,0.0,0.0
16854,4,49907,54,2,Hydro,0.0,0.0,0.0
16855,5,49907,54,2,Hydro,0.0,0.0,0.0
16856,6,49907,54,2,Hydro,0.0,0.0,0.0
16857,7,49907,54,2,Hydro,0.0,0.0,0.0
16858,8,49907,54,2,Hydro,0.0,0.0,0.0
16859,9,49907,54,2,Hydro,0.0,0.0,0.0
16860,10,49907,54,2,Hydro,0.0,0.0,0.0
16861,1,49907,55,2,Hydro,0.0,0.0,0.0
16862,2,49907,55,2,Hydro,0.0,0.0,0.0
16863,3,49907,55,2,Hydro,0.0,0.0,0.0
16864,4,49907,55,2,Hydro,0.0,0.0,0.0
16865,5,49907,55,2,Hydro,0.0,0.0,0.0
16866,6,49907,55,2,Hydro,0.0,0.0,0.0
16867,7,49907,55,2,Hydro,0.0,0.0,0.0
16868,8,49907,55,2,Hydro,0.0,0.0,0.0
16869,9,49907,55,2,Hydro,0.0,0.0,0.0
16870,10,49907,55,2,Hydro,0.0,0.0,0.0
16871,1,49907,56,2,Hydro,0.0,0.0,0.0
16872,2,49907,56,2,Hydro,0.0,0.0,0.0
16873,3,49907,56,2,Hydro,0.0,0.0,0.0
16874,4,49907,56,2,Hydro,0.0,0.0,0.0
16875,5,49907,56,2,Hydro,0.0,0.0,0.0
16876,6,49907,56,2,Hydro,0.0,0.0,0.0
16877,7,49907,56,2,Hydro,0.0,0.0,0.0
16878,8,49907,56,2,Hydro,0.0,0.0,0.0
16879,9,49907,56,2,Hydro,0.0,0.0,0.0
16880,10,49907,56,2,Hydro,0.0,0.0,0.0
16881,1,49907,57,2,Hydro,0.0,0.0,0.0
16882,2,49907,57,2,Hydro,0.0,0.0,0.0
16883,3,49907,57,2,Hydro,0.0,0.0,0.0
16884,4,49907,57,2,Hydro,0.0,0.0,0.0
16885,5,49907,57,2,Hydro,0.0,0.0,0.0
16886,6,49907,57,2,Hydro,0.0,0.0,0.0
16887,7,49907,57,2,Hydro,0.0,0.0,0.0
16888,8,49907,57,2,Hydro,0.0,0.0,0.0
16889,9,49907,57,2,Hydro,0.0,0.0,0.0
16890,10,49907,57,2,Hydro,0.0,0.0,0.0
16891,1,49907,58,2,Hydro,0.0,0.0,0.0
16892,2,49907,58,2,Hydro,0.0,0.0,0.0
16893,3,49907,58,2,Hydro,0.0,0.0,0.0
16894,4,49907,58,2,Hydro,0.0,0.0,0.0
16895,5,49907,58,2,Hydro,0.0,0.0,0.0
16896,6,49907,58,2,Hydro,0.0,0.0,0.0
16897,7,49907,58,2,Hydro,0.0,0.0,0.0
16898,8,49907,58,2,Hydro,0.0,0.0,0.0
16899,9,49907,58,2,Hydro,0.0,0.0,0.0
16900,10,49907,58,2,Hydro,0.0,0.0,0.0
16901,1,49907,59,2,Hydro,0.0,0.0,0.0
16902,2,49907,59,2,Hydro,0.0,0.0,0.0
16903,3,49907,59,2,Hydro,0.0,0.0,0.0
16904,4,49907,59,2,Hydro,0.0,0.0,0.0
16905,5,49907,59,2,Hydro,0.0,0.0,0.0
16906,6,49907,59,2,Hydro,0.0,0.0,0.0
16907,7,49907,59,2,Hydro,0.0,0.0,0.0
16908,8,49907,59,2,Hydro,0.0,0.0,0.0
16909,9,49907,59,2,Hydro,0.0,0.0,0.0
16910,10,49907,59,2,Hydro,0.0,0.0,0.0
16911,1,49907,60,2,Hydro,0.0,0.0,0.0
16912,2,49907,60,2,Hydro,0.0,0.0,0.0
