id,scenario,plant_id,timestep,area,fuel_type,production,up_activation,down_activation
8382,2,9,71,1,Thermal,68.88,0.0,16.87
8383,3,9,71,1,Thermal,88.75,3.0,0.0
8384,4,9,71,1,Thermal,88.75,3.0,0.0
8385,5,9,71,1,Thermal,85.75,0.0,0.0
8386,6,9,71,1,Thermal,88.75,3.0,0.0
8387,7,9,71,1,Thermal,88.75,3.0,0.0
8388,8,9,71,1,Thermal,88.75,3.0,0.0
8389,9,9,71,1,Thermal,88.75,3.0,0.0
8390,10,9,71,1,Thermal,82.23,0.0,3.52
8391,1,9,72,1,Thermal,88.75,3.0,0.0
8392,2,9,72,1,Thermal,68.58,0.0,17.17
8393,3,9,72,1,Thermal,88.75,3.0,0.0
8394,4,9,72,1,Thermal,88.75,3.0,0.0
8395,5,9,72,1,Thermal,85.75,0.0,0.0
8396,6,9,72,1,Thermal,88.75,3.0,0.0
8397,7,9,72,1,Thermal,88.75,3.0,0.0
8398,8,9,72,1,Thermal,88.75,3.0,0.0
8399,9,9,72,1,Thermal,88.75,3.0,0.0
8400,10,9,72,1,Thermal,82.05,0.0,3.7
8401,1,9,73,1,Thermal,88.75,3.0,0.0
8402,2,9,73,1,Thermal,68.72,0.0,17.03
8403,3,9,73,1,Thermal,88.75,3.0,0.0
8404,4,9,73,1,Thermal,88.75,3.0,0.0
8405,5,9,73,1,Thermal,85.75,0.0,0.0
8406,6,9,73,1,Thermal,88.75,3.0,0.0
8407,7,9,73,1,Thermal,88.75,3.0,0.0
8408,8,9,73,1,Thermal,88.75,3.0,0.0
8409,9,9,73,1,Thermal,88.75,3.0,0.0
8410,10,9,73,1,Thermal,82.12,0.0,3.63
8411,1,9,74,1,Thermal,88.75,3.0,0.0
8412,2,9,74,1,Thermal,68.38,0.0,17.37
8413,3,9,74,1,Thermal,88.75,3.0,0.0
8414,4,9,74,1,Thermal,88.75,3.0,0.0
8415,5,9,74,1,Thermal,85.75,0.0,0.0
8416,6,9,74,1,Thermal,88.75,3.0,0.0
8417,7,9,74,1,Thermal,88.75,3.0,0.0
8418,8,9,74,1,Thermal,88.75,3.0,0.0
8419,9,9,74,1,Thermal,88.75,3.0,0.0
8420,10,9,74,1,Thermal,81.93,0.0,3.82
8421,1,9,75,1,Thermal,88.75,3.0,0.0
8422,2,9,75,1,Thermal,68.7,0.0,17.05
8423,3,9,75,1,Thermal,88.75,3.0,0.0
8424,4,9,75,1,Thermal,88.75,3.0,0.0
8425,5,9,75,1,Thermal,85.75,0.0,0.0
8426,6,9,75,1,Thermal,88.75,3.0,0.0
8427,7,9,75,1,Thermal,88.75,3.0,0.0
8428,8,9,75,1,Thermal,88.75,3.0,0.0
8429,9,9,75,1,Thermal,88.75,3.0,0.0
8430,10,9,75,1,Thermal,82.1,0.0,3.65
8431,1,9,76,1,Thermal,88.75,3.0,0.0
8432,2,9,76,1,Thermal,68.75,0.0,17.0
8433,3,9,76,1,Thermal,88.75,3.0,0.0
8434,4,9,76,1,Thermal,88.75,3.0,0.0
8435,5,9,76,1,Thermal,85.75,0.0,0.0
8436,6,9,76,1,Thermal,88.75,3.0,0.0
8437,7,9,76,1,Thermal,88.75,3.0,0.0
8438,8,9,76,1,Thermal,88.75,3.0,0.0
8439,9,9,76,1,Thermal,88.75,3.0,0.0
8440,10,9,76,1,Thermal,82.18,0.0,3.57
8441,1,9,77,1,Thermal,88.75,3.0,0.0
8442,2,9,77,1,Thermal,68.88,0.0,16.87
8443,3,9,77,1,Thermal,88.75,3.0,0.0
8444,4,9,77,1,Thermal,88.75,3.0,0.0
8445,5,9,77,1,Thermal,85.75,0.0,0.0
8446,6,9,77,1,Thermal,88.75,3.0,0.0
8447,7,9,77,1,Thermal,88.75,3.0,0.0
8448,8,9,77,1,Thermal,88.75,3.0,0.0
8449,9,9,77,1,Thermal,88.75,3.0,0.0
8450,10,9,77,1,Thermal,82.25,0.0,3.5
8451,1,9,78,1,Thermal,88.75,3.0,0.0
8452,2,9,78,1,Thermal,69.28,0.0,16.47
8453,3,9,78,1,Thermal,88.75,3.0,0.0
8454,4,9,78,1,Thermal,88.75,3.0,0.0
8455,5,9,78,1,Thermal,85.75,0.0,0.0
8456,6,9,78,1,Thermal,88.75,3.0,0.0
8457,7,9,78,1,Thermal,88.75,3.0,0.0
8458,8,9,78,1,Thermal,88.75,3.0,0.0
8459,9,9,78,1,Thermal,88.75,3.0,0.0
8460,10,9,78,1,Thermal,82.53,0.0,3.22
8461,1,9,79,1,Thermal,88.75,3.0,0.0
8462,2,9,79,1,Thermal,69.1,0.0,16.65
8463,3,9,79,1,Thermal,88.75,3.0,0.0
8464,4,9,79,1,Thermal,88.75,3.0,0.0
8465,5,9,79,1,Thermal,85.75,0.0,0.0
8466,6,9,79,1,Thermal,88.75,3.0,0.0
8467,7,9,79,1,Thermal,88.75,3.0,0.0
8468,8,9,79,1,Thermal,88.75,3.0,0.0
8469,9,9,79,1,Thermal,88.75,3.0,0.0
8470,10,9,79,1,Thermal,82.43,0.0,3.32
8471,1,9,80,1,Thermal,88.75,3.0,0.0
8472,2,9,80,1,Thermal,69.27,0.0,16.48
8473,3,9,80,1,Thermal,88.75,3.0,0.0
8474,4,9,80,1,Thermal,88.75,3.0,0.0
8475,5,9,80,1,Thermal,85.75,0.0,0.0
8476,6,9,80,1,Thermal,88.75,3.0,0.0
8477,7,9,80,1,Thermal,88.75,3.0,0.0
8478,8,9,80,1,Thermal,88.75,3.0,0.0
8479,9,9,80,1,Thermal,88.75,3.0,0.0
8480,10,9,80,1,Thermal,82.52,0.0,3.23
8481,1,9,81,1,Thermal,88.75,3.0,0.0
8482,2,9,81,1,Thermal,69.62,0.0,16.12
8483,3,9,81,1,Thermal,88.75,3.0,0.0
8484,4,9,81,1,Thermal,88.75,3.0,0.0
8485,5,9,81,1,Thermal,85.75,0.0,0.0
8486,6,9,81,1,Thermal,88.75,3.0,0.0
8487,7,9,81,1,Thermal,88.75,3.0,0.0
8488,8,9,81,1,Thermal,88.75,3.0,0.0
8489,9,9,81,1,Thermal,88.75,3.0,0.0
8490,10,9,81,1,Thermal,82.78,0.0,2.97
8491,1,9,82,1,Thermal,88.75,3.0,0.0
8492,2,9,82,1,Thermal,69.68,0.0,16.07
8493,3,9,82,1,Thermal,88.75,3.0,0.0
8494,4,9,82,1,Thermal,88.75,3.0,0.0
8495,5,9,82,1,Thermal,85.75,0.0,0.0
8496,6,9,82,1,Thermal,88.75,3.0,0.0
8497,7,9,82,1,Thermal,88.75,3.0,0.0
8498,8,9,82,1,Thermal,88.75,3.0,0.0
8499,9,9,82,1,Thermal,88.75,3.0,0.0
8500,10,9,82,1,Thermal,82.8,0.0,2.95
8501,1,9,83,1,Thermal,88.75,3.0,0.0
8502,2,9,83,1,Thermal,70.1,0.0,15.65
8503,3,9,83,1,Thermal,88.75,3.0,0.0
8504,4,9,83,1,Thermal,88.75,3.0,0.0
8505,5,9,83,1,Thermal,85.75,0.0,0.0
8506,6,9,83,1,Thermal,88.75,3.0,0.0
8507,7,9,83,1,Thermal,88.75,3.0,0.0
8508,8,9,83,1,Thermal,88.75,3.0,0.0
8509,9,9,83,1,Thermal,88.75,3.0,0.0
8510,10,9,83,1,Thermal,83.05,0.0,2.7
8511,1,9,84,1,Thermal,88.75,3.0,0.0
8512,2,9,84,1,Thermal,70.53,0.0,15.22
8513,3,9,84,1,Thermal,88.75,3.0,0.0
8514,4,9,84,1,Thermal,88.75,3.0,0.0
8515,5,9,84,1,Thermal,85.75,0.0,0.0
8516,6,9,84,1,Thermal,88.75,3.0,0.0
8517,7,9,84,1,Thermal,88.75,3.0,0.0
8518,8,9,84,1,Thermal,88.75,3.0,0.0
8519,9,9,84,1,Thermal,88.75,3.0,0.0
8520,10,9,84,1,Thermal,83.05,0.0,2.7
8521,1,9,85,1,Thermal,88.75,3.0,0.0
8522,2,9,85,1,Thermal,70.85,0.0,14.9
8523,3,9,85,1,Thermal,88.75,3.0,0.0
8524,4,9,85,1,Thermal,87.62,1.88,0.0
8525,5,9,85,1,Thermal,85.75,0.0,0.0
8526,6,9,85,1,Thermal,88.75,3.0,0.0
8527,7,9,85,1,Thermal,88.75,3.0,0.0
8528,8,9,85,1,Thermal,88.75,3.0,0.0
8529,9,9,85,1,Thermal,87.62,1.88,0.0
8530,10,9,85,1,Thermal,81.93,0.0,3.82
8531,1,9,86,1,Thermal,88.75,3.0,0.0
8532,2,9,86,1,Thermal,71.1,0.0,14.65
8533,3,9,86,1,Thermal,88.75,3.0,0.0
8534,4,9,86,1,Thermal,86.15,0.4,0.0
8535,5,9,86,1,Thermal,85.75,0.0,0.0
8536,6,9,86,1,Thermal,88.75,3.0,0.0
8537,7,9,86,1,Thermal,88.75,3.0,0.0
8538,8,9,86,1,Thermal,88.75,3.0,0.0
8539,9,9,86,1,Thermal,86.15,0.4,0.0
8540,10,9,86,1,Thermal,80.6,0.0,5.15
8541,1,9,87,1,Thermal,88.75,0.0,0.0
8542,2,9,87,1,Thermal,65.52,0.0,23.23
8543,3,9,87,1,Thermal,88.75,0.0,0.0
8544,4,9,87,1,Thermal,87.93,0.0,0.83
8545,5,9,87,1,Thermal,81.1,0.0,7.65
8546,6,9,87,1,Thermal,88.75,0.0,0.0
8547,7,9,87,1,Thermal,88.75,0.0,0.0
8548,8,9,87,1,Thermal,88.75,0.0,0.0
8549,9,9,87,1,Thermal,87.93,0.0,0.83
8550,10,9,87,1,Thermal,74.25,0.0,14.5
8551,1,9,88,1,Thermal,88.75,3.0,0.0
8552,2,9,88,1,Thermal,69.7,0.0,16.05
8553,3,9,88,1,Thermal,88.75,3.0,0.0
8554,4,9,88,1,Thermal,85.75,0.0,0.0
8555,5,9,88,1,Thermal,84.85,0.0,0.9
8556,6,9,88,1,Thermal,88.75,3.0,0.0
8557,7,9,88,1,Thermal,88.75,3.0,0.0
8558,8,9,88,1,Thermal,88.75,3.0,0.0
8559,9,9,88,1,Thermal,85.75,0.0,0.0
8560,10,9,88,1,Thermal,78.08,0.0,7.67
8561,1,9,89,1,Thermal,88.75,3.0,0.0
8562,2,9,89,1,Thermal,68.18,0.0,17.57
8563,3,9,89,1,Thermal,88.75,3.0,0.0
8564,4,9,89,1,Thermal,85.75,0.0,0.0
8565,5,9,89,1,Thermal,82.68,0.0,3.07
8566,6,9,89,1,Thermal,88.75,3.0,0.0
8567,7,9,89,1,Thermal,88.75,3.0,0.0
8568,8,9,89,1,Thermal,88.75,3.0,0.0
8569,9,9,89,1,Thermal,85.75,0.0,0.0
8570,10,9,89,1,Thermal,76.03,0.0,9.72
8571,1,9,90,1,Thermal,88.75,3.0,0.0
8572,2,9,90,1,Thermal,66.58,0.0,19.17
8573,3,9,90,1,Thermal,88.75,3.0,0.0
8574,4,9,90,1,Thermal,85.75,0.0,0.0
8575,5,9,90,1,Thermal,80.58,0.0,5.17
8576,6,9,90,1,Thermal,88.0,2.25,0.0
8577,7,9,90,1,Thermal,88.75,3.0,0.0
8578,8,9,90,1,Thermal,88.75,3.0,0.0
8579,9,9,90,1,Thermal,85.75,0.0,0.0
8580,10,9,90,1,Thermal,74.05,0.0,11.7
8581,1,9,91,1,Thermal,88.75,3.7,0.0
8582,2,9,91,1,Thermal,65.78,0.0,19.28
8583,3,9,91,1,Thermal,88.75,3.7,0.0
8584,4,9,91,1,Thermal,85.05,0.0,0.0
8585,5,9,91,1,Thermal,73.37,0.0,11.68
8586,6,9,91,1,Thermal,85.78,0.72,0.0
8587,7,9,91,1,Thermal,88.75,3.7,0.0
8588,8,9,91,1,Thermal,88.75,3.7,0.0
8589,9,9,91,1,Thermal,85.05,0.0,0.0
8590,10,9,91,1,Thermal,72.2,0.0,12.85
8591,1,9,92,1,Thermal,88.75,5.6,0.0
8592,2,9,92,1,Thermal,65.09,0.0,18.06
8593,3,9,92,1,Thermal,88.75,5.6,0.0
8594,4,9,92,1,Thermal,83.15,0.0,0.0
8595,5,9,92,1,Thermal,76.82,0.0,6.33
8596,6,9,92,1,Thermal,86.75,3.6,0.0
8597,7,9,92,1,Thermal,88.0,4.85,0.0
8598,8,9,92,1,Thermal,88.75,5.6,0.0
8599,9,9,92,1,Thermal,83.15,0.0,0.0
8600,10,9,92,1,Thermal,70.5,0.0,12.65
8601,1,9,93,1,Thermal,88.75,7.88,0.0
8602,2,9,93,1,Thermal,63.55,0.0,17.33
8603,3,9,93,1,Thermal,88.75,7.88,0.0
8604,4,9,93,1,Thermal,80.87,0.0,0.0
8605,5,9,93,1,Thermal,74.67,0.0,6.2
8606,6,9,93,1,Thermal,84.32,3.45,0.0
8607,7,9,93,1,Thermal,85.55,4.67,0.0
8608,8,9,93,1,Thermal,88.75,7.88,0.0
8609,9,9,93,1,Thermal,80.87,0.0,0.0
8610,10,9,93,1,Thermal,68.47,0.0,12.4
8611,1,9,94,1,Thermal,88.75,9.9,0.0
8612,2,9,94,1,Thermal,61.82,0.0,17.03
8613,3,9,94,1,Thermal,88.75,9.9,0.0
8614,4,9,94,1,Thermal,78.85,0.0,0.0
8615,5,9,94,1,Thermal,72.75,0.0,6.1
8616,6,9,94,1,Thermal,82.15,3.3,0.0
8617,7,9,94,1,Thermal,80.37,1.52,0.0
8618,8,9,94,1,Thermal,86.47,7.62,0.0
8619,9,9,94,1,Thermal,73.6,0.0,5.25
8620,10,9,94,1,Thermal,61.82,0.0,17.03
8621,1,9,95,1,Thermal,88.75,11.82,0.0
8622,2,9,95,1,Thermal,60.12,0.0,16.8
8623,3,9,95,1,Thermal,84.28,7.35,0.0
8624,4,9,95,1,Thermal,76.92,0.0,0.0
8625,5,9,95,1,Thermal,70.92,0.0,6.0
8626,6,9,95,1,Thermal,77.07,0.15,0.0
8627,7,9,95,1,Thermal,78.27,1.35,0.0
8628,8,9,95,1,Thermal,84.28,7.35,0.0
8629,9,9,95,1,Thermal,76.92,0.0,0.0
8630,10,9,95,1,Thermal,64.92,0.0,12.0
8631,1,9,96,1,Thermal,88.75,11.68,0.0
8632,2,9,96,1,Thermal,60.4,0.0,16.68
8633,3,9,96,1,Thermal,84.18,7.1,0.0
8634,4,9,96,1,Thermal,77.07,0.0,0.0
8635,5,9,96,1,Thermal,71.18,0.0,5.9
8636,6,9,96,1,Thermal,77.07,0.0,0.0
8637,7,9,96,1,Thermal,78.27,1.2,0.0
8638,8,9,96,1,Thermal,84.18,7.1,0.0
8639,9,9,96,1,Thermal,77.07,0.0,0.0
8640,10,9,96,1,Thermal,65.25,0.0,11.82
8641,1,10,1,1,Thermal,13.75,0.0,0.0
8642,2,10,1,1,Thermal,6.37,0.0,7.38
8643,3,10,1,1,Thermal,13.75,0.0,0.0
8644,4,10,1,1,Thermal,6.37,0.0,7.38
8645,5,10,1,1,Thermal,6.37,0.0,7.38
8646,6,10,1,1,Thermal,13.75,0.0,0.0
8647,7,10,1,1,Thermal,13.75,0.0,0.0
8648,8,10,1,1,Thermal,13.75,0.0,0.0
8649,9,10,1,1,Thermal,6.37,0.0,7.38
8650,10,10,1,1,Thermal,6.37,0.0,7.38
8651,1,10,2,1,Thermal,13.75,0.0,0.0
8652,2,10,2,1,Thermal,6.47,0.0,7.28
8653,3,10,2,1,Thermal,13.75,0.0,0.0
8654,4,10,2,1,Thermal,6.47,0.0,7.28
8655,5,10,2,1,Thermal,6.47,0.0,7.28
8656,6,10,2,1,Thermal,13.75,0.0,0.0
8657,7,10,2,1,Thermal,13.75,0.0,0.0
8658,8,10,2,1,Thermal,13.75,0.0,0.0
8659,9,10,2,1,Thermal,6.47,0.0,7.28
8660,10,10,2,1,Thermal,6.47,0.0,7.28
8661,1,10,3,1,Thermal,13.75,1.0,0.0
8662,2,10,3,1,Thermal,5.5,0.0,7.25
8663,3,10,3,1,Thermal,12.75,0.0,0.0
8664,4,10,3,1,Thermal,12.75,0.0,0.0
8665,5,10,3,1,Thermal,5.5,0.0,7.25
8666,6,10,3,1,Thermal,12.75,0.0,0.0
8667,7,10,3,1,Thermal,13.75,1.0,0.0
8668,8,10,3,1,Thermal,13.75,1.0,0.0
8669,9,10,3,1,Thermal,5.5,0.0,7.25
8670,10,10,3,1,Thermal,10.3,0.0,2.45
8671,1,10,4,1,Thermal,13.75,0.0,0.0
8672,2,10,4,1,Thermal,6.52,0.0,7.23
8673,3,10,4,1,Thermal,13.75,0.0,0.0
8674,4,10,4,1,Thermal,6.52,0.0,7.23
8675,5,10,4,1,Thermal,6.52,0.0,7.23
8676,6,10,4,1,Thermal,13.75,0.0,0.0
8677,7,10,4,1,Thermal,13.75,0.0,0.0
8678,8,10,4,1,Thermal,13.75,0.0,0.0
8679,9,10,4,1,Thermal,6.52,0.0,7.23
8680,10,10,4,1,Thermal,6.52,0.0,7.23
8681,1,10,5,1,Thermal,12.7,0.0,0.0
8682,2,10,5,1,Thermal,5.5,0.0,7.2
8683,3,10,5,1,Thermal,13.75,1.05,0.0
8684,4,10,5,1,Thermal,5.5,0.0,7.2
8685,5,10,5,1,Thermal,5.5,0.0,7.2
8686,6,10,5,1,Thermal,12.7,0.0,0.0
8687,7,10,5,1,Thermal,13.75,1.05,0.0
8688,8,10,5,1,Thermal,13.75,1.05,0.0
8689,9,10,5,1,Thermal,12.7,0.0,0.0
8690,10,10,5,1,Thermal,10.2,0.0,2.5
8691,1,10,6,1,Thermal,13.75,1.1,0.0
8692,2,10,6,1,Thermal,5.5,0.0,7.15
8693,3,10,6,1,Thermal,13.75,1.1,0.0
8694,4,10,6,1,Thermal,12.65,0.0,0.0
8695,5,10,6,1,Thermal,5.5,0.0,7.15
8696,6,10,6,1,Thermal,12.65,0.0,0.0
8697,7,10,6,1,Thermal,12.65,0.0,0.0
8698,8,10,6,1,Thermal,13.75,1.1,0.0
8699,9,10,6,1,Thermal,5.5,0.0,7.15
8700,10,10,6,1,Thermal,10.1,0.0,2.55
8701,1,10,7,1,Thermal,13.75,1.17,0.0
8702,2,10,7,1,Thermal,5.5,0.0,7.08
8703,3,10,7,1,Thermal,12.58,0.0,0.0
8704,4,10,7,1,Thermal,5.5,0.0,7.08
8705,5,10,7,1,Thermal,5.5,0.0,7.08
8706,6,10,7,1,Thermal,12.58,0.0,0.0
8707,7,10,7,1,Thermal,13.6,1.02,0.0
8708,8,10,7,1,Thermal,12.58,0.0,0.0
8709,9,10,7,1,Thermal,5.5,0.0,7.08
8710,10,10,7,1,Thermal,10.12,0.0,2.45
8711,1,10,8,1,Thermal,12.53,0.0,0.0
8712,2,10,8,1,Thermal,5.5,0.0,7.03
8713,3,10,8,1,Thermal,12.53,0.0,0.0
8714,4,10,8,1,Thermal,5.5,0.0,7.03
8715,5,10,8,1,Thermal,5.5,0.0,7.03
8716,6,10,8,1,Thermal,12.53,0.0,0.0
8717,7,10,8,1,Thermal,13.52,1.0,0.0
8718,8,10,8,1,Thermal,12.53,0.0,0.0
8719,9,10,8,1,Thermal,5.5,0.0,7.03
8720,10,10,8,1,Thermal,10.0,0.0,2.53
8721,1,10,9,1,Thermal,13.75,1.25,0.0
8722,2,10,9,1,Thermal,5.5,0.0,7.0
8723,3,10,9,1,Thermal,13.75,1.25,0.0
8724,4,10,9,1,Thermal,12.5,0.0,0.0
8725,5,10,9,1,Thermal,5.5,0.0,7.0
8726,6,10,9,1,Thermal,12.5,0.0,0.0
8727,7,10,9,1,Thermal,13.5,1.0,0.0
8728,8,10,9,1,Thermal,13.75,1.25,0.0
8729,9,10,9,1,Thermal,12.5,0.0,0.0
8730,10,10,9,1,Thermal,9.9,0.0,2.6
8731,1,10,10,1,Thermal,13.75,1.3,0.0
8732,2,10,10,1,Thermal,5.5,0.0,6.95
8733,3,10,10,1,Thermal,12.45,0.0,0.0
8734,4,10,10,1,Thermal,5.5,0.0,6.95
8735,5,10,10,1,Thermal,5.5,0.0,6.95
8736,6,10,10,1,Thermal,12.45,0.0,0.0
8737,7,10,10,1,Thermal,13.42,0.97,0.0
8738,8,10,10,1,Thermal,13.75,1.3,0.0
8739,9,10,10,1,Thermal,12.45,0.0,0.0
8740,10,10,10,1,Thermal,9.85,0.0,2.6
8741,1,10,11,1,Thermal,13.75,1.33,0.0
8742,2,10,11,1,Thermal,5.5,0.0,6.92
8743,3,10,11,1,Thermal,13.75,1.33,0.0
8744,4,10,11,1,Thermal,12.42,0.0,0.0
8745,5,10,11,1,Thermal,12.42,0.0,0.0
8746,6,10,11,1,Thermal,12.42,-0.0,0.0
8747,7,10,11,1,Thermal,12.42,0.0,0.0
8748,8,10,11,1,Thermal,13.75,1.33,0.0
8749,9,10,11,1,Thermal,5.5,0.0,6.92
8750,10,10,11,1,Thermal,9.8,0.0,2.62
8751,1,10,12,1,Thermal,13.75,1.4,0.0
8752,2,10,12,1,Thermal,5.5,0.0,6.85
8753,3,10,12,1,Thermal,13.75,1.4,0.0
8754,4,10,12,1,Thermal,12.35,0.0,0.0
8755,5,10,12,1,Thermal,12.35,0.0,0.0
8756,6,10,12,1,Thermal,12.35,0.0,0.0
8757,7,10,12,1,Thermal,13.35,1.0,0.0
8758,8,10,12,1,Thermal,12.35,0.0,0.0
8759,9,10,12,1,Thermal,12.35,0.0,0.0
8760,10,10,12,1,Thermal,9.77,0.0,2.57
8761,1,10,13,1,Thermal,13.75,1.45,0.0
8762,2,10,13,1,Thermal,5.5,0.0,6.8
8763,3,10,13,1,Thermal,13.75,1.45,0.0
8764,4,10,13,1,Thermal,5.5,0.0,6.8
8765,5,10,13,1,Thermal,5.5,0.0,6.8
8766,6,10,13,1,Thermal,12.3,0.0,0.0
8767,7,10,13,1,Thermal,13.27,0.97,0.0
8768,8,10,13,1,Thermal,12.3,0.0,0.0
8769,9,10,13,1,Thermal,12.3,0.0,0.0
8770,10,10,13,1,Thermal,5.5,0.0,6.8
8771,1,10,14,1,Thermal,12.3,0.0,0.0
8772,2,10,14,1,Thermal,5.5,0.0,6.8
8773,3,10,14,1,Thermal,13.75,1.45,0.0
8774,4,10,14,1,Thermal,5.5,0.0,6.8
8775,5,10,14,1,Thermal,12.3,0.0,0.0
8776,6,10,14,1,Thermal,12.3,-0.0,0.0
8777,7,10,14,1,Thermal,13.27,0.97,0.0
8778,8,10,14,1,Thermal,12.3,0.0,0.0
8779,9,10,14,1,Thermal,5.5,0.0,6.8
8780,10,10,14,1,Thermal,5.5,0.0,6.8
8781,1,10,15,1,Thermal,13.75,1.47,0.0
8782,2,10,15,1,Thermal,5.5,0.0,6.78
8783,3,10,15,1,Thermal,12.28,0.0,0.0
8784,4,10,15,1,Thermal,5.5,0.0,6.78
8785,5,10,15,1,Thermal,5.5,0.0,6.78
8786,6,10,15,1,Thermal,12.28,0.0,0.0
8787,7,10,15,1,Thermal,13.25,0.97,0.0
8788,8,10,15,1,Thermal,13.75,1.47,0.0
8789,9,10,15,1,Thermal,5.5,0.0,6.78
8790,10,10,15,1,Thermal,5.5,0.0,6.78
8791,1,10,16,1,Thermal,12.28,0.0,0.0
8792,2,10,16,1,Thermal,5.5,0.0,6.78
8793,3,10,16,1,Thermal,12.28,0.0,0.0
8794,4,10,16,1,Thermal,5.5,0.0,6.78
8795,5,10,16,1,Thermal,5.5,0.0,6.78
8796,6,10,16,1,Thermal,12.28,0.0,0.0
8797,7,10,16,1,Thermal,13.22,0.95,0.0
8798,8,10,16,1,Thermal,12.28,0.0,0.0
8799,9,10,16,1,Thermal,12.28,0.0,0.0
8800,10,10,16,1,Thermal,5.5,0.0,6.78
8801,1,10,17,1,Thermal,13.75,1.47,0.0
8802,2,10,17,1,Thermal,5.5,0.0,6.78
8803,3,10,17,1,Thermal,13.75,1.47,0.0
8804,4,10,17,1,Thermal,5.5,0.0,6.78
8805,5,10,17,1,Thermal,5.5,0.0,6.78
8806,6,10,17,1,Thermal,12.28,0.0,0.0
8807,7,10,17,1,Thermal,12.28,0.0,0.0
8808,8,10,17,1,Thermal,12.28,0.0,0.0
8809,9,10,17,1,Thermal,5.5,0.0,6.78
8810,10,10,17,1,Thermal,5.5,0.0,6.78
8811,1,10,18,1,Thermal,12.3,0.0,0.0
8812,2,10,18,1,Thermal,5.5,0.0,6.8
8813,3,10,18,1,Thermal,13.75,1.45,0.0
8814,4,10,18,1,Thermal,12.3,0.0,0.0
8815,5,10,18,1,Thermal,12.3,0.0,0.0
8816,6,10,18,1,Thermal,12.3,-0.0,0.0
8817,7,10,18,1,Thermal,13.27,0.97,0.0
8818,8,10,18,1,Thermal,12.3,0.0,0.0
8819,9,10,18,1,Thermal,12.3,0.0,0.0
8820,10,10,18,1,Thermal,9.67,0.0,2.63
8821,1,10,19,1,Thermal,12.3,0.0,0.0
8822,2,10,19,1,Thermal,5.5,0.0,6.8
8823,3,10,19,1,Thermal,12.3,0.0,0.0
8824,4,10,19,1,Thermal,5.5,0.0,6.8
8825,5,10,19,1,Thermal,5.5,0.0,6.8
8826,6,10,19,1,Thermal,12.3,0.0,0.0
8827,7,10,19,1,Thermal,13.27,0.97,0.0
8828,8,10,19,1,Thermal,13.75,1.45,0.0
8829,9,10,19,1,Thermal,12.3,0.0,0.0
8830,10,10,19,1,Thermal,9.73,0.0,2.58
8831,1,10,20,1,Thermal,12.38,0.0,0.0
8832,2,10,20,1,Thermal,5.5,0.0,6.88
8833,3,10,20,1,Thermal,13.75,1.38,0.0
8834,4,10,20,1,Thermal,5.5,0.0,6.88
8835,5,10,20,1,Thermal,5.5,0.0,6.88
8836,6,10,20,1,Thermal,12.37,-0.0,0.0
8837,7,10,20,1,Thermal,12.38,0.0,0.0
8838,8,10,20,1,Thermal,13.75,1.38,0.0
8839,9,10,20,1,Thermal,5.5,0.0,6.88
8840,10,10,20,1,Thermal,5.5,0.0,6.88
8841,1,10,21,1,Thermal,13.75,1.32,0.0
8842,2,10,21,1,Thermal,5.5,0.0,6.93
8843,3,10,21,1,Thermal,13.75,1.32,0.0
8844,4,10,21,1,Thermal,12.43,0.0,0.0
8845,5,10,21,1,Thermal,12.43,0.0,0.0
8846,6,10,21,1,Thermal,12.42,-0.0,0.0
8847,7,10,21,1,Thermal,13.42,1.0,0.0
8848,8,10,21,1,Thermal,12.43,0.0,0.0
8849,9,10,21,1,Thermal,5.5,0.0,6.93
8850,10,10,21,1,Thermal,5.5,0.0,6.93
8851,1,10,22,1,Thermal,12.5,0.0,0.0
8852,2,10,22,1,Thermal,5.5,0.0,7.0
8853,3,10,22,1,Thermal,12.5,0.0,0.0
8854,4,10,22,1,Thermal,12.5,0.0,0.0
8855,5,10,22,1,Thermal,12.5,0.0,0.0
8856,6,10,22,1,Thermal,12.5,0.0,0.0
8857,7,10,22,1,Thermal,13.5,1.0,0.0
8858,8,10,22,1,Thermal,13.75,1.25,0.0
8859,9,10,22,1,Thermal,12.5,0.0,0.0
8860,10,10,22,1,Thermal,5.5,0.0,7.0
8861,1,10,23,1,Thermal,13.75,1.17,0.0
8862,2,10,23,1,Thermal,5.5,0.0,7.08
8863,3,10,23,1,Thermal,12.58,0.0,0.0
8864,4,10,23,1,Thermal,5.5,0.0,7.08
8865,5,10,23,1,Thermal,5.5,0.0,7.08
8866,6,10,23,1,Thermal,12.58,0.0,0.0
8867,7,10,23,1,Thermal,12.58,0.0,0.0
8868,8,10,23,1,Thermal,12.58,0.0,0.0
8869,9,10,23,1,Thermal,5.5,0.0,7.08
8870,10,10,23,1,Thermal,5.5,0.0,7.08
8871,1,10,24,1,Thermal,13.75,1.12,0.0
8872,2,10,24,1,Thermal,5.5,0.0,7.12
8873,3,10,24,1,Thermal,13.75,1.12,0.0
8874,4,10,24,1,Thermal,5.5,0.0,7.12
8875,5,10,24,1,Thermal,5.5,0.0,7.12
8876,6,10,24,1,Thermal,12.62,0.0,0.0
8877,7,10,24,1,Thermal,12.62,0.0,0.0
8878,8,10,24,1,Thermal,12.62,0.0,0.0
8879,9,10,24,1,Thermal,12.62,0.0,0.0
