id,scenario,area,timestep,load,load_shedding,power_dumping,timestep_fractional
5,0,1,2,476.9,0.0,261.1,1.9833
5,0,1,2,476.9,0.0,261.1,2.0
9,0,1,3,464.0,0.0,250.0,2.0167
9,0,1,3,464.0,0.0,250.0,2.0333
9,0,1,3,464.0,0.0,250.0,2.05
9,0,1,3,464.0,0.0,250.0,2.0667
9,0,1,3,464.0,0.0,250.0,2.0833
9,0,1,3,464.0,0.0,250.0,2.1
9,0,1,3,464.0,0.0,250.0,2.1167
9,0,1,3,464.0,0.0,250.0,2.1333
9,0,1,3,464.0,0.0,250.0,2.15
9,0,1,3,464.0,0.0,250.0,2.1667
9,0,1,3,464.0,0.0,250.0,2.1833
9,0,1,3,464.0,0.0,250.0,2.2
9,0,1,3,464.0,0.0,250.0,2.2167
9,0,1,3,464.0,0.0,250.0,2.2333
9,0,1,3,464.0,0.0,250.0,2.25
9,0,1,3,464.0,0.0,250.0,2.2667
9,0,1,3,464.0,0.0,250.0,2.2833
9,0,1,3,464.0,0.0,250.0,2.3
9,0,1,3,464.0,0.0,250.0,2.3167
9,0,1,3,464.0,0.0,250.0,2.3333
9,0,1,3,464.0,0.0,250.0,2.35
9,0,1,3,464.0,0.0,250.0,2.3667
9,0,1,3,464.0,0.0,250.0,2.3833
9,0,1,3,464.0,0.0,250.0,2.4
9,0,1,3,464.0,0.0,250.0,2.4167
9,0,1,3,464.0,0.0,250.0,2.4333
9,0,1,3,464.0,0.0,250.0,2.45
9,0,1,3,464.0,0.0,250.0,2.4667
9,0,1,3,464.0,0.0,250.0,2.4833
9,0,1,3,464.0,0.0,250.0,2.5
9,0,1,3,464.0,0.0,250.0,2.5167
9,0,1,3,464.0,0.0,250.0,2.5333
9,0,1,3,464.0,0.0,250.0,2.55
9,0,1,3,464.0,0.0,250.0,2.5667
9,0,1,3,464.0,0.0,250.0,2.5833
9,0,1,3,464.0,0.0,250.0,2.6
9,0,1,3,464.0,0.0,250.0,2.6167
9,0,1,3,464.0,0.0,250.0,2.6333
9,0,1,3,464.0,0.0,250.0,2.65
9,0,1,3,464.0,0.0,250.0,2.6667
9,0,1,3,464.0,0.0,250.0,2.6833
9,0,1,3,464.0,0.0,250.0,2.7
9,0,1,3,464.0,0.0,250.0,2.7167
9,0,1,3,464.0,0.0,250.0,2.7333
9,0,1,3,464.0,0.0,250.0,2.75
9,0,1,3,464.0,0.0,250.0,2.7667
9,0,1,3,464.0,0.0,250.0,2.7833
9,0,1,3,464.0,0.0,250.0,2.8
9,0,1,3,464.0,0.0,250.0,2.8167
9,0,1,3,464.0,0.0,250.0,2.8333
9,0,1,3,464.0,0.0,250.0,2.85
9,0,1,3,464.0,0.0,250.0,2.8667
9,0,1,3,464.0,0.0,250.0,2.8833
9,0,1,3,464.0,0.0,250.0,2.9
9,0,1,3,464.0,0.0,250.0,2.9167
9,0,1,3,464.0,0.0,250.0,2.9333
9,0,1,3,464.0,0.0,250.0,2.95
9,0,1,3,464.0,0.0,250.0,2.9667
9,0,1,3,464.0,0.0,250.0,2.9833
9,0,1,3,464.0,0.0,250.0,3.0
13,0,1,4,455.4,0.0,258.6000000000001,3.0167
13,0,1,4,455.4,0.0,258.6000000000001,3.0333
13,0,1,4,455.4,0.0,258.6000000000001,3.05
13,0,1,4,455.4,0.0,258.6000000000001,3.0667
13,0,1,4,455.4,0.0,258.6000000000001,3.0833
13,0,1,4,455.4,0.0,258.6000000000001,3.1
13,0,1,4,455.4,0.0,258.6000000000001,3.1167
13,0,1,4,455.4,0.0,258.6000000000001,3.1333
13,0,1,4,455.4,0.0,258.6000000000001,3.15
13,0,1,4,455.4,0.0,258.6000000000001,3.1667
13,0,1,4,455.4,0.0,258.6000000000001,3.1833
13,0,1,4,455.4,0.0,258.6000000000001,3.2
13,0,1,4,455.4,0.0,258.6000000000001,3.2167
13,0,1,4,455.4,0.0,258.6000000000001,3.2333
13,0,1,4,455.4,0.0,258.6000000000001,3.25
13,0,1,4,455.4,0.0,258.6000000000001,3.2667
13,0,1,4,455.4,0.0,258.6000000000001,3.2833
13,0,1,4,455.4,0.0,258.6000000000001,3.3
13,0,1,4,455.4,0.0,258.6000000000001,3.3167
13,0,1,4,455.4,0.0,258.6000000000001,3.3333
13,0,1,4,455.4,0.0,258.6000000000001,3.35
13,0,1,4,455.4,0.0,258.6000000000001,3.3667
13,0,1,4,455.4,0.0,258.6000000000001,3.3833
13,0,1,4,455.4,0.0,258.6000000000001,3.4
13,0,1,4,455.4,0.0,258.6000000000001,3.4167
13,0,1,4,455.4,0.0,258.6000000000001,3.4333
13,0,1,4,455.4,0.0,258.6000000000001,3.45
13,0,1,4,455.4,0.0,258.6000000000001,3.4667
13,0,1,4,455.4,0.0,258.6000000000001,3.4833
13,0,1,4,455.4,0.0,258.6000000000001,3.5
13,0,1,4,455.4,0.0,258.6000000000001,3.5167
13,0,1,4,455.4,0.0,258.6000000000001,3.5333
13,0,1,4,455.4,0.0,258.6000000000001,3.55
13,0,1,4,455.4,0.0,258.6000000000001,3.5667
13,0,1,4,455.4,0.0,258.6000000000001,3.5833
13,0,1,4,455.4,0.0,258.6000000000001,3.6
13,0,1,4,455.4,0.0,258.6000000000001,3.6167
13,0,1,4,455.4,0.0,258.6000000000001,3.6333
13,0,1,4,455.4,0.0,258.6000000000001,3.65
13,0,1,4,455.4,0.0,258.6000000000001,3.6667
13,0,1,4,455.4,0.0,258.6000000000001,3.6833
13,0,1,4,455.4,0.0,258.6000000000001,3.7
13,0,1,4,455.4,0.0,258.6000000000001,3.7167
13,0,1,4,455.4,0.0,258.6000000000001,3.7333
13,0,1,4,455.4,0.0,258.6000000000001,3.75
13,0,1,4,455.4,0.0,258.6000000000001,3.7667
13,0,1,4,455.4,0.0,258.6000000000001,3.7833
13,0,1,4,455.4,0.0,258.6000000000001,3.8
13,0,1,4,455.4,0.0,258.6000000000001,3.8167
13,0,1,4,455.4,0.0,258.6000000000001,3.8333
13,0,1,4,455.4,0.0,258.6000000000001,3.85
13,0,1,4,455.4,0.0,258.6000000000001,3.8667
13,0,1,4,455.4,0.0,258.6000000000001,3.8833
13,0,1,4,455.4,0.0,258.6000000000001,3.9
13,0,1,4,455.4,0.0,258.6000000000001,3.9167
13,0,1,4,455.4,0.0,258.6000000000001,3.9333
13,0,1,4,455.4,0.0,258.6000000000001,3.95
13,0,1,4,455.4,0.0,258.6000000000001,3.9667
13,0,1,4,455.4,0.0,258.6000000000001,3.9833
13,0,1,4,455.4,0.0,258.6000000000001,4.0
17,0,1,5,456.1,0.0,257.90000000000003,4.0167
17,0,1,5,456.1,0.0,257.90000000000003,4.0333
17,0,1,5,456.1,0.0,257.90000000000003,4.05
17,0,1,5,456.1,0.0,257.90000000000003,4.0667
17,0,1,5,456.1,0.0,257.90000000000003,4.0833
17,0,1,5,456.1,0.0,257.90000000000003,4.1
17,0,1,5,456.1,0.0,257.90000000000003,4.1167
17,0,1,5,456.1,0.0,257.90000000000003,4.1333
17,0,1,5,456.1,0.0,257.90000000000003,4.15
17,0,1,5,456.1,0.0,257.90000000000003,4.1667
17,0,1,5,456.1,0.0,257.90000000000003,4.1833
17,0,1,5,456.1,0.0,257.90000000000003,4.2
17,0,1,5,456.1,0.0,257.90000000000003,4.2167
17,0,1,5,456.1,0.0,257.90000000000003,4.2333
17,0,1,5,456.1,0.0,257.90000000000003,4.25
17,0,1,5,456.1,0.0,257.90000000000003,4.2667
17,0,1,5,456.1,0.0,257.90000000000003,4.2833
17,0,1,5,456.1,0.0,257.90000000000003,4.3
17,0,1,5,456.1,0.0,257.90000000000003,4.3167
17,0,1,5,456.1,0.0,257.90000000000003,4.3333
17,0,1,5,456.1,0.0,257.90000000000003,4.35
17,0,1,5,456.1,0.0,257.90000000000003,4.3667
17,0,1,5,456.1,0.0,257.90000000000003,4.3833
17,0,1,5,456.1,0.0,257.90000000000003,4.4
17,0,1,5,456.1,0.0,257.90000000000003,4.4167
17,0,1,5,456.1,0.0,257.90000000000003,4.4333
17,0,1,5,456.1,0.0,257.90000000000003,4.45
17,0,1,5,456.1,0.0,257.90000000000003,4.4667
17,0,1,5,456.1,0.0,257.90000000000003,4.4833
17,0,1,5,456.1,0.0,257.90000000000003,4.5
17,0,1,5,456.1,0.0,257.90000000000003,4.5167
17,0,1,5,456.1,0.0,257.90000000000003,4.5333
17,0,1,5,456.1,0.0,257.90000000000003,4.55
17,0,1,5,456.1,0.0,257.90000000000003,4.5667
17,0,1,5,456.1,0.0,257.90000000000003,4.5833
17,0,1,5,456.1,0.0,257.90000000000003,4.6
17,0,1,5,456.1,0.0,257.90000000000003,4.6167
17,0,1,5,456.1,0.0,257.90000000000003,4.6333
17,0,1,5,456.1,0.0,257.90000000000003,4.65
17,0,1,5,456.1,0.0,257.90000000000003,4.6667
17,0,1,5,456.1,0.0,257.90000000000003,4.6833
17,0,1,5,456.1,0.0,257.90000000000003,4.7
17,0,1,5,456.1,0.0,257.90000000000003,4.7167
17,0,1,5,456.1,0.0,257.90000000000003,4.7333
17,0,1,5,456.1,0.0,257.90000000000003,4.75
17,0,1,5,456.1,0.0,257.90000000000003,4.7667
17,0,1,5,456.1,0.0,257.90000000000003,4.7833
17,0,1,5,456.1,0.0,257.90000000000003,4.8
17,0,1,5,456.1,0.0,257.90000000000003,4.8167
17,0,1,5,456.1,0.0,257.90000000000003,4.8333
17,0,1,5,456.1,0.0,257.90000000000003,4.85
17,0,1,5,456.1,0.0,257.90000000000003,4.8667
17,0,1,5,456.1,0.0,257.90000000000003,4.8833
17,0,1,5,456.1,0.0,257.90000000000003,4.9
17,0,1,5,456.1,0.0,257.90000000000003,4.9167
17,0,1,5,456.1,0.0,257.90000000000003,4.9333
17,0,1,5,456.1,0.0,257.90000000000003,4.95
17,0,1,5,456.1,0.0,257.90000000000003,4.9667
17,0,1,5,456.1,0.0,257.90000000000003,4.9833
17,0,1,5,456.1,0.0,257.90000000000003,5.0
21,0,1,6,471.4,0.0,242.60000000000002,5.0167
21,0,1,6,471.4,0.0,242.60000000000002,5.0333
21,0,1,6,471.4,0.0,242.60000000000002,5.05
21,0,1,6,471.4,0.0,242.60000000000002,5.0667
21,0,1,6,471.4,0.0,242.60000000000002,5.0833
21,0,1,6,471.4,0.0,242.60000000000002,5.1
21,0,1,6,471.4,0.0,242.60000000000002,5.1167
21,0,1,6,471.4,0.0,242.60000000000002,5.1333
21,0,1,6,471.4,0.0,242.60000000000002,5.15
21,0,1,6,471.4,0.0,242.60000000000002,5.1667
21,0,1,6,471.4,0.0,242.60000000000002,5.1833
21,0,1,6,471.4,0.0,242.60000000000002,5.2
21,0,1,6,471.4,0.0,242.60000000000002,5.2167
21,0,1,6,471.4,0.0,242.60000000000002,5.2333
21,0,1,6,471.4,0.0,242.60000000000002,5.25
21,0,1,6,471.4,0.0,242.60000000000002,5.2667
21,0,1,6,471.4,0.0,242.60000000000002,5.2833
21,0,1,6,471.4,0.0,242.60000000000002,5.3
21,0,1,6,471.4,0.0,242.60000000000002,5.3167
21,0,1,6,471.4,0.0,242.60000000000002,5.3333
21,0,1,6,471.4,0.0,242.60000000000002,5.35
21,0,1,6,471.4,0.0,242.60000000000002,5.3667
21,0,1,6,471.4,0.0,242.60000000000002,5.3833
21,0,1,6,471.4,0.0,242.60000000000002,5.4
21,0,1,6,471.4,0.0,242.60000000000002,5.4167
21,0,1,6,471.4,0.0,242.60000000000002,5.4333
21,0,1,6,471.4,0.0,242.60000000000002,5.45
21,0,1,6,471.4,0.0,242.60000000000002,5.4667
21,0,1,6,471.4,0.0,242.60000000000002,5.4833
21,0,1,6,471.4,0.0,242.60000000000002,5.5
21,0,1,6,471.4,0.0,242.60000000000002,5.5167
21,0,1,6,471.4,0.0,242.60000000000002,5.5333
21,0,1,6,471.4,0.0,242.60000000000002,5.55
21,0,1,6,471.4,0.0,242.60000000000002,5.5667
21,0,1,6,471.4,0.0,242.60000000000002,5.5833
21,0,1,6,471.4,0.0,242.60000000000002,5.6
21,0,1,6,471.4,0.0,242.60000000000002,5.6167
21,0,1,6,471.4,0.0,242.60000000000002,5.6333
21,0,1,6,471.4,0.0,242.60000000000002,5.65
21,0,1,6,471.4,0.0,242.60000000000002,5.6667
21,0,1,6,471.4,0.0,242.60000000000002,5.6833
21,0,1,6,471.4,0.0,242.60000000000002,5.7
21,0,1,6,471.4,0.0,242.60000000000002,5.7167
21,0,1,6,471.4,0.0,242.60000000000002,5.7333
21,0,1,6,471.4,0.0,242.60000000000002,5.75
21,0,1,6,471.4,0.0,242.60000000000002,5.7667
21,0,1,6,471.4,0.0,242.60000000000002,5.7833
21,0,1,6,471.4,0.0,242.60000000000002,5.8
21,0,1,6,471.4,0.0,242.60000000000002,5.8167
21,0,1,6,471.4,0.0,242.60000000000002,5.8333
21,0,1,6,471.4,0.0,242.60000000000002,5.85
21,0,1,6,471.4,0.0,242.60000000000002,5.8667
21,0,1,6,471.4,0.0,242.60000000000002,5.8833
21,0,1,6,471.4,0.0,242.60000000000002,5.9
21,0,1,6,471.4,0.0,242.60000000000002,5.9167
21,0,1,6,471.4,0.0,242.60000000000002,5.9333
21,0,1,6,471.4,0.0,242.60000000000002,5.95
21,0,1,6,471.4,0.0,242.60000000000002,5.9667
21,0,1,6,471.4,0.0,242.60000000000002,5.9833
21,0,1,6,471.4,0.0,242.60000000000002,6.0
25,0,1,7,492.4,0.0,221.60000000000002,6.0167
25,0,1,7,492.4,0.0,221.60000000000002,6.0333
25,0,1,7,492.4,0.0,221.60000000000002,6.05
25,0,1,7,492.4,0.0,221.60000000000002,6.0667
25,0,1,7,492.4,0.0,221.60000000000002,6.0833
25,0,1,7,492.4,0.0,221.60000000000002,6.1
25,0,1,7,492.4,0.0,221.60000000000002,6.1167
25,0,1,7,492.4,0.0,221.60000000000002,6.1333
25,0,1,7,492.4,0.0,221.60000000000002,6.15
25,0,1,7,492.4,0.0,221.60000000000002,6.1667
25,0,1,7,492.4,0.0,221.60000000000002,6.1833
25,0,1,7,492.4,0.0,221.60000000000002,6.2
25,0,1,7,492.4,0.0,221.60000000000002,6.2167
25,0,1,7,492.4,0.0,221.60000000000002,6.2333
25,0,1,7,492.4,0.0,221.60000000000002,6.25
25,0,1,7,492.4,0.0,221.60000000000002,6.2667
25,0,1,7,492.4,0.0,221.60000000000002,6.2833
25,0,1,7,492.4,0.0,221.60000000000002,6.3
25,0,1,7,492.4,0.0,221.60000000000002,6.3167
25,0,1,7,492.4,0.0,221.60000000000002,6.3333
25,0,1,7,492.4,0.0,221.60000000000002,6.35
25,0,1,7,492.4,0.0,221.60000000000002,6.3667
25,0,1,7,492.4,0.0,221.60000000000002,6.3833
25,0,1,7,492.4,0.0,221.60000000000002,6.4
25,0,1,7,492.4,0.0,221.60000000000002,6.4167
25,0,1,7,492.4,0.0,221.60000000000002,6.4333
25,0,1,7,492.4,0.0,221.60000000000002,6.45
25,0,1,7,492.4,0.0,221.60000000000002,6.4667
25,0,1,7,492.4,0.0,221.60000000000002,6.4833
25,0,1,7,492.4,0.0,221.60000000000002,6.5
25,0,1,7,492.4,0.0,221.60000000000002,6.5167
25,0,1,7,492.4,0.0,221.60000000000002,6.5333
25,0,1,7,492.4,0.0,221.60000000000002,6.55
25,0,1,7,492.4,0.0,221.60000000000002,6.5667
25,0,1,7,492.4,0.0,221.60000000000002,6.5833
25,0,1,7,492.4,0.0,221.60000000000002,6.6
25,0,1,7,492.4,0.0,221.60000000000002,6.6167
25,0,1,7,492.4,0.0,221.60000000000002,6.6333
25,0,1,7,492.4,0.0,221.60000000000002,6.65
25,0,1,7,492.4,0.0,221.60000000000002,6.6667
25,0,1,7,492.4,0.0,221.60000000000002,6.6833
25,0,1,7,492.4,0.0,221.60000000000002,6.7
25,0,1,7,492.4,0.0,221.60000000000002,6.7167
25,0,1,7,492.4,0.0,221.60000000000002,6.7333
25,0,1,7,492.4,0.0,221.60000000000002,6.75
25,0,1,7,492.4,0.0,221.60000000000002,6.7667
25,0,1,7,492.4,0.0,221.60000000000002,6.7833
25,0,1,7,492.4,0.0,221.60000000000002,6.8
25,0,1,7,492.4,0.0,221.60000000000002,6.8167
25,0,1,7,492.4,0.0,221.60000000000002,6.8333
25,0,1,7,492.4,0.0,221.60000000000002,6.85
25,0,1,7,492.4,0.0,221.60000000000002,6.8667
25,0,1,7,492.4,0.0,221.60000000000002,6.8833
25,0,1,7,492.4,0.0,221.60000000000002,6.9
25,0,1,7,492.4,0.0,221.60000000000002,6.9167
25,0,1,7,492.4,0.0,221.60000000000002,6.9333
25,0,1,7,492.4,0.0,221.60000000000002,6.95
25,0,1,7,492.4,0.0,221.60000000000002,6.9667
25,0,1,7,492.4,0.0,221.60000000000002,6.9833
25,0,1,7,492.4,0.0,221.60000000000002,7.0
29,0,1,8,472.8,0.0,241.2,7.0167
29,0,1,8,472.8,0.0,241.2,7.0333
29,0,1,8,472.8,0.0,241.2,7.05
29,0,1,8,472.8,0.0,241.2,7.0667
29,0,1,8,472.8,0.0,241.2,7.0833
29,0,1,8,472.8,0.0,241.2,7.1
29,0,1,8,472.8,0.0,241.2,7.1167
29,0,1,8,472.8,0.0,241.2,7.1333
29,0,1,8,472.8,0.0,241.2,7.15
29,0,1,8,472.8,0.0,241.2,7.1667
29,0,1,8,472.8,0.0,241.2,7.1833
29,0,1,8,472.8,0.0,241.2,7.2
29,0,1,8,472.8,0.0,241.2,7.2167
29,0,1,8,472.8,0.0,241.2,7.2333
29,0,1,8,472.8,0.0,241.2,7.25
29,0,1,8,472.8,0.0,241.2,7.2667
29,0,1,8,472.8,0.0,241.2,7.2833
29,0,1,8,472.8,0.0,241.2,7.3
29,0,1,8,472.8,0.0,241.2,7.3167
29,0,1,8,472.8,0.0,241.2,7.3333
29,0,1,8,472.8,0.0,241.2,7.35
29,0,1,8,472.8,0.0,241.2,7.3667
29,0,1,8,472.8,0.0,241.2,7.3833
29,0,1,8,472.8,0.0,241.2,7.4
29,0,1,8,472.8,0.0,241.2,7.4167
29,0,1,8,472.8,0.0,241.2,7.4333
29,0,1,8,472.8,0.0,241.2,7.45
29,0,1,8,472.8,0.0,241.2,7.4667
29,0,1,8,472.8,0.0,241.2,7.4833
29,0,1,8,472.8,0.0,241.2,7.5
29,0,1,8,472.8,0.0,241.2,7.5167
29,0,1,8,472.8,0.0,241.2,7.5333
29,0,1,8,472.8,0.0,241.2,7.55
29,0,1,8,472.8,0.0,241.2,7.5667
29,0,1,8,472.8,0.0,241.2,7.5833
29,0,1,8,472.8,0.0,241.2,7.6
29,0,1,8,472.8,0.0,241.2,7.6167
29,0,1,8,472.8,0.0,241.2,7.6333
29,0,1,8,472.8,0.0,241.2,7.65
29,0,1,8,472.8,0.0,241.2,7.6667
29,0,1,8,472.8,0.0,241.2,7.6833
29,0,1,8,472.8,0.0,241.2,7.7
29,0,1,8,472.8,0.0,241.2,7.7167
29,0,1,8,472.8,0.0,241.2,7.7333
29,0,1,8,472.8,0.0,241.2,7.75
29,0,1,8,472.8,0.0,241.2,7.7667
29,0,1,8,472.8,0.0,241.2,7.7833
29,0,1,8,472.8,0.0,241.2,7.8
29,0,1,8,472.8,0.0,241.2,7.8167
29,0,1,8,472.8,0.0,241.2,7.8333
29,0,1,8,472.8,0.0,241.2,7.85
29,0,1,8,472.8,0.0,241.2,7.8667
29,0,1,8,472.8,0.0,241.2,7.8833
29,0,1,8,472.8,0.0,241.2,7.9
29,0,1,8,472.8,0.0,241.2,7.9167
29,0,1,8,472.8,0.0,241.2,7.9333
29,0,1,8,472.8,0.0,241.2,7.95
29,0,1,8,472.8,0.0,241.2,7.9667
29,0,1,8,472.8,0.0,241.2,7.9833
29,0,1,8,472.8,0.0,241.2,8.0
33,0,1,9,357.4,0.0,124.11212121212128,8.0167
33,0,1,9,357.4,0.0,124.11212121212128,8.0333
33,0,1,9,357.4,0.0,124.11212121212128,8.05
33,0,1,9,357.4,0.0,124.11212121212128,8.0667
33,0,1,9,357.4,0.0,124.11212121212128,8.0833
33,0,1,9,357.4,0.0,124.11212121212128,8.1
33,0,1,9,357.4,0.0,124.11212121212128,8.1167
33,0,1,9,357.4,0.0,124.11212121212128,8.1333
33,0,1,9,357.4,0.0,124.11212121212128,8.15
33,0,1,9,357.4,0.0,124.11212121212128,8.1667
33,0,1,9,357.4,0.0,124.11212121212128,8.1833
33,0,1,9,357.4,0.0,124.11212121212128,8.2
33,0,1,9,357.4,0.0,124.11212121212128,8.2167
33,0,1,9,357.4,0.0,124.11212121212128,8.2333
33,0,1,9,357.4,0.0,124.11212121212128,8.25
33,0,1,9,357.4,0.0,124.11212121212128,8.2667
33,0,1,9,357.4,0.0,124.11212121212128,8.2833
33,0,1,9,357.4,0.0,124.11212121212128,8.3
33,0,1,9,357.4,0.0,124.11212121212128,8.3167
33,0,1,9,357.4,0.0,124.11212121212128,8.3333
33,0,1,9,357.4,0.0,124.11212121212128,8.35
33,0,1,9,357.4,0.0,124.11212121212128,8.3667
33,0,1,9,357.4,0.0,124.11212121212128,8.3833
33,0,1,9,357.4,0.0,124.11212121212128,8.4
33,0,1,9,357.4,0.0,124.11212121212128,8.4167
33,0,1,9,357.4,0.0,124.11212121212128,8.4333
33,0,1,9,357.4,0.0,124.11212121212128,8.45
33,0,1,9,357.4,0.0,124.11212121212128,8.4667
33,0,1,9,357.4,0.0,124.11212121212128,8.4833
33,0,1,9,357.4,0.0,124.11212121212128,8.5
33,0,1,9,357.4,0.0,124.11212121212128,8.5167
33,0,1,9,357.4,0.0,124.11212121212128,8.5333
33,0,1,9,357.4,0.0,124.11212121212128,8.55
33,0,1,9,357.4,0.0,124.11212121212128,8.5667
33,0,1,9,357.4,0.0,124.11212121212128,8.5833
33,0,1,9,357.4,0.0,124.11212121212128,8.6
33,0,1,9,357.4,0.0,124.11212121212128,8.6167
33,0,1,9,357.4,0.0,124.11212121212128,8.6333
