id,area,timestep,load,load_shedding,power_dumping
279,2,3.7,249.08687,0.0,269.87825
280,2,3.8,246.49168000000003,0.0,271.4424
281,2,3.9,241.08741,0.0,273.28195000000005
282,2,4.0,231.92,0.0,275.51
283,2,4.1,221.31918000000002,0.0,279.38354000000004
284,2,4.2,212.45104000000003,0.0,285.2283200000001
285,2,4.3,205.62505999999996,0.0,291.74258
286,2,4.4,201.15072000000004,0.0,297.62456000000003
287,2,4.5,199.33749999999998,0.0,301.5725
288,2,4.6,200.49488000000002,0.0,302.28464
289,2,4.7,204.93233999999998,0.0,298.45921999999996
290,2,4.8,212.95936000000003,0.0,288.79448
291,2,4.9,224.88542,0.0,271.98866
292,2,5.0,241.02,0.0,246.73999999999995
293,2,5.1,256.46763000000004,0.0,223.33212
294,2,5.2,266.70024000000006,0.0,211.05856000000003
295,2,5.3,272.56940999999995,0.0,207.14143999999993
296,2,5.4,274.9267200000001,0.0,208.80288
297,2,5.5,274.62375,0.0,213.26499999999996
298,2,5.6,272.51208,0.0,217.74992000000003
299,2,5.7,269.44329,0.0,219.47975999999994
300,2,5.8,266.26896,0.0,215.67663999999996
301,2,5.9,263.84067,0.0,203.56268
302,2,6.0,263.01,0.0,180.35999999999996
303,2,6.1,261.70938,0.0,183.61798000000002
304,2,6.2,258.1442400000001,0.0,191.32784000000004
305,2,6.3,253.58465999999993,0.0,201.37445999999997
306,2,6.4,249.30072,0.0,211.64272000000005
307,2,6.5,246.56250000000003,0.0,220.0175
308,2,6.6,246.64008000000004,0.0,224.38368000000003
309,2,6.7,250.80353999999997,0.0,222.62614
310,2,6.8,260.32296,0.0,212.62976000000003
311,2,6.9,276.46842000000004,0.0,192.27942000000002
312,2,7.0,300.51,0.0,159.45999999999998
313,2,7.1,325.98095000000006,0.0,118.62577000000002
314,2,7.2,345.6016000000001,0.0,90.46576000000002
315,2,7.3,359.42265,0.0,72.97998999999999
316,2,7.4,367.49480000000005,0.0,64.16848
317,2,7.5,369.86875,0.0,62.03125
318,2,7.6,366.59520000000003,0.0,64.56832000000001
319,2,7.7,357.72485,0.0,69.77971
320,2,7.8,343.3084,0.0,75.66544000000002
321,2,7.9,323.39655,0.0,80.22553000000002
322,2,8.0,298.04,0.0,81.46000000000001
323,2,8.1,273.03607000000005,0.0,81.40638999999999
324,2,8.2,254.00976000000009,0.0,82.66192000000001
325,2,8.3,240.74428999999995,0.0,84.08412999999996
326,2,8.4,233.02288000000004,0.0,84.53055999999997
327,2,8.5,230.62875,0.0,82.85874999999996
328,2,8.6,233.34512,0.0,77.92623999999996
329,2,8.7,240.95521000000002,0.0,68.59056999999996
330,2,8.8,253.24224000000004,0.0,53.709279999999964
331,2,8.9,269.98943,0.0,32.13990999999997
332,2,9.0,290.98,0.0,2.739999999999995
333,2,9.1,311.74261000000007,26.630369999999985,1.9974599999999965
334,2,9.2,327.97648000000004,42.08255999999998,1.4028799999999977
335,2,9.3,339.7206699999999,48.329189999999954,0.939819999999998
336,2,9.4,347.01424000000003,47.34287999999997,0.5918399999999989
337,2,9.5,349.89625,41.09624999999997,0.34249999999999936
338,2,9.6,348.40576,31.56191999999998,0.1753599999999997
339,2,9.7,342.58182999999997,20.712509999999988,0.0739799999999999
340,2,9.8,332.46352,10.520639999999988,0.021919999999999946
341,2,9.9,318.08988999999997,2.9589299999999965,0.0027399999999999933
342,2,10.0,299.5,0.0,0.0
343,2,10.1,283.02811,2.784478679999999,0.0
344,2,10.2,273.77368000000007,9.900368639999998,0.0
345,2,10.3,269.9235699999999,19.49135075999999,0.0
346,2,10.4,269.66464,29.701105919999986,0.0
347,2,10.5,271.18375000000003,38.673314999999974,0.0
348,2,10.6,272.66776000000004,44.55165887999998,0.0
349,2,10.7,272.30353,45.479818439999974,0.0
350,2,10.8,268.27792000000005,39.60147455999998,0.0
351,2,10.9,258.77779,25.06030811999998,0.0
352,2,11.0,241.99,0.0,0.0
353,2,11.1,223.40737000000004,0.0,0.0
354,2,11.2,209.55976000000004,0.0,0.0
355,2,11.3,200.18958999999995,0.0,0.0
356,2,11.4,195.03928000000002,0.0,0.0
357,2,11.5,193.85125,0.0,0.0
358,2,11.6,196.36792000000003,0.0,0.0
359,2,11.7,202.33171000000002,0.0,0.0
360,2,11.8,211.48504000000003,0.0,0.0
361,2,11.9,223.57033,0.0,0.0
362,2,12.0,238.33,0.0,0.0
363,2,12.1,252.29992000000004,10.662569999999974,0.0
364,2,12.2,262.4209600000001,17.722559999999955,0.0
365,2,12.3,269.03403999999995,21.64238999999993,0.0
366,2,12.4,272.48008000000004,22.884479999999932,0.0
367,2,12.5,273.1,21.911249999999928,0.0
368,2,12.6,271.23472000000004,19.185119999999934,0.0
369,2,12.7,267.22516,15.168509999999944,0.0
370,2,12.8,261.41224,10.323839999999958,0.0
371,2,12.9,254.13688000000002,5.113529999999976,0.0
372,2,13.0,245.74,0.0,0.0
373,2,13.1,236.24941000000007,0.03498999999999996,0.0
374,2,13.2,226.29208000000006,0.27991999999999967,0.0
375,2,13.3,217.09866999999997,0.9447299999999987,0.0
376,2,13.4,209.89984,2.2393599999999974,0.0
377,2,13.5,205.92625,4.373749999999994,0.0
378,2,13.6,206.40856000000002,7.55783999999999,0.0
379,2,13.7,212.57743,12.001569999999981,0.0
380,2,13.8,225.66352,17.91487999999998,0.0
381,2,13.9,246.89749,25.507709999999967,0.0
382,2,14.0,277.51,34.98999999999995,0.0
383,2,14.1,307.23245000000003,74.72408999999996,0.0
384,2,14.2,326.3436000000001,101.25871999999998,0.0
385,2,14.3,336.90414999999996,116.91942999999993,0.0
386,2,14.4,340.9748000000001,124.03175999999996,0.0
387,2,14.5,340.61625000000004,124.92124999999994,0.0
388,2,14.6,337.8892,121.91343999999998,0.0
389,2,14.7,334.85435,117.33386999999993,0.0
390,2,14.8,333.5724,113.50807999999995,0.0
391,2,14.9,336.10405000000003,112.76160999999996,0.0
392,2,15.0,344.51,117.41999999999996,0.0
393,2,15.1,356.78795,126.36166999999996,0.0
394,2,15.2,368.74280000000005,135.97096,0.0
395,2,15.3,379.14604999999995,144.83228999999994,0.0
396,2,15.4,386.76920000000007,151.53007999999997,0.0
397,2,15.5,390.38374999999996,154.64874999999998,0.0
398,2,15.6,388.76120000000003,152.77272,0.0
399,2,15.7,380.67305000000005,144.48640999999995,0.0
400,2,15.8,364.8908,128.37423999999996,0.0
401,2,15.9,340.18595,103.02062999999994,0.0
402,2,16.0,305.33,67.00999999999993,0.0
403,2,16.1,271.67723,83.58464999999998,0.0
404,2,16.2,249.93224000000004,97.02520000000001,0.0
405,2,16.3,237.89200999999994,107.45554999999996,0.0
406,2,16.4,233.35352000000003,114.9996,0.0
407,2,16.5,234.11375,119.78124999999997,0.0
408,2,16.6,237.96968,121.92439999999999,0.0
409,2,16.7,242.71829000000002,121.55294999999998,0.0
410,2,16.8,246.15656,118.79079999999999,0.0
411,2,16.9,246.08147,113.76184999999997,0.0
412,2,17.0,240.29,106.58999999999997,0.0
413,2,17.1,232.78785000000002,79.70561999999998,5.044680000000002
414,2,17.2,228.54040000000006,61.690560000000005,7.971840000000005
415,2,17.3,226.78414999999995,50.570939999999986,9.15516
416,2,17.4,226.75560000000002,44.372879999999995,8.968320000000004
417,2,17.5,227.69124999999997,41.122499999999995,7.785000000000002
418,2,17.6,228.8276,38.84592,5.978880000000002
419,2,17.7,229.40115,35.56926,3.9236400000000016
420,2,17.8,228.64840000000004,29.31864,1.9929599999999996
421,2,17.9,225.80585000000002,18.120179999999998,0.5605199999999999
422,2,18.0,220.11,0.0,0.0
423,2,18.1,212.31770000000003,0.0,16.992750000000008
424,2,18.2,204.34000000000003,0.0,27.962400000000017
425,2,18.3,197.15369999999996,0.0,33.90705
426,2,18.4,191.73560000000003,0.0,35.82480000000001
427,2,18.5,189.0625,0.0,34.713750000000005
428,2,18.6,190.11120000000003,0.0,31.572000000000006
429,2,18.7,195.8585,0.0,27.397650000000002
430,2,18.8,207.2812,0.0,23.188800000000004
431,2,18.9,225.35610000000003,0.0,19.94355000000001
432,2,19.0,251.06,0.0,18.66000000000001
433,2,19.1,276.65582,0.0,18.22517000000001
434,2,19.2,294.42776000000015,0.0,17.264560000000007
435,2,19.3,305.38453999999996,0.0,16.383989999999994
436,2,19.4,310.53488000000004,0.0,16.189279999999997
437,2,19.5,310.88750000000005,0.0,17.286249999999995
438,2,19.6,307.45112000000006,0.0,20.28071999999999
439,2,19.7,301.23446,0.0,25.778509999999983
440,2,19.8,293.24624000000006,0.0,34.38543999999999
441,2,19.9,284.49518,0.0,46.70732999999998
442,2,20.0,275.99,0.0,63.349999999999966
443,2,20.1,267.2875,0.0,95.10522000000002
444,2,20.2,258.06720000000007,0.0,117.11296000000004
445,2,20.3,249.53089999999995,0.0,130.60033999999996
446,2,20.4,242.88040000000004,0.0,136.79448000000002
447,2,20.5,239.3175,0.0,136.9225
448,2,20.6,240.04400000000004,0.0,132.21152
449,2,20.7,246.26170000000002,0.0,123.88865999999999
450,2,20.8,259.17240000000004,0.0,113.18104
451,2,20.9,279.97790000000003,0.0,101.31577999999999
452,2,21.0,309.88,0.0,89.51999999999998
453,2,21.1,340.49527000000006,0.06912000000000085,77.92025000000001
454,2,21.2,363.1261600000001,0.24576000000000303,66.4792
455,2,21.3,378.4942899999999,0.4838400000000058,56.18714999999997
456,2,21.4,387.32128000000006,0.7372800000000089,48.034399999999984
457,2,21.5,390.32875,0.9600000000000115,43.01124999999999
458,2,21.6,388.23832000000004,1.1059200000000133,42.10799999999999
459,2,21.7,381.77161,1.1289600000000135,46.31494999999998
460,2,21.8,371.65024000000005,0.9830400000000118,56.622400000000006
461,2,21.9,358.59583,0.6220800000000074,74.02065000000002
462,2,22.0,343.33,0.0,99.5
463,2,22.1,333.19405000000006,0.0,73.01350000000001
464,2,22.2,332.64760000000007,0.0,52.365599999999986
465,2,22.3,338.09874999999994,0.0,37.60969999999996
466,2,22.4,345.95560000000006,0.0,28.79919999999996
467,2,22.5,352.62624999999997,0.0,25.987499999999958
468,2,22.6,354.5188,0.0,29.22799999999996
469,2,22.7,348.04134999999997,0.0,38.574099999999945
470,2,22.8,329.60200000000003,0.0,54.07919999999996
471,2,22.9,295.60884999999996,0.0,75.79669999999994
472,2,23.0,242.47,0.0,103.77999999999992
473,2,23.1,190.28569000000002,0.0,145.99727
474,2,23.2,158.69752000000003,0.0,165.29376
475,2,23.3,143.43463,0.0,166.6774899999999
476,2,23.4,140.22616,0.0,155.15647999999996
477,2,23.5,144.80125,0.0,135.73874999999995
478,2,23.6,152.88904000000002,0.0,113.43231999999995
479,2,23.7,160.21866999999997,0.0,93.24520999999993
480,2,23.8,162.51928,0.0,80.18543999999991
481,2,23.9,155.52000999999998,0.0,79.26102999999993
482,2,24.0,134.95,0.0,95.47999999999993
483,3,0.0,175.33,0.0,24.6700000000001
484,3,0.1,186.58529000000001,0.0,20.35638000000008
485,3,0.2,190.18032000000002,0.0,21.064640000000068
486,3,0.3,188.61282999999995,0.0,25.06546000000005
487,3,0.4,184.38056000000003,0.0,30.629520000000056
488,3,0.5,179.98125000000002,0.0,36.027500000000046
489,3,0.6,177.91264,0.0,39.530080000000055
490,3,0.7,180.67247,0.0,39.40794000000005
491,3,0.8,190.75848000000002,0.0,33.93176000000005
492,3,0.9,210.66841,0.0,21.372220000000024
493,3,1.0,242.9,0.0,0.0
494,3,1.1,277.13947,0.0,0.0
495,3,1.2,301.93896000000007,0.0,0.0
496,3,1.3,318.0950899999999,0.0,0.0
497,3,1.4,326.40448000000004,0.0,0.0
498,3,1.5,327.66375000000005,0.0,0.0
499,3,1.6,322.66952000000003,0.0,0.0
500,3,1.7,312.21841,0.0,0.0
501,3,1.8,297.10704,0.0,0.0
502,3,1.9,278.13203,0.0,0.0
503,3,2.0,256.09,0.0,0.0
504,3,2.1,234.51417,0.0,6.436260000000031
505,3,2.2,216.68816000000004,0.0,12.516480000000055
506,3,2.3,203.04318999999995,0.0,17.837820000000065
507,3,2.4,194.01048000000003,0.0,21.99744000000008
508,3,2.5,190.02124999999998,0.0,24.59250000000008
509,3,2.6,191.50672,0.0,25.220160000000078
510,3,2.7,198.89811,0.0,23.477580000000067
511,3,2.8,212.62664,0.0,18.96192000000005
512,3,2.9,233.12353000000002,0.0,11.270340000000028
513,3,3.0,260.82,0.0,0.0
514,3,3.1,287.57764000000003,0.0,0.0
515,3,3.2,305.80712000000005,0.0,0.0
516,3,3.3,316.7722799999999,0.0,0.0
517,3,3.4,321.73696,0.0,0.0
518,3,3.5,321.965,0.0,0.0
519,3,3.6,318.72024000000005,0.0,0.0
520,3,3.7,313.26652,0.0,0.0
521,3,3.8,306.86768000000006,0.0,0.0
522,3,3.9,300.78756000000004,0.0,0.0
523,3,4.0,296.29,0.0,0.0
524,3,4.1,292.45781000000005,0.0,0.0
525,3,4.2,287.96928000000014,0.0,0.0
526,3,4.3,283.49046999999996,0.0,0.0
527,3,4.4,279.68744000000004,0.0,0.0
528,3,4.5,277.22625000000005,0.0,0.0
529,3,4.6,276.77296,0.0,0.0
530,3,4.7,278.99363,0.0,0.0
531,3,4.8,284.5543200000001,0.0,0.0
532,3,4.9,294.12109000000004,0.0,0.0
533,3,5.0,308.36,0.0,0.0
534,3,5.1,321.79676,0.0,0.0
535,3,5.2,329.4768800000001,0.0,0.0
536,3,5.3,332.84612,0.0,0.0
537,3,5.4,333.35024000000004,0.0,0.0
538,3,5.5,332.43500000000006,0.0,0.0
539,3,5.6,331.54616000000004,0.0,0.0
540,3,5.7,332.12948,0.0,0.0
541,3,5.8,335.63072000000005,0.0,0.0
542,3,5.9,343.4956400000001,0.0,0.0
543,3,6.0,357.17,0.0,0.0
