id,areas_fk,plant_id,timestep,b,discharge,spill,bypass,controlled_inflow,controlled_outflow
1495,15,49930,15,2,0.0,0.0,0.0,0.0,0.0
1496,15,49930,15,3,11.0,0.0,29.24,0.0,40.24
1497,15,49931,15,0,-0.0,0.0,0.0,0.0,-0.0
1498,15,49931,15,1,19.92,0.0,0.0,0.0,19.92
1499,15,49931,15,2,9.96,0.0,0.0,29.88,9.96
1500,15,49931,15,3,0.0,9.96,0.0,9.96,9.96
1501,16,49900,16,0,996.2,0.0,0.0,249.05,996.2
1502,16,49900,16,1,0.0,0.0,0.0,255.51,0.0
1503,16,49900,16,2,0.0,0.0,0.0,245.82,0.0
1504,16,49900,16,3,0.0,0.0,0.0,245.82,0.0
1505,16,49901,16,0,58.04,0.0,3.23,61.27,61.27
1506,16,49901,16,1,58.04,0.0,9.69,61.27,67.73
1507,16,49901,16,2,58.04,0.0,0.0,61.27,58.04
1508,16,49901,16,3,58.04,0.0,0.0,61.27,58.04
1509,16,49902,16,0,61.27,0.0,0.0,81.6,61.27
1510,16,49902,16,1,61.27,0.0,0.0,81.6,61.27
1511,16,49902,16,2,61.27,248.34,0.0,81.6,309.61
1512,16,49902,16,3,61.27,82.78,0.0,81.6,144.05
1513,16,49903,16,0,81.6,0.0,0.0,81.6,81.6
1514,16,49903,16,1,81.6,0.0,0.0,75.0,81.6
1515,16,49903,16,2,81.6,0.0,0.0,88.2,81.6
1516,16,49903,16,3,81.6,0.0,0.0,81.6,81.6
1517,16,49904,16,0,0.0,0.0,0.0,0.0,0.0
1518,16,49904,16,1,0.0,0.0,0.0,0.0,0.0
1519,16,49904,16,2,0.0,0.0,0.0,0.0,0.0
1520,16,49904,16,3,0.0,0.0,0.0,0.0,0.0
1521,16,49905,16,0,75.0,6.6,0.0,0.0,81.6
1522,16,49905,16,1,75.0,0.0,0.0,0.0,75.0
1523,16,49905,16,2,75.0,13.2,0.0,0.0,88.2
1524,16,49905,16,3,75.0,6.6,0.0,0.0,81.6
1525,16,49906,16,0,105.0,0.0,0.0,158.61,105.0
1526,16,49906,16,1,105.0,0.0,0.0,158.61,105.0
1527,16,49906,16,2,105.0,0.0,0.0,158.61,105.0
1528,16,49906,16,3,105.0,0.0,0.0,158.61,105.0
1529,16,49907,16,0,82.78,0.0,0.0,0.0,82.78
1530,16,49907,16,1,82.78,0.0,0.0,0.0,82.78
1531,16,49907,16,2,82.78,0.0,0.0,248.34,82.78
1532,16,49907,16,3,82.78,0.0,0.0,82.78,82.78
1533,16,49908,16,0,0.0,0.0,0.0,0.0,0.0
1534,16,49908,16,1,0.0,0.0,0.0,0.0,0.0
1535,16,49908,16,2,0.0,0.0,0.0,0.0,0.0
1536,16,49908,16,3,0.0,0.0,0.0,0.0,0.0
1537,16,49911,16,0,13.04,0.0,0.0,8.0,13.04
1538,16,49911,16,1,13.04,0.0,0.0,8.0,13.04
1539,16,49911,16,2,13.04,0.0,0.0,8.0,13.04
1540,16,49911,16,3,13.04,0.0,0.0,8.0,13.04
1541,16,49912,16,0,8.0,0.0,0.0,0.0,8.0
1542,16,49912,16,1,8.0,0.0,0.0,0.0,8.0
1543,16,49912,16,2,8.0,0.0,0.0,0.0,8.0
1544,16,49912,16,3,8.0,0.0,0.0,0.0,8.0
1545,16,49913,16,0,0.0,0.0,0.0,0.0,0.0
1546,16,49913,16,1,0.0,0.0,0.0,0.0,0.0
1547,16,49913,16,2,0.0,0.0,0.0,0.0,0.0
1548,16,49913,16,3,0.0,0.0,0.0,0.0,0.0
1549,16,49914,16,0,0.0,0.0,0.0,0.0,0.0
1550,16,49914,16,1,0.0,0.0,0.0,0.0,0.0
1551,16,49914,16,2,0.0,0.0,0.0,0.0,0.0
1552,16,49914,16,3,0.0,0.0,0.0,0.0,0.0
1553,16,49915,16,0,0.0,0.0,0.0,0.0,0.0
1554,16,49915,16,1,0.0,0.0,0.0,0.0,0.0
1555,16,49915,16,2,0.0,0.0,0.0,0.0,0.0
1556,16,49915,16,3,0.0,0.0,0.0,0.0,0.0
1557,16,49920,16,0,80.21,0.0,0.0,102.12,80.21
1558,16,49920,16,1,80.21,0.0,0.0,102.12,80.21
1559,16,49920,16,2,80.21,0.0,0.0,102.12,80.21
1560,16,49920,16,3,80.21,0.0,261.44,102.12,341.65
1561,16,49921,16,0,65.36,0.0,0.0,0.0,65.36
1562,16,49921,16,1,65.36,0.0,0.0,0.0,65.36
1563,16,49921,16,2,65.36,0.0,0.0,0.0,65.36
1564,16,49921,16,3,65.36,0.0,0.0,261.44,65.36
1565,16,49922,16,0,102.12,0.0,0.0,78.38,102.12
1566,16,49922,16,1,102.12,0.0,0.0,78.38,102.12
1567,16,49922,16,2,102.12,0.0,0.0,78.38,102.12
1568,16,49922,16,3,102.12,0.0,0.0,78.38,102.12
1569,16,49923,16,0,20.02,0.0,0.0,20.02,20.02
1570,16,49923,16,1,20.02,0.0,0.0,20.02,20.02
1571,16,49923,16,2,20.02,0.0,0.0,20.02,20.02
1572,16,49923,16,3,20.02,0.0,0.0,20.02,20.02
1573,16,49924,16,0,58.36,0.0,0.0,93.37,58.36
1574,16,49924,16,1,58.36,0.0,0.0,93.37,58.36
1575,16,49924,16,2,58.36,0.0,0.0,93.37,58.36
1576,16,49924,16,3,58.36,0.0,0.0,93.37,58.36
1577,16,49925,16,0,93.37,0.0,0.0,30.06,93.37
1578,16,49925,16,1,93.37,0.0,0.0,30.06,93.37
1579,16,49925,16,2,93.37,0.0,0.0,30.06,93.37
1580,16,49925,16,3,93.37,0.0,0.0,30.06,93.37
1581,16,49927,16,0,30.06,0.0,0.0,0.0,30.06
1582,16,49927,16,1,30.06,0.0,0.0,0.0,30.06
1583,16,49927,16,2,30.06,0.0,0.0,0.0,30.06
1584,16,49927,16,3,30.06,0.0,0.0,0.0,30.06
1585,16,49928,16,0,10.06,0.0,0.0,0.0,10.06
1586,16,49928,16,1,10.06,0.0,0.0,0.0,10.06
1587,16,49928,16,2,10.06,0.0,0.0,0.0,10.06
1588,16,49928,16,3,10.06,0.0,0.0,40.24,10.06
1589,16,49929,16,0,0.0,0.0,0.0,0.0,0.0
1590,16,49929,16,1,0.0,0.0,0.0,0.0,0.0
1591,16,49929,16,2,29.88,0.0,0.0,0.0,29.88
1592,16,49929,16,3,9.96,0.0,0.0,0.0,9.96
1593,16,49930,16,0,0.0,0.0,0.0,0.0,0.0
1594,16,49930,16,1,0.0,0.0,0.0,0.0,0.0
1595,16,49930,16,2,0.0,0.0,0.0,0.0,0.0
1596,16,49930,16,3,0.0,0.0,40.24,0.0,40.24
1597,16,49931,16,0,9.96,0.0,0.0,0.0,9.96
1598,16,49931,16,1,9.96,0.0,0.0,0.0,9.96
1599,16,49931,16,2,0.0,9.96,0.0,29.88,9.96
1600,16,49931,16,3,9.96,0.0,0.0,9.96,9.96
1601,17,49900,17,0,996.2,0.0,0.0,258.74,996.2
1602,17,49900,17,1,0.0,0.0,0.0,245.82,0.0
1603,17,49900,17,2,0.0,0.0,0.0,245.82,0.0
1604,17,49900,17,3,0.0,0.0,0.0,245.82,0.0
1605,17,49901,17,0,58.04,12.92,0.0,61.27,70.96
1606,17,49901,17,1,58.04,0.0,0.0,61.27,58.04
1607,17,49901,17,2,58.04,0.0,0.0,61.27,58.04
1608,17,49901,17,3,58.04,0.0,0.0,61.27,58.04
1609,17,49902,17,0,61.27,0.0,0.0,81.6,61.27
1610,17,49902,17,1,61.27,0.0,0.0,81.6,61.27
1611,17,49902,17,2,61.27,0.0,0.0,81.6,61.27
1612,17,49902,17,3,61.27,331.12,0.0,81.6,392.39
1613,17,49903,17,0,81.6,0.0,0.0,81.6,81.6
1614,17,49903,17,1,81.6,0.0,0.0,75.0,81.6
1615,17,49903,17,2,81.6,0.0,0.0,75.0,81.6
1616,17,49903,17,3,81.6,0.0,0.0,94.8,81.6
1617,17,49904,17,0,0.0,0.0,0.0,0.0,0.0
1618,17,49904,17,1,0.0,0.0,0.0,0.0,0.0
1619,17,49904,17,2,0.0,0.0,0.0,0.0,0.0
1620,17,49904,17,3,0.0,0.0,0.0,0.0,0.0
1621,17,49905,17,0,75.0,6.6,0.0,0.0,81.6
1622,17,49905,17,1,75.0,0.0,0.0,0.0,75.0
1623,17,49905,17,2,75.0,0.0,0.0,0.0,75.0
1624,17,49905,17,3,75.0,19.8,0.0,0.0,94.8
1625,17,49906,17,0,105.0,0.0,0.0,158.61,105.0
1626,17,49906,17,1,105.0,0.0,0.0,158.61,105.0
1627,17,49906,17,2,105.0,0.0,0.0,158.61,105.0
1628,17,49906,17,3,105.0,0.0,0.0,158.61,105.0
1629,17,49907,17,0,82.78,0.0,0.0,0.0,82.78
1630,17,49907,17,1,82.78,0.0,0.0,0.0,82.78
1631,17,49907,17,2,82.78,0.0,0.0,0.0,82.78
1632,17,49907,17,3,82.78,0.0,0.0,331.12,82.78
1633,17,49908,17,0,0.0,0.0,0.0,0.0,0.0
1634,17,49908,17,1,0.0,0.0,0.0,0.0,0.0
1635,17,49908,17,2,0.0,0.0,0.0,0.0,0.0
1636,17,49908,17,3,0.0,0.0,0.0,0.0,0.0
1637,17,49911,17,0,13.04,0.0,0.0,8.0,13.04
1638,17,49911,17,1,13.04,0.0,0.0,8.0,13.04
1639,17,49911,17,2,13.04,0.0,0.0,8.0,13.04
1640,17,49911,17,3,13.04,0.0,0.0,8.0,13.04
1641,17,49912,17,0,8.0,0.0,0.0,0.0,8.0
1642,17,49912,17,1,8.0,0.0,0.0,0.0,8.0
1643,17,49912,17,2,8.0,0.0,0.0,0.0,8.0
1644,17,49912,17,3,8.0,0.0,0.0,0.0,8.0
1645,17,49913,17,0,0.0,0.0,0.0,0.0,0.0
1646,17,49913,17,1,0.0,0.0,0.0,0.0,0.0
1647,17,49913,17,2,0.0,0.0,0.0,0.0,0.0
1648,17,49913,17,3,0.0,0.0,0.0,0.0,0.0
1649,17,49914,17,0,0.0,0.0,0.0,0.0,0.0
1650,17,49914,17,1,0.0,0.0,0.0,0.0,0.0
1651,17,49914,17,2,0.0,0.0,0.0,0.0,0.0
1652,17,49914,17,3,0.0,0.0,0.0,0.0,0.0
1653,17,49915,17,0,0.0,0.0,0.0,0.0,0.0
1654,17,49915,17,1,0.0,0.0,0.0,0.0,0.0
1655,17,49915,17,2,0.0,0.0,0.0,0.0,0.0
1656,17,49915,17,3,0.0,0.0,0.0,0.0,0.0
1657,17,49920,17,0,80.21,0.0,0.0,102.12,80.21
1658,17,49920,17,1,80.21,0.0,130.72,102.12,210.93
1659,17,49920,17,2,80.21,65.36,0.0,102.12,145.57
1660,17,49920,17,3,80.21,65.36,0.0,102.12,145.57
1661,17,49921,17,0,65.36,0.0,0.0,0.0,65.36
1662,17,49921,17,1,65.36,0.0,0.0,130.72,65.36
1663,17,49921,17,2,65.36,0.0,0.0,65.36,65.36
1664,17,49921,17,3,65.36,0.0,0.0,65.36,65.36
1665,17,49922,17,0,102.12,0.0,0.0,78.38,102.12
1666,17,49922,17,1,102.12,0.0,0.0,78.38,102.12
1667,17,49922,17,2,102.12,0.0,0.0,78.38,102.12
1668,17,49922,17,3,102.12,0.0,0.0,78.38,102.12
1669,17,49923,17,0,20.02,0.0,0.0,10.06,20.02
1670,17,49923,17,1,20.02,0.0,0.0,29.98,20.02
1671,17,49923,17,2,20.02,0.0,0.0,10.06,20.02
1672,17,49923,17,3,20.02,0.0,0.0,29.98,20.02
1673,17,49924,17,0,58.36,0.0,0.0,93.37,58.36
1674,17,49924,17,1,58.36,0.0,0.0,93.37,58.36
1675,17,49924,17,2,58.36,0.0,0.0,93.37,58.36
1676,17,49924,17,3,58.36,0.0,0.0,93.37,58.36
1677,17,49925,17,0,93.37,0.0,0.0,30.06,93.37
1678,17,49925,17,1,93.37,0.0,0.0,30.06,93.37
1679,17,49925,17,2,93.37,0.0,0.0,30.06,93.37
1680,17,49925,17,3,93.37,0.0,0.0,30.06,93.37
1681,17,49927,17,0,30.06,0.0,0.0,0.0,30.06
1682,17,49927,17,1,30.06,0.0,0.0,0.0,30.06
1683,17,49927,17,2,30.06,0.0,0.0,0.0,30.06
1684,17,49927,17,3,30.06,0.0,0.0,0.0,30.06
1685,17,49928,17,0,10.06,0.0,0.0,0.0,10.06
1686,17,49928,17,1,10.06,0.0,0.0,0.0,10.06
1687,17,49928,17,2,10.06,0.0,0.0,0.0,10.06
1688,17,49928,17,3,10.06,0.0,0.0,40.24,10.06
1689,17,49929,17,0,0.0,0.0,0.0,0.0,0.0
1690,17,49929,17,1,0.0,0.0,0.0,0.0,0.0
1691,17,49929,17,2,19.92,0.0,0.0,0.0,19.92
1692,17,49929,17,3,19.92,0.0,0.0,0.0,19.92
1693,17,49930,17,0,0.0,0.0,0.0,0.0,0.0
1694,17,49930,17,1,0.0,0.0,0.0,0.0,0.0
1695,17,49930,17,2,0.0,0.0,0.0,0.0,0.0
1696,17,49930,17,3,0.0,0.0,40.24,0.0,40.24
1697,17,49931,17,0,-0.0,0.0,0.0,0.0,-0.0
1698,17,49931,17,1,0.0,19.92,0.0,0.0,19.92
1699,17,49931,17,2,0.0,0.0,0.0,19.92,0.0
1700,17,49931,17,3,19.92,0.0,0.0,19.92,19.92
1701,18,49900,18,0,852.15,0.0,0.0,255.51,852.15
1702,18,49900,18,1,0.0,0.0,0.0,245.82,0.0
1703,18,49900,18,2,0.0,0.0,0.0,245.82,0.0
1704,18,49900,18,3,0.0,0.0,0.0,105.0,0.0
1705,18,49901,18,0,58.04,0.0,9.69,61.27,67.73
1706,18,49901,18,1,58.04,0.0,0.0,61.27,58.04
1707,18,49901,18,2,58.04,0.0,0.0,61.27,58.04
1708,18,49901,18,3,0.0,0.0,0.0,0.0,0.0
1709,18,49902,18,0,61.27,82.78,0.0,81.6,144.05
1710,18,49902,18,1,61.27,0.0,0.0,81.6,61.27
1711,18,49902,18,2,61.27,0.0,0.0,81.6,61.27
1712,18,49902,18,3,0.0,165.56,0.0,0.0,165.56
1713,18,49903,18,0,81.6,0.0,0.0,75.0,81.6
1714,18,49903,18,1,81.6,0.0,0.0,75.0,81.6
1715,18,49903,18,2,81.6,0.0,0.0,75.0,81.6
1716,18,49903,18,3,0.0,0.0,0.0,19.8,0.0
1717,18,49904,18,0,0.0,0.0,0.0,0.0,0.0
1718,18,49904,18,1,0.0,0.0,0.0,0.0,0.0
1719,18,49904,18,2,0.0,0.0,0.0,0.0,0.0
1720,18,49904,18,3,0.0,0.0,0.0,0.0,0.0
1721,18,49905,18,0,75.0,0.0,0.0,0.0,75.0
1722,18,49905,18,1,75.0,0.0,0.0,0.0,75.0
1723,18,49905,18,2,75.0,0.0,0.0,0.0,75.0
1724,18,49905,18,3,19.8,0.0,0.0,0.0,19.8
1725,18,49906,18,0,105.0,0.0,0.0,158.61,105.0
1726,18,49906,18,1,105.0,0.0,0.0,158.61,105.0
1727,18,49906,18,2,105.0,0.0,0.0,158.61,105.0
1728,18,49906,18,3,105.0,0.0,0.0,37493.25,105.0
1729,18,49907,18,0,82.78,0.0,0.0,82.78,82.78
1730,18,49907,18,1,82.78,0.0,0.0,0.0,82.78
1731,18,49907,18,2,82.78,0.0,0.0,0.0,82.78
1732,18,49907,18,3,0.0,0.0,0.0,165.56,0.0
1733,18,49908,18,0,0.0,0.0,0.0,0.0,0.0
1734,18,49908,18,1,0.0,0.0,0.0,0.0,0.0
1735,18,49908,18,2,0.0,0.0,0.0,0.0,0.0
1736,18,49908,18,3,10.0,37390.0,0.0,0.0,37400.0
1737,18,49911,18,0,13.04,0.0,0.0,8.0,13.04
1738,18,49911,18,1,13.04,0.0,0.0,8.0,13.04
1739,18,49911,18,2,13.04,0.0,0.0,8.0,13.04
1740,18,49911,18,3,13.04,0.0,0.0,8.0,13.04
1741,18,49912,18,0,8.0,0.0,0.0,0.0,8.0
1742,18,49912,18,1,8.0,0.0,0.0,0.0,8.0
1743,18,49912,18,2,8.0,0.0,0.0,0.0,8.0
1744,18,49912,18,3,8.0,0.0,0.0,0.0,8.0
1745,18,49913,18,0,0.0,0.0,0.0,0.0,0.0
1746,18,49913,18,1,0.0,0.0,0.0,0.0,0.0
1747,18,49913,18,2,0.0,0.0,0.0,0.0,0.0
1748,18,49913,18,3,0.0,0.0,0.0,0.0,0.0
1749,18,49914,18,0,0.0,0.0,0.0,0.0,0.0
1750,18,49914,18,1,0.0,0.0,0.0,0.0,0.0
1751,18,49914,18,2,0.0,0.0,0.0,0.0,0.0
1752,18,49914,18,3,0.0,0.0,0.0,0.0,0.0
1753,18,49915,18,0,0.0,0.0,0.0,0.0,0.0
1754,18,49915,18,1,0.0,0.0,0.0,0.0,0.0
1755,18,49915,18,2,0.0,0.0,0.0,0.0,0.0
1756,18,49915,18,3,0.0,0.0,0.0,0.0,0.0
1757,18,49920,18,0,80.21,0.0,65.36,102.12,145.57
1758,18,49920,18,1,80.21,65.36,0.0,102.12,145.57
1759,18,49920,18,2,80.21,0.0,0.0,102.12,80.21
1760,18,49920,18,3,80.21,65.36,0.0,0.0,145.57
1761,18,49921,18,0,65.36,0.0,0.0,65.36,65.36
1762,18,49921,18,1,65.36,0.0,0.0,65.36,65.36
1763,18,49921,18,2,65.36,0.0,0.0,0.0,65.36
1764,18,49921,18,3,0.0,0.0,0.0,65.36,0.0
1765,18,49922,18,0,102.12,0.0,0.0,78.38,102.12
1766,18,49922,18,1,102.12,0.0,0.0,78.38,102.12
1767,18,49922,18,2,102.12,0.0,0.0,78.38,102.12
1768,18,49922,18,3,0.0,0.0,0.0,78.38,0.0
1769,18,49923,18,0,20.02,0.0,0.0,20.02,20.02
1770,18,49923,18,1,20.02,0.0,0.0,20.02,20.02
1771,18,49923,18,2,20.02,0.0,0.0,20.02,20.02
1772,18,49923,18,3,20.02,0.0,0.0,20.02,20.02
1773,18,49924,18,0,58.36,0.0,0.0,93.37,58.36
1774,18,49924,18,1,58.36,0.0,0.0,93.37,58.36
1775,18,49924,18,2,58.36,0.0,0.0,93.37,58.36
1776,18,49924,18,3,58.36,0.0,0.0,49.97,58.36
1777,18,49925,18,0,93.37,0.0,0.0,30.06,93.37
1778,18,49925,18,1,93.37,0.0,0.0,30.06,93.37
1779,18,49925,18,2,93.37,0.0,0.0,30.06,93.37
1780,18,49925,18,3,49.97,0.0,0.0,30.06,49.97
1781,18,49927,18,0,30.06,0.0,0.0,0.0,30.06
1782,18,49927,18,1,30.06,0.0,0.0,0.0,30.06
1783,18,49927,18,2,30.06,0.0,0.0,0.0,30.06
1784,18,49927,18,3,30.06,0.0,0.0,0.0,30.06
1785,18,49928,18,0,10.06,0.0,0.0,0.0,10.06
1786,18,49928,18,1,10.06,0.0,0.0,20.12,10.06
1787,18,49928,18,2,10.06,0.0,0.0,0.0,10.06
1788,18,49928,18,3,0.0,0.0,0.0,10.06,0.0
1789,18,49929,18,0,0.0,0.0,0.0,0.0,0.0
1790,18,49929,18,1,0.0,0.0,0.0,0.0,0.0
1791,18,49929,18,2,29.88,0.0,0.0,0.0,29.88
1792,18,49929,18,3,20.02,0.0,0.0,0.0,20.02
1793,18,49930,18,0,0.0,0.0,0.0,0.0,0.0
1794,18,49930,18,1,0.0,20.12,0.0,0.0,20.12
1795,18,49930,18,2,0.0,0.0,0.0,0.0,0.0
1796,18,49930,18,3,0.0,10.06,0.0,0.0,10.06
1797,18,49931,18,0,0.0,9.96,0.0,0.0,9.96
1798,18,49931,18,1,0.0,9.96,0.0,0.0,9.96
1799,18,49931,18,2,0.0,9.96,0.0,29.88,9.96
1800,18,49931,18,3,0.0,20.02,0.0,20.02,20.02
1801,19,49900,19,0,105.0,0.0,0.0,105.0,105.0
1802,19,49900,19,1,0.0,0.0,0.0,0.0,0.0
1803,19,49900,19,2,0.0,0.0,0.0,0.0,0.0
1804,19,49900,19,3,0.0,0.0,0.0,0.0,0.0
1805,19,49901,19,0,0.0,0.0,0.0,0.0,0.0
1806,19,49901,19,1,0.0,0.0,0.0,0.0,0.0
1807,19,49901,19,2,0.0,0.0,0.0,0.0,0.0
1808,19,49901,19,3,0.0,0.0,0.0,0.0,0.0
1809,19,49902,19,0,0.0,0.0,0.0,0.0,0.0
1810,19,49902,19,1,0.0,0.0,0.0,0.0,0.0
1811,19,49902,19,2,0.0,0.0,0.0,0.0,0.0
1812,19,49902,19,3,0.0,-0.0,0.0,0.0,-0.0
1813,19,49903,19,0,0.0,0.0,0.0,0.0,0.0
1814,19,49903,19,1,0.0,0.0,0.0,0.0,0.0
1815,19,49903,19,2,0.0,0.0,0.0,0.0,0.0
1816,19,49903,19,3,0.0,0.0,0.0,0.0,0.0
1817,19,49904,19,0,0.0,0.0,0.0,0.0,0.0
1818,19,49904,19,1,0.0,0.0,0.0,0.0,0.0
1819,19,49904,19,2,0.0,0.0,0.0,0.0,0.0
1820,19,49904,19,3,0.0,0.0,0.0,0.0,0.0
1821,19,49905,19,0,0.0,0.0,0.0,0.0,0.0
1822,19,49905,19,1,0.0,0.0,0.0,0.0,0.0
1823,19,49905,19,2,0.0,0.0,0.0,0.0,0.0
1824,19,49905,19,3,0.0,0.0,0.0,0.0,0.0
1825,19,49906,19,0,105.0,0.0,0.0,93.25,105.0
1826,19,49906,19,1,0.0,0.0,0.0,0.0,0.0
1827,19,49906,19,2,0.0,0.0,0.0,0.0,0.0
1828,19,49906,19,3,0.0,0.0,0.0,0.0,0.0
1829,19,49907,19,0,0.0,0.0,0.0,0.0,0.0
1830,19,49907,19,1,0.0,0.0,0.0,0.0,0.0
1831,19,49907,19,2,0.0,0.0,0.0,0.0,0.0
1832,19,49907,19,3,0.0,0.0,0.0,-0.0,0.0
1833,19,49908,19,0,0.0,0.0,0.0,0.0,0.0
1834,19,49908,19,1,0.0,0.0,0.0,0.0,0.0
1835,19,49908,19,2,0.0,0.0,0.0,0.0,0.0
1836,19,49908,19,3,0.0,0.0,0.0,0.0,0.0
1837,19,49911,19,0,13.04,0.0,0.0,8.0,13.04
1838,19,49911,19,1,0.0,0.0,0.0,0.0,0.0
1839,19,49911,19,2,0.0,0.0,0.0,0.0,0.0
1840,19,49911,19,3,0.0,0.0,0.0,8.0,0.0
1841,19,49912,19,0,8.0,0.0,0.0,0.0,8.0
1842,19,49912,19,1,0.0,0.0,0.0,0.0,0.0
1843,19,49912,19,2,0.0,0.0,0.0,0.0,0.0
1844,19,49912,19,3,8.0,0.0,0.0,0.0,8.0
1845,19,49913,19,0,0.0,0.0,0.0,0.0,0.0
1846,19,49913,19,1,0.0,0.0,0.0,0.0,0.0
1847,19,49913,19,2,0.0,0.0,0.0,0.0,0.0
1848,19,49913,19,3,0.0,0.0,0.0,0.0,0.0
1849,19,49914,19,0,0.0,0.0,0.0,0.0,0.0
1850,19,49914,19,1,0.0,0.0,0.0,0.0,0.0
1851,19,49914,19,2,0.0,0.0,0.0,0.0,0.0
1852,19,49914,19,3,0.0,0.0,0.0,0.0,0.0
1853,19,49915,19,0,0.0,0.0,0.0,0.0,0.0
1854,19,49915,19,1,0.0,0.0,0.0,0.0,0.0
1855,19,49915,19,2,0.0,0.0,0.0,0.0,0.0
1856,19,49915,19,3,0.0,0.0,0.0,0.0,0.0
1857,19,49920,19,0,80.21,0.0,0.0,0.0,80.21
1858,19,49920,19,1,0.0,0.0,0.0,0.0,0.0
1859,19,49920,19,2,0.0,0.0,0.0,0.0,0.0
1860,19,49920,19,3,0.0,-0.0,0.0,0.0,-0.0
1861,19,49921,19,0,0.0,0.0,0.0,0.0,0.0
1862,19,49921,19,1,0.0,0.0,0.0,0.0,0.0
1863,19,49921,19,2,0.0,0.0,0.0,0.0,0.0
1864,19,49921,19,3,0.0,0.0,0.0,-0.0,0.0
1865,19,49922,19,0,0.0,0.0,0.0,78.38,0.0
1866,19,49922,19,1,0.0,0.0,0.0,0.0,0.0
1867,19,49922,19,2,0.0,0.0,0.0,0.0,0.0
1868,19,49922,19,3,0.0,0.0,0.0,47.14,0.0
1869,19,49923,19,0,20.02,0.0,0.0,-0.0,20.02
1870,19,49923,19,1,0.0,0.0,0.0,20.02,0.0
1871,19,49923,19,2,0.0,0.0,0.0,0.0,0.0
1872,19,49923,19,3,10.06,0.0,0.0,10.06,10.06
1873,19,49924,19,0,58.36,0.0,0.0,66.6,58.36
1874,19,49924,19,1,0.0,0.0,0.0,0.0,0.0
1875,19,49924,19,2,0.0,0.0,0.0,0.0,0.0
1876,19,49924,19,3,37.08,0.0,0.0,0.0,37.08
1877,19,49925,19,0,66.6,0.0,0.0,30.06,66.6
1878,19,49925,19,1,0.0,0.0,0.0,0.0,0.0
1879,19,49925,19,2,0.0,0.0,0.0,0.0,0.0
1880,19,49925,19,3,0.0,0.0,0.0,0.0,0.0
1881,19,49927,19,0,30.06,0.0,0.0,0.0,30.06
1882,19,49927,19,1,0.0,0.0,0.0,0.0,0.0
1883,19,49927,19,2,0.0,0.0,0.0,0.0,0.0
1884,19,49927,19,3,0.0,0.0,0.0,0.0,0.0
1885,19,49928,19,0,0.0,0.0,0.0,0.0,0.0
1886,19,49928,19,1,0.0,0.0,0.0,0.0,0.0
1887,19,49928,19,2,0.0,0.0,0.0,0.0,0.0
1888,19,49928,19,3,10.06,0.0,0.0,10.06,10.06
1889,19,49929,19,0,0.0,0.0,0.0,0.0,0.0
1890,19,49929,19,1,0.0,0.0,0.0,0.0,0.0
1891,19,49929,19,2,20.02,0.0,0.0,0.0,20.02
1892,19,49929,19,3,0.0,0.0,0.0,0.0,0.0
1893,19,49930,19,0,0.0,0.0,0.0,0.0,0.0
1894,19,49930,19,1,0.0,0.0,0.0,0.0,0.0
1895,19,49930,19,2,0.0,0.0,0.0,0.0,0.0
1896,19,49930,19,3,0.0,0.0,10.06,0.0,10.06
1897,19,49931,19,0,-0.0,0.0,0.0,0.0,-0.0
1898,19,49931,19,1,0.0,20.02,0.0,0.0,20.02
1899,19,49931,19,2,0.0,0.0,0.0,20.02,0.0
1900,19,49931,19,3,0.0,0.0,0.0,0.0,0.0
1901,20,49900,20,0,0.0,0.0,168.87,0.0,168.87
1902,20,49900,20,1,0.0,0.0,0.0,54.95,0.0
1903,20,49900,20,2,0.0,0.0,0.0,8.92,0.0
1904,20,49900,20,3,0.0,0.0,0.0,105.0,0.0
1905,20,49901,20,0,0.0,0.0,0.0,0.0,0.0
1906,20,49901,20,1,0.0,0.0,0.0,0.0,0.0
1907,20,49901,20,2,0.0,0.0,0.0,0.0,0.0
1908,20,49901,20,3,0.0,0.0,0.0,0.0,0.0
1909,20,49902,20,0,0.0,0.0,0.0,0.0,0.0
1910,20,49902,20,1,0.0,0.0,0.0,0.0,0.0
1911,20,49902,20,2,0.0,0.0,0.0,0.0,0.0
1912,20,49902,20,3,0.0,0.0,0.0,0.0,0.0
1913,20,49903,20,0,0.0,0.0,0.0,0.0,0.0
1914,20,49903,20,1,0.0,0.0,0.0,0.0,0.0
1915,20,49903,20,2,0.0,0.0,0.0,0.0,0.0
1916,20,49903,20,3,0.0,0.0,0.0,0.0,0.0
1917,20,49904,20,0,0.0,0.0,0.0,0.0,0.0
1918,20,49904,20,1,0.0,0.0,0.0,0.0,0.0
1919,20,49904,20,2,0.0,0.0,0.0,0.0,0.0
1920,20,49904,20,3,0.0,0.0,0.0,0.0,0.0
1921,20,49905,20,0,0.0,0.0,0.0,0.0,0.0
1922,20,49905,20,1,0.0,0.0,0.0,0.0,0.0
1923,20,49905,20,2,0.0,0.0,0.0,0.0,0.0
1924,20,49905,20,3,0.0,0.0,0.0,0.0,0.0
1925,20,49906,20,0,0.0,0.0,0.0,0.0,0.0
1926,20,49906,20,1,54.95,0.0,0.0,13.04,54.95
1927,20,49906,20,2,8.92,0.0,0.0,13.04,8.92
1928,20,49906,20,3,105.0,0.0,0.0,13.04,105.0
1929,20,49907,20,0,0.0,0.0,0.0,0.0,0.0
