id,area,scenario,timestep,timestep_fractional,load,load_shedding,power_dumping
1089,1,1,19,18.1333,680.9917574320988,0.0,0.007831703703660802
1090,1,1,19,18.15,681.095552,0.0,0.00844799999996285
1091,1,1,19,18.1667,681.1906172839506,0.0,0.008888888888856946
1092,1,1,19,18.1833,681.2826611358025,0.0,0.008969481481454255
1093,1,1,19,18.2,681.3781120000001,0.0,0.008447999999977402
1094,1,1,19,18.2167,681.4841189135802,0.0,0.007025777777760469
1095,1,1,19,18.2333,681.6085515061727,0.0,0.004347259259249002
1096,1,1,19,18.25,681.76,0.0,0.0
1097,1,1,19,18.2667,681.9574716049382,0.0,9.876543209727206e-8
1098,1,1,19,18.2833,682.2046419753087,0.0,1.580246913556353e-6
1099,1,1,19,18.3,682.4816000000002,0.0,7.999999999879038e-6
1100,1,1,19,18.3167,682.7710419753088,0.0,2.5283950616901648e-5
1101,1,1,19,18.3333,683.0582716049383,0.0,6.172839506079503e-5
1102,1,1,19,18.35,683.3312000000001,0.0,0.0001279999999980646
1103,1,1,19,18.3667,683.5803456790123,0.0,0.00023713580246555023
1104,1,1,19,18.3833,683.7988345679014,0.0,0.00040454320987042637
1105,1,1,19,18.4,683.9824000000001,0.0,0.000647999999990202
1106,1,1,19,18.4167,684.1293827160495,0.0,0.0009876543209727205
1107,1,1,19,18.4333,684.2407308641975,0.0,0.00144602469133616
1108,1,1,19,18.45,684.3200000000002,0.0,0.002047999999969034
1109,1,1,19,18.4667,684.3733530864198,0.0,0.0028208395061301876
1110,1,1,19,18.4833,684.4095604938273,0.0,0.0037941728394488036
1111,1,1,19,18.5,684.44,0.0,0.004999999999924398
1112,1,1,19,18.5167,684.4449222716052,0.0,0.0038162962962389304
1113,1,1,19,18.5333,684.3990289382717,0.0,0.002985185185142559
1114,1,1,19,18.55,684.3145440000003,0.0,0.002559999999969114
1115,1,1,19,18.5667,684.2026437530867,0.0,0.002558518518496829
1116,1,1,19,18.5833,684.0734567901237,0.0,0.0029629629629483387
1117,1,1,19,18.6,683.9360640000002,0.0,0.003719999999990683
1118,1,1,19,18.6167,683.7984985679012,0.0,0.004740740740735302
1119,1,1,19,18.6333,683.6677459753087,0.0,0.00590074074073804
1120,1,1,19,18.65,683.549744,0.0,0.007039999999999145
1121,1,1,19,18.6667,683.4493827160494,0.0,0.007962962962963265
1122,1,1,19,18.6833,683.3705044938272,0.0,0.008438518518519452
1123,1,1,19,18.7,683.315904,0.0,0.008200000000001161
1124,1,1,19,18.7167,683.2873281975308,0.0,0.006945185185186247
1125,1,1,19,18.7333,683.285476345679,0.0,0.004336296296296972
1126,1,1,19,18.75,683.31,0.0,0.0
1127,1,1,19,18.7667,683.3084043456792,0.0,1.1061728395051667e-5
1128,1,1,19,18.7833,683.247302123457,0.0,8.21728395060981e-5
1129,1,1,19,18.8,683.1442720000002,0.0,0.00025599999999976726
1130,1,1,19,18.8167,683.0142947160494,0.0,0.0005562469135797411
1131,1,1,19,18.8333,682.8697530864198,0.0,0.0009876543209867562
1132,1,1,19,18.85,682.7204320000001,0.0,0.0015359999999986034
1133,1,1,19,18.8667,682.5735184197531,0.0,0.002168098765430127
1134,1,1,19,18.8833,682.4336013827161,0.0,0.0028318024691332266
1135,1,1,19,18.9,682.3026720000001,0.0,0.003455999999996857
1136,1,1,19,18.9167,682.1801234567902,0.0,0.003950617283947025
1137,1,1,19,18.9333,682.0627510123458,0.0,0.004206617283946792
1138,1,1,19,18.95,681.9447520000001,0.0,0.0040959999999962745
1139,1,1,19,18.9667,681.8177258271605,0.0,0.0034718024691326446
1140,1,1,19,18.9833,681.6706739753085,0.0,0.0021680987654301266
1141,1,1,19,19.0,681.49,0.0,0.0
1142,1,1,20,19.0167,681.3497884444445,0.0,1.1061728394878752e-5
1143,1,1,20,19.0333,681.3025084444445,0.0,8.217283950481358e-5
1144,1,1,20,19.05,681.2989440000001,0.0,0.0002559999999957655
1145,1,1,20,19.0667,681.298881777778,0.0,0.0005562469135710459
1146,1,1,20,19.0833,681.2711111111113,0.0,0.0009876543209713172
1147,1,1,20,19.1,681.193424,0.0,0.0015359999999745928
1148,1,1,20,19.1167,681.0526151111111,0.0,0.002168098765396236
1149,1,1,20,19.1333,680.8444817777778,0.0,0.0028318024690889604
1150,1,1,20,19.15,680.5738240000001,0.0,0.003455999999942833
1151,1,1,20,19.1667,680.2544444444445,0.0,0.003950617283885269
1152,1,1,20,19.1833,679.9091484444444,0.0,0.004206617283881033
1153,1,1,20,19.2,679.569744,0.0,0.004095999999932247
1154,1,1,20,19.2167,679.2770417777778,0.0,0.0034718024690783738
1155,1,1,20,19.2333,679.0808551111111,0.0,0.002168098765396235
1156,1,1,20,19.25,679.04,0.0,0.0
1157,1,1,20,19.2667,679.105658469136,0.0,0.0
1158,1,1,20,19.2833,679.1720169876543,0.0,0.0
1159,1,1,20,19.3,679.222336,0.0,0.0
1160,1,1,20,19.3167,679.2441236543211,0.0,0.0
1161,1,1,20,19.3333,679.2291358024693,0.0,0.0
1162,1,1,20,19.35,679.1733760000001,0.0,0.0
1163,1,1,20,19.3667,679.0770955061728,0.0,0.0
1164,1,1,20,19.3833,678.9447932839506,0.0,0.0
1165,1,1,20,19.4,678.785216,0.0,0.0
1166,1,1,20,19.4167,678.6113580246914,0.0,0.0
1167,1,1,20,19.4333,678.4404614320988,0.0,0.0
1168,1,1,20,19.45,678.294016,0.0,0.0
1169,1,1,20,19.4667,678.1977592098765,0.0,0.0
1170,1,1,20,19.4833,678.1816762469136,0.0,0.0
1171,1,1,20,19.5,678.28,0.0,0.0
1172,1,1,20,19.5167,678.3920985679013,0.0,0.0021791604938064726
1173,1,1,20,19.5333,678.4146733827162,0.0,0.003553975308607506
1174,1,1,20,19.55,678.3775840000003,0.0,0.004351999999956025
1175,1,1,20,19.5667,678.3059444938274,0.0,0.004762864197479599
1176,1,1,20,19.5833,678.2201234567901,0.0,0.004938271604880446
1177,1,1,20,19.6,678.1357440000002,0.0,0.0049919999999354335
1178,1,1,20,19.6167,678.0636837530864,0.0,0.004999901234496074
1179,1,1,20,19.6333,678.0100748641976,0.0,0.004999901234488529
1180,1,1,20,19.65,677.976304,0.0,0.0049919999999136055
1181,1,1,20,19.6667,677.9590123456792,0.0,0.004938271604846761
1182,1,1,20,19.6833,677.9500956049383,0.0,0.004762864197438098
1183,1,1,20,19.7,677.936704,0.0,0.004351999999912369
1184,1,1,20,19.7167,677.9012422716049,0.0,0.00355397530856897
1185,1,1,20,19.7333,677.8213696790124,0.0,0.0021791604937819492
1186,1,1,20,19.75,677.67,0.0,0.0
1187,1,1,20,19.7667,677.4877127901235,0.0,9.876543209811419e-8
1188,1,1,20,19.7833,677.334714271605,0.0,1.580246913569827e-6
1189,1,1,20,19.8,677.2093760000002,0.0,7.999999999947252e-6
1190,1,1,20,19.8167,677.1095053827162,0.0,2.528395061711723e-5
1191,1,1,20,19.8333,677.0323456790125,0.0,6.172839506132136e-5
1192,1,1,20,19.85,676.974576,0.0,0.00012799999999915602
1193,1,1,20,19.8667,676.9323113086418,0.0,0.00023713580246757218
1194,1,1,20,19.8833,676.9011024197531,0.0,0.0004045432098738757
1195,1,1,20,19.9,676.875936,0.0,0.0006479999999957272
1196,1,1,20,19.9167,676.8512345679012,0.0,0.0009876543209811418
1197,1,1,20,19.9333,676.8208564938271,0.0,0.0014460246913484895
1198,1,1,20,19.95,676.778096,0.0,0.0020479999999864964
1199,1,1,20,19.9667,676.7156831604939,0.0,0.0028208395061542395
1200,1,1,20,19.9833,676.6257839012345,0.0,0.003794172839481155
1201,1,1,20,20.0,676.5,0.0,0.004999999999967031
1202,1,1,21,20.0167,676.3633718518519,0.0,0.003794172839481155
1203,1,1,21,20.0333,676.2361066666667,0.0,0.0028208395061542395
1204,1,1,21,20.05,676.1108800000002,0.0,0.0020479999999864964
1205,1,1,21,20.0667,675.9813629629632,0.0,0.0014460246913484904
1206,1,1,21,20.0833,675.8422222222224,0.0,0.0009876543209811424
1207,1,1,21,20.1,675.6891200000001,0.0,0.0006479999999957272
1208,1,1,21,20.1167,675.5187140740741,0.0,0.0004045432098738757
1209,1,1,21,20.1333,675.3286577777778,0.0,0.00023713580246757218
1210,1,1,21,20.15,675.1176,0.0,0.00012799999999915602
1211,1,1,21,20.1667,674.8851851851853,0.0,6.17283950613214e-5
1212,1,1,21,20.1833,674.6320533333334,0.0,2.528395061711725e-5
1213,1,1,21,20.2,674.3598400000001,0.0,7.999999999947241e-6
1214,1,1,21,20.2167,674.0711762962962,0.0,1.5802469135698257e-6
1215,1,1,21,20.2333,673.7696888888888,0.0,9.87654320981141e-8
1216,1,1,21,20.25,673.46,0.0,0.0
1217,1,1,21,20.2667,673.2150830617284,0.0,0.0
1218,1,1,21,20.2833,673.0759067654321,0.0,0.0
1219,1,1,21,20.3,673.0041280000003,0.0,0.0
1220,1,1,21,20.3167,672.967130469136,0.0,0.0
1221,1,1,21,20.3333,672.9380246913582,0.0,0.0
1222,1,1,21,20.35,672.8956480000002,0.0,0.0
1223,1,1,21,20.3667,672.8245645432098,0.0,0.0
1224,1,1,21,20.3833,672.7150652839507,0.0,0.0
1225,1,1,21,20.4,672.5631680000001,0.0,0.0
1226,1,1,21,20.4167,672.3706172839507,0.0,0.0
1227,1,1,21,20.4333,672.1448845432099,0.0,0.0
1228,1,1,21,20.45,671.8991679999999,0.0,0.0
1229,1,1,21,20.4667,671.652392691358,0.0,0.0
1230,1,1,21,20.4833,671.4292104691358,0.0,0.0
1231,1,1,21,20.5,671.26,0.0,0.0
1232,1,1,21,20.5167,671.0516300246913,0.0,9.876543209811419e-8
1233,1,1,21,20.5333,670.727099654321,0.0,1.580246913569827e-6
1234,1,1,21,20.55,670.338512,0.0,7.999999999947252e-6
1235,1,1,21,20.5667,669.92894854321,0.0,2.528395061711723e-5
1236,1,1,21,20.5833,669.5324691358026,0.0,6.172839506132136e-5
1237,1,1,21,20.6,669.1741120000002,0.0,0.00012799999999915602
1238,1,1,21,20.6167,668.869893728395,0.0,0.00023713580246757218
1239,1,1,21,20.6333,668.6268092839507,0.0,0.0004045432098738757
1240,1,1,21,20.65,668.4428320000001,0.0,0.0006479999999957272
1241,1,1,21,20.6667,668.3069135802469,0.0,0.0009876543209811418
1242,1,1,21,20.6833,668.1989840987654,0.0,0.0014460246913484895
1243,1,1,21,20.7,668.089952,0.0,0.0020479999999864964
1244,1,1,21,20.7167,667.9417040987655,0.0,0.0028208395061542395
1245,1,1,21,20.7333,667.7071055802469,0.0,0.003794172839481155
1246,1,1,21,20.75,667.33,0.0,0.004999999999967031
1247,1,1,21,20.7667,666.9489102222223,0.0,0.003794370370345354
1248,1,1,21,20.7833,666.6961961481483,0.0,0.0028239999999814195
1249,1,1,21,20.8,666.5148480000003,0.0,0.0020639999999865957
1250,1,1,21,20.8167,666.3573991111114,0.0,0.0014965925925833716
1251,1,1,21,20.8333,666.1859259259261,0.0,0.0011111111111053642
1252,1,1,21,20.85,665.9720480000002,0.0,0.0009039999999973134
1253,1,1,21,20.8667,665.696928,0.0,0.000878814814815086
1254,1,1,21,20.8833,665.3512717037038,0.0,0.0010462222222256718
1255,1,1,21,20.9,664.9353280000001,0.0,0.001424000000007186
1256,1,1,21,20.9167,664.458888888889,0.0,0.0020370370370488685
1257,1,1,21,20.9333,663.9412894814815,0.0,0.002917333333351085
1258,1,1,21,20.95,663.411408,0.0,0.004104000000025327
1259,1,1,21,20.9667,662.9076657777778,0.0,0.0056432592592942045
1260,1,1,21,20.9833,662.4780272592593,0.0,0.007588444444491462
1261,1,1,21,21.0,662.18,0.0,0.01000000000006196
1262,1,1,22,21.0167,661.9185574320987,0.0,0.007599407407454273
1263,1,1,22,21.0333,661.5688537283951,0.0,0.005723851851885682
1264,1,1,22,21.05,661.1561120000002,0.0,0.004352000000021873
1265,1,1,22,21.0667,660.7019381728397,0.0,0.003448296296306596
1266,1,1,22,21.0833,660.2243209876544,0.0,0.0029629629629616726
1267,1,1,22,21.1,659.737632,0.0,0.002831999999986988
1268,1,1,22,21.1167,659.2526255802469,0.0,0.002977185185160497
1269,1,1,22,21.1333,658.7764389135803,0.0,0.0033060740740382187
1270,1,1,22,21.15,658.312592,0.0,0.0037119999999542415
1271,1,1,22,21.1667,657.860987654321,0.0,0.004074074074020719
1272,1,1,22,21.1833,657.4179115061728,0.0,0.0042571851851278715
1273,1,1,22,21.2,656.976032,0.0,0.004111999999943987
1274,1,1,22,21.2167,656.5244003950618,0.0,0.0034749629629154213
1275,1,1,22,21.2333,656.0484507654321,0.0,0.002168296296266596
1276,1,1,22,21.25,655.53,0.0,0.0
1277,1,1,22,21.2667,655.0076416790124,0.0,0.0
1278,1,1,22,21.2833,654.5247290864198,0.0,0.0
1279,1,1,22,21.3,654.0624960000004,0.0,0.0
1280,1,1,22,21.3167,653.606163160494,0.0,0.0
1281,1,1,22,21.3333,653.144938271605,0.0,0.0
1282,1,1,22,21.35,652.6720160000002,0.0,0.0
1283,1,1,22,21.3667,652.1845779753086,0.0,0.0
1284,1,1,22,21.3833,651.6837927901236,0.0,0.0
1285,1,1,22,21.4,651.1748160000001,0.0,0.0
1286,1,1,22,21.4167,650.6667901234568,0.0,0.0
1287,1,1,22,21.4333,650.1728446419754,0.0,0.0
1288,1,1,22,21.45,649.710096,0.0,0.0
1289,1,1,22,21.4667,649.2996476049383,0.0,0.0
1290,1,1,22,21.4833,648.9665898271605,0.0,0.0
1291,1,1,22,21.5,648.74,0.0,0.0
1292,1,1,22,21.5167,648.4760345679013,0.0,0.0
1293,1,1,22,21.5333,648.0643812345679,0.0,0.0
1294,1,1,22,21.55,647.5706400000001,0.0,0.0
1295,1,1,22,21.5667,647.0487249382718,0.0,0.0
1296,1,1,22,21.5833,646.540864197531,0.0,0.0
1297,1,1,22,21.6,646.0776000000001,0.0,0.0
1298,1,1,22,21.6167,645.6777886419753,0.0,0.0
1299,1,1,22,21.6333,645.3486004938272,0.0,0.0
1300,1,1,22,21.65,645.0855200000001,0.0,0.0
1301,1,1,22,21.6667,644.8723456790124,0.0,0.0
1302,1,1,22,21.6833,644.6811901234568,0.0,0.0
1303,1,1,22,21.7,644.47248,0.0,0.0
1304,1,1,22,21.7167,644.1949560493827,0.0,0.0
1305,1,1,22,21.7333,643.7856730864197,0.0,0.0
1306,1,1,22,21.75,643.17,0.0,0.0
1307,1,1,22,21.7667,642.473221925926,0.0,0.0043472592591996895
1308,1,1,22,21.7833,641.8540367407409,0.0,0.007025777777681414
1309,1,1,22,21.8,641.2762560000002,0.0,0.008447999999883908
1310,1,1,22,21.8167,640.7104752592595,0.0,0.008969481481357818
1311,1,1,22,21.8333,640.1340740740743,0.0,0.008888888888765715
1312,1,1,22,21.85,639.531216,0.0,0.008447999999882086
1313,1,1,22,21.8667,638.8928485925925,0.0,0.007831703703593334
1314,1,1,22,21.8833,638.2167034074075,0.0,0.00716799999989778
1315,1,1,22,21.9,637.5072960000001,0.0,0.006527999999905661
1316,1,1,22,21.9167,636.775925925926,0.0,0.005925925925839131
1317,1,1,22,21.9333,636.0406767407408,0.0,0.0053191111110322655
1318,1,1,22,21.95,635.3264160000001,0.0,0.0046079999999310535
1319,1,1,22,21.9667,634.6647952592593,0.0,0.0036361481480934013
1320,1,1,22,21.9833,634.094250074074,0.0,0.002190222222189137
1321,1,1,22,22.0,633.66,0.0,0.0
1322,1,1,23,22.0167,633.1991284938272,0.0,0.0
1323,1,1,23,22.0333,632.5482188641976,0.0,0.0
1324,1,1,23,22.05,631.7470080000003,0.0,0.0
1325,1,1,23,22.0667,630.8328055308643,0.0,0.0
1326,1,1,23,22.0833,629.8404938271608,0.0,0.0
1327,1,1,23,22.1,628.802528,0.0,0.0
1328,1,1,23,22.1167,627.7489359012345,0.0,0.0
1329,1,1,23,22.1333,626.7073181234567,0.0,0.0
1330,1,1,23,22.15,625.702848,0.0,0.0
1331,1,1,23,22.1667,624.7582716049383,0.0,0.0
1332,1,1,23,22.1833,623.8939077530864,0.0,0.0
1333,1,1,23,22.2,623.1276479999999,0.0,0.0
1334,1,1,23,22.2167,622.4749566419753,0.0,0.0
1335,1,1,23,22.2333,621.9488707160493,0.0,0.0
1336,1,1,23,22.25,621.56,0.0,0.0
1337,1,1,23,22.2667,621.135717728395,0.0,9.876543209811419e-8
1338,1,1,23,22.2833,620.5394955061729,0.0,1.580246913569827e-6
1339,1,1,23,22.3,619.8280160000002,0.0,7.999999999947252e-6
1340,1,1,23,22.3167,619.0496229135804,0.0,2.528395061711723e-5
1341,1,1,23,22.3333,618.2443209876544,0.0,6.172839506132136e-5
1342,1,1,23,22.35,617.443776,0.0,0.00012799999999915602
1343,1,1,23,22.3667,616.6713147654322,0.0,0.00023713580246757218
1344,1,1,23,22.3833,615.9419251358025,0.0,0.0004045432098738757
1345,1,1,23,22.4,615.2622560000001,0.0,0.0006479999999957272
1346,1,1,23,22.4167,614.6306172839506,0.0,0.0009876543209811418
1347,1,1,23,22.4333,614.0369799506173,0.0,0.0014460246913484895
1348,1,1,23,22.45,613.462976,0.0,0.0020479999999864964
1349,1,1,23,22.4667,612.8818984691358,0.0,0.0028208395061542395
1350,1,1,23,22.4833,612.2587014320987,0.0,0.003794172839481155
1351,1,1,23,22.5,611.55,0.0,0.004999999999967031
1352,1,1,23,22.5167,610.7752560987653,0.0,0.003794172839481155
1353,1,1,23,22.5333,609.9966694320988,0.0,0.0028208395061542395
1354,1,1,23,22.55,609.227104,0.0,0.0020479999999864964
1355,1,1,23,22.5667,608.4772857283953,0.0,0.0014460246913484904
1356,1,1,23,22.5833,607.7558024691359,0.0,0.0009876543209811424
1357,1,1,23,22.6,607.069104,0.0,0.0006479999999957272
1358,1,1,23,22.6167,606.4215020246913,0.0,0.0004045432098738757
1359,1,1,23,22.6333,605.8151701728395,0.0,0.00023713580246757218
1360,1,1,23,22.65,605.2501440000001,0.0,0.00012799999999915602
1361,1,1,23,22.6667,604.7243209876543,0.0,6.17283950613214e-5
1362,1,1,23,22.6833,604.2334605432098,0.0,2.528395061711725e-5
1363,1,1,23,22.7,603.7711840000001,0.0,7.999999999947241e-6
1364,1,1,23,22.7167,603.328974617284,0.0,1.5802469135698257e-6
1365,1,1,23,22.7333,602.896177580247,0.0,9.87654320981141e-8
1366,1,1,23,22.75,602.46,0.0,0.0
1367,1,1,23,22.7667,601.872344888889,0.0,9.876543209811419e-8
1368,1,1,23,22.7833,601.0711952592593,0.0,1.580246913569827e-6
1369,1,1,23,22.8,600.157856,0.0,7.999999999947252e-6
1370,1,1,23,22.8167,599.2157404444445,0.0,2.528395061711723e-5
1371,1,1,23,22.8333,598.3103703703705,0.0,6.172839506132136e-5
1372,1,1,23,22.85,597.4893760000001,0.0,0.00012799999999915602
1373,1,1,23,22.8667,596.7824959999999,0.0,0.00023713580246757218
1374,1,1,23,22.8833,596.2015774814815,0.0,0.0004045432098738757
1375,1,1,23,22.9,595.740576,0.0,0.0006479999999957272
1376,1,1,23,22.9167,595.3755555555556,0.0,0.0009876543209811418
1377,1,1,23,22.9333,595.0646885925926,0.0,0.0014460246913484895
1378,1,1,23,22.95,594.748256,0.0,0.0020479999999864964
1379,1,1,23,22.9667,594.3486471111112,0.0,0.0028208395061542395
1380,1,1,23,22.9833,593.7703597037037,0.0,0.003794172839481155
1381,1,1,23,23.0,592.9,0.0,0.004999999999967031
1382,1,1,24,23.0167,591.8562119506173,0.0,0.003794271604913254
1383,1,1,24,23.0333,590.8484697283951,0.0,0.0028224197530678273
1384,1,1,24,23.05,589.8840480000002,0.0,0.0020559999999865347
1385,1,1,24,23.0667,588.9673438024694,0.0,0.001471308641965895
1386,1,1,24,23.0833,588.0998765432099,0.0,0.0010493827160431655
1387,1,1,24,23.1,587.2802880000002,0.0,0.0007759999999963384
1388,1,1,24,23.1167,586.5043423209877,0.0,0.0006416790123441438
1389,1,1,24,23.1333,585.7649260246914,0.0,0.000641679012346047
1390,1,1,24,23.15,585.0520480000001,0.0,0.00077600000000225
1391,1,1,24,23.1667,584.3528395061729,0.0,0.0010493827160536913
1392,1,1,24,23.1833,583.6515541728395,0.0,0.001471308641982046
1393,1,1,24,23.2,582.929568,0.0,0.0020560000000097267
1394,1,1,24,23.2167,582.1653793580247,0.0,0.0028224197530998785
1395,1,1,24,23.2333,581.3346089876543,0.0,0.0037942716049563876
1396,1,1,24,23.25,580.41,0.0,0.005000000000023874
1397,1,1,24,23.2667,579.598083160494,0.0,0.0038052345679194357
1398,1,1,24,23.2833,579.0495764938273,0.0,0.0029030123456931078
1399,1,1,24,23.3,578.6632960000002,0.0,0.0023040000000117294
1400,1,1,24,23.3167,578.3539913086421,0.0,0.0020022716049494134
1401,1,1,24,23.3333,578.0523456790125,0.0,0.001975308641987548
1402,1,1,24,23.35,577.7049760000001,0.0,0.002184000000014794
1403,1,1,24,23.3667,577.2744327901235,0.0,0.0025726419753270883
1404,1,1,24,23.3833,576.7392001975309,0.0,0.0030689382716276403
1405,1,1,24,23.4,576.093696,0.0,0.003584000000026936
1406,1,1,24,23.4167,575.3482716049383,0.0,0.004012345679042733
1407,1,1,24,23.4333,574.5292120493827,0.0,0.004231901234600063
1408,1,1,24,23.45,573.6787360000001,0.0,0.004104000000031238
1409,1,1,24,23.4667,572.8549957530865,0.0,0.003473382716075835
1410,1,1,24,23.4833,572.132077234568,0.0,0.0021681975308807124
1411,1,1,24,23.5,571.6,0.0,0.0
1412,1,1,24,23.5167,571.1037892345679,0.0,1.1061728395114545e-5
1413,1,1,24,23.5333,570.4662455308643,0.0,8.21728395065652e-5
1414,1,1,24,23.55,569.748048,0.0,0.0002560000000012224
1415,1,1,24,23.5667,568.9992707160495,0.0,0.0005562469135829029
1416,1,1,24,23.5833,568.2593827160495,0.0,0.0009876543209923704
1417,1,1,24,23.6,567.5572480000001,0.0,0.0015360000000073347
1418,1,1,24,23.6167,566.9111255308643,0.0,0.0021680987654424514
1419,1,1,24,23.6333,566.328669234568,0.0,0.0028318024691493236
1420,1,1,24,23.65,565.8069280000001,0.0,0.003456000000016502
1421,1,1,24,23.6667,565.3323456790124,0.0,0.003950617283969482
1422,1,1,24,23.6833,564.8807610864197,0.0,0.004206617283970703
1423,1,1,24,23.7,564.417408,0.0,0.004096000000019558
1424,1,1,24,23.7167,563.8969151604938,0.0,0.0034718024691523797
1425,1,1,24,23.7333,563.263306271605,0.0,0.002168098765442451
1426,1,1,24,23.75,562.45,0.0,0.0
1427,1,1,24,23.7667,561.6881426172839,0.0,0.0
1428,1,1,24,23.7833,561.1654552098765,0.0,0.0
1429,1,1,24,23.8,560.7606720000002,0.0,0.0
1430,1,1,24,23.8167,560.3770700246915,0.0,0.0
1431,1,1,24,23.8333,559.9424691358025,0.0,0.0
1432,1,1,24,23.85,559.4092320000001,0.0,0.0
1433,1,1,24,23.8667,558.7542640987655,0.0,0.0
1434,1,1,24,23.8833,557.9790137283951,0.0,0.0
1435,1,1,24,23.9,557.1094720000001,0.0,0.0
1436,1,1,24,23.9167,556.1961728395063,0.0,0.0
1437,1,1,24,23.9333,555.3141929876543,0.0,0.0
1438,1,1,24,23.95,554.5631520000001,0.0,0.0
1439,1,1,24,23.9667,554.0672122469136,0.0,0.0
1440,1,1,24,23.9833,553.9750789135803,0.0,0.0
1441,1,1,24,24.0,554.46,0.0,0.0
1442,1,2,1,0.0,347.82,0.0,0.0
1443,1,2,1,0.0167,348.40968079012345,0.0,9.876543209867561e-8
1444,1,2,1,0.0333,348.4594437530864,0.0,1.5802469135788098e-6
1445,1,2,1,0.05,348.1332640000001,0.0,7.999999999992725e-6
1446,1,2,1,0.0667,347.57230893827165,0.0,2.5283950617260956e-5
1447,1,2,1,0.0833,346.894938271605,0.0,6.172839506167223e-5
1448,1,2,1,0.1,346.19670400000007,0.0,0.0001279999999998836
1449,1,2,1,0.1167,345.55035041975304,0.0,0.00023713580246892014
1450,1,2,1,0.1333,345.0058141234568,0.0,0.0004045432098761753
1451,1,2,1,0.15,344.59022400000003,0.0,0.0006479999999994107
1452,1,2,1,0.1667,344.3079012345679,0.0,0.0009876543209867558
1453,1,2,1,0.1833,344.14035930864196,0.0,0.0014460246913567093
1454,1,2,1,0.2,344.046304,0.0,0.0020479999999981377
1455,1,2,1,0.2167,343.96163338271606,0.0,0.002820839506170274
1456,1,2,1,0.2333,343.79943782716043,0.0,0.0037941728395027223
1457,1,2,1,0.25,343.45,0.0,0.0049999999999954525
1458,1,2,1,0.2667,343.06951407407405,0.0,0.0037941728395027223
1459,1,2,1,0.2833,342.8502962962963,0.0,0.002820839506170274
1460,1,2,1,0.3,342.72792000000004,0.0,0.0020479999999981377
1461,1,2,1,0.3167,342.6489096296297,0.0,0.0014460246913567101
1462,1,2,1,0.3333,342.5707407407408,0.0,0.0009876543209867566
1463,1,2,1,0.35,342.46184000000005,0.0,0.0006479999999994107
1464,1,2,1,0.3667,342.3015851851852,0.0,0.0004045432098761753
1465,1,2,1,0.3833,342.0803051851852,0.0,0.00023713580246892014
1466,1,2,1,0.4,341.79928000000007,0.0,0.0001279999999998836
1467,1,2,1,0.4167,341.4707407407408,0.0,6.172839506167229e-5
1468,1,2,1,0.4333,341.1178696296297,0.0,2.5283950617260973e-5
1469,1,2,1,0.45,340.7748,0.0,7.999999999992717e-6
1470,1,2,1,0.4667,340.48661629629635,0.0,1.5802469135788083e-6
1471,1,2,1,0.4833,340.3093540740741,0.0,9.876543209867552e-8
1472,1,2,1,0.5,340.31,0.0,0.0
1473,1,2,1,0.5167,340.2968770370371,0.0,0.002168098765417803
1474,1,2,1,0.5333,340.10043555555563,0.0,0.0034718024691129104
1475,1,2,1,0.55,339.80896000000007,0.0,0.004095999999972993
1476,1,2,1,0.5667,339.49459259259265,0.0,0.00420661728392288
1477,1,2,1,0.5833,339.21333333333337,0.0,0.003950617283924569
1478,1,2,1,0.6,339.00504000000006,0.0,0.0034559999999772117
1479,1,2,1,0.6167,338.89342814814813,0.0,0.0028318024691171297
1480,1,2,1,0.6333,338.8860711111111,0.0,0.002168098765417803
1481,1,2,1,0.65,338.9744,0.0,0.0015359999999898723
1482,1,2,1,0.6667,339.13370370370365,0.0,0.0009876543209811422
1483,1,2,1,0.6833,339.3231288888889,0.0,0.0005562469135765793
1484,1,2,1,0.7,339.48568,0.0,0.00025599999999831183
1485,1,2,1,0.7167,339.5482192592592,0.0,8.217283950563096e-5
1486,1,2,1,0.7333,339.4214666666667,0.0,1.1061728394988783e-5
1487,1,2,1,0.75,339.0,0.0,0.0
1488,1,2,1,0.7667,338.55558854320986,0.0,0.0021681975308745494
1489,1,2,1,0.7833,338.37117076543205,0.0,0.00347338271606595
1490,1,2,1,0.8,338.35691200000014,0.0,0.004104000000019506
1491,1,2,1,0.8167,338.43756483950625,0.0,0.004231901234587821
1492,1,2,1,0.8333,338.55246913580254,0.0,0.004012345679030803
1493,1,2,1,0.85,338.6555520000001,0.0,0.003584000000015658
1494,1,2,1,0.8667,338.7153278024691,0.0,0.003068938271616896
1495,1,2,1,0.8833,338.7148981728395,0.0,0.0025726419753163273
1496,1,2,1,0.9,338.65195200000005,0.0,0.002184000000003062
1497,1,2,1,0.9167,338.5387654320988,0.0,0.001975308641973512
1498,1,2,1,0.9333,338.4022018765432,0.0,0.0020022716049313927
1499,1,2,1,0.95,338.28371200000004,0.0,0.0023039999999877186
1500,1,2,1,0.9667,338.2393337283951,0.0,0.0029030123456608046
1501,1,2,1,0.9833,338.3396922469136,0.0,0.0038052345678762692
1502,1,2,1,1.0,338.67,0.0,0.004999999999967031
1503,1,2,2,1.0167,338.99315397530876,0.0,0.0037943703703453516
1504,1,2,2,1.0333,339.0623658271606,0.0,0.0028239999999813883
1505,1,2,2,1.05,338.95811200000014,0.0,0.0020639999999864365
