id,area,scenario,timestep,timestep_fractional,load,load_shedding,power_dumping
276,1,1,5,4.5833,457.07024691358043,0.0,0.0
277,1,1,5,4.6,457.30209600000006,0.0,0.0
278,1,1,5,4.6167,457.5494125432098,0.0,0.0
279,1,1,5,4.6333,457.8004821728395,0.0,0.0
280,1,1,5,4.65,458.04897600000004,0.0,0.0
281,1,1,5,4.6667,458.293950617284,0.0,0.0
282,1,1,5,4.6833,458.53984809876545,0.0,0.0
283,1,1,5,4.7,458.796496,0.0,0.0
284,1,1,5,4.7167,459.07910735802466,0.0,0.0
285,1,1,5,4.7333,459.4082806913581,0.0,0.0
286,1,1,5,4.75,459.81,0.0,0.0
287,1,1,5,4.7667,460.251181234568,0.0,0.004336197530810958
288,1,1,5,4.7833,460.6794834567902,0.0,0.0069436049381863514
289,1,1,5,4.8,461.0887200000001,0.0,0.00819199999989942
290,1,1,5,4.8167,461.4736049382717,0.0,0.008413234567797937
291,1,1,5,4.8333,461.8297530864199,0.0,0.007901234567804224
292,1,1,5,4.85,462.15368000000007,0.0,0.006911999999915134
293,1,1,5,4.8667,462.44280197530867,0.0,0.0056636049382020656
294,1,1,5,4.8833,462.6954360493828,0.0,0.004336197530810958
295,1,1,5,4.9,462.9108000000001,0.0,0.0030719999999622824
296,1,1,5,4.9167,463.08901234567907,0.0,0.001975308641951056
297,1,1,5,4.9333,463.23109234567903,0.0,0.001112493827146835
298,1,1,5,4.95,463.33896000000004,0.0,0.0005119999999937132
299,1,1,5,4.9667,463.4154360493827,0.0,0.00016434567901032774
300,1,1,5,4.9833,463.46424197530865,0.0,2.212345678985181e-5
301,1,1,5,5.0,463.49,0.0,0.0
302,1,1,6,5.0167,463.59887486419757,0.0,9.876543210035986e-8
303,1,1,6,5.0333,463.87593264197534,0.0,1.5802469136057577e-6
304,1,1,6,5.05,464.2954240000001,0.0,8.00000000012915e-6
305,1,1,6,5.0667,464.83240079012353,0.0,2.5283950617692123e-5
306,1,1,6,5.0833,465.4627160493828,0.0,6.17283950627249e-5
307,1,1,6,5.1,466.16302400000006,0.0,0.0001280000000020664
308,1,1,6,5.1167,466.9107800493827,0.0,0.00023713580247296403
309,1,1,6,5.1333,467.6842407901235,0.0,0.00040454320988307397
310,1,1,6,5.15,468.4624640000001,0.0,0.000648000000010461
311,1,1,6,5.1667,469.22530864197535,0.0,0.0009876543210035984
312,1,1,6,5.1833,469.95343486419756,0.0,0.0014460246913813684
313,1,1,6,5.2,470.628304,0.0,0.0020480000000330624
314,1,1,6,5.2167,471.23217856790126,0.0,0.002820839506218378
315,1,1,6,5.2333,471.748122271605,0.0,0.0037941728395674244
316,1,1,6,5.25,472.16,0.0,0.005000000000080718
317,1,1,6,5.2667,472.4291591111112,0.0,0.0037941728395674244
318,1,1,6,5.2833,472.564608,0.0,0.002820839506218378
319,1,1,6,5.3,472.61660800000016,0.0,0.0020480000000330624
320,1,1,6,5.3167,472.62782577777796,0.0,0.0014460246913813692
321,1,1,6,5.3333,472.63333333333344,0.0,0.000987654321003599
322,1,1,6,5.35,472.6606080000001,0.0,0.000648000000010461
323,1,1,6,5.3667,472.7295324444445,0.0,0.00040454320988307397
324,1,1,6,5.3833,472.85239466666667,0.0,0.00023713580247296403
325,1,1,6,5.4,473.03388800000005,0.0,0.0001280000000020664
326,1,1,6,5.4167,473.27111111111117,0.0,6.172839506272494e-5
327,1,1,6,5.4333,473.55356800000004,0.0,2.528395061769214e-5
328,1,1,6,5.45,473.863168,0.0,8.000000000129142e-6
329,1,1,6,5.4667,474.1742257777778,0.0,1.5802469136057564e-6
330,1,1,6,5.4833,474.45346133333334,0.0,9.876543210035978e-8
331,1,1,6,5.5,474.66,0.0,0.0
332,1,1,6,5.5167,474.8173619753087,0.0,0.002168098765417803
333,1,1,6,5.5333,474.99124345679024,0.0,0.0034718024691129104
334,1,1,6,5.55,475.18872000000016,0.0,0.004095999999972993
335,1,1,6,5.5667,475.4147101234569,0.0,0.00420661728392288
336,1,1,6,5.5833,475.67197530864206,0.0,0.003950617283924569
337,1,1,6,5.6,475.9611200000001,0.0,0.0034559999999772117
338,1,1,6,5.6167,476.2805916049383,0.0,0.0028318024691171297
339,1,1,6,5.6333,476.62668049382717,0.0,0.002168098765417803
340,1,1,6,5.65,476.9935200000001,0.0,0.0015359999999898723
341,1,1,6,5.6667,477.37308641975307,0.0,0.0009876543209811422
342,1,1,6,5.6833,477.75519901234566,0.0,0.0005562469135765793
343,1,1,6,5.7,478.12752,0.0,0.00025599999999831183
344,1,1,6,5.7167,478.4755545679012,0.0,8.217283950563096e-5
345,1,1,6,5.7333,478.78265086419754,0.0,1.1061728394988783e-5
346,1,1,6,5.75,479.03,0.0,0.0
347,1,1,6,5.7667,479.2074020740741,0.0,0.0
348,1,1,6,5.7833,479.33723318518526,0.0,0.0
349,1,1,6,5.8,479.4443680000001,0.0,0.0
350,1,1,6,5.8167,479.5489309629631,0.0,0.0
351,1,1,6,5.8333,479.66629629629637,0.0,0.0
352,1,1,6,5.85,479.807088,0.0,0.0
353,1,1,6,5.8667,479.9771798518518,0.0,0.0
354,1,1,6,5.8833,480.1776954074074,0.0,0.0
355,1,1,6,5.9,480.40500800000007,0.0,0.0
356,1,1,6,5.9167,480.65074074074073,0.0,0.0
357,1,1,6,5.9333,480.90176651851846,0.0,0.0
358,1,1,6,5.95,481.14020800000003,0.0,0.0
359,1,1,6,5.9667,481.34343762962965,0.0,0.0
360,1,1,6,5.9833,481.4840776296296,0.0,0.0
361,1,1,6,6.0,481.53,0.0,0.0
362,1,1,7,6.0167,481.6283071604939,0.0,0.0
363,1,1,7,6.0333,481.93145382716045,0.0,0.0
364,1,1,7,6.05,482.4119200000001,0.0,0.0
365,1,1,7,6.0667,483.04237530864214,0.0,0.0
366,1,1,7,6.0833,483.7956790123458,0.0,0.0
367,1,1,7,6.1,484.6448800000001,0.0,0.0
368,1,1,7,6.1167,485.5632167901235,0.0,0.0
369,1,1,7,6.1333,486.52411753086426,0.0,0.0
370,1,1,7,6.15,487.50120000000004,0.0,0.0
371,1,1,7,6.1667,488.4682716049383,0.0,0.0
372,1,1,7,6.1833,489.3993293827161,0.0,0.0
373,1,1,7,6.2,490.2685600000001,0.0,0.0
374,1,1,7,6.2167,491.0503397530864,0.0,0.0
375,1,1,7,6.2333,491.71923456790125,0.0,0.0
376,1,1,7,6.25,492.25,0.0,0.0
377,1,1,7,6.2667,492.68054479012346,0.0,0.0
378,1,1,7,6.2833,493.07727664197535,0.0,0.0
379,1,1,7,6.3,493.44860800000015,0.0,0.0
380,1,1,7,6.3167,493.80130627160503,0.0,0.0
381,1,1,7,6.3333,494.1404938271605,0.0,0.0
382,1,1,7,6.35,494.46964800000006,0.0,0.0
383,1,1,7,6.3667,494.79060108641977,0.0,0.0
384,1,1,7,6.3833,495.10354034567905,0.0,0.0
385,1,1,7,6.4,495.4070080000001,0.0,0.0
386,1,1,7,6.4167,495.6979012345679,0.0,0.0
387,1,1,7,6.4333,495.97147219753094,0.0,0.0
388,1,1,7,6.45,496.221328,0.0,0.0
389,1,1,7,6.4667,496.4394307160494,0.0,0.0
390,1,1,7,6.4833,496.616097382716,0.0,0.0
391,1,1,7,6.5,496.74,0.0,0.0
392,1,1,7,6.5167,496.9053321481482,0.0,9.876543209755277e-8
393,1,1,7,6.5333,497.187506962963,0.0,1.5802469135608444e-6
394,1,1,7,6.55,497.5495040000001,0.0,7.999999999901776e-6
395,1,1,7,6.5667,497.95925214814827,0.0,2.528395061697351e-5
396,1,1,7,6.5833,498.3896296296297,0.0,6.172839506097047e-5
397,1,1,7,6.6,498.81846400000006,0.0,0.00012799999999842842
398,1,1,7,6.6167,499.2285321481481,0.0,0.00023713580246622422
399,1,1,7,6.6333,499.60756029629636,0.0,0.00040454320987157616
400,1,1,7,6.65,499.9482240000001,0.0,0.0006479999999920437
401,1,1,7,6.6667,500.24814814814823,0.0,0.0009876543209755275
402,1,1,7,6.6833,500.509906962963,0.0,0.0014460246913402697
403,1,1,7,6.7,500.741024,0.0,0.0020479999999748547
404,1,1,7,6.7167,500.9539721481482,0.0,0.002820839506138205
405,1,1,7,6.7333,501.1661736296296,0.0,0.0037941728394595875
406,1,1,7,6.75,501.4,0.0,0.004999999999938609
407,1,1,7,6.7667,501.6093975308642,0.0,0.003794271604891685
408,1,1,7,6.7833,501.73792790123457,0.0,0.002822419753051766
409,1,1,7,6.8,501.8024800000001,0.0,0.0020559999999747564
410,1,1,7,6.8167,501.8177856790125,0.0,0.001471308641957244
411,1,1,7,6.8333,501.7964197530865,0.0,0.0010493827160364987
412,1,1,7,6.85,501.7488,0.0,0.0007759999999904721
413,1,1,7,6.8667,501.68318716049384,0.0,0.0006416790123378004
414,1,1,7,6.8833,501.60568493827157,0.0,0.0006416790123378004
415,1,1,7,6.9,501.52024000000006,0.0,0.0007759999999904721
416,1,1,7,6.9167,501.42864197530866,0.0,0.001049382716036498
417,1,1,7,6.9333,501.3305234567901,0.0,0.0014713086419572432
418,1,1,7,6.95,501.22336,0.0,0.0020559999999747564
419,1,1,7,6.9667,501.1024701234568,0.0,0.002822419753051766
420,1,1,7,6.9833,500.961015308642,0.0,0.003794271604891685
421,1,1,7,7.0,500.79,0.0,0.004999999999938609
422,1,1,8,7.0167,500.4974581728396,0.0,0.0038052345678545765
423,1,1,8,7.0333,500.05971891358024,0.0,0.002903012345643836
424,1,1,8,7.05,499.5632320000001,0.0,0.002303999999973167
425,1,1,8,7.0667,499.07660780246925,0.0,0.0020022716049168496
426,1,1,8,7.0833,498.6506172839507,0.0,0.0019753086419566704
427,1,1,8,7.1,498.31819200000007,0.0,0.002183999999981916
428,1,1,8,7.1167,498.09442409876544,0.0,0.0025726419752893793
429,1,1,8,7.1333,497.9765663209876,0.0,0.003068938271583354
430,1,1,8,7.15,497.94403200000005,0.0,0.00358399999997564
431,1,1,8,7.1667,497.9583950617285,0.0,0.004012345678985538
