id,plant_id,timestep,timestep_fractional,production,area,fuel_type,status,startup
97,1,10.0,9.6,20.0,1,Thermal,1,0
98,1,10.0,9.7,20.0,1,Thermal,1,0
99,1,10.0,9.8,20.0,1,Thermal,1,0
100,1,10.0,9.9,20.0,1,Thermal,1,0
101,1,10.0,10.0,20.0,1,Thermal,1,0
102,1,11.0,10.1,20.000000000000004,1,Thermal,1,0
103,1,11.0,10.2,20.000000000000007,1,Thermal,1,0
104,1,11.0,10.3,19.999999999999996,1,Thermal,1,0
105,1,11.0,10.4,20.000000000000004,1,Thermal,1,0
106,1,11.0,10.5,20.0,1,Thermal,1,0
107,1,11.0,10.6,20.0,1,Thermal,1,0
108,1,11.0,10.7,20.0,1,Thermal,1,0
109,1,11.0,10.8,20.0,1,Thermal,1,0
110,1,11.0,10.9,20.0,1,Thermal,1,0
111,1,11.0,11.0,20.0,1,Thermal,1,0
112,1,12.0,11.1,20.000000000000004,1,Thermal,1,0
113,1,12.0,11.2,20.000000000000007,1,Thermal,1,0
114,1,12.0,11.3,19.999999999999996,1,Thermal,1,0
115,1,12.0,11.4,20.000000000000004,1,Thermal,1,0
116,1,12.0,11.5,20.0,1,Thermal,1,0
117,1,12.0,11.6,20.0,1,Thermal,1,0
118,1,12.0,11.7,20.0,1,Thermal,1,0
119,1,12.0,11.8,20.0,1,Thermal,1,0
120,1,12.0,11.9,20.0,1,Thermal,1,0
121,1,12.0,12.0,20.0,1,Thermal,1,0
122,1,13.0,12.1,20.000000000000004,1,Thermal,1,0
123,1,13.0,12.2,20.000000000000007,1,Thermal,1,0
124,1,13.0,12.3,19.999999999999996,1,Thermal,1,0
125,1,13.0,12.4,20.000000000000004,1,Thermal,1,0
126,1,13.0,12.5,20.0,1,Thermal,1,0
127,1,13.0,12.6,20.0,1,Thermal,1,0
128,1,13.0,12.7,20.0,1,Thermal,1,0
129,1,13.0,12.8,20.0,1,Thermal,1,0
130,1,13.0,12.9,20.0,1,Thermal,1,0
131,1,13.0,13.0,20.0,1,Thermal,1,0
132,1,14.0,13.1,20.000000000000004,1,Thermal,1,0
133,1,14.0,13.2,20.000000000000007,1,Thermal,1,0
134,1,14.0,13.3,19.999999999999996,1,Thermal,1,0
135,1,14.0,13.4,20.000000000000004,1,Thermal,1,0
136,1,14.0,13.5,20.0,1,Thermal,1,0
137,1,14.0,13.6,20.0,1,Thermal,1,0
138,1,14.0,13.7,20.0,1,Thermal,1,0
139,1,14.0,13.8,20.0,1,Thermal,1,0
140,1,14.0,13.9,20.0,1,Thermal,1,0
141,1,14.0,14.0,20.0,1,Thermal,1,0
142,1,15.0,14.1,20.000000000000004,1,Thermal,1,0
143,1,15.0,14.2,20.000000000000007,1,Thermal,1,0
144,1,15.0,14.3,19.999999999999996,1,Thermal,1,0
145,1,15.0,14.4,20.000000000000004,1,Thermal,1,0
146,1,15.0,14.5,20.0,1,Thermal,1,0
147,1,15.0,14.6,20.0,1,Thermal,1,0
148,1,15.0,14.7,20.0,1,Thermal,1,0
149,1,15.0,14.8,20.0,1,Thermal,1,0
150,1,15.0,14.9,20.0,1,Thermal,1,0
151,1,15.0,15.0,20.0,1,Thermal,1,0
152,1,16.0,15.1,20.000000000000004,1,Thermal,1,0
153,1,16.0,15.2,20.000000000000007,1,Thermal,1,0
154,1,16.0,15.3,19.999999999999996,1,Thermal,1,0
155,1,16.0,15.4,20.000000000000004,1,Thermal,1,0
156,1,16.0,15.5,20.0,1,Thermal,1,0
157,1,16.0,15.6,20.0,1,Thermal,1,0
158,1,16.0,15.7,20.0,1,Thermal,1,0
159,1,16.0,15.8,20.0,1,Thermal,1,0
160,1,16.0,15.9,20.0,1,Thermal,1,0
161,1,16.0,16.0,20.0,1,Thermal,1,0
162,1,17.0,16.1,20.000000000000004,1,Thermal,1,0
163,1,17.0,16.2,20.000000000000007,1,Thermal,1,0
164,1,17.0,16.3,19.999999999999996,1,Thermal,1,0
165,1,17.0,16.4,20.000000000000004,1,Thermal,1,0
166,1,17.0,16.5,20.0,1,Thermal,1,0
167,1,17.0,16.6,20.0,1,Thermal,1,0
168,1,17.0,16.7,20.0,1,Thermal,1,0
169,1,17.0,16.8,20.0,1,Thermal,1,0
170,1,17.0,16.9,20.0,1,Thermal,1,0
171,1,17.0,17.0,20.0,1,Thermal,1,0
172,1,18.0,17.1,20.000000000000004,1,Thermal,1,0
173,1,18.0,17.2,20.000000000000007,1,Thermal,1,0
174,1,18.0,17.3,19.999999999999996,1,Thermal,1,0
175,1,18.0,17.4,20.000000000000004,1,Thermal,1,0
176,1,18.0,17.5,20.0,1,Thermal,1,0
177,1,18.0,17.6,20.0,1,Thermal,1,0
178,1,18.0,17.7,20.0,1,Thermal,1,0
179,1,18.0,17.8,20.0,1,Thermal,1,0
180,1,18.0,17.9,20.0,1,Thermal,1,0
181,1,18.0,18.0,20.0,1,Thermal,1,0
182,1,19.0,18.1,20.000000000000004,1,Thermal,1,0
183,1,19.0,18.2,20.000000000000007,1,Thermal,1,0
184,1,19.0,18.3,19.999999999999996,1,Thermal,1,0
185,1,19.0,18.4,20.000000000000004,1,Thermal,1,0
186,1,19.0,18.5,20.0,1,Thermal,1,0
187,1,19.0,18.6,20.0,1,Thermal,1,0
188,1,19.0,18.7,20.0,1,Thermal,1,0
189,1,19.0,18.8,20.0,1,Thermal,1,0
190,1,19.0,18.9,20.0,1,Thermal,1,0
191,1,19.0,19.0,20.0,1,Thermal,1,0
192,1,20.0,19.1,20.000000000000004,1,Thermal,1,0
193,1,20.0,19.2,20.000000000000007,1,Thermal,1,0
194,1,20.0,19.3,19.999999999999996,1,Thermal,1,0
195,1,20.0,19.4,20.000000000000004,1,Thermal,1,0
196,1,20.0,19.5,20.0,1,Thermal,1,0
197,1,20.0,19.6,20.0,1,Thermal,1,0
198,1,20.0,19.7,20.0,1,Thermal,1,0
199,1,20.0,19.8,20.0,1,Thermal,1,0
200,1,20.0,19.9,20.0,1,Thermal,1,0
201,1,20.0,20.0,20.0,1,Thermal,1,0
202,1,21.0,20.1,20.000000000000004,1,Thermal,1,0
203,1,21.0,20.2,20.000000000000007,1,Thermal,1,0
204,1,21.0,20.3,19.999999999999996,1,Thermal,1,0
205,1,21.0,20.4,20.000000000000004,1,Thermal,1,0
206,1,21.0,20.5,20.0,1,Thermal,1,0
207,1,21.0,20.6,20.0,1,Thermal,1,0
208,1,21.0,20.7,20.0,1,Thermal,1,0
209,1,21.0,20.8,20.0,1,Thermal,1,0
210,1,21.0,20.9,20.0,1,Thermal,1,0
211,1,21.0,21.0,20.0,1,Thermal,1,0
212,1,22.0,21.1,20.000000000000004,1,Thermal,1,0
213,1,22.0,21.2,20.000000000000007,1,Thermal,1,0
214,1,22.0,21.3,19.999999999999996,1,Thermal,1,0
215,1,22.0,21.4,20.000000000000004,1,Thermal,1,0
216,1,22.0,21.5,20.0,1,Thermal,1,0
217,1,22.0,21.6,20.0,1,Thermal,1,0
218,1,22.0,21.7,20.0,1,Thermal,1,0
219,1,22.0,21.8,20.0,1,Thermal,1,0
220,1,22.0,21.9,20.0,1,Thermal,1,0
221,1,22.0,22.0,20.0,1,Thermal,1,0
222,1,23.0,22.1,20.000000000000004,1,Thermal,1,0
223,1,23.0,22.2,20.000000000000007,1,Thermal,1,0
224,1,23.0,22.3,19.999999999999996,1,Thermal,1,0
225,1,23.0,22.4,20.000000000000004,1,Thermal,1,0
226,1,23.0,22.5,20.0,1,Thermal,1,0
227,1,23.0,22.6,20.0,1,Thermal,1,0
228,1,23.0,22.7,20.0,1,Thermal,1,0
229,1,23.0,22.8,20.0,1,Thermal,1,0
230,1,23.0,22.9,20.0,1,Thermal,1,0
231,1,23.0,23.0,20.0,1,Thermal,1,0
232,1,24.0,23.1,19.664000000000005,1,Thermal,1,0
233,1,24.0,23.2,18.752000000000006,1,Thermal,1,0
234,1,24.0,23.3,17.407999999999998,1,Thermal,1,0
235,1,24.0,23.4,15.776000000000002,1,Thermal,1,0
236,1,24.0,23.5,14.0,1,Thermal,1,0
237,1,24.0,23.6,12.224000000000002,1,Thermal,1,0
238,1,24.0,23.7,10.592,1,Thermal,1,0
239,1,24.0,23.8,9.248000000000001,1,Thermal,1,0
240,1,24.0,23.9,8.336,1,Thermal,1,0
241,1,24.0,24.0,8.0,1,Thermal,1,0
242,2,1.0,0.0,20.0,1,Thermal,1,0
243,2,1.0,0.1,17.084,1,Thermal,1,0
244,2,1.0,0.2,15.392000000000003,1,Thermal,1,0
245,2,1.0,0.3,14.707999999999998,1,Thermal,1,0
246,2,1.0,0.4,14.816000000000003,1,Thermal,1,0
247,2,1.0,0.5,15.5,1,Thermal,1,0
248,2,1.0,0.6,16.544,1,Thermal,1,0
249,2,1.0,0.7,17.732,1,Thermal,1,0
250,2,1.0,0.8,18.848,1,Thermal,1,0
251,2,1.0,0.9,19.676000000000002,1,Thermal,1,0
252,2,1.0,1.0,20.0,1,Thermal,1,0
253,2,2.0,1.1,20.000000000000004,1,Thermal,1,0
254,2,2.0,1.2,20.000000000000007,1,Thermal,1,0
255,2,2.0,1.3,19.999999999999996,1,Thermal,1,0
256,2,2.0,1.4,20.000000000000004,1,Thermal,1,0
257,2,2.0,1.5,20.0,1,Thermal,1,0
258,2,2.0,1.6,20.0,1,Thermal,1,0
259,2,2.0,1.7,20.0,1,Thermal,1,0
260,2,2.0,1.8,20.0,1,Thermal,1,0
261,2,2.0,1.9,20.0,1,Thermal,1,0
262,2,2.0,2.0,20.0,1,Thermal,1,0
263,2,3.0,2.1,20.000000000000004,1,Thermal,1,0
264,2,3.0,2.2,20.000000000000007,1,Thermal,1,0
265,2,3.0,2.3,19.999999999999996,1,Thermal,1,0
266,2,3.0,2.4,20.000000000000004,1,Thermal,1,0
267,2,3.0,2.5,20.0,1,Thermal,1,0
268,2,3.0,2.6,20.0,1,Thermal,1,0
269,2,3.0,2.7,20.0,1,Thermal,1,0
270,2,3.0,2.8,20.0,1,Thermal,1,0
271,2,3.0,2.9,20.0,1,Thermal,1,0
272,2,3.0,3.0,20.0,1,Thermal,1,0
273,2,4.0,3.1,20.000000000000004,1,Thermal,1,0
274,2,4.0,3.2,20.000000000000007,1,Thermal,1,0
275,2,4.0,3.3,19.999999999999996,1,Thermal,1,0
276,2,4.0,3.4,20.000000000000004,1,Thermal,1,0
277,2,4.0,3.5,20.0,1,Thermal,1,0
278,2,4.0,3.6,20.0,1,Thermal,1,0
279,2,4.0,3.7,20.0,1,Thermal,1,0
280,2,4.0,3.8,20.0,1,Thermal,1,0
281,2,4.0,3.9,20.0,1,Thermal,1,0
282,2,4.0,4.0,20.0,1,Thermal,1,0
283,2,5.0,4.1,20.000000000000004,1,Thermal,1,0
284,2,5.0,4.2,20.000000000000007,1,Thermal,1,0
285,2,5.0,4.3,19.999999999999996,1,Thermal,1,0
286,2,5.0,4.4,20.000000000000004,1,Thermal,1,0
287,2,5.0,4.5,20.0,1,Thermal,1,0
288,2,5.0,4.6,20.0,1,Thermal,1,0
289,2,5.0,4.7,20.0,1,Thermal,1,0
290,2,5.0,4.8,20.0,1,Thermal,1,0
291,2,5.0,4.9,20.0,1,Thermal,1,0
292,2,5.0,5.0,20.0,1,Thermal,1,0
293,2,6.0,5.1,20.000000000000004,1,Thermal,1,0
294,2,6.0,5.2,20.000000000000007,1,Thermal,1,0
295,2,6.0,5.3,19.999999999999996,1,Thermal,1,0
296,2,6.0,5.4,20.000000000000004,1,Thermal,1,0
297,2,6.0,5.5,20.0,1,Thermal,1,0
298,2,6.0,5.6,20.0,1,Thermal,1,0
299,2,6.0,5.7,20.0,1,Thermal,1,0
300,2,6.0,5.8,20.0,1,Thermal,1,0
301,2,6.0,5.9,20.0,1,Thermal,1,0
302,2,6.0,6.0,20.0,1,Thermal,1,0
303,2,7.0,6.1,20.000000000000004,1,Thermal,1,0
304,2,7.0,6.2,20.000000000000007,1,Thermal,1,0
305,2,7.0,6.3,19.999999999999996,1,Thermal,1,0
306,2,7.0,6.4,20.000000000000004,1,Thermal,1,0
307,2,7.0,6.5,20.0,1,Thermal,1,0
308,2,7.0,6.6,20.0,1,Thermal,1,0
309,2,7.0,6.7,20.0,1,Thermal,1,0
310,2,7.0,6.8,20.0,1,Thermal,1,0
311,2,7.0,6.9,20.0,1,Thermal,1,0
312,2,7.0,7.0,20.0,1,Thermal,1,0
313,2,8.0,7.1,20.000000000000004,1,Thermal,1,0
314,2,8.0,7.2,20.000000000000007,1,Thermal,1,0
315,2,8.0,7.3,19.999999999999996,1,Thermal,1,0
316,2,8.0,7.4,20.000000000000004,1,Thermal,1,0
317,2,8.0,7.5,20.0,1,Thermal,1,0
318,2,8.0,7.6,20.0,1,Thermal,1,0
319,2,8.0,7.7,20.0,1,Thermal,1,0
320,2,8.0,7.8,20.0,1,Thermal,1,0
321,2,8.0,7.9,20.0,1,Thermal,1,0
322,2,8.0,8.0,20.0,1,Thermal,1,0
323,2,9.0,8.1,20.000000000000004,1,Thermal,1,0
324,2,9.0,8.2,20.000000000000007,1,Thermal,1,0
325,2,9.0,8.3,19.999999999999996,1,Thermal,1,0
326,2,9.0,8.4,20.000000000000004,1,Thermal,1,0
327,2,9.0,8.5,20.0,1,Thermal,1,0
328,2,9.0,8.6,20.0,1,Thermal,1,0
329,2,9.0,8.7,20.0,1,Thermal,1,0
330,2,9.0,8.8,20.0,1,Thermal,1,0
331,2,9.0,8.9,20.0,1,Thermal,1,0
332,2,9.0,9.0,20.0,1,Thermal,1,0
333,2,10.0,9.1,20.000000000000004,1,Thermal,1,0
334,2,10.0,9.2,20.000000000000007,1,Thermal,1,0
335,2,10.0,9.3,19.999999999999996,1,Thermal,1,0
336,2,10.0,9.4,20.000000000000004,1,Thermal,1,0
337,2,10.0,9.5,20.0,1,Thermal,1,0
338,2,10.0,9.6,20.0,1,Thermal,1,0
339,2,10.0,9.7,20.0,1,Thermal,1,0
340,2,10.0,9.8,20.0,1,Thermal,1,0
341,2,10.0,9.9,20.0,1,Thermal,1,0
342,2,10.0,10.0,20.0,1,Thermal,1,0
343,2,11.0,10.1,20.000000000000004,1,Thermal,1,0
344,2,11.0,10.2,20.000000000000007,1,Thermal,1,0
345,2,11.0,10.3,19.999999999999996,1,Thermal,1,0
346,2,11.0,10.4,20.000000000000004,1,Thermal,1,0
347,2,11.0,10.5,20.0,1,Thermal,1,0
348,2,11.0,10.6,20.0,1,Thermal,1,0
349,2,11.0,10.7,20.0,1,Thermal,1,0
350,2,11.0,10.8,20.0,1,Thermal,1,0
351,2,11.0,10.9,20.0,1,Thermal,1,0
352,2,11.0,11.0,20.0,1,Thermal,1,0
353,2,12.0,11.1,20.000000000000004,1,Thermal,1,0
354,2,12.0,11.2,20.000000000000007,1,Thermal,1,0
355,2,12.0,11.3,19.999999999999996,1,Thermal,1,0
356,2,12.0,11.4,20.000000000000004,1,Thermal,1,0
357,2,12.0,11.5,20.0,1,Thermal,1,0
358,2,12.0,11.6,20.0,1,Thermal,1,0
359,2,12.0,11.7,20.0,1,Thermal,1,0
360,2,12.0,11.8,20.0,1,Thermal,1,0
361,2,12.0,11.9,20.0,1,Thermal,1,0
362,2,12.0,12.0,20.0,1,Thermal,1,0
363,2,13.0,12.1,20.000000000000004,1,Thermal,1,0
364,2,13.0,12.2,20.000000000000007,1,Thermal,1,0
365,2,13.0,12.3,19.999999999999996,1,Thermal,1,0
366,2,13.0,12.4,20.000000000000004,1,Thermal,1,0
367,2,13.0,12.5,20.0,1,Thermal,1,0
368,2,13.0,12.6,20.0,1,Thermal,1,0
369,2,13.0,12.7,20.0,1,Thermal,1,0
370,2,13.0,12.8,20.0,1,Thermal,1,0
371,2,13.0,12.9,20.0,1,Thermal,1,0
372,2,13.0,13.0,20.0,1,Thermal,1,0
373,2,14.0,13.1,20.000000000000004,1,Thermal,1,0
374,2,14.0,13.2,20.000000000000007,1,Thermal,1,0
375,2,14.0,13.3,19.999999999999996,1,Thermal,1,0
376,2,14.0,13.4,20.000000000000004,1,Thermal,1,0
377,2,14.0,13.5,20.0,1,Thermal,1,0
378,2,14.0,13.6,20.0,1,Thermal,1,0
379,2,14.0,13.7,20.0,1,Thermal,1,0
380,2,14.0,13.8,20.0,1,Thermal,1,0
381,2,14.0,13.9,20.0,1,Thermal,1,0
382,2,14.0,14.0,20.0,1,Thermal,1,0
383,2,15.0,14.1,20.000000000000004,1,Thermal,1,0
384,2,15.0,14.2,20.000000000000007,1,Thermal,1,0
385,2,15.0,14.3,19.999999999999996,1,Thermal,1,0
386,2,15.0,14.4,20.000000000000004,1,Thermal,1,0
387,2,15.0,14.5,20.0,1,Thermal,1,0
388,2,15.0,14.6,20.0,1,Thermal,1,0
389,2,15.0,14.7,20.0,1,Thermal,1,0
390,2,15.0,14.8,20.0,1,Thermal,1,0
391,2,15.0,14.9,20.0,1,Thermal,1,0
392,2,15.0,15.0,20.0,1,Thermal,1,0
393,2,16.0,15.1,20.000000000000004,1,Thermal,1,0
394,2,16.0,15.2,20.000000000000007,1,Thermal,1,0
395,2,16.0,15.3,19.999999999999996,1,Thermal,1,0
396,2,16.0,15.4,20.000000000000004,1,Thermal,1,0
397,2,16.0,15.5,20.0,1,Thermal,1,0
398,2,16.0,15.6,20.0,1,Thermal,1,0
399,2,16.0,15.7,20.0,1,Thermal,1,0
400,2,16.0,15.8,20.0,1,Thermal,1,0
401,2,16.0,15.9,20.0,1,Thermal,1,0
402,2,16.0,16.0,20.0,1,Thermal,1,0
403,2,17.0,16.1,20.000000000000004,1,Thermal,1,0
404,2,17.0,16.2,20.000000000000007,1,Thermal,1,0
405,2,17.0,16.3,19.999999999999996,1,Thermal,1,0
406,2,17.0,16.4,20.000000000000004,1,Thermal,1,0
407,2,17.0,16.5,20.0,1,Thermal,1,0
408,2,17.0,16.6,20.0,1,Thermal,1,0
409,2,17.0,16.7,20.0,1,Thermal,1,0
410,2,17.0,16.8,20.0,1,Thermal,1,0
411,2,17.0,16.9,20.0,1,Thermal,1,0
412,2,17.0,17.0,20.0,1,Thermal,1,0
413,2,18.0,17.1,20.000000000000004,1,Thermal,1,0
414,2,18.0,17.2,20.000000000000007,1,Thermal,1,0
415,2,18.0,17.3,19.999999999999996,1,Thermal,1,0
416,2,18.0,17.4,20.000000000000004,1,Thermal,1,0
417,2,18.0,17.5,20.0,1,Thermal,1,0
418,2,18.0,17.6,20.0,1,Thermal,1,0
419,2,18.0,17.7,20.0,1,Thermal,1,0
420,2,18.0,17.8,20.0,1,Thermal,1,0
421,2,18.0,17.9,20.0,1,Thermal,1,0
422,2,18.0,18.0,20.0,1,Thermal,1,0
423,2,19.0,18.1,20.000000000000004,1,Thermal,1,0
424,2,19.0,18.2,20.000000000000007,1,Thermal,1,0
425,2,19.0,18.3,19.999999999999996,1,Thermal,1,0
426,2,19.0,18.4,20.000000000000004,1,Thermal,1,0
427,2,19.0,18.5,20.0,1,Thermal,1,0
428,2,19.0,18.6,20.0,1,Thermal,1,0
429,2,19.0,18.7,20.0,1,Thermal,1,0
430,2,19.0,18.8,20.0,1,Thermal,1,0
431,2,19.0,18.9,20.0,1,Thermal,1,0
432,2,19.0,19.0,20.0,1,Thermal,1,0
433,2,20.0,19.1,20.000000000000004,1,Thermal,1,0
434,2,20.0,19.2,20.000000000000007,1,Thermal,1,0
435,2,20.0,19.3,19.999999999999996,1,Thermal,1,0
436,2,20.0,19.4,20.000000000000004,1,Thermal,1,0
437,2,20.0,19.5,20.0,1,Thermal,1,0
438,2,20.0,19.6,20.0,1,Thermal,1,0
439,2,20.0,19.7,20.0,1,Thermal,1,0
440,2,20.0,19.8,20.0,1,Thermal,1,0
441,2,20.0,19.9,20.0,1,Thermal,1,0
442,2,20.0,20.0,20.0,1,Thermal,1,0
443,2,21.0,20.1,20.000000000000004,1,Thermal,1,0
444,2,21.0,20.2,20.000000000000007,1,Thermal,1,0
445,2,21.0,20.3,19.999999999999996,1,Thermal,1,0
446,2,21.0,20.4,20.000000000000004,1,Thermal,1,0
447,2,21.0,20.5,20.0,1,Thermal,1,0
448,2,21.0,20.6,20.0,1,Thermal,1,0
449,2,21.0,20.7,20.0,1,Thermal,1,0
450,2,21.0,20.8,20.0,1,Thermal,1,0
451,2,21.0,20.9,20.0,1,Thermal,1,0
452,2,21.0,21.0,20.0,1,Thermal,1,0
453,2,22.0,21.1,20.000000000000004,1,Thermal,1,0
454,2,22.0,21.2,20.000000000000007,1,Thermal,1,0
455,2,22.0,21.3,19.999999999999996,1,Thermal,1,0
456,2,22.0,21.4,20.000000000000004,1,Thermal,1,0
457,2,22.0,21.5,20.0,1,Thermal,1,0
458,2,22.0,21.6,20.0,1,Thermal,1,0
459,2,22.0,21.7,20.0,1,Thermal,1,0
460,2,22.0,21.8,20.0,1,Thermal,1,0
461,2,22.0,21.9,20.0,1,Thermal,1,0
462,2,22.0,22.0,20.0,1,Thermal,1,0
463,2,23.0,22.1,20.000000000000004,1,Thermal,1,0
464,2,23.0,22.2,20.000000000000007,1,Thermal,1,0
465,2,23.0,22.3,19.999999999999996,1,Thermal,1,0
466,2,23.0,22.4,20.000000000000004,1,Thermal,1,0
467,2,23.0,22.5,20.0,1,Thermal,1,0
468,2,23.0,22.6,20.0,1,Thermal,1,0
469,2,23.0,22.7,20.0,1,Thermal,1,0
470,2,23.0,22.8,20.0,1,Thermal,1,0
471,2,23.0,22.9,20.0,1,Thermal,1,0
472,2,23.0,23.0,20.0,1,Thermal,1,0
473,2,24.0,23.1,19.664000000000005,1,Thermal,1,0
474,2,24.0,23.2,18.752000000000006,1,Thermal,1,0
475,2,24.0,23.3,17.407999999999998,1,Thermal,1,0
476,2,24.0,23.4,15.776000000000002,1,Thermal,1,0
477,2,24.0,23.5,14.0,1,Thermal,1,0
478,2,24.0,23.6,12.224000000000002,1,Thermal,1,0
479,2,24.0,23.7,10.592,1,Thermal,1,0
480,2,24.0,23.8,9.248000000000001,1,Thermal,1,0
481,2,24.0,23.9,8.336,1,Thermal,1,0
482,2,24.0,24.0,8.0,1,Thermal,1,0
483,3,1.0,0.0,76.0,1,Thermal,1,0
484,3,1.0,0.1,64.822,1,Thermal,1,0
485,3,1.0,0.2,58.336000000000006,1,Thermal,1,0
