id,areas_fk,plant_id,timestep,b,scenario,area,fuel_type,production,up_activation,down_activation
3712,7,157,7,2,1,2,Wind,61.28,0.0,0.0
3713,7,157,7,2,2,2,Wind,56.94,0.0,0.0
3714,7,157,7,2,3,2,Wind,63.1,0.0,0.0
3715,7,157,7,3,1,2,Wind,61.35,0.0,0.0
3716,7,157,7,3,2,2,Wind,56.87,0.0,0.0
3717,7,157,7,3,3,2,Wind,63.14,0.0,0.0
3718,7,157,7,4,1,2,Wind,61.26,0.0,0.0
3719,7,157,7,4,2,2,Wind,56.9,0.0,0.0
3720,7,157,7,4,3,2,Wind,63.06,0.0,0.0
3721,7,49900,7,0,1,3,Hydro,0.0,0.0,0.0
3722,7,49900,7,0,2,3,Hydro,0.0,0.0,0.0
3723,7,49900,7,0,3,3,Hydro,0.0,0.0,0.0
3724,7,49900,7,1,1,3,Hydro,0.0,0.0,0.0
3725,7,49900,7,1,2,3,Hydro,0.0,0.0,0.0
3726,7,49900,7,1,3,3,Hydro,0.0,0.0,0.0
3727,7,49900,7,2,1,3,Hydro,0.0,0.0,0.0
3728,7,49900,7,2,2,3,Hydro,0.0,0.0,0.0
3729,7,49900,7,2,3,3,Hydro,0.0,0.0,0.0
3730,7,49900,7,3,1,3,Hydro,0.0,0.0,0.0
3731,7,49900,7,3,2,3,Hydro,0.0,0.0,0.0
3732,7,49900,7,3,3,3,Hydro,0.0,0.0,0.0
3733,7,49900,7,4,1,3,Hydro,0.0,0.0,0.0
3734,7,49900,7,4,2,3,Hydro,0.0,0.0,0.0
3735,7,49900,7,4,3,3,Hydro,0.0,0.0,0.0
3736,7,49901,7,0,1,3,Hydro,5.84,5.84,0.0
3737,7,49901,7,0,2,3,Hydro,0.0,0.0,0.0
3738,7,49901,7,0,3,3,Hydro,5.84,5.84,0.0
3739,7,49901,7,1,1,3,Hydro,11.69,11.69,0.0
3740,7,49901,7,1,2,3,Hydro,0.0,0.0,0.0
3741,7,49901,7,1,3,3,Hydro,11.69,11.69,0.0
3742,7,49901,7,2,1,3,Hydro,11.69,11.69,0.0
3743,7,49901,7,2,2,3,Hydro,0.0,0.0,0.0
3744,7,49901,7,2,3,3,Hydro,11.69,11.69,0.0
3745,7,49901,7,3,1,3,Hydro,11.69,11.69,0.0
3746,7,49901,7,3,2,3,Hydro,0.0,0.0,0.0
3747,7,49901,7,3,3,3,Hydro,11.69,11.69,0.0
3748,7,49901,7,4,1,3,Hydro,11.69,11.69,0.0
3749,7,49901,7,4,2,3,Hydro,0.0,0.0,0.0
3750,7,49901,7,4,3,3,Hydro,11.69,11.69,0.0
3751,7,49902,7,0,1,3,Hydro,5.85,4.61,0.0
3752,7,49902,7,0,2,3,Hydro,0.0,0.0,1.23
3753,7,49902,7,0,3,3,Hydro,8.56,7.33,0.0
3754,7,49902,7,1,1,3,Hydro,14.99,14.65,0.0
3755,7,49902,7,1,2,3,Hydro,0.0,0.0,0.34
3756,7,49902,7,1,3,3,Hydro,14.99,14.65,0.0
3757,7,49902,7,2,1,3,Hydro,14.81,14.0,0.0
3758,7,49902,7,2,2,3,Hydro,0.0,0.0,0.81
3759,7,49902,7,2,3,3,Hydro,14.81,14.0,0.0
3760,7,49902,7,3,1,3,Hydro,14.12,13.2,0.0
3761,7,49902,7,3,2,3,Hydro,0.0,0.0,0.92
3762,7,49902,7,3,3,3,Hydro,14.12,13.2,0.0
3763,7,49902,7,4,1,3,Hydro,14.1,13.64,0.0
3764,7,49902,7,4,2,3,Hydro,0.0,0.0,0.46
3765,7,49902,7,4,3,3,Hydro,11.39,10.93,0.0
3766,7,49903,7,0,1,3,Hydro,1.26,0.0,0.02
3767,7,49903,7,0,2,3,Hydro,0.0,0.0,1.27
3768,7,49903,7,0,3,3,Hydro,1.27,0.0,0.0
3769,7,49903,7,1,1,3,Hydro,2.55,0.0,0.0
3770,7,49903,7,1,2,3,Hydro,0.0,0.0,2.55
3771,7,49903,7,1,3,3,Hydro,2.55,0.0,0.0
3772,7,49903,7,2,1,3,Hydro,1.0,0.0,0.0
3773,7,49903,7,2,2,3,Hydro,0.0,0.0,1.0
3774,7,49903,7,2,3,3,Hydro,1.0,0.0,0.0
3775,7,49903,7,3,1,3,Hydro,2.56,0.0,0.0
3776,7,49903,7,3,2,3,Hydro,0.0,0.0,2.56
3777,7,49903,7,3,3,3,Hydro,2.55,0.0,0.02
3778,7,49903,7,4,1,3,Hydro,1.28,0.0,0.0
3779,7,49903,7,4,2,3,Hydro,0.0,0.0,1.28
3780,7,49903,7,4,3,3,Hydro,1.28,0.0,0.0
3781,7,49904,7,0,1,3,Hydro,0.0,0.0,0.0
3782,7,49904,7,0,2,3,Hydro,0.0,0.0,0.0
3783,7,49904,7,0,3,3,Hydro,0.0,0.0,0.0
3784,7,49904,7,1,1,3,Hydro,0.0,0.0,0.0
3785,7,49904,7,1,2,3,Hydro,0.0,0.0,0.0
3786,7,49904,7,1,3,3,Hydro,0.0,0.0,0.0
3787,7,49904,7,2,1,3,Hydro,0.0,0.0,0.0
3788,7,49904,7,2,2,3,Hydro,0.0,0.0,0.0
3789,7,49904,7,2,3,3,Hydro,0.0,0.0,0.0
3790,7,49904,7,3,1,3,Hydro,0.0,0.0,0.0
3791,7,49904,7,3,2,3,Hydro,0.0,0.0,0.0
3792,7,49904,7,3,3,3,Hydro,0.0,0.0,0.0
3793,7,49904,7,4,1,3,Hydro,0.0,0.0,0.0
3794,7,49904,7,4,2,3,Hydro,0.0,0.0,0.0
3795,7,49904,7,4,3,3,Hydro,0.0,0.0,0.0
3796,7,49905,7,0,1,3,Hydro,1.99,1.99,0.0
3797,7,49905,7,0,2,3,Hydro,0.0,0.0,0.0
3798,7,49905,7,0,3,3,Hydro,1.99,1.99,0.0
3799,7,49905,7,1,1,3,Hydro,3.97,3.97,0.0
3800,7,49905,7,1,2,3,Hydro,0.0,0.0,0.0
3801,7,49905,7,1,3,3,Hydro,3.97,3.97,0.0
3802,7,49905,7,2,1,3,Hydro,1.59,1.59,0.0
3803,7,49905,7,2,2,3,Hydro,0.0,0.0,0.0
3804,7,49905,7,2,3,3,Hydro,1.59,1.59,0.0
3805,7,49905,7,3,1,3,Hydro,3.99,3.99,0.0
3806,7,49905,7,3,2,3,Hydro,0.0,0.0,0.0
3807,7,49905,7,3,3,3,Hydro,3.99,3.99,0.0
3808,7,49905,7,4,1,3,Hydro,1.99,1.99,0.0
3809,7,49905,7,4,2,3,Hydro,0.0,0.0,0.0
3810,7,49905,7,4,3,3,Hydro,1.99,1.99,0.0
3811,7,49906,7,0,1,3,Hydro,108.61,0.0,15.36
3812,7,49906,7,0,2,3,Hydro,0.0,0.0,123.97
3813,7,49906,7,0,3,3,Hydro,29.71,0.0,94.26
3814,7,49906,7,1,1,3,Hydro,79.43,0.0,44.54
3815,7,49906,7,1,2,3,Hydro,0.0,0.0,123.97
3816,7,49906,7,1,3,3,Hydro,23.17,0.0,100.8
3817,7,49906,7,2,1,3,Hydro,123.97,0.0,0.0
3818,7,49906,7,2,2,3,Hydro,0.0,0.0,123.97
3819,7,49906,7,2,3,3,Hydro,95.92,0.0,28.05
3820,7,49906,7,3,1,3,Hydro,123.97,0.0,0.0
3821,7,49906,7,3,2,3,Hydro,0.0,0.0,123.97
3822,7,49906,7,3,3,3,Hydro,47.53,0.0,76.44
3823,7,49906,7,4,1,3,Hydro,123.97,0.0,0.0
3824,7,49906,7,4,2,3,Hydro,0.0,0.0,123.97
3825,7,49906,7,4,3,3,Hydro,65.88,0.0,58.09
3826,7,49907,7,0,1,3,Hydro,0.0,0.0,0.0
3827,7,49907,7,0,2,3,Hydro,0.0,0.0,0.0
3828,7,49907,7,0,3,3,Hydro,0.0,0.0,0.0
3829,7,49907,7,1,1,3,Hydro,0.0,0.0,0.0
3830,7,49907,7,1,2,3,Hydro,0.0,0.0,0.0
3831,7,49907,7,1,3,3,Hydro,0.0,0.0,0.0
3832,7,49907,7,2,1,3,Hydro,0.0,0.0,0.0
3833,7,49907,7,2,2,3,Hydro,0.0,0.0,0.0
3834,7,49907,7,2,3,3,Hydro,0.0,0.0,0.0
3835,7,49907,7,3,1,3,Hydro,0.0,0.0,0.0
3836,7,49907,7,3,2,3,Hydro,0.0,0.0,0.0
3837,7,49907,7,3,3,3,Hydro,0.0,0.0,0.0
3838,7,49907,7,4,1,3,Hydro,0.0,0.0,0.0
3839,7,49907,7,4,2,3,Hydro,0.0,0.0,0.0
3840,7,49907,7,4,3,3,Hydro,0.0,0.0,0.0
3841,7,49908,7,0,1,3,Hydro,0.0,0.0,0.0
3842,7,49908,7,0,2,3,Hydro,0.0,0.0,0.0
3843,7,49908,7,0,3,3,Hydro,0.0,0.0,0.0
3844,7,49908,7,1,1,3,Hydro,0.0,0.0,0.0
3845,7,49908,7,1,2,3,Hydro,0.0,0.0,0.0
3846,7,49908,7,1,3,3,Hydro,0.0,0.0,0.0
3847,7,49908,7,2,1,3,Hydro,0.0,0.0,0.0
3848,7,49908,7,2,2,3,Hydro,0.0,0.0,0.0
3849,7,49908,7,2,3,3,Hydro,0.0,0.0,0.0
3850,7,49908,7,3,1,3,Hydro,0.0,0.0,0.0
3851,7,49908,7,3,2,3,Hydro,0.0,0.0,0.0
3852,7,49908,7,3,3,3,Hydro,0.0,0.0,0.0
3853,7,49908,7,4,1,3,Hydro,0.0,0.0,0.0
3854,7,49908,7,4,2,3,Hydro,0.0,0.0,0.0
3855,7,49908,7,4,3,3,Hydro,0.0,0.0,0.0
3856,7,49911,7,0,1,3,Hydro,0.0,0.0,0.0
3857,7,49911,7,0,2,3,Hydro,0.0,0.0,0.0
3858,7,49911,7,0,3,3,Hydro,0.0,0.0,0.0
3859,7,49911,7,1,1,3,Hydro,0.0,0.0,0.0
3860,7,49911,7,1,2,3,Hydro,0.0,0.0,0.0
3861,7,49911,7,1,3,3,Hydro,0.0,0.0,0.0
3862,7,49911,7,2,1,3,Hydro,0.0,0.0,0.0
3863,7,49911,7,2,2,3,Hydro,0.0,0.0,0.0
3864,7,49911,7,2,3,3,Hydro,0.0,0.0,0.0
3865,7,49911,7,3,1,3,Hydro,0.0,0.0,0.0
3866,7,49911,7,3,2,3,Hydro,0.0,0.0,0.0
3867,7,49911,7,3,3,3,Hydro,0.0,0.0,0.0
3868,7,49911,7,4,1,3,Hydro,0.0,0.0,0.0
3869,7,49911,7,4,2,3,Hydro,0.0,0.0,0.0
3870,7,49911,7,4,3,3,Hydro,0.0,0.0,0.0
3871,7,49912,7,0,1,3,Hydro,0.0,0.0,0.0
3872,7,49912,7,0,2,3,Hydro,0.0,0.0,0.0
3873,7,49912,7,0,3,3,Hydro,0.0,0.0,0.0
3874,7,49912,7,1,1,3,Hydro,0.0,0.0,0.0
3875,7,49912,7,1,2,3,Hydro,0.0,0.0,0.0
3876,7,49912,7,1,3,3,Hydro,0.0,0.0,0.0
3877,7,49912,7,2,1,3,Hydro,0.0,0.0,0.0
3878,7,49912,7,2,2,3,Hydro,0.0,0.0,0.0
3879,7,49912,7,2,3,3,Hydro,0.0,0.0,0.0
3880,7,49912,7,3,1,3,Hydro,0.0,0.0,0.0
3881,7,49912,7,3,2,3,Hydro,0.0,0.0,0.0
3882,7,49912,7,3,3,3,Hydro,0.0,0.0,0.0
3883,7,49912,7,4,1,3,Hydro,0.0,0.0,0.0
3884,7,49912,7,4,2,3,Hydro,0.0,0.0,0.0
3885,7,49912,7,4,3,3,Hydro,0.0,0.0,0.0
3886,7,49913,7,0,1,3,Hydro,0.0,0.0,0.0
3887,7,49913,7,0,2,3,Hydro,0.0,0.0,0.0
3888,7,49913,7,0,3,3,Hydro,0.0,0.0,0.0
3889,7,49913,7,1,1,3,Hydro,0.0,0.0,0.0
3890,7,49913,7,1,2,3,Hydro,0.0,0.0,0.0
3891,7,49913,7,1,3,3,Hydro,0.0,0.0,0.0
3892,7,49913,7,2,1,3,Hydro,0.0,0.0,0.0
3893,7,49913,7,2,2,3,Hydro,0.0,0.0,0.0
3894,7,49913,7,2,3,3,Hydro,0.0,0.0,0.0
3895,7,49913,7,3,1,3,Hydro,0.0,0.0,0.0
3896,7,49913,7,3,2,3,Hydro,0.0,0.0,0.0
3897,7,49913,7,3,3,3,Hydro,0.0,0.0,0.0
3898,7,49913,7,4,1,3,Hydro,0.0,0.0,0.0
3899,7,49913,7,4,2,3,Hydro,0.0,0.0,0.0
3900,7,49913,7,4,3,3,Hydro,0.0,0.0,0.0
3901,7,49914,7,0,1,3,Hydro,0.0,0.0,0.0
3902,7,49914,7,0,2,3,Hydro,0.0,0.0,0.0
3903,7,49914,7,0,3,3,Hydro,0.0,0.0,0.0
3904,7,49914,7,1,1,3,Hydro,0.0,0.0,0.0
3905,7,49914,7,1,2,3,Hydro,0.0,0.0,0.0
3906,7,49914,7,1,3,3,Hydro,0.0,0.0,0.0
3907,7,49914,7,2,1,3,Hydro,0.0,0.0,0.0
3908,7,49914,7,2,2,3,Hydro,0.0,0.0,0.0
3909,7,49914,7,2,3,3,Hydro,0.0,0.0,0.0
3910,7,49914,7,3,1,3,Hydro,0.0,0.0,0.0
3911,7,49914,7,3,2,3,Hydro,0.0,0.0,0.0
3912,7,49914,7,3,3,3,Hydro,0.0,0.0,0.0
3913,7,49914,7,4,1,3,Hydro,0.0,0.0,0.0
3914,7,49914,7,4,2,3,Hydro,0.0,0.0,0.0
3915,7,49914,7,4,3,3,Hydro,0.0,0.0,0.0
3916,7,49915,7,0,1,3,Hydro,0.0,0.0,0.0
3917,7,49915,7,0,2,3,Hydro,0.0,0.0,0.0
3918,7,49915,7,0,3,3,Hydro,0.0,0.0,0.0
3919,7,49915,7,1,1,3,Hydro,0.0,0.0,0.0
3920,7,49915,7,1,2,3,Hydro,0.0,0.0,0.0
3921,7,49915,7,1,3,3,Hydro,0.0,0.0,0.0
3922,7,49915,7,2,1,3,Hydro,0.0,0.0,0.0
3923,7,49915,7,2,2,3,Hydro,0.0,0.0,0.0
3924,7,49915,7,2,3,3,Hydro,0.0,0.0,0.0
3925,7,49915,7,3,1,3,Hydro,0.0,0.0,0.0
3926,7,49915,7,3,2,3,Hydro,0.0,0.0,0.0
3927,7,49915,7,3,3,3,Hydro,0.0,0.0,0.0
3928,7,49915,7,4,1,3,Hydro,0.0,0.0,0.0
3929,7,49915,7,4,2,3,Hydro,0.0,0.0,0.0
3930,7,49915,7,4,3,3,Hydro,0.0,0.0,0.0
3931,7,49920,7,0,1,3,Hydro,9.83,9.83,0.0
3932,7,49920,7,0,2,3,Hydro,0.0,0.0,0.0
3933,7,49920,7,0,3,3,Hydro,9.83,9.83,0.0
3934,7,49920,7,1,1,3,Hydro,19.66,19.66,0.0
3935,7,49920,7,1,2,3,Hydro,0.0,0.0,0.0
3936,7,49920,7,1,3,3,Hydro,0.0,0.0,0.0
3937,7,49920,7,2,1,3,Hydro,7.88,7.88,0.0
3938,7,49920,7,2,2,3,Hydro,0.0,0.0,0.0
3939,7,49920,7,2,3,3,Hydro,7.88,7.88,0.0
3940,7,49920,7,3,1,3,Hydro,19.73,19.73,0.0
3941,7,49920,7,3,2,3,Hydro,0.0,0.0,0.0
3942,7,49920,7,3,3,3,Hydro,19.73,19.73,0.0
3943,7,49920,7,4,1,3,Hydro,9.86,9.86,0.0
3944,7,49920,7,4,2,3,Hydro,0.0,0.0,0.0
3945,7,49920,7,4,3,3,Hydro,9.86,9.86,0.0
3946,7,49921,7,0,1,3,Hydro,0.0,0.0,0.0
3947,7,49921,7,0,2,3,Hydro,0.0,0.0,0.0
3948,7,49921,7,0,3,3,Hydro,0.0,0.0,0.0
3949,7,49921,7,1,1,3,Hydro,0.0,0.0,0.0
3950,7,49921,7,1,2,3,Hydro,0.0,0.0,0.0
3951,7,49921,7,1,3,3,Hydro,0.0,0.0,0.0
3952,7,49921,7,2,1,3,Hydro,0.0,0.0,0.0
3953,7,49921,7,2,2,3,Hydro,0.0,0.0,0.0
3954,7,49921,7,2,3,3,Hydro,0.0,0.0,0.0
3955,7,49921,7,3,1,3,Hydro,0.0,0.0,0.0
3956,7,49921,7,3,2,3,Hydro,0.0,0.0,0.0
3957,7,49921,7,3,3,3,Hydro,0.0,0.0,0.0
3958,7,49921,7,4,1,3,Hydro,0.0,0.0,0.0
3959,7,49921,7,4,2,3,Hydro,0.0,0.0,0.0
3960,7,49921,7,4,3,3,Hydro,0.0,0.0,0.0
3961,7,49922,7,0,1,3,Hydro,0.0,0.0,0.0
3962,7,49922,7,0,2,3,Hydro,0.0,0.0,0.0
3963,7,49922,7,0,3,3,Hydro,0.0,0.0,0.0
3964,7,49922,7,1,1,3,Hydro,0.0,0.0,0.0
3965,7,49922,7,1,2,3,Hydro,0.0,0.0,0.0
3966,7,49922,7,1,3,3,Hydro,0.0,0.0,0.0
3967,7,49922,7,2,1,3,Hydro,0.0,0.0,0.0
3968,7,49922,7,2,2,3,Hydro,0.0,0.0,0.0
3969,7,49922,7,2,3,3,Hydro,0.0,0.0,0.0
3970,7,49922,7,3,1,3,Hydro,0.0,0.0,0.0
3971,7,49922,7,3,2,3,Hydro,0.0,0.0,0.0
3972,7,49922,7,3,3,3,Hydro,0.0,0.0,0.0
3973,7,49922,7,4,1,3,Hydro,0.0,0.0,0.0
3974,7,49922,7,4,2,3,Hydro,0.0,0.0,0.0
3975,7,49922,7,4,3,3,Hydro,0.0,0.0,0.0
3976,7,49923,7,0,1,3,Hydro,0.0,0.0,0.0
3977,7,49923,7,0,2,3,Hydro,0.0,0.0,0.0
3978,7,49923,7,0,3,3,Hydro,0.0,0.0,0.0
3979,7,49923,7,1,1,3,Hydro,0.0,0.0,0.0
3980,7,49923,7,1,2,3,Hydro,0.0,0.0,0.0
3981,7,49923,7,1,3,3,Hydro,0.0,0.0,0.0
3982,7,49923,7,2,1,3,Hydro,0.0,0.0,0.0
3983,7,49923,7,2,2,3,Hydro,0.0,0.0,0.0
3984,7,49923,7,2,3,3,Hydro,0.0,0.0,0.0
3985,7,49923,7,3,1,3,Hydro,0.0,0.0,0.0
3986,7,49923,7,3,2,3,Hydro,0.0,0.0,0.0
3987,7,49923,7,3,3,3,Hydro,0.0,0.0,0.0
3988,7,49923,7,4,1,3,Hydro,0.0,0.0,0.0
3989,7,49923,7,4,2,3,Hydro,0.0,0.0,0.0
3990,7,49923,7,4,3,3,Hydro,0.0,0.0,0.0
3991,7,49924,7,0,1,3,Hydro,0.0,0.0,0.0
3992,7,49924,7,0,2,3,Hydro,0.0,0.0,0.0
3993,7,49924,7,0,3,3,Hydro,0.0,0.0,0.0
3994,7,49924,7,1,1,3,Hydro,0.0,0.0,0.0
3995,7,49924,7,1,2,3,Hydro,0.0,0.0,0.0
3996,7,49924,7,1,3,3,Hydro,0.0,0.0,0.0
3997,7,49924,7,2,1,3,Hydro,0.0,0.0,0.0
3998,7,49924,7,2,2,3,Hydro,0.0,0.0,0.0
3999,7,49924,7,2,3,3,Hydro,0.0,0.0,0.0
4000,7,49924,7,3,1,3,Hydro,0.0,0.0,0.0
4001,7,49924,7,3,2,3,Hydro,0.0,0.0,0.0
4002,7,49924,7,3,3,3,Hydro,0.0,0.0,0.0
4003,7,49924,7,4,1,3,Hydro,0.0,0.0,0.0
4004,7,49924,7,4,2,3,Hydro,0.0,0.0,0.0
4005,7,49924,7,4,3,3,Hydro,0.0,0.0,0.0
4006,7,49925,7,0,1,3,Hydro,0.0,0.0,0.0
4007,7,49925,7,0,2,3,Hydro,0.0,0.0,0.0
4008,7,49925,7,0,3,3,Hydro,0.0,0.0,0.0
4009,7,49925,7,1,1,3,Hydro,0.0,0.0,0.0
4010,7,49925,7,1,2,3,Hydro,0.0,0.0,0.0
4011,7,49925,7,1,3,3,Hydro,0.0,0.0,0.0
4012,7,49925,7,2,1,3,Hydro,0.0,0.0,0.0
4013,7,49925,7,2,2,3,Hydro,0.0,0.0,0.0
4014,7,49925,7,2,3,3,Hydro,0.0,0.0,0.0
4015,7,49925,7,3,1,3,Hydro,0.0,0.0,0.0
4016,7,49925,7,3,2,3,Hydro,0.0,0.0,0.0
4017,7,49925,7,3,3,3,Hydro,0.0,0.0,0.0
4018,7,49925,7,4,1,3,Hydro,0.0,0.0,0.0
4019,7,49925,7,4,2,3,Hydro,0.0,0.0,0.0
4020,7,49925,7,4,3,3,Hydro,0.0,0.0,0.0
4021,7,49927,7,0,1,3,Hydro,0.0,0.0,0.0
4022,7,49927,7,0,2,3,Hydro,0.0,0.0,0.0
4023,7,49927,7,0,3,3,Hydro,0.0,0.0,0.0
4024,7,49927,7,1,1,3,Hydro,0.0,0.0,0.0
4025,7,49927,7,1,2,3,Hydro,0.0,0.0,0.0
4026,7,49927,7,1,3,3,Hydro,0.0,0.0,0.0
4027,7,49927,7,2,1,3,Hydro,0.0,0.0,0.0
4028,7,49927,7,2,2,3,Hydro,0.0,0.0,0.0
4029,7,49927,7,2,3,3,Hydro,0.0,0.0,0.0
4030,7,49927,7,3,1,3,Hydro,0.0,0.0,0.0
4031,7,49927,7,3,2,3,Hydro,0.0,0.0,0.0
4032,7,49927,7,3,3,3,Hydro,0.0,0.0,0.0
4033,7,49927,7,4,1,3,Hydro,0.0,0.0,0.0
4034,7,49927,7,4,2,3,Hydro,0.0,0.0,0.0
4035,7,49927,7,4,3,3,Hydro,0.0,0.0,0.0
4036,7,49928,7,0,1,3,Hydro,0.0,0.0,0.0
4037,7,49928,7,0,2,3,Hydro,0.0,0.0,0.0
4038,7,49928,7,0,3,3,Hydro,0.0,0.0,0.0
4039,7,49928,7,1,1,3,Hydro,0.0,0.0,0.0
4040,7,49928,7,1,2,3,Hydro,0.0,0.0,0.0
4041,7,49928,7,1,3,3,Hydro,0.0,0.0,0.0
4042,7,49928,7,2,1,3,Hydro,0.0,0.0,0.0
4043,7,49928,7,2,2,3,Hydro,0.0,0.0,0.0
4044,7,49928,7,2,3,3,Hydro,0.0,0.0,0.0
4045,7,49928,7,3,1,3,Hydro,0.0,0.0,0.0
4046,7,49928,7,3,2,3,Hydro,0.0,0.0,0.0
4047,7,49928,7,3,3,3,Hydro,0.0,0.0,0.0
4048,7,49928,7,4,1,3,Hydro,0.0,0.0,0.0
4049,7,49928,7,4,2,3,Hydro,0.0,0.0,0.0
4050,7,49928,7,4,3,3,Hydro,0.0,0.0,0.0
4051,7,49929,7,0,1,3,Hydro,0.0,0.0,0.0
4052,7,49929,7,0,2,3,Hydro,0.0,0.0,0.0
4053,7,49929,7,0,3,3,Hydro,0.0,0.0,0.0
4054,7,49929,7,1,1,3,Hydro,0.0,0.0,0.0
4055,7,49929,7,1,2,3,Hydro,0.0,0.0,0.0
4056,7,49929,7,1,3,3,Hydro,0.0,0.0,0.0
4057,7,49929,7,2,1,3,Hydro,0.0,0.0,0.0
4058,7,49929,7,2,2,3,Hydro,0.0,0.0,0.0
4059,7,49929,7,2,3,3,Hydro,0.0,0.0,0.0
4060,7,49929,7,3,1,3,Hydro,0.0,0.0,0.0
4061,7,49929,7,3,2,3,Hydro,0.0,0.0,0.0
4062,7,49929,7,3,3,3,Hydro,0.0,0.0,0.0
4063,7,49929,7,4,1,3,Hydro,0.0,0.0,0.0
4064,7,49929,7,4,2,3,Hydro,0.0,0.0,0.0
4065,7,49929,7,4,3,3,Hydro,0.0,0.0,0.0
4066,7,49930,7,0,1,3,Hydro,0.0,0.0,0.0
4067,7,49930,7,0,2,3,Hydro,0.0,0.0,0.0
4068,7,49930,7,0,3,3,Hydro,0.0,0.0,0.0
4069,7,49930,7,1,1,3,Hydro,0.0,0.0,0.0
4070,7,49930,7,1,2,3,Hydro,0.0,0.0,0.0
4071,7,49930,7,1,3,3,Hydro,0.0,0.0,0.0
4072,7,49930,7,2,1,3,Hydro,0.0,0.0,0.0
4073,7,49930,7,2,2,3,Hydro,0.0,0.0,0.0
4074,7,49930,7,2,3,3,Hydro,0.0,0.0,0.0
4075,7,49930,7,3,1,3,Hydro,0.0,0.0,0.0
4076,7,49930,7,3,2,3,Hydro,0.0,0.0,0.0
4077,7,49930,7,3,3,3,Hydro,0.0,0.0,0.0
4078,7,49930,7,4,1,3,Hydro,0.0,0.0,0.0
4079,7,49930,7,4,2,3,Hydro,0.0,0.0,0.0
4080,7,49930,7,4,3,3,Hydro,0.0,0.0,0.0
4081,7,49931,7,0,1,3,Hydro,0.0,0.0,0.0
4082,7,49931,7,0,2,3,Hydro,0.0,0.0,0.0
4083,7,49931,7,0,3,3,Hydro,0.0,0.0,0.0
4084,7,49931,7,1,1,3,Hydro,0.0,0.0,0.0
4085,7,49931,7,1,2,3,Hydro,0.0,0.0,0.0
4086,7,49931,7,1,3,3,Hydro,0.0,0.0,0.0
4087,7,49931,7,2,1,3,Hydro,0.0,0.0,0.0
4088,7,49931,7,2,2,3,Hydro,0.0,0.0,0.0
4089,7,49931,7,2,3,3,Hydro,0.0,0.0,0.0
4090,7,49931,7,3,1,3,Hydro,0.0,0.0,0.0
4091,7,49931,7,3,2,3,Hydro,0.0,0.0,0.0
4092,7,49931,7,3,3,3,Hydro,0.0,0.0,0.0
4093,7,49931,7,4,1,3,Hydro,0.0,0.0,0.0
4094,7,49931,7,4,2,3,Hydro,0.0,0.0,0.0
4095,7,49931,7,4,3,3,Hydro,0.0,0.0,0.0
4096,8,1,8,0,1,1,Thermal,0.0,0.0,0.0
4097,8,1,8,0,2,1,Thermal,0.0,0.0,0.0
4098,8,1,8,0,3,1,Thermal,0.0,0.0,0.0
4099,8,1,8,1,1,1,Thermal,0.0,0.0,0.0
4100,8,1,8,1,2,1,Thermal,0.0,0.0,0.0
4101,8,1,8,1,3,1,Thermal,0.0,0.0,0.0
4102,8,1,8,2,1,1,Thermal,0.0,0.0,0.0
4103,8,1,8,2,2,1,Thermal,0.0,0.0,0.0
4104,8,1,8,2,3,1,Thermal,0.0,0.0,0.0
4105,8,1,8,3,1,1,Thermal,0.0,0.0,0.0
4106,8,1,8,3,2,1,Thermal,0.0,0.0,0.0
4107,8,1,8,3,3,1,Thermal,0.0,0.0,0.0
4108,8,1,8,4,1,1,Thermal,0.0,0.0,0.0
4109,8,1,8,4,2,1,Thermal,0.0,0.0,0.0
4110,8,1,8,4,3,1,Thermal,0.0,0.0,0.0
4111,8,2,8,0,1,1,Thermal,0.0,0.0,0.0
4112,8,2,8,0,2,1,Thermal,0.0,0.0,0.0
4113,8,2,8,0,3,1,Thermal,0.0,0.0,0.0
4114,8,2,8,1,1,1,Thermal,0.0,0.0,0.0
4115,8,2,8,1,2,1,Thermal,0.0,0.0,0.0
4116,8,2,8,1,3,1,Thermal,0.0,0.0,0.0
4117,8,2,8,2,1,1,Thermal,0.0,0.0,0.0
4118,8,2,8,2,2,1,Thermal,0.0,0.0,0.0
4119,8,2,8,2,3,1,Thermal,0.0,0.0,0.0
4120,8,2,8,3,1,1,Thermal,0.0,0.0,0.0
4121,8,2,8,3,2,1,Thermal,0.0,0.0,0.0
4122,8,2,8,3,3,1,Thermal,0.0,0.0,0.0
4123,8,2,8,4,1,1,Thermal,0.0,0.0,0.0
4124,8,2,8,4,2,1,Thermal,0.0,0.0,0.0
4125,8,2,8,4,3,1,Thermal,0.0,0.0,0.0
4126,8,3,8,0,1,1,Thermal,75.99,0.0,0.0
4127,8,3,8,0,2,1,Thermal,75.99,0.0,0.0
4128,8,3,8,0,3,1,Thermal,75.99,0.0,0.0
4129,8,3,8,1,1,1,Thermal,75.99,0.0,0.0
4130,8,3,8,1,2,1,Thermal,75.99,0.0,0.0
4131,8,3,8,1,3,1,Thermal,75.99,0.0,0.0
4132,8,3,8,2,1,1,Thermal,75.99,0.0,0.0
4133,8,3,8,2,2,1,Thermal,75.99,0.0,0.0
4134,8,3,8,2,3,1,Thermal,75.99,0.0,0.0
4135,8,3,8,3,1,1,Thermal,75.99,0.0,0.0
