id,scenario,line_id,timestep,timestep_fractional,area_from,area_to,transmission
12282,3,3,13,12.55,1,3,200.0
12283,3,3,13,12.5667,1,3,200.0
12284,3,3,13,12.5833,1,3,200.0
12285,3,3,13,12.6,1,3,200.0
12286,3,3,13,12.6167,1,3,200.0
12287,3,3,13,12.6333,1,3,200.0
12288,3,3,13,12.65,1,3,200.0
12289,3,3,13,12.6667,1,3,200.0
12290,3,3,13,12.6833,1,3,200.0
12291,3,3,13,12.7,1,3,200.0
12292,3,3,13,12.7167,1,3,200.0
12293,3,3,13,12.7333,1,3,200.0
12294,3,3,13,12.75,1,3,200.0
12295,3,3,13,12.7667,1,3,200.0
12296,3,3,13,12.7833,1,3,200.0
12297,3,3,13,12.8,1,3,200.0
12298,3,3,13,12.8167,1,3,200.0
12299,3,3,13,12.8333,1,3,200.0
12300,3,3,13,12.85,1,3,200.0
12301,3,3,13,12.8667,1,3,200.0
12302,3,3,13,12.8833,1,3,200.0
12303,3,3,13,12.9,1,3,200.0
12304,3,3,13,12.9167,1,3,200.0
12305,3,3,13,12.9333,1,3,200.0
12306,3,3,13,12.95,1,3,200.0
12307,3,3,13,12.9667,1,3,200.0
12308,3,3,13,12.9833,1,3,200.0
12309,3,3,13,13.0,1,3,200.0
12310,3,3,14,13.0167,1,3,200.0
12311,3,3,14,13.0333,1,3,200.0
12312,3,3,14,13.05,1,3,200.0
12313,3,3,14,13.0667,1,3,200.0
12314,3,3,14,13.0833,1,3,200.0
12315,3,3,14,13.1,1,3,200.0
12316,3,3,14,13.1167,1,3,200.0
12317,3,3,14,13.1333,1,3,200.0
12318,3,3,14,13.15,1,3,200.0
12319,3,3,14,13.1667,1,3,200.0
12320,3,3,14,13.1833,1,3,200.0
12321,3,3,14,13.2,1,3,200.0
12322,3,3,14,13.2167,1,3,200.0
12323,3,3,14,13.2333,1,3,200.0
12324,3,3,14,13.25,1,3,200.0
12325,3,3,14,13.2667,1,3,200.0
12326,3,3,14,13.2833,1,3,200.0
12327,3,3,14,13.3,1,3,200.0
12328,3,3,14,13.3167,1,3,200.0
12329,3,3,14,13.3333,1,3,200.0
12330,3,3,14,13.35,1,3,200.0
12331,3,3,14,13.3667,1,3,200.0
12332,3,3,14,13.3833,1,3,200.0
12333,3,3,14,13.4,1,3,200.0
12334,3,3,14,13.4167,1,3,200.0
12335,3,3,14,13.4333,1,3,200.0
12336,3,3,14,13.45,1,3,200.0
12337,3,3,14,13.4667,1,3,200.0
12338,3,3,14,13.4833,1,3,200.0
12339,3,3,14,13.5,1,3,200.0
12340,3,3,14,13.5167,1,3,200.0
12341,3,3,14,13.5333,1,3,200.0
12342,3,3,14,13.55,1,3,200.0
12343,3,3,14,13.5667,1,3,200.0
12344,3,3,14,13.5833,1,3,200.0
12345,3,3,14,13.6,1,3,200.0
12346,3,3,14,13.6167,1,3,200.0
12347,3,3,14,13.6333,1,3,200.0
12348,3,3,14,13.65,1,3,200.0
12349,3,3,14,13.6667,1,3,200.0
12350,3,3,14,13.6833,1,3,200.0
12351,3,3,14,13.7,1,3,200.0
12352,3,3,14,13.7167,1,3,200.0
12353,3,3,14,13.7333,1,3,200.0
12354,3,3,14,13.75,1,3,200.0
12355,3,3,14,13.7667,1,3,200.0
12356,3,3,14,13.7833,1,3,200.0
12357,3,3,14,13.8,1,3,200.0
12358,3,3,14,13.8167,1,3,200.0
12359,3,3,14,13.8333,1,3,200.0
12360,3,3,14,13.85,1,3,200.0
12361,3,3,14,13.8667,1,3,200.0
12362,3,3,14,13.8833,1,3,200.0
12363,3,3,14,13.9,1,3,200.0
12364,3,3,14,13.9167,1,3,200.0
12365,3,3,14,13.9333,1,3,200.0
12366,3,3,14,13.95,1,3,200.0
12367,3,3,14,13.9667,1,3,200.0
12368,3,3,14,13.9833,1,3,200.0
12369,3,3,14,14.0,1,3,200.0
12370,3,3,15,14.0167,1,3,200.0
12371,3,3,15,14.0333,1,3,200.0
12372,3,3,15,14.05,1,3,199.99
12373,3,3,15,14.0667,1,3,199.99
12374,3,3,15,14.0833,1,3,199.97
12375,3,3,15,14.1,1,3,199.95
12376,3,3,15,14.1167,1,3,199.93
12377,3,3,15,14.1333,1,3,199.89
12378,3,3,15,14.15,1,3,199.85
12379,3,3,15,14.1667,1,3,199.8
12380,3,3,15,14.1833,1,3,199.74
12381,3,3,15,14.2,1,3,199.67
12382,3,3,15,14.2167,1,3,199.58
12383,3,3,15,14.2333,1,3,199.49
12384,3,3,15,14.25,1,3,199.39
12385,3,3,15,14.2667,1,3,199.27
12386,3,3,15,14.2833,1,3,199.15
12387,3,3,15,14.3,1,3,199.01
12388,3,3,15,14.3167,1,3,198.86
12389,3,3,15,14.3333,1,3,198.71
12390,3,3,15,14.35,1,3,198.54
12391,3,3,15,14.3667,1,3,198.37
12392,3,3,15,14.3833,1,3,198.18
12393,3,3,15,14.4,1,3,197.99
12394,3,3,15,14.4167,1,3,197.79
12395,3,3,15,14.4333,1,3,197.59
12396,3,3,15,14.45,1,3,197.38
12397,3,3,15,14.4667,1,3,197.16
12398,3,3,15,14.4833,1,3,196.95
12399,3,3,15,14.5,1,3,196.73
12400,3,3,15,14.5167,1,3,196.51
12401,3,3,15,14.5333,1,3,196.3
12402,3,3,15,14.55,1,3,196.08
12403,3,3,15,14.5667,1,3,195.87
12404,3,3,15,14.5833,1,3,195.67
12405,3,3,15,14.6,1,3,195.48
12406,3,3,15,14.6167,1,3,195.3
12407,3,3,15,14.6333,1,3,195.13
12408,3,3,15,14.65,1,3,194.97
12409,3,3,15,14.6667,1,3,194.83
12410,3,3,15,14.6833,1,3,194.71
12411,3,3,15,14.7,1,3,194.61
12412,3,3,15,14.7167,1,3,194.54
12413,3,3,15,14.7333,1,3,194.5
12414,3,3,15,14.75,1,3,194.48
12415,3,3,15,14.7667,1,3,194.5
12416,3,3,15,14.7833,1,3,194.55
12417,3,3,15,14.8,1,3,194.64
12418,3,3,15,14.8167,1,3,194.77
12419,3,3,15,14.8333,1,3,194.95
12420,3,3,15,14.85,1,3,195.18
12421,3,3,15,14.8667,1,3,195.46
12422,3,3,15,14.8833,1,3,195.79
12423,3,3,15,14.9,1,3,196.18
12424,3,3,15,14.9167,1,3,196.64
12425,3,3,15,14.9333,1,3,197.16
12426,3,3,15,14.95,1,3,197.76
12427,3,3,15,14.9667,1,3,198.42
12428,3,3,15,14.9833,1,3,199.17
12429,3,3,15,15.0,1,3,200.0
12430,3,3,16,15.0167,1,3,200.0
12431,3,3,16,15.0333,1,3,200.0
12432,3,3,16,15.05,1,3,200.0
12433,3,3,16,15.0667,1,3,200.0
12434,3,3,16,15.0833,1,3,200.0
12435,3,3,16,15.1,1,3,200.0
12436,3,3,16,15.1167,1,3,200.0
12437,3,3,16,15.1333,1,3,200.0
12438,3,3,16,15.15,1,3,200.0
12439,3,3,16,15.1667,1,3,200.0
12440,3,3,16,15.1833,1,3,200.0
12441,3,3,16,15.2,1,3,200.0
12442,3,3,16,15.2167,1,3,199.99
12443,3,3,16,15.2333,1,3,199.99
12444,3,3,16,15.25,1,3,199.99
12445,3,3,16,15.2667,1,3,199.99
12446,3,3,16,15.2833,1,3,199.98
12447,3,3,16,15.3,1,3,199.98
12448,3,3,16,15.3167,1,3,199.97
12449,3,3,16,15.3333,1,3,199.97
12450,3,3,16,15.35,1,3,199.96
12451,3,3,16,15.3667,1,3,199.95
12452,3,3,16,15.3833,1,3,199.94
12453,3,3,16,15.4,1,3,199.93
12454,3,3,16,15.4167,1,3,199.92
12455,3,3,16,15.4333,1,3,199.9
12456,3,3,16,15.45,1,3,199.88
12457,3,3,16,15.4667,1,3,199.87
12458,3,3,16,15.4833,1,3,199.85
12459,3,3,16,15.5,1,3,199.82
12460,3,3,16,15.5167,1,3,199.8
12461,3,3,16,15.5333,1,3,199.77
12462,3,3,16,15.55,1,3,199.74
12463,3,3,16,15.5667,1,3,199.71
12464,3,3,16,15.5833,1,3,199.68
12465,3,3,16,15.6,1,3,199.64
12466,3,3,16,15.6167,1,3,199.59
12467,3,3,16,15.6333,1,3,199.55
12468,3,3,16,15.65,1,3,199.5
12469,3,3,16,15.6667,1,3,199.45
12470,3,3,16,15.6833,1,3,199.39
12471,3,3,16,15.7,1,3,199.33
12472,3,3,16,15.7167,1,3,199.26
12473,3,3,16,15.7333,1,3,199.19
12474,3,3,16,15.75,1,3,199.11
12475,3,3,16,15.7667,1,3,199.03
12476,3,3,16,15.7833,1,3,198.94
12477,3,3,16,15.8,1,3,198.85
12478,3,3,16,15.8167,1,3,198.75
12479,3,3,16,15.8333,1,3,198.65
12480,3,3,16,15.85,1,3,198.53
12481,3,3,16,15.8667,1,3,198.42
12482,3,3,16,15.8833,1,3,198.29
12483,3,3,16,15.9,1,3,198.16
12484,3,3,16,15.9167,1,3,198.02
12485,3,3,16,15.9333,1,3,197.87
12486,3,3,16,15.95,1,3,197.71
12487,3,3,16,15.9667,1,3,197.55
12488,3,3,16,15.9833,1,3,197.38
12489,3,3,16,16.0,1,3,197.19
12490,3,3,17,16.0167,1,3,196.72
12491,3,3,17,16.0333,1,3,196.08
12492,3,3,17,16.05,1,3,195.3
12493,3,3,17,16.0667,1,3,194.37
12494,3,3,17,16.0833,1,3,193.31
12495,3,3,17,16.1,1,3,192.12
12496,3,3,17,16.1167,1,3,190.81
12497,3,3,17,16.1333,1,3,189.38
12498,3,3,17,16.15,1,3,187.85
12499,3,3,17,16.1667,1,3,186.22
12500,3,3,17,16.1833,1,3,184.49
12501,3,3,17,16.2,1,3,182.68
12502,3,3,17,16.2167,1,3,180.78
12503,3,3,17,16.2333,1,3,178.8
12504,3,3,17,16.25,1,3,176.76
12505,3,3,17,16.2667,1,3,174.64
12506,3,3,17,16.2833,1,3,172.47
12507,3,3,17,16.3,1,3,170.25
12508,3,3,17,16.3167,1,3,167.97
12509,3,3,17,16.3333,1,3,165.65
12510,3,3,17,16.35,1,3,163.28
12511,3,3,17,16.3667,1,3,160.88
12512,3,3,17,16.3833,1,3,158.45
12513,3,3,17,16.4,1,3,156.0
12514,3,3,17,16.4167,1,3,153.51
12515,3,3,17,16.4333,1,3,151.01
12516,3,3,17,16.45,1,3,148.5
12517,3,3,17,16.4667,1,3,145.97
12518,3,3,17,16.4833,1,3,143.43
12519,3,3,17,16.5,1,3,140.89
12520,3,3,17,16.5167,1,3,138.35
12521,3,3,17,16.5333,1,3,135.8
12522,3,3,17,16.55,1,3,133.26
12523,3,3,17,16.5667,1,3,130.73
12524,3,3,17,16.5833,1,3,128.2
12525,3,3,17,16.6,1,3,125.68
12526,3,3,17,16.6167,1,3,123.18
12527,3,3,17,16.6333,1,3,120.69
12528,3,3,17,16.65,1,3,118.22
12529,3,3,17,16.6667,1,3,115.77
12530,3,3,17,16.6833,1,3,113.33
12531,3,3,17,16.7,1,3,110.92
12532,3,3,17,16.7167,1,3,108.53
12533,3,3,17,16.7333,1,3,106.16
12534,3,3,17,16.75,1,3,103.82
12535,3,3,17,16.7667,1,3,101.5
12536,3,3,17,16.7833,1,3,99.2
12537,3,3,17,16.8,1,3,96.93
12538,3,3,17,16.8167,1,3,94.69
12539,3,3,17,16.8333,1,3,92.47
12540,3,3,17,16.85,1,3,90.28
12541,3,3,17,16.8667,1,3,88.12
12542,3,3,17,16.8833,1,3,85.97
12543,3,3,17,16.9,1,3,83.86
12544,3,3,17,16.9167,1,3,81.76
12545,3,3,17,16.9333,1,3,79.69
12546,3,3,17,16.95,1,3,77.64
12547,3,3,17,16.9667,1,3,75.61
12548,3,3,17,16.9833,1,3,73.6
12549,3,3,17,17.0,1,3,71.61
12550,3,3,18,17.0167,1,3,69.6
12551,3,3,18,17.0333,1,3,67.56
12552,3,3,18,17.05,1,3,65.49
12553,3,3,18,17.0667,1,3,63.4
12554,3,3,18,17.0833,1,3,61.29
12555,3,3,18,17.1,1,3,59.17
12556,3,3,18,17.1167,1,3,57.04
12557,3,3,18,17.1333,1,3,54.91
12558,3,3,18,17.15,1,3,52.78
12559,3,3,18,17.1667,1,3,50.66
12560,3,3,18,17.1833,1,3,48.55
12561,3,3,18,17.2,1,3,46.46
12562,3,3,18,17.2167,1,3,44.38
12563,3,3,18,17.2333,1,3,42.32
12564,3,3,18,17.25,1,3,40.3
12565,3,3,18,17.2667,1,3,38.3
12566,3,3,18,17.2833,1,3,36.33
12567,3,3,18,17.3,1,3,34.4
12568,3,3,18,17.3167,1,3,32.51
12569,3,3,18,17.3333,1,3,30.66
12570,3,3,18,17.35,1,3,28.86
12571,3,3,18,17.3667,1,3,27.1
12572,3,3,18,17.3833,1,3,25.39
12573,3,3,18,17.4,1,3,23.73
12574,3,3,18,17.4167,1,3,22.12
12575,3,3,18,17.4333,1,3,20.57
12576,3,3,18,17.45,1,3,19.07
12577,3,3,18,17.4667,1,3,17.63
12578,3,3,18,17.4833,1,3,16.25
12579,3,3,18,17.5,1,3,14.93
12580,3,3,18,17.5167,1,3,13.66
12581,3,3,18,17.5333,1,3,12.46
12582,3,3,18,17.55,1,3,11.32
12583,3,3,18,17.5667,1,3,10.24
12584,3,3,18,17.5833,1,3,9.22
12585,3,3,18,17.6,1,3,8.26
12586,3,3,18,17.6167,1,3,7.36
12587,3,3,18,17.6333,1,3,6.52
12588,3,3,18,17.65,1,3,5.74
12589,3,3,18,17.6667,1,3,5.01
12590,3,3,18,17.6833,1,3,4.35
12591,3,3,18,17.7,1,3,3.74
12592,3,3,18,17.7167,1,3,3.19
12593,3,3,18,17.7333,1,3,2.69
12594,3,3,18,17.75,1,3,2.24
12595,3,3,18,17.7667,1,3,1.84
12596,3,3,18,17.7833,1,3,1.49
12597,3,3,18,17.8,1,3,1.18
12598,3,3,18,17.8167,1,3,0.92
12599,3,3,18,17.8333,1,3,0.7
12600,3,3,18,17.85,1,3,0.52
12601,3,3,18,17.8667,1,3,0.37
12602,3,3,18,17.8833,1,3,0.25
12603,3,3,18,17.9,1,3,0.16
12604,3,3,18,17.9167,1,3,0.09
12605,3,3,18,17.9333,1,3,0.05
12606,3,3,18,17.95,1,3,0.02
12607,3,3,18,17.9667,1,3,0.01
12608,3,3,18,17.9833,1,3,0.0
12609,3,3,18,18.0,1,3,0.0
12610,3,3,19,18.0167,1,3,0.0
12611,3,3,19,18.0333,1,3,0.0
12612,3,3,19,18.05,1,3,0.0
12613,3,3,19,18.0667,1,3,0.0
12614,3,3,19,18.0833,1,3,0.0
12615,3,3,19,18.1,1,3,0.0
12616,3,3,19,18.1167,1,3,0.0
12617,3,3,19,18.1333,1,3,0.0
12618,3,3,19,18.15,1,3,0.0
12619,3,3,19,18.1667,1,3,0.0
12620,3,3,19,18.1833,1,3,0.0
12621,3,3,19,18.2,1,3,0.0
12622,3,3,19,18.2167,1,3,0.0
12623,3,3,19,18.2333,1,3,0.0
12624,3,3,19,18.25,1,3,0.0
12625,3,3,19,18.2667,1,3,0.0
12626,3,3,19,18.2833,1,3,0.0
12627,3,3,19,18.3,1,3,0.0
12628,3,3,19,18.3167,1,3,0.0
12629,3,3,19,18.3333,1,3,0.0
12630,3,3,19,18.35,1,3,0.0
12631,3,3,19,18.3667,1,3,0.0
12632,3,3,19,18.3833,1,3,0.0
12633,3,3,19,18.4,1,3,0.0
12634,3,3,19,18.4167,1,3,0.0
12635,3,3,19,18.4333,1,3,0.0
12636,3,3,19,18.45,1,3,0.0
12637,3,3,19,18.4667,1,3,0.0
12638,3,3,19,18.4833,1,3,0.0
12639,3,3,19,18.5,1,3,0.0
12640,3,3,19,18.5167,1,3,0.0
12641,3,3,19,18.5333,1,3,0.0
12642,3,3,19,18.55,1,3,0.0
12643,3,3,19,18.5667,1,3,0.0
12644,3,3,19,18.5833,1,3,0.0
12645,3,3,19,18.6,1,3,0.0
12646,3,3,19,18.6167,1,3,0.0
12647,3,3,19,18.6333,1,3,0.0
12648,3,3,19,18.65,1,3,0.0
12649,3,3,19,18.6667,1,3,0.0
12650,3,3,19,18.6833,1,3,0.0
12651,3,3,19,18.7,1,3,0.0
12652,3,3,19,18.7167,1,3,0.0
12653,3,3,19,18.7333,1,3,0.0
12654,3,3,19,18.75,1,3,0.0
12655,3,3,19,18.7667,1,3,0.0
12656,3,3,19,18.7833,1,3,0.0
12657,3,3,19,18.8,1,3,0.0
12658,3,3,19,18.8167,1,3,0.0
12659,3,3,19,18.8333,1,3,0.0
12660,3,3,19,18.85,1,3,0.0
12661,3,3,19,18.8667,1,3,0.0
12662,3,3,19,18.8833,1,3,0.0
12663,3,3,19,18.9,1,3,0.0
12664,3,3,19,18.9167,1,3,0.0
12665,3,3,19,18.9333,1,3,0.0
12666,3,3,19,18.95,1,3,0.0
12667,3,3,19,18.9667,1,3,0.0
12668,3,3,19,18.9833,1,3,0.0
12669,3,3,19,19.0,1,3,0.0
12670,3,3,20,19.0167,1,3,0.0
12671,3,3,20,19.0333,1,3,0.0
12672,3,3,20,19.05,1,3,0.0
12673,3,3,20,19.0667,1,3,0.0
12674,3,3,20,19.0833,1,3,0.0
12675,3,3,20,19.1,1,3,0.0
12676,3,3,20,19.1167,1,3,0.0
12677,3,3,20,19.1333,1,3,0.0
12678,3,3,20,19.15,1,3,0.0
12679,3,3,20,19.1667,1,3,0.0
12680,3,3,20,19.1833,1,3,0.0
12681,3,3,20,19.2,1,3,0.0
12682,3,3,20,19.2167,1,3,0.0
12683,3,3,20,19.2333,1,3,0.0
12684,3,3,20,19.25,1,3,0.0
12685,3,3,20,19.2667,1,3,0.0
12686,3,3,20,19.2833,1,3,0.0
12687,3,3,20,19.3,1,3,0.0
12688,3,3,20,19.3167,1,3,0.0
12689,3,3,20,19.3333,1,3,0.0
12690,3,3,20,19.35,1,3,0.0
12691,3,3,20,19.3667,1,3,0.0
12692,3,3,20,19.3833,1,3,0.0
12693,3,3,20,19.4,1,3,0.0
12694,3,3,20,19.4167,1,3,0.0
12695,3,3,20,19.4333,1,3,0.0
12696,3,3,20,19.45,1,3,0.0
12697,3,3,20,19.4667,1,3,0.0
12698,3,3,20,19.4833,1,3,0.0
12699,3,3,20,19.5,1,3,0.0
12700,3,3,20,19.5167,1,3,0.0
12701,3,3,20,19.5333,1,3,0.0
12702,3,3,20,19.55,1,3,0.0
12703,3,3,20,19.5667,1,3,0.0
12704,3,3,20,19.5833,1,3,0.0
12705,3,3,20,19.6,1,3,0.0
12706,3,3,20,19.6167,1,3,0.0
12707,3,3,20,19.6333,1,3,0.0
12708,3,3,20,19.65,1,3,0.0
12709,3,3,20,19.6667,1,3,0.0
12710,3,3,20,19.6833,1,3,0.0
12711,3,3,20,19.7,1,3,0.0
12712,3,3,20,19.7167,1,3,0.0
12713,3,3,20,19.7333,1,3,0.0
12714,3,3,20,19.75,1,3,0.0
12715,3,3,20,19.7667,1,3,0.0
12716,3,3,20,19.7833,1,3,0.0
12717,3,3,20,19.8,1,3,0.0
12718,3,3,20,19.8167,1,3,0.0
12719,3,3,20,19.8333,1,3,0.0
12720,3,3,20,19.85,1,3,0.0
12721,3,3,20,19.8667,1,3,0.0
12722,3,3,20,19.8833,1,3,0.0
12723,3,3,20,19.9,1,3,0.0
12724,3,3,20,19.9167,1,3,0.0
12725,3,3,20,19.9333,1,3,0.0
12726,3,3,20,19.95,1,3,0.0
12727,3,3,20,19.9667,1,3,0.0
12728,3,3,20,19.9833,1,3,0.0
12729,3,3,20,20.0,1,3,0.0
12730,3,3,21,20.0167,1,3,0.0
12731,3,3,21,20.0333,1,3,0.0
12732,3,3,21,20.05,1,3,0.0
12733,3,3,21,20.0667,1,3,0.0
12734,3,3,21,20.0833,1,3,0.0
12735,3,3,21,20.1,1,3,0.0
12736,3,3,21,20.1167,1,3,0.0
12737,3,3,21,20.1333,1,3,0.0
12738,3,3,21,20.15,1,3,0.0
12739,3,3,21,20.1667,1,3,0.0
12740,3,3,21,20.1833,1,3,0.01
12741,3,3,21,20.2,1,3,0.01
12742,3,3,21,20.2167,1,3,0.01
12743,3,3,21,20.2333,1,3,0.01
12744,3,3,21,20.25,1,3,0.02
12745,3,3,21,20.2667,1,3,0.02
12746,3,3,21,20.2833,1,3,0.03
12747,3,3,21,20.3,1,3,0.04
12748,3,3,21,20.3167,1,3,0.05
12749,3,3,21,20.3333,1,3,0.06
12750,3,3,21,20.35,1,3,0.07
12751,3,3,21,20.3667,1,3,0.09
12752,3,3,21,20.3833,1,3,0.11
12753,3,3,21,20.4,1,3,0.13
12754,3,3,21,20.4167,1,3,0.15
12755,3,3,21,20.4333,1,3,0.17
12756,3,3,21,20.45,1,3,0.2
12757,3,3,21,20.4667,1,3,0.23
12758,3,3,21,20.4833,1,3,0.27
12759,3,3,21,20.5,1,3,0.31
12760,3,3,21,20.5167,1,3,0.35
12761,3,3,21,20.5333,1,3,0.4
12762,3,3,21,20.55,1,3,0.45
12763,3,3,21,20.5667,1,3,0.51
12764,3,3,21,20.5833,1,3,0.57
12765,3,3,21,20.6,1,3,0.64
12766,3,3,21,20.6167,1,3,0.71
12767,3,3,21,20.6333,1,3,0.79
12768,3,3,21,20.65,1,3,0.88
12769,3,3,21,20.6667,1,3,0.97
12770,3,3,21,20.6833,1,3,1.07
12771,3,3,21,20.7,1,3,1.18
12772,3,3,21,20.7167,1,3,1.3
12773,3,3,21,20.7333,1,3,1.42
12774,3,3,21,20.75,1,3,1.56
12775,3,3,21,20.7667,1,3,1.7
12776,3,3,21,20.7833,1,3,1.85
12777,3,3,21,20.8,1,3,2.02
12778,3,3,21,20.8167,1,3,2.19
12779,3,3,21,20.8333,1,3,2.37
12780,3,3,21,20.85,1,3,2.57
12781,3,3,21,20.8667,1,3,2.78
12782,3,3,21,20.8833,1,3,3.0
12783,3,3,21,20.9,1,3,3.23
12784,3,3,21,20.9167,1,3,3.47
12785,3,3,21,20.9333,1,3,3.73
12786,3,3,21,20.95,1,3,4.01
12787,3,3,21,20.9667,1,3,4.3
12788,3,3,21,20.9833,1,3,4.6
12789,3,3,21,21.0,1,3,4.92
12790,3,3,22,21.0167,1,3,5.34
12791,3,3,22,21.0333,1,3,5.79
12792,3,3,22,21.05,1,3,6.25
12793,3,3,22,21.0667,1,3,6.72
12794,3,3,22,21.0833,1,3,7.21
12795,3,3,22,21.1,1,3,7.71
12796,3,3,22,21.1167,1,3,8.21
12797,3,3,22,21.1333,1,3,8.73
12798,3,3,22,21.15,1,3,9.25
12799,3,3,22,21.1667,1,3,9.78
12800,3,3,22,21.1833,1,3,10.31
12801,3,3,22,21.2,1,3,10.84
12802,3,3,22,21.2167,1,3,11.37
12803,3,3,22,21.2333,1,3,11.9
12804,3,3,22,21.25,1,3,12.43
12805,3,3,22,21.2667,1,3,12.96
12806,3,3,22,21.2833,1,3,13.49
12807,3,3,22,21.3,1,3,14.01
12808,3,3,22,21.3167,1,3,14.53
12809,3,3,22,21.3333,1,3,15.04
12810,3,3,22,21.35,1,3,15.55
12811,3,3,22,21.3667,1,3,16.06
12812,3,3,22,21.3833,1,3,16.55
12813,3,3,22,21.4,1,3,17.04
12814,3,3,22,21.4167,1,3,17.52
12815,3,3,22,21.4333,1,3,18.0
12816,3,3,22,21.45,1,3,18.47
12817,3,3,22,21.4667,1,3,18.94
12818,3,3,22,21.4833,1,3,19.39
12819,3,3,22,21.5,1,3,19.85
12820,3,3,22,21.5167,1,3,20.29
12821,3,3,22,21.5333,1,3,20.73
12822,3,3,22,21.55,1,3,21.17
12823,3,3,22,21.5667,1,3,21.6
12824,3,3,22,21.5833,1,3,22.03
12825,3,3,22,21.6,1,3,22.46
12826,3,3,22,21.6167,1,3,22.89
12827,3,3,22,21.6333,1,3,23.31
12828,3,3,22,21.65,1,3,23.74
12829,3,3,22,21.6667,1,3,24.17
12830,3,3,22,21.6833,1,3,24.6
12831,3,3,22,21.7,1,3,25.03
12832,3,3,22,21.7167,1,3,25.47
12833,3,3,22,21.7333,1,3,25.92
12834,3,3,22,21.75,1,3,26.38
12835,3,3,22,21.7667,1,3,26.85
12836,3,3,22,21.7833,1,3,27.33
12837,3,3,22,21.8,1,3,27.82
12838,3,3,22,21.8167,1,3,28.33
12839,3,3,22,21.8333,1,3,28.86
12840,3,3,22,21.85,1,3,29.41
12841,3,3,22,21.8667,1,3,29.98
12842,3,3,22,21.8833,1,3,30.58
12843,3,3,22,21.9,1,3,31.2
12844,3,3,22,21.9167,1,3,31.85
12845,3,3,22,21.9333,1,3,32.54
12846,3,3,22,21.95,1,3,33.26
12847,3,3,22,21.9667,1,3,34.01
12848,3,3,22,21.9833,1,3,34.81
12849,3,3,22,22.0,1,3,35.65
12850,3,3,23,22.0167,1,3,36.51
12851,3,3,23,22.0333,1,3,37.38
12852,3,3,23,22.05,1,3,38.25
12853,3,3,23,22.0667,1,3,39.12
12854,3,3,23,22.0833,1,3,39.99
12855,3,3,23,22.1,1,3,40.86
12856,3,3,23,22.1167,1,3,41.72
12857,3,3,23,22.1333,1,3,42.59
12858,3,3,23,22.15,1,3,43.45
12859,3,3,23,22.1667,1,3,44.3
12860,3,3,23,22.1833,1,3,45.16
12861,3,3,23,22.2,1,3,46.01
12862,3,3,23,22.2167,1,3,46.85
12863,3,3,23,22.2333,1,3,47.69
12864,3,3,23,22.25,1,3,48.52
12865,3,3,23,22.2667,1,3,49.35
12866,3,3,23,22.2833,1,3,50.17
12867,3,3,23,22.3,1,3,50.99
12868,3,3,23,22.3167,1,3,51.8
12869,3,3,23,22.3333,1,3,52.6
12870,3,3,23,22.35,1,3,53.39
12871,3,3,23,22.3667,1,3,54.17
12872,3,3,23,22.3833,1,3,54.95
12873,3,3,23,22.4,1,3,55.72
12874,3,3,23,22.4167,1,3,56.49
12875,3,3,23,22.4333,1,3,57.24
12876,3,3,23,22.45,1,3,57.99
12877,3,3,23,22.4667,1,3,58.73
12878,3,3,23,22.4833,1,3,59.46
12879,3,3,23,22.5,1,3,60.19
12880,3,3,23,22.5167,1,3,60.91
12881,3,3,23,22.5333,1,3,61.62
12882,3,3,23,22.55,1,3,62.33
12883,3,3,23,22.5667,1,3,63.02
12884,3,3,23,22.5833,1,3,63.72
12885,3,3,23,22.6,1,3,64.41
12886,3,3,23,22.6167,1,3,65.09
12887,3,3,23,22.6333,1,3,65.77
12888,3,3,23,22.65,1,3,66.44
12889,3,3,23,22.6667,1,3,67.12
12890,3,3,23,22.6833,1,3,67.78
12891,3,3,23,22.7,1,3,68.45
12892,3,3,23,22.7167,1,3,69.11
12893,3,3,23,22.7333,1,3,69.78
12894,3,3,23,22.75,1,3,70.44
12895,3,3,23,22.7667,1,3,71.1
12896,3,3,23,22.7833,1,3,71.77
12897,3,3,23,22.8,1,3,72.43
12898,3,3,23,22.8167,1,3,73.1
12899,3,3,23,22.8333,1,3,73.78
12900,3,3,23,22.85,1,3,74.46
12901,3,3,23,22.8667,1,3,75.14
12902,3,3,23,22.8833,1,3,75.83
12903,3,3,23,22.9,1,3,76.53
12904,3,3,23,22.9167,1,3,77.23
12905,3,3,23,22.9333,1,3,77.95
12906,3,3,23,22.95,1,3,78.68
12907,3,3,23,22.9667,1,3,79.42
12908,3,3,23,22.9833,1,3,80.17
12909,3,3,23,23.0,1,3,80.94
12910,3,3,24,23.0167,1,3,81.72
12911,3,3,24,23.0333,1,3,82.5
12912,3,3,24,23.05,1,3,83.3
12913,3,3,24,23.0667,1,3,84.09
12914,3,3,24,23.0833,1,3,84.89
12915,3,3,24,23.1,1,3,85.69
12916,3,3,24,23.1167,1,3,86.49
12917,3,3,24,23.1333,1,3,87.29
12918,3,3,24,23.15,1,3,88.09
12919,3,3,24,23.1667,1,3,88.89
12920,3,3,24,23.1833,1,3,89.68
12921,3,3,24,23.2,1,3,90.47
12922,3,3,24,23.2167,1,3,91.26
12923,3,3,24,23.2333,1,3,92.05
12924,3,3,24,23.25,1,3,92.82
12925,3,3,24,23.2667,1,3,93.6
