id,scenario,line_id,timestep,timestep_fractional,area_from,area_to,transmission
2225,2,1,14,13.05,1,2,30.03
2226,2,1,14,13.0667,1,2,30.61
2227,2,1,14,13.0833,1,2,31.19
2228,2,1,14,13.1,1,2,31.78
2229,2,1,14,13.1167,1,2,32.37
2230,2,1,14,13.1333,1,2,32.95
2231,2,1,14,13.15,1,2,33.53
2232,2,1,14,13.1667,1,2,34.1
2233,2,1,14,13.1833,1,2,34.66
2234,2,1,14,13.2,1,2,35.2
2235,2,1,14,13.2167,1,2,35.73
2236,2,1,14,13.2333,1,2,36.25
2237,2,1,14,13.25,1,2,36.74
2238,2,1,14,13.2667,1,2,37.21
2239,2,1,14,13.2833,1,2,37.66
2240,2,1,14,13.3,1,2,38.08
2241,2,1,14,13.3167,1,2,38.48
2242,2,1,14,13.3333,1,2,38.85
2243,2,1,14,13.35,1,2,39.2
2244,2,1,14,13.3667,1,2,39.51
2245,2,1,14,13.3833,1,2,39.8
2246,2,1,14,13.4,1,2,40.05
2247,2,1,14,13.4167,1,2,40.28
2248,2,1,14,13.4333,1,2,40.48
2249,2,1,14,13.45,1,2,40.64
2250,2,1,14,13.4667,1,2,40.78
2251,2,1,14,13.4833,1,2,40.88
2252,2,1,14,13.5,1,2,40.96
2253,2,1,14,13.5167,1,2,41.01
2254,2,1,14,13.5333,1,2,41.03
2255,2,1,14,13.55,1,2,41.02
2256,2,1,14,13.5667,1,2,40.99
2257,2,1,14,13.5833,1,2,40.93
2258,2,1,14,13.6,1,2,40.84
2259,2,1,14,13.6167,1,2,40.74
2260,2,1,14,13.6333,1,2,40.61
2261,2,1,14,13.65,1,2,40.47
2262,2,1,14,13.6667,1,2,40.31
2263,2,1,14,13.6833,1,2,40.13
2264,2,1,14,13.7,1,2,39.95
2265,2,1,14,13.7167,1,2,39.75
2266,2,1,14,13.7333,1,2,39.55
2267,2,1,14,13.75,1,2,39.34
2268,2,1,14,13.7667,1,2,39.13
2269,2,1,14,13.7833,1,2,38.92
2270,2,1,14,13.8,1,2,38.72
2271,2,1,14,13.8167,1,2,38.52
2272,2,1,14,13.8333,1,2,38.34
2273,2,1,14,13.85,1,2,38.17
2274,2,1,14,13.8667,1,2,38.03
2275,2,1,14,13.8833,1,2,37.9
2276,2,1,14,13.9,1,2,37.81
2277,2,1,14,13.9167,1,2,37.74
2278,2,1,14,13.9333,1,2,37.71
2279,2,1,14,13.95,1,2,37.73
2280,2,1,14,13.9667,1,2,37.79
2281,2,1,14,13.9833,1,2,37.9
2282,2,1,14,14.0,1,2,38.06
2283,2,1,15,14.0167,1,2,38.29
2284,2,1,15,14.0333,1,2,38.58
2285,2,1,15,14.05,1,2,38.91
2286,2,1,15,14.0667,1,2,39.28
2287,2,1,15,14.0833,1,2,39.69
2288,2,1,15,14.1,1,2,40.13
2289,2,1,15,14.1167,1,2,40.59
2290,2,1,15,14.1333,1,2,41.06
2291,2,1,15,14.15,1,2,41.53
2292,2,1,15,14.1667,1,2,42.02
2293,2,1,15,14.1833,1,2,42.49
2294,2,1,15,14.2,1,2,42.97
2295,2,1,15,14.2167,1,2,43.43
2296,2,1,15,14.2333,1,2,43.87
2297,2,1,15,14.25,1,2,44.3
2298,2,1,15,14.2667,1,2,44.71
2299,2,1,15,14.2833,1,2,45.09
2300,2,1,15,14.3,1,2,45.45
2301,2,1,15,14.3167,1,2,45.78
2302,2,1,15,14.3333,1,2,46.08
2303,2,1,15,14.35,1,2,46.35
2304,2,1,15,14.3667,1,2,46.59
2305,2,1,15,14.3833,1,2,46.8
2306,2,1,15,14.4,1,2,46.98
2307,2,1,15,14.4167,1,2,47.12
2308,2,1,15,14.4333,1,2,47.24
2309,2,1,15,14.45,1,2,47.33
2310,2,1,15,14.4667,1,2,47.4
2311,2,1,15,14.4833,1,2,47.44
2312,2,1,15,14.5,1,2,47.46
2313,2,1,15,14.5167,1,2,47.47
2314,2,1,15,14.5333,1,2,47.46
2315,2,1,15,14.55,1,2,47.44
2316,2,1,15,14.5667,1,2,47.41
2317,2,1,15,14.5833,1,2,47.38
2318,2,1,15,14.6,1,2,47.36
2319,2,1,15,14.6167,1,2,47.34
2320,2,1,15,14.6333,1,2,47.34
2321,2,1,15,14.65,1,2,47.36
2322,2,1,15,14.6667,1,2,47.41
2323,2,1,15,14.6833,1,2,47.5
2324,2,1,15,14.7,1,2,47.63
2325,2,1,15,14.7167,1,2,47.8
2326,2,1,15,14.7333,1,2,48.04
2327,2,1,15,14.75,1,2,48.35
2328,2,1,15,14.7667,1,2,48.73
2329,2,1,15,14.7833,1,2,49.2
2330,2,1,15,14.8,1,2,49.76
2331,2,1,15,14.8167,1,2,50.43
2332,2,1,15,14.8333,1,2,51.22
2333,2,1,15,14.85,1,2,52.13
2334,2,1,15,14.8667,1,2,53.19
2335,2,1,15,14.8833,1,2,54.4
2336,2,1,15,14.9,1,2,55.77
2337,2,1,15,14.9167,1,2,57.32
2338,2,1,15,14.9333,1,2,59.06
2339,2,1,15,14.95,1,2,61.0
2340,2,1,15,14.9667,1,2,63.17
2341,2,1,15,14.9833,1,2,65.56
2342,2,1,15,15.0,1,2,68.2
2343,2,1,16,15.0167,1,2,70.25
2344,2,1,16,15.0333,1,2,72.13
2345,2,1,16,15.05,1,2,73.84
2346,2,1,16,15.0667,1,2,75.38
2347,2,1,16,15.0833,1,2,76.75
2348,2,1,16,15.1,1,2,77.97
2349,2,1,16,15.1167,1,2,79.03
2350,2,1,16,15.1333,1,2,79.94
2351,2,1,16,15.15,1,2,80.71
2352,2,1,16,15.1667,1,2,81.34
2353,2,1,16,15.1833,1,2,81.83
2354,2,1,16,15.2,1,2,82.2
2355,2,1,16,15.2167,1,2,82.44
2356,2,1,16,15.2333,1,2,82.57
2357,2,1,16,15.25,1,2,82.58
2358,2,1,16,15.2667,1,2,82.5
2359,2,1,16,15.2833,1,2,82.31
2360,2,1,16,15.3,1,2,82.03
2361,2,1,16,15.3167,1,2,81.66
2362,2,1,16,15.3333,1,2,81.21
2363,2,1,16,15.35,1,2,80.69
2364,2,1,16,15.3667,1,2,80.11
2365,2,1,16,15.3833,1,2,79.46
2366,2,1,16,15.4,1,2,78.77
2367,2,1,16,15.4167,1,2,78.03
2368,2,1,16,15.4333,1,2,77.25
2369,2,1,16,15.45,1,2,76.44
2370,2,1,16,15.4667,1,2,75.62
2371,2,1,16,15.4833,1,2,74.78
2372,2,1,16,15.5,1,2,73.93
2373,2,1,16,15.5167,1,2,73.09
2374,2,1,16,15.5333,1,2,72.26
2375,2,1,16,15.55,1,2,71.45
2376,2,1,16,15.5667,1,2,70.67
2377,2,1,16,15.5833,1,2,69.93
2378,2,1,16,15.6,1,2,69.23
2379,2,1,16,15.6167,1,2,68.59
2380,2,1,16,15.6333,1,2,68.01
2381,2,1,16,15.65,1,2,67.51
2382,2,1,16,15.6667,1,2,67.09
2383,2,1,16,15.6833,1,2,66.77
2384,2,1,16,15.7,1,2,66.55
2385,2,1,16,15.7167,1,2,66.44
2386,2,1,16,15.7333,1,2,66.46
2387,2,1,16,15.75,1,2,66.61
2388,2,1,16,15.7667,1,2,66.91
2389,2,1,16,15.7833,1,2,67.36
2390,2,1,16,15.8,1,2,67.98
2391,2,1,16,15.8167,1,2,68.77
2392,2,1,16,15.8333,1,2,69.76
2393,2,1,16,15.85,1,2,70.94
2394,2,1,16,15.8667,1,2,72.33
2395,2,1,16,15.8833,1,2,73.95
2396,2,1,16,15.9,1,2,75.8
2397,2,1,16,15.9167,1,2,77.89
2398,2,1,16,15.9333,1,2,80.24
2399,2,1,16,15.95,1,2,82.87
2400,2,1,16,15.9667,1,2,85.77
2401,2,1,16,15.9833,1,2,88.97
2402,2,1,16,16.0,1,2,92.47
2403,2,1,17,16.0167,1,2,93.94
2404,2,1,17,16.0333,1,2,94.96
2405,2,1,17,16.05,1,2,95.56
2406,2,1,17,16.0667,1,2,95.78
2407,2,1,17,16.0833,1,2,95.64
2408,2,1,17,16.1,1,2,95.18
2409,2,1,17,16.1167,1,2,94.42
2410,2,1,17,16.1333,1,2,93.38
2411,2,1,17,16.15,1,2,92.1
2412,2,1,17,16.1667,1,2,90.59
2413,2,1,17,16.1833,1,2,88.89
2414,2,1,17,16.2,1,2,87.0
2415,2,1,17,16.2167,1,2,84.97
2416,2,1,17,16.2333,1,2,82.8
2417,2,1,17,16.25,1,2,80.51
2418,2,1,17,16.2667,1,2,78.13
2419,2,1,17,16.2833,1,2,75.68
2420,2,1,17,16.3,1,2,73.16
2421,2,1,17,16.3167,1,2,70.6
2422,2,1,17,16.3333,1,2,68.01
2423,2,1,17,16.35,1,2,65.41
2424,2,1,17,16.3667,1,2,62.81
2425,2,1,17,16.3833,1,2,60.22
2426,2,1,17,16.4,1,2,57.65
2427,2,1,17,16.4167,1,2,55.11
2428,2,1,17,16.4333,1,2,52.62
2429,2,1,17,16.45,1,2,50.18
2430,2,1,17,16.4667,1,2,47.8
2431,2,1,17,16.4833,1,2,45.49
2432,2,1,17,16.5,1,2,43.24
2433,2,1,17,16.5167,1,2,41.08
2434,2,1,17,16.5333,1,2,39.0
2435,2,1,17,16.55,1,2,37.0
2436,2,1,17,16.5667,1,2,35.08
2437,2,1,17,16.5833,1,2,33.25
2438,2,1,17,16.6,1,2,31.51
2439,2,1,17,16.6167,1,2,29.86
2440,2,1,17,16.6333,1,2,28.29
2441,2,1,17,16.65,1,2,26.81
2442,2,1,17,16.6667,1,2,25.4
2443,2,1,17,16.6833,1,2,24.07
2444,2,1,17,16.7,1,2,22.8
2445,2,1,17,16.7167,1,2,21.6
2446,2,1,17,16.7333,1,2,20.45
2447,2,1,17,16.75,1,2,19.35
2448,2,1,17,16.7667,1,2,18.29
2449,2,1,17,16.7833,1,2,17.26
2450,2,1,17,16.8,1,2,16.24
2451,2,1,17,16.8167,1,2,15.23
2452,2,1,17,16.8333,1,2,14.21
2453,2,1,17,16.85,1,2,13.16
2454,2,1,17,16.8667,1,2,12.08
2455,2,1,17,16.8833,1,2,10.94
2456,2,1,17,16.9,1,2,9.74
2457,2,1,17,16.9167,1,2,8.45
2458,2,1,17,16.9333,1,2,7.05
2459,2,1,17,16.95,1,2,5.53
2460,2,1,17,16.9667,1,2,3.86
2461,2,1,17,16.9833,1,2,2.03
2462,2,1,17,17.0,1,2,0.0
2463,2,1,18,17.0167,1,2,16.8
2464,2,1,18,17.0333,1,2,15.69
2465,2,1,18,17.05,1,2,14.63
2466,2,1,18,17.0667,1,2,13.63
2467,2,1,18,17.0833,1,2,12.69
2468,2,1,18,17.1,1,2,11.79
2469,2,1,18,17.1167,1,2,10.94
2470,2,1,18,17.1333,1,2,10.15
2471,2,1,18,17.15,1,2,9.4
2472,2,1,18,17.1667,1,2,8.69
2473,2,1,18,17.1833,1,2,8.04
2474,2,1,18,17.2,1,2,7.42
2475,2,1,18,17.2167,1,2,6.85
2476,2,1,18,17.2333,1,2,6.33
2477,2,1,18,17.25,1,2,5.84
2478,2,1,18,17.2667,1,2,5.4
2479,2,1,18,17.2833,1,2,5.0
2480,2,1,18,17.3,1,2,4.65
2481,2,1,18,17.3167,1,2,4.33
2482,2,1,18,17.3333,1,2,4.05
2483,2,1,18,17.35,1,2,3.82
2484,2,1,18,17.3667,1,2,3.63
2485,2,1,18,17.3833,1,2,3.48
2486,2,1,18,17.4,1,2,3.38
2487,2,1,18,17.4167,1,2,3.32
2488,2,1,18,17.4333,1,2,3.3
2489,2,1,18,17.45,1,2,3.32
2490,2,1,18,17.4667,1,2,3.4
2491,2,1,18,17.4833,1,2,3.52
2492,2,1,18,17.5,1,2,3.69
2493,2,1,18,17.5167,1,2,3.9
2494,2,1,18,17.5333,1,2,4.17
2495,2,1,18,17.55,1,2,4.49
2496,2,1,18,17.5667,1,2,4.86
2497,2,1,18,17.5833,1,2,5.29
2498,2,1,18,17.6,1,2,5.77
2499,2,1,18,17.6167,1,2,6.32
2500,2,1,18,17.6333,1,2,6.92
2501,2,1,18,17.65,1,2,7.59
2502,2,1,18,17.6667,1,2,8.32
2503,2,1,18,17.6833,1,2,9.12
2504,2,1,18,17.7,1,2,9.99
2505,2,1,18,17.7167,1,2,10.93
2506,2,1,18,17.7333,1,2,11.95
2507,2,1,18,17.75,1,2,13.04
2508,2,1,18,17.7667,1,2,14.22
2509,2,1,18,17.7833,1,2,15.48
2510,2,1,18,17.8,1,2,16.82
2511,2,1,18,17.8167,1,2,18.26
2512,2,1,18,17.8333,1,2,19.79
2513,2,1,18,17.85,1,2,21.41
2514,2,1,18,17.8667,1,2,23.14
2515,2,1,18,17.8833,1,2,24.96
2516,2,1,18,17.9,1,2,26.9
2517,2,1,18,17.9167,1,2,28.95
2518,2,1,18,17.9333,1,2,31.11
2519,2,1,18,17.95,1,2,33.39
2520,2,1,18,17.9667,1,2,35.8
2521,2,1,18,17.9833,1,2,38.33
2522,2,1,18,18.0,1,2,41.0
2523,2,1,19,18.0167,1,2,38.33
2524,2,1,19,18.0333,1,2,35.8
2525,2,1,19,18.05,1,2,33.39
2526,2,1,19,18.0667,1,2,31.11
2527,2,1,19,18.0833,1,2,28.95
2528,2,1,19,18.1,1,2,26.9
2529,2,1,19,18.1167,1,2,24.96
2530,2,1,19,18.1333,1,2,23.13
2531,2,1,19,18.15,1,2,21.4
2532,2,1,19,18.1667,1,2,19.77
2533,2,1,19,18.1833,1,2,18.24
2534,2,1,19,18.2,1,2,16.79
2535,2,1,19,18.2167,1,2,15.44
2536,2,1,19,18.2333,1,2,14.16
2537,2,1,19,18.25,1,2,12.97
2538,2,1,19,18.2667,1,2,11.86
2539,2,1,19,18.2833,1,2,10.82
2540,2,1,19,18.3,1,2,9.84
2541,2,1,19,18.3167,1,2,8.94
2542,2,1,19,18.3333,1,2,8.1
2543,2,1,19,18.35,1,2,7.32
2544,2,1,19,18.3667,1,2,6.6
2545,2,1,19,18.3833,1,2,5.93
2546,2,1,19,18.4,1,2,5.31
2547,2,1,19,18.4167,1,2,4.75
2548,2,1,19,18.4333,1,2,4.23
2549,2,1,19,18.45,1,2,3.75
2550,2,1,19,18.4667,1,2,3.32
2551,2,1,19,18.4833,1,2,2.92
2552,2,1,19,18.5,1,2,2.56
2553,2,1,19,18.5167,1,2,2.24
2554,2,1,19,18.5333,1,2,1.94
2555,2,1,19,18.55,1,2,1.68
2556,2,1,19,18.5667,1,2,1.45
2557,2,1,19,18.5833,1,2,1.24
2558,2,1,19,18.6,1,2,1.05
2559,2,1,19,18.6167,1,2,0.89
2560,2,1,19,18.6333,1,2,0.74
2561,2,1,19,18.65,1,2,0.62
2562,2,1,19,18.6667,1,2,0.51
2563,2,1,19,18.6833,1,2,0.41
2564,2,1,19,18.7,1,2,0.33
2565,2,1,19,18.7167,1,2,0.26
2566,2,1,19,18.7333,1,2,0.21
2567,2,1,19,18.75,1,2,0.16
2568,2,1,19,18.7667,1,2,0.12
2569,2,1,19,18.7833,1,2,0.09
2570,2,1,19,18.8,1,2,0.07
2571,2,1,19,18.8167,1,2,0.05
2572,2,1,19,18.8333,1,2,0.03
2573,2,1,19,18.85,1,2,0.02
2574,2,1,19,18.8667,1,2,0.01
2575,2,1,19,18.8833,1,2,0.01
2576,2,1,19,18.9,1,2,0.0
2577,2,1,19,18.9167,1,2,0.0
2578,2,1,19,18.9333,1,2,0.0
2579,2,1,19,18.95,1,2,0.0
2580,2,1,19,18.9667,1,2,0.0
2581,2,1,19,18.9833,1,2,0.0
2582,2,1,19,19.0,1,2,0.0
2583,2,1,20,19.0167,1,2,0.0
2584,2,1,20,19.0333,1,2,0.01
2585,2,1,20,19.05,1,2,0.02
2586,2,1,20,19.0667,1,2,0.05
2587,2,1,20,19.0833,1,2,0.11
2588,2,1,20,19.1,1,2,0.18
2589,2,1,20,19.1167,1,2,0.28
2590,2,1,20,19.1333,1,2,0.41
2591,2,1,20,19.15,1,2,0.58
2592,2,1,20,19.1667,1,2,0.78
2593,2,1,20,19.1833,1,2,1.03
2594,2,1,20,19.2,1,2,1.32
2595,2,1,20,19.2167,1,2,1.65
2596,2,1,20,19.2333,1,2,2.03
2597,2,1,20,19.25,1,2,2.45
2598,2,1,20,19.2667,1,2,2.93
2599,2,1,20,19.2833,1,2,3.46
2600,2,1,20,19.3,1,2,4.04
2601,2,1,20,19.3167,1,2,4.67
2602,2,1,20,19.3333,1,2,5.35
2603,2,1,20,19.35,1,2,6.09
2604,2,1,20,19.3667,1,2,6.88
2605,2,1,20,19.3833,1,2,7.72
2606,2,1,20,19.4,1,2,8.61
2607,2,1,20,19.4167,1,2,9.55
2608,2,1,20,19.4333,1,2,10.54
2609,2,1,20,19.45,1,2,11.58
2610,2,1,20,19.4667,1,2,12.66
2611,2,1,20,19.4833,1,2,13.79
2612,2,1,20,19.5,1,2,14.95
2613,2,1,20,19.5167,1,2,16.15
2614,2,1,20,19.5333,1,2,17.39
2615,2,1,20,19.55,1,2,18.66
2616,2,1,20,19.5667,1,2,19.95
2617,2,1,20,19.5833,1,2,21.27
2618,2,1,20,19.6,1,2,22.61
2619,2,1,20,19.6167,1,2,23.96
2620,2,1,20,19.6333,1,2,25.32
2621,2,1,20,19.65,1,2,26.69
2622,2,1,20,19.6667,1,2,28.06
2623,2,1,20,19.6833,1,2,29.42
2624,2,1,20,19.7,1,2,30.77
2625,2,1,20,19.7167,1,2,32.11
2626,2,1,20,19.7333,1,2,33.42
2627,2,1,20,19.75,1,2,34.69
2628,2,1,20,19.7667,1,2,35.94
2629,2,1,20,19.7833,1,2,37.13
2630,2,1,20,19.8,1,2,38.28
2631,2,1,20,19.8167,1,2,39.37
2632,2,1,20,19.8333,1,2,40.38
2633,2,1,20,19.85,1,2,41.33
2634,2,1,20,19.8667,1,2,42.18
2635,2,1,20,19.8833,1,2,42.95
2636,2,1,20,19.9,1,2,43.61
2637,2,1,20,19.9167,1,2,44.16
2638,2,1,20,19.9333,1,2,44.59
2639,2,1,20,19.95,1,2,44.88
2640,2,1,20,19.9667,1,2,45.03
2641,2,1,20,19.9833,1,2,45.04
2642,2,1,20,20.0,1,2,44.87
2643,2,1,21,20.0167,1,2,41.96
2644,2,1,21,20.0333,1,2,39.18
2645,2,1,21,20.05,1,2,36.55
2646,2,1,21,20.0667,1,2,34.05
2647,2,1,21,20.0833,1,2,31.69
2648,2,1,21,20.1,1,2,29.45
2649,2,1,21,20.1167,1,2,27.33
2650,2,1,21,20.1333,1,2,25.33
2651,2,1,21,20.15,1,2,23.45
2652,2,1,21,20.1667,1,2,21.68
2653,2,1,21,20.1833,1,2,20.01
2654,2,1,21,20.2,1,2,18.45
2655,2,1,21,20.2167,1,2,17.0
2656,2,1,21,20.2333,1,2,15.64
2657,2,1,21,20.25,1,2,14.38
2658,2,1,21,20.2667,1,2,13.21
2659,2,1,21,20.2833,1,2,12.13
2660,2,1,21,20.3,1,2,11.14
2661,2,1,21,20.3167,1,2,10.24
2662,2,1,21,20.3333,1,2,9.43
2663,2,1,21,20.35,1,2,8.7
2664,2,1,21,20.3667,1,2,8.05
2665,2,1,21,20.3833,1,2,7.48
2666,2,1,21,20.4,1,2,6.99
2667,2,1,21,20.4167,1,2,6.58
2668,2,1,21,20.4333,1,2,6.24
2669,2,1,21,20.45,1,2,5.98
2670,2,1,21,20.4667,1,2,5.8
2671,2,1,21,20.4833,1,2,5.7
2672,2,1,21,20.5,1,2,5.67
2673,2,1,21,20.5167,1,2,5.71
2674,2,1,21,20.5333,1,2,5.83
2675,2,1,21,20.55,1,2,6.03
2676,2,1,21,20.5667,1,2,6.3
2677,2,1,21,20.5833,1,2,6.65
2678,2,1,21,20.6,1,2,7.08
2679,2,1,21,20.6167,1,2,7.59
2680,2,1,21,20.6333,1,2,8.18
2681,2,1,21,20.65,1,2,8.84
2682,2,1,21,20.6667,1,2,9.6
2683,2,1,21,20.6833,1,2,10.43
2684,2,1,21,20.7,1,2,11.35
2685,2,1,21,20.7167,1,2,12.36
2686,2,1,21,20.7333,1,2,13.46
2687,2,1,21,20.75,1,2,14.66
2688,2,1,21,20.7667,1,2,15.95
2689,2,1,21,20.7833,1,2,17.33
2690,2,1,21,20.8,1,2,18.82
2691,2,1,21,20.8167,1,2,20.41
2692,2,1,21,20.8333,1,2,22.11
2693,2,1,21,20.85,1,2,23.92
2694,2,1,21,20.8667,1,2,25.84
2695,2,1,21,20.8833,1,2,27.88
2696,2,1,21,20.9,1,2,30.04
2697,2,1,21,20.9167,1,2,32.32
2698,2,1,21,20.9333,1,2,34.73
2699,2,1,21,20.95,1,2,37.28
2700,2,1,21,20.9667,1,2,39.97
2701,2,1,21,20.9833,1,2,42.8
2702,2,1,21,21.0,1,2,45.77
2703,2,1,22,21.0167,1,2,46.01
2704,2,1,22,21.0333,1,2,46.07
2705,2,1,22,21.05,1,2,45.96
2706,2,1,22,21.0667,1,2,45.71
2707,2,1,22,21.0833,1,2,45.32
2708,2,1,22,21.1,1,2,44.8
2709,2,1,22,21.1167,1,2,44.17
2710,2,1,22,21.1333,1,2,43.42
2711,2,1,22,21.15,1,2,42.59
2712,2,1,22,21.1667,1,2,41.66
2713,2,1,22,21.1833,1,2,40.66
2714,2,1,22,21.2,1,2,39.6
2715,2,1,22,21.2167,1,2,38.49
2716,2,1,22,21.2333,1,2,37.32
2717,2,1,22,21.25,1,2,36.13
2718,2,1,22,21.2667,1,2,34.9
2719,2,1,22,21.2833,1,2,33.67
2720,2,1,22,21.3,1,2,32.42
2721,2,1,22,21.3167,1,2,31.18
2722,2,1,22,21.3333,1,2,29.95
2723,2,1,22,21.35,1,2,28.74
2724,2,1,22,21.3667,1,2,27.55
2725,2,1,22,21.3833,1,2,26.41
2726,2,1,22,21.4,1,2,25.31
2727,2,1,22,21.4167,1,2,24.26
2728,2,1,22,21.4333,1,2,23.27
2729,2,1,22,21.45,1,2,22.36
2730,2,1,22,21.4667,1,2,21.52
2731,2,1,22,21.4833,1,2,20.76
2732,2,1,22,21.5,1,2,20.1
2733,2,1,22,21.5167,1,2,19.54
2734,2,1,22,21.5333,1,2,19.08
2735,2,1,22,21.55,1,2,18.74
2736,2,1,22,21.5667,1,2,18.51
2737,2,1,22,21.5833,1,2,18.41
2738,2,1,22,21.6,1,2,18.45
2739,2,1,22,21.6167,1,2,18.63
2740,2,1,22,21.6333,1,2,18.95
2741,2,1,22,21.65,1,2,19.42
2742,2,1,22,21.6667,1,2,20.05
2743,2,1,22,21.6833,1,2,20.84
2744,2,1,22,21.7,1,2,21.8
2745,2,1,22,21.7167,1,2,22.94
2746,2,1,22,21.7333,1,2,24.25
2747,2,1,22,21.75,1,2,25.75
2748,2,1,22,21.7667,1,2,27.44
2749,2,1,22,21.7833,1,2,29.32
2750,2,1,22,21.8,1,2,31.4
2751,2,1,22,21.8167,1,2,33.69
2752,2,1,22,21.8333,1,2,36.18
2753,2,1,22,21.85,1,2,38.88
2754,2,1,22,21.8667,1,2,41.8
2755,2,1,22,21.8833,1,2,44.93
2756,2,1,22,21.9,1,2,48.29
2757,2,1,22,21.9167,1,2,51.88
2758,2,1,22,21.9333,1,2,55.7
2759,2,1,22,21.95,1,2,59.75
2760,2,1,22,21.9667,1,2,64.03
2761,2,1,22,21.9833,1,2,68.56
2762,2,1,22,22.0,1,2,73.32
2763,2,1,23,22.0167,1,2,68.69
2764,2,1,23,22.0333,1,2,64.55
2765,2,1,23,22.05,1,2,60.87
2766,2,1,23,22.0667,1,2,57.61
2767,2,1,23,22.0833,1,2,54.74
2768,2,1,23,22.1,1,2,52.23
2769,2,1,23,22.1167,1,2,50.05
2770,2,1,23,22.1333,1,2,48.16
2771,2,1,23,22.15,1,2,46.55
2772,2,1,23,22.1667,1,2,45.18
2773,2,1,23,22.1833,1,2,44.03
2774,2,1,23,22.2,1,2,43.06
2775,2,1,23,22.2167,1,2,42.27
2776,2,1,23,22.2333,1,2,41.62
2777,2,1,23,22.25,1,2,41.09
2778,2,1,23,22.2667,1,2,40.67
2779,2,1,23,22.2833,1,2,40.33
2780,2,1,23,22.3,1,2,40.05
2781,2,1,23,22.3167,1,2,39.82
2782,2,1,23,22.3333,1,2,39.62
2783,2,1,23,22.35,1,2,39.43
2784,2,1,23,22.3667,1,2,39.25
2785,2,1,23,22.3833,1,2,39.05
2786,2,1,23,22.4,1,2,38.82
2787,2,1,23,22.4167,1,2,38.56
2788,2,1,23,22.4333,1,2,38.25
2789,2,1,23,22.45,1,2,37.89
2790,2,1,23,22.4667,1,2,37.46
2791,2,1,23,22.4833,1,2,36.97
2792,2,1,23,22.5,1,2,36.4
2793,2,1,23,22.5167,1,2,35.74
2794,2,1,23,22.5333,1,2,35.01
2795,2,1,23,22.55,1,2,34.19
2796,2,1,23,22.5667,1,2,33.28
2797,2,1,23,22.5833,1,2,32.28
2798,2,1,23,22.6,1,2,31.2
2799,2,1,23,22.6167,1,2,30.03
2800,2,1,23,22.6333,1,2,28.77
2801,2,1,23,22.65,1,2,27.44
2802,2,1,23,22.6667,1,2,26.04
2803,2,1,23,22.6833,1,2,24.57
2804,2,1,23,22.7,1,2,23.04
2805,2,1,23,22.7167,1,2,21.46
2806,2,1,23,22.7333,1,2,19.84
2807,2,1,23,22.75,1,2,18.18
2808,2,1,23,22.7667,1,2,16.51
2809,2,1,23,22.7833,1,2,14.82
2810,2,1,23,22.8,1,2,13.15
2811,2,1,23,22.8167,1,2,11.49
2812,2,1,23,22.8333,1,2,9.88
2813,2,1,23,22.85,1,2,8.31
2814,2,1,23,22.8667,1,2,6.82
2815,2,1,23,22.8833,1,2,5.42
2816,2,1,23,22.9,1,2,4.13
2817,2,1,23,22.9167,1,2,2.97
2818,2,1,23,22.9333,1,2,1.97
2819,2,1,23,22.95,1,2,1.15
2820,2,1,23,22.9667,1,2,0.53
2821,2,1,23,22.9833,1,2,0.14
2822,2,1,23,23.0,1,2,0.0
2823,2,1,24,23.0167,1,2,1.38
2824,2,1,24,23.0333,1,2,2.62
2825,2,1,24,23.05,1,2,3.74
2826,2,1,24,23.0667,1,2,4.74
2827,2,1,24,23.0833,1,2,5.63
2828,2,1,24,23.1,1,2,6.42
2829,2,1,24,23.1167,1,2,7.12
2830,2,1,24,23.1333,1,2,7.74
2831,2,1,24,23.15,1,2,8.29
2832,2,1,24,23.1667,1,2,8.77
2833,2,1,24,23.1833,1,2,9.19
2834,2,1,24,23.2,1,2,9.55
2835,2,1,24,23.2167,1,2,9.88
2836,2,1,24,23.2333,1,2,10.17
2837,2,1,24,23.25,1,2,10.43
2838,2,1,24,23.2667,1,2,10.67
2839,2,1,24,23.2833,1,2,10.89
2840,2,1,24,23.3,1,2,11.1
2841,2,1,24,23.3167,1,2,11.31
2842,2,1,24,23.3333,1,2,11.52
2843,2,1,24,23.35,1,2,11.74
2844,2,1,24,23.3667,1,2,11.98
2845,2,1,24,23.3833,1,2,12.23
2846,2,1,24,23.4,1,2,12.51
2847,2,1,24,23.4167,1,2,12.83
2848,2,1,24,23.4333,1,2,13.17
2849,2,1,24,23.45,1,2,13.56
2850,2,1,24,23.4667,1,2,14.0
2851,2,1,24,23.4833,1,2,14.48
2852,2,1,24,23.5,1,2,15.01
2853,2,1,24,23.5167,1,2,15.61
2854,2,1,24,23.5333,1,2,16.26
2855,2,1,24,23.55,1,2,16.98
2856,2,1,24,23.5667,1,2,17.77
2857,2,1,24,23.5833,1,2,18.63
2858,2,1,24,23.6,1,2,19.57
2859,2,1,24,23.6167,1,2,20.58
2860,2,1,24,23.6333,1,2,21.67
2861,2,1,24,23.65,1,2,22.85
2862,2,1,24,23.6667,1,2,24.11
2863,2,1,24,23.6833,1,2,25.45
2864,2,1,24,23.7,1,2,26.89
2865,2,1,24,23.7167,1,2,28.42
2866,2,1,24,23.7333,1,2,30.04
2867,2,1,24,23.75,1,2,31.75
2868,2,1,24,23.7667,1,2,33.56
