scenario;area;timestep;load;timestep_fractional
0;1;82;498.6;6.8
0;1;82;498.6;6.8167
0;1;82;498.6;6.8333
0;1;83;498.5;6.85
0;1;83;498.5;6.8667
0;1;83;498.5;6.8833
0;1;83;498.5;6.9
0;1;83;498.5;6.9167
0;1;84;497.9;6.9333
0;1;84;497.9;6.95
0;1;84;497.9;6.9667
0;1;84;497.9;6.9833
0;1;84;497.9;7
0;1;85;496.5;7.0167
0;1;85;496.5;7.0333
0;1;85;496.5;7.05
0;1;85;496.5;7.0667
0;1;85;496.5;7.0833
0;1;86;494.8;7.1
0;1;86;494.8;7.1167
0;1;86;494.8;7.1333
0;1;86;494.8;7.15
0;1;86;494.8;7.1667
0;1;87;494.5;7.1833
0;1;87;494.5;7.2
0;1;87;494.5;7.2167
0;1;87;494.5;7.2333
0;1;87;494.5;7.25
0;1;88;490.5;7.2667
0;1;88;490.5;7.2833
0;1;88;490.5;7.3
0;1;88;490.5;7.3167
0;1;88;490.5;7.3333
0;1;89;486.8;7.35
0;1;89;486.8;7.3667
0;1;89;486.8;7.3833
0;1;89;486.8;7.4
0;1;89;486.8;7.4167
0;1;90;481.4;7.4333
0;1;90;481.4;7.45
0;1;90;481.4;7.4667
0;1;90;481.4;7.4833
0;1;90;481.4;7.5
0;1;91;475.8;7.5167
0;1;91;475.8;7.5333
0;1;91;475.8;7.55
0;1;91;475.8;7.5667
0;1;91;475.8;7.5833
0;1;92;468.7;7.6
0;1;92;468.7;7.6167
0;1;92;468.7;7.6333
0;1;92;468.7;7.65
0;1;92;468.7;7.6667
0;1;93;461.3;7.6833
0;1;93;461.3;7.7
0;1;93;461.3;7.7167
0;1;93;461.3;7.7333
0;1;93;461.3;7.75
0;1;94;451.5;7.7667
0;1;94;451.5;7.7833
0;1;94;451.5;7.8
0;1;94;451.5;7.8167
0;1;94;451.5;7.8333
0;1;95;441.5;7.85
0;1;95;441.5;7.8667
0;1;95;441.5;7.8833
0;1;95;441.5;7.9
0;1;95;441.5;7.9167
0;1;96;430.7;7.9333
0;1;96;430.7;7.95
0;1;96;430.7;7.9667
0;1;96;430.7;7.9833
0;1;96;430.7;8
0;1;97;418.8;8.0167
0;1;97;418.8;8.0333
0;1;97;418.8;8.05
0;1;97;418.8;8.0667
0;1;97;418.8;8.0833
0;1;98;408.1;8.1
0;1;98;408.1;8.1167
0;1;98;408.1;8.1333
0;1;98;408.1;8.15
0;1;98;408.1;8.1667
0;1;99;396.8;8.1833
0;1;99;396.8;8.2
0;1;99;396.8;8.2167
0;1;99;396.8;8.2333
0;1;99;396.8;8.25
0;1;100;385.6;8.2667
0;1;100;385.6;8.2833
0;1;100;385.6;8.3
0;1;100;385.6;8.3167
0;1;100;385.6;8.3333
0;1;101;373.7;8.35
0;1;101;373.7;8.3667
0;1;101;373.7;8.3833
0;1;101;373.7;8.4
0;1;101;373.7;8.4167
0;1;102;362.3;8.4333
0;1;102;362.3;8.45
0;1;102;362.3;8.4667
0;1;102;362.3;8.4833
0;1;102;362.3;8.5
0;1;103;350.5;8.5167
0;1;103;350.5;8.5333
0;1;103;350.5;8.55
0;1;103;350.5;8.5667
0;1;103;350.5;8.5833
0;1;104;339.5;8.6
0;1;104;339.5;8.6167
0;1;104;339.5;8.6333
0;1;104;339.5;8.65
0;1;104;339.5;8.6667
0;1;105;326.4;8.6833
0;1;105;326.4;8.7
0;1;105;326.4;8.7167
0;1;105;326.4;8.7333
0;1;105;326.4;8.75
0;1;106;315.5;8.7667
0;1;106;315.5;8.7833
0;1;106;315.5;8.8
0;1;106;315.5;8.8167
0;1;106;315.5;8.8333
0;1;107;307.8;8.85
0;1;107;307.8;8.8667
0;1;107;307.8;8.8833
0;1;107;307.8;8.9
0;1;107;307.8;8.9167
0;1;108;304.2;8.9333
0;1;108;304.2;8.95
0;1;108;304.2;8.9667
0;1;108;304.2;8.9833
0;1;108;304.2;9
0;1;109;300.5;9.0167
0;1;109;300.5;9.0333
0;1;109;300.5;9.05
0;1;109;300.5;9.0667
0;1;109;300.5;9.0833
0;1;110;288.5;9.1
0;1;110;288.5;9.1167
0;1;110;288.5;9.1333
0;1;110;288.5;9.15
0;1;110;288.5;9.1667
0;1;111;284.7;9.1833
0;1;111;284.7;9.2
0;1;111;284.7;9.2167
0;1;111;284.7;9.2333
0;1;111;284.7;9.25
0;1;112;280.8;9.2667
0;1;112;280.8;9.2833
0;1;112;280.8;9.3
0;1;112;280.8;9.3167
0;1;112;280.8;9.3333
0;1;113;275.5;9.35
0;1;113;275.5;9.3667
0;1;113;275.5;9.3833
0;1;113;275.5;9.4
0;1;113;275.5;9.4167
0;1;114;271.2;9.4333
0;1;114;271.2;9.45
0;1;114;271.2;9.4667
0;1;114;271.2;9.4833
0;1;114;271.2;9.5
0;1;115;267.9;9.5167
0;1;115;267.9;9.5333
0;1;115;267.9;9.55
0;1;115;267.9;9.5667
0;1;115;267.9;9.5833
0;1;116;264.2;9.6
0;1;116;264.2;9.6167
0;1;116;264.2;9.6333
0;1;116;264.2;9.65
0;1;116;264.2;9.6667
0;1;117;261.4;9.6833
0;1;117;261.4;9.7
0;1;117;261.4;9.7167
0;1;117;261.4;9.7333
0;1;117;261.4;9.75
0;1;118;259;9.7667
0;1;118;259;9.7833
0;1;118;259;9.8
0;1;118;259;9.8167
0;1;118;259;9.8333
0;1;119;256.2;9.85
0;1;119;256.2;9.8667
0;1;119;256.2;9.8833
0;1;119;256.2;9.9
0;1;119;256.2;9.9167
0;1;120;253.1;9.9333
0;1;120;253.1;9.95
0;1;120;253.1;9.9667
0;1;120;253.1;9.9833
0;1;120;253.1;10
0;1;121;250.5;10.0167
0;1;121;250.5;10.0333
0;1;121;250.5;10.05
0;1;121;250.5;10.0667
0;1;121;250.5;10.0833
0;1;122;249.6;10.1
0;1;122;249.6;10.1167
0;1;122;249.6;10.1333
0;1;122;249.6;10.15
0;1;122;249.6;10.1667
0;1;123;249.3;10.1833
0;1;123;249.3;10.2
0;1;123;249.3;10.2167
0;1;123;249.3;10.2333
0;1;123;249.3;10.25
0;1;124;247.3;10.2667
0;1;124;247.3;10.2833
0;1;124;247.3;10.3
0;1;124;247.3;10.3167
0;1;124;247.3;10.3333
0;1;125;245.1;10.35
0;1;125;245.1;10.3667
0;1;125;245.1;10.3833
0;1;125;245.1;10.4
0;1;125;245.1;10.4167
0;1;126;242.8;10.4333
0;1;126;242.8;10.45
0;1;126;242.8;10.4667
0;1;126;242.8;10.4833
0;1;126;242.8;10.5
0;1;127;241.1;10.5167
0;1;127;241.1;10.5333
0;1;127;241.1;10.55
0;1;127;241.1;10.5667
0;1;127;241.1;10.5833
0;1;128;239.5;10.6
0;1;128;239.5;10.6167
0;1;128;239.5;10.6333
0;1;128;239.5;10.65
0;1;128;239.5;10.6667
0;1;129;236.9;10.6833
0;1;129;236.9;10.7
0;1;129;236.9;10.7167
0;1;129;236.9;10.7333
0;1;129;236.9;10.75
0;1;130;234.9;10.7667
0;1;130;234.9;10.7833
0;1;130;234.9;10.8
0;1;130;234.9;10.8167
0;1;130;234.9;10.8333
0;1;131;232.2;10.85
0;1;131;232.2;10.8667
0;1;131;232.2;10.8833
0;1;131;232.2;10.9
0;1;131;232.2;10.9167
0;1;132;230.6;10.9333
0;1;132;230.6;10.95
0;1;132;230.6;10.9667
0;1;132;230.6;10.9833
0;1;132;230.6;11
0;1;133;228.2;11.0167
0;1;133;228.2;11.0333
0;1;133;228.2;11.05
0;1;133;228.2;11.0667
0;1;133;228.2;11.0833
0;1;134;226;11.1
0;1;134;226;11.1167
0;1;134;226;11.1333
0;1;134;226;11.15
0;1;134;226;11.1667
0;1;135;226.2;11.1833
0;1;135;226.2;11.2
0;1;135;226.2;11.2167
0;1;135;226.2;11.2333
0;1;135;226.2;11.25
0;1;136;225.8;11.2667
0;1;136;225.8;11.2833
0;1;136;225.8;11.3
0;1;136;225.8;11.3167
0;1;136;225.8;11.3333
0;1;137;225;11.35
0;1;137;225;11.3667
0;1;137;225;11.3833
0;1;137;225;11.4
0;1;137;225;11.4167
0;1;138;226;11.4333
0;1;138;226;11.45
0;1;138;226;11.4667
0;1;138;226;11.4833
0;1;138;226;11.5
0;1;139;226.4;11.5167
0;1;139;226.4;11.5333
0;1;139;226.4;11.55
0;1;139;226.4;11.5667
0;1;139;226.4;11.5833
0;1;140;225.4;11.6
0;1;140;225.4;11.6167
0;1;140;225.4;11.6333
0;1;140;225.4;11.65
0;1;140;225.4;11.6667
0;1;141;224.2;11.6833
0;1;141;224.2;11.7
0;1;141;224.2;11.7167
0;1;141;224.2;11.7333
0;1;141;224.2;11.75
0;1;142;224.8;11.7667
0;1;142;224.8;11.7833
0;1;142;224.8;11.8
0;1;142;224.8;11.8167
0;1;142;224.8;11.8333
0;1;143;224.2;11.85
0;1;143;224.2;11.8667
0;1;143;224.2;11.8833
0;1;143;224.2;11.9
0;1;143;224.2;11.9167
0;1;144;223.9;11.9333
0;1;144;223.9;11.95
0;1;144;223.9;11.9667
0;1;144;223.9;11.9833
0;1;144;223.9;12
0;1;145;223.3;12.0167
0;1;145;223.3;12.0333
0;1;145;223.3;12.05
0;1;145;223.3;12.0667
0;1;145;223.3;12.0833
0;1;146;223;12.1
0;1;146;223;12.1167
0;1;146;223;12.1333
0;1;146;223;12.15
0;1;146;223;12.1667
0;1;147;222.6;12.1833
0;1;147;222.6;12.2
0;1;147;222.6;12.2167
0;1;147;222.6;12.2333
0;1;147;222.6;12.25
0;1;148;221.9;12.2667
0;1;148;221.9;12.2833
0;1;148;221.9;12.3
0;1;148;221.9;12.3167
0;1;148;221.9;12.3333
0;1;149;222;12.35
0;1;149;222;12.3667
0;1;149;222;12.3833
0;1;149;222;12.4
0;1;149;222;12.4167
0;1;150;222;12.4333
0;1;150;222;12.45
0;1;150;222;12.4667
0;1;150;222;12.4833
0;1;150;222;12.5
0;1;151;223.4;12.5167
0;1;151;223.4;12.5333
0;1;151;223.4;12.55
0;1;151;223.4;12.5667
0;1;151;223.4;12.5833
0;1;152;225.4;12.6
0;1;152;225.4;12.6167
0;1;152;225.4;12.6333
0;1;152;225.4;12.65
0;1;152;225.4;12.6667
0;1;153;226.7;12.6833
0;1;153;226.7;12.7
0;1;153;226.7;12.7167
0;1;153;226.7;12.7333
0;1;153;226.7;12.75
0;1;154;226.3;12.7667
0;1;154;226.3;12.7833
0;1;154;226.3;12.8
0;1;154;226.3;12.8167
0;1;154;226.3;12.8333
0;1;155;225.7;12.85
0;1;155;225.7;12.8667
0;1;155;225.7;12.8833
0;1;155;225.7;12.9
0;1;155;225.7;12.9167
0;1;156;223.2;12.9333
0;1;156;223.2;12.95
0;1;156;223.2;12.9667
0;1;156;223.2;12.9833
0;1;156;223.2;13
0;1;157;222.1;13.0167
0;1;157;222.1;13.0333
0;1;157;222.1;13.05
0;1;157;222.1;13.0667
0;1;157;222.1;13.0833
0;1;158;223;13.1
0;1;158;223;13.1167
0;1;158;223;13.1333
0;1;158;223;13.15
0;1;158;223;13.1667
0;1;159;221.9;13.1833
0;1;159;221.9;13.2
0;1;159;221.9;13.2167
0;1;159;221.9;13.2333
0;1;159;221.9;13.25
0;1;160;224.4;13.2667
0;1;160;224.4;13.2833
0;1;160;224.4;13.3
0;1;160;224.4;13.3167
0;1;160;224.4;13.3333
0;1;161;225.9;13.35
0;1;161;225.9;13.3667
0;1;161;225.9;13.3833
0;1;161;225.9;13.4
0;1;161;225.9;13.4167
0;1;162;230.4;13.4333
0;1;162;230.4;13.45
0;1;162;230.4;13.4667
0;1;162;230.4;13.4833
0;1;162;230.4;13.5
0;1;163;230.7;13.5167
0;1;163;230.7;13.5333
0;1;163;230.7;13.55
0;1;163;230.7;13.5667
0;1;163;230.7;13.5833
0;1;164;231;13.6
0;1;164;231;13.6167
0;1;164;231;13.6333
0;1;164;231;13.65
0;1;164;231;13.6667
0;1;165;231.4;13.6833
0;1;165;231.4;13.7
0;1;165;231.4;13.7167
0;1;165;231.4;13.7333
0;1;165;231.4;13.75
0;1;166;234;13.7667
0;1;166;234;13.7833
0;1;166;234;13.8
0;1;166;234;13.8167
0;1;166;234;13.8333
0;1;167;237.3;13.85
0;1;167;237.3;13.8667
0;1;167;237.3;13.8833
0;1;167;237.3;13.9
0;1;167;237.3;13.9167
0;1;168;239.7;13.9333
0;1;168;239.7;13.95
0;1;168;239.7;13.9667
0;1;168;239.7;13.9833
0;1;168;239.7;14
0;1;169;241.7;14.0167
0;1;169;241.7;14.0333
0;1;169;241.7;14.05
0;1;169;241.7;14.0667
0;1;169;241.7;14.0833
0;1;170;242.9;14.1
0;1;170;242.9;14.1167
0;1;170;242.9;14.1333
0;1;170;242.9;14.15
0;1;170;242.9;14.1667
0;1;171;247.1;14.1833
0;1;171;247.1;14.2
0;1;171;247.1;14.2167
0;1;171;247.1;14.2333
0;1;171;247.1;14.25
0;1;172;251;14.2667
0;1;172;251;14.2833
0;1;172;251;14.3
0;1;172;251;14.3167
0;1;172;251;14.3333
0;1;173;254.2;14.35
0;1;173;254.2;14.3667
0;1;173;254.2;14.3833
0;1;173;254.2;14.4
0;1;173;254.2;14.4167
0;1;174;257.7;14.4333
0;1;174;257.7;14.45
0;1;174;257.7;14.4667
0;1;174;257.7;14.4833
0;1;174;257.7;14.5
0;1;175;262.5;14.5167
0;1;175;262.5;14.5333
0;1;175;262.5;14.55
0;1;175;262.5;14.5667
0;1;175;262.5;14.5833
0;1;176;267.4;14.6
0;1;176;267.4;14.6167
0;1;176;267.4;14.6333
0;1;176;267.4;14.65
0;1;176;267.4;14.6667
0;1;177;276.6;14.6833
0;1;177;276.6;14.7
0;1;177;276.6;14.7167
0;1;177;276.6;14.7333
0;1;177;276.6;14.75
0;1;178;284.7;14.7667
0;1;178;284.7;14.7833
0;1;178;284.7;14.8
0;1;178;284.7;14.8167
0;1;178;284.7;14.8333
0;1;179;292.2;14.85
0;1;179;292.2;14.8667
0;1;179;292.2;14.8833
0;1;179;292.2;14.9
0;1;179;292.2;14.9167
0;1;180;299.9;14.9333
0;1;180;299.9;14.95
0;1;180;299.9;14.9667
0;1;180;299.9;14.9833
0;1;180;299.9;15
0;1;181;306.1;15.0167
0;1;181;306.1;15.0333
0;1;181;306.1;15.05
0;1;181;306.1;15.0667
0;1;181;306.1;15.0833
0;1;182;313.7;15.1
0;1;182;313.7;15.1167
0;1;182;313.7;15.1333
0;1;182;313.7;15.15
0;1;182;313.7;15.1667
0;1;183;322.3;15.1833
0;1;183;322.3;15.2
0;1;183;322.3;15.2167
0;1;183;322.3;15.2333
0;1;183;322.3;15.25
0;1;184;331.9;15.2667
0;1;184;331.9;15.2833
0;1;184;331.9;15.3
0;1;184;331.9;15.3167
0;1;184;331.9;15.3333
0;1;185;344.2;15.35
0;1;185;344.2;15.3667
0;1;185;344.2;15.3833
0;1;185;344.2;15.4
0;1;185;344.2;15.4167
0;1;186;359.7;15.4333
0;1;186;359.7;15.45
0;1;186;359.7;15.4667
0;1;186;359.7;15.4833
0;1;186;359.7;15.5
0;1;187;373;15.5167
0;1;187;373;15.5333
0;1;187;373;15.55
0;1;187;373;15.5667
0;1;187;373;15.5833
0;1;188;386.3;15.6
0;1;188;386.3;15.6167
0;1;188;386.3;15.6333
0;1;188;386.3;15.65
0;1;188;386.3;15.6667
0;1;189;400.7;15.6833
0;1;189;400.7;15.7
0;1;189;400.7;15.7167
0;1;189;400.7;15.7333
0;1;189;400.7;15.75
0;1;190;417.7;15.7667
0;1;190;417.7;15.7833
0;1;190;417.7;15.8
0;1;190;417.7;15.8167
0;1;190;417.7;15.8333
0;1;191;432.4;15.85
0;1;191;432.4;15.8667
0;1;191;432.4;15.8833
0;1;191;432.4;15.9
0;1;191;432.4;15.9167
0;1;192;448.1;15.9333
0;1;192;448.1;15.95
0;1;192;448.1;15.9667
0;1;192;448.1;15.9833
0;1;192;448.1;16
0;1;193;463.4;16.0167
0;1;193;463.4;16.0333
0;1;193;463.4;16.05
