scenario;area;timestep;load;timestep_fractional
1;1;186;424.4;15.4833
1;1;186;424.4;15.5
1;1;187;440.1;15.5167
1;1;187;440.1;15.5333
1;1;187;440.1;15.55
1;1;187;440.1;15.5667
1;1;187;440.1;15.5833
1;1;188;455.8;15.6
1;1;188;455.8;15.6167
1;1;188;455.8;15.6333
1;1;188;455.8;15.65
1;1;188;455.8;15.6667
1;1;189;472.8;15.6833
1;1;189;472.8;15.7
1;1;189;472.8;15.7167
1;1;189;472.8;15.7333
1;1;189;472.8;15.75
1;1;190;492.9;15.7667
1;1;190;492.9;15.7833
1;1;190;492.9;15.8
1;1;190;492.9;15.8167
1;1;190;492.9;15.8333
1;1;191;510.2;15.85
1;1;191;510.2;15.8667
1;1;191;510.2;15.8833
1;1;191;510.2;15.9
1;1;191;510.2;15.9167
1;1;192;528.7;15.9333
1;1;192;528.7;15.95
1;1;192;528.7;15.9667
1;1;192;528.7;15.9833
1;1;192;528.7;16
1;1;193;546.8;16.0167
1;1;193;546.8;16.0333
1;1;193;546.8;16.05
1;1;193;546.8;16.0667
1;1;193;546.8;16.0833
1;1;194;563.4;16.1
1;1;194;563.4;16.1167
1;1;194;563.4;16.1333
1;1;194;563.4;16.15
1;1;194;563.4;16.1667
1;1;195;581.7;16.1833
1;1;195;581.7;16.2
1;1;195;581.7;16.2167
1;1;195;581.7;16.2333
1;1;195;581.7;16.25
1;1;196;600.7;16.2667
1;1;196;600.7;16.2833
1;1;196;600.7;16.3
1;1;196;600.7;16.3167
1;1;196;600.7;16.3333
1;1;197;615.5;16.35
1;1;197;615.5;16.3667
1;1;197;615.5;16.3833
1;1;197;615.5;16.4
1;1;197;615.5;16.4167
1;1;198;630.9;16.4333
1;1;198;630.9;16.45
1;1;198;630.9;16.4667
1;1;198;630.9;16.4833
1;1;198;630.9;16.5
1;1;199;642.8;16.5167
1;1;199;642.8;16.5333
1;1;199;642.8;16.55
1;1;199;642.8;16.5667
1;1;199;642.8;16.5833
1;1;200;655.1;16.6
1;1;200;655.1;16.6167
1;1;200;655.1;16.6333
1;1;200;655.1;16.65
1;1;200;655.1;16.6667
1;1;201;672.7;16.6833
1;1;201;672.7;16.7
1;1;201;672.7;16.7167
1;1;201;672.7;16.7333
1;1;201;672.7;16.75
1;1;202;685.1;16.7667
1;1;202;685.1;16.7833
1;1;202;685.1;16.8
1;1;202;685.1;16.8167
1;1;202;685.1;16.8333
1;1;203;695.9;16.85
1;1;203;695.9;16.8667
1;1;203;695.9;16.8833
1;1;203;695.9;16.9
1;1;203;695.9;16.9167
1;1;204;705.9;16.9333
1;1;204;705.9;16.95
1;1;204;705.9;16.9667
1;1;204;705.9;16.9833
1;1;204;705.9;17
1;1;205;718.2;17.0167
1;1;205;718.2;17.0333
1;1;205;718.2;17.05
1;1;205;718.2;17.0667
1;1;205;718.2;17.0833
1;1;206;729.4;17.1
1;1;206;729.4;17.1167
1;1;206;729.4;17.1333
1;1;206;729.4;17.15
1;1;206;729.4;17.1667
1;1;207;741;17.1833
1;1;207;741;17.2
1;1;207;741;17.2167
1;1;207;741;17.2333
1;1;207;741;17.25
1;1;208;753;17.2667
1;1;208;753;17.2833
1;1;208;753;17.3
1;1;208;753;17.3167
1;1;208;753;17.3333
1;1;209;764.5;17.35
1;1;209;764.5;17.3667
1;1;209;764.5;17.3833
1;1;209;764.5;17.4
1;1;209;764.5;17.4167
1;1;210;772.1;17.4333
1;1;210;772.1;17.45
1;1;210;772.1;17.4667
1;1;210;772.1;17.4833
1;1;210;772.1;17.5
1;1;211;779.7;17.5167
1;1;211;779.7;17.5333
1;1;211;779.7;17.55
1;1;211;779.7;17.5667
1;1;211;779.7;17.5833
1;1;212;785.3;17.6
1;1;212;785.3;17.6167
1;1;212;785.3;17.6333
1;1;212;785.3;17.65
1;1;212;785.3;17.6667
1;1;213;789.9;17.6833
1;1;213;789.9;17.7
1;1;213;789.9;17.7167
1;1;213;789.9;17.7333
1;1;213;789.9;17.75
1;1;214;792;17.7667
1;1;214;792;17.7833
1;1;214;792;17.8
1;1;214;792;17.8167
1;1;214;792;17.8333
1;1;215;794.3;17.85
1;1;215;794.3;17.8667
1;1;215;794.3;17.8833
1;1;215;794.3;17.9
1;1;215;794.3;17.9167
1;1;216;796;17.9333
1;1;216;796;17.95
1;1;216;796;17.9667
1;1;216;796;17.9833
1;1;216;796;18
1;1;217;797.5;18.0167
1;1;217;797.5;18.0333
1;1;217;797.5;18.05
1;1;217;797.5;18.0667
1;1;217;797.5;18.0833
1;1;218;798.4;18.1
1;1;218;798.4;18.1167
1;1;218;798.4;18.1333
1;1;218;798.4;18.15
1;1;218;798.4;18.1667
1;1;219;799;18.1833
1;1;219;799;18.2
1;1;219;799;18.2167
1;1;219;799;18.2333
1;1;219;799;18.25
1;1;220;800.2;18.2667
1;1;220;800.2;18.2833
1;1;220;800.2;18.3
1;1;220;800.2;18.3167
1;1;220;800.2;18.3333
1;1;221;801.7;18.35
1;1;221;801.7;18.3667
1;1;221;801.7;18.3833
1;1;221;801.7;18.4
1;1;221;801.7;18.4167
1;1;222;802.4;18.4333
1;1;222;802.4;18.45
1;1;222;802.4;18.4667
1;1;222;802.4;18.4833
1;1;222;802.4;18.5
1;1;223;802.4;18.5167
1;1;223;802.4;18.5333
1;1;223;802.4;18.55
1;1;223;802.4;18.5667
1;1;223;802.4;18.5833
1;1;224;801.5;18.6
1;1;224;801.5;18.6167
1;1;224;801.5;18.6333
1;1;224;801.5;18.65
1;1;224;801.5;18.6667
1;1;225;801.1;18.6833
1;1;225;801.1;18.7
1;1;225;801.1;18.7167
1;1;225;801.1;18.7333
1;1;225;801.1;18.75
1;1;226;801;18.7667
1;1;226;801;18.7833
1;1;226;801;18.8
1;1;226;801;18.8167
1;1;226;801;18.8333
1;1;227;800.1;18.85
1;1;227;800.1;18.8667
1;1;227;800.1;18.8833
1;1;227;800.1;18.9
1;1;227;800.1;18.9167
1;1;228;799.4;18.9333
1;1;228;799.4;18.95
1;1;228;799.4;18.9667
1;1;228;799.4;18.9833
1;1;228;799.4;19
1;1;229;798.8;19.0167
1;1;229;798.8;19.0333
1;1;229;798.8;19.05
1;1;229;798.8;19.0667
1;1;229;798.8;19.0833
1;1;230;798.3;19.1
1;1;230;798.3;19.1167
1;1;230;798.3;19.1333
1;1;230;798.3;19.15
1;1;230;798.3;19.1667
1;1;231;796.2;19.1833
1;1;231;796.2;19.2
1;1;231;796.2;19.2167
1;1;231;796.2;19.2333
1;1;231;796.2;19.25
1;1;232;796.4;19.2667
1;1;232;796.4;19.2833
1;1;232;796.4;19.3
1;1;232;796.4;19.3167
1;1;232;796.4;19.3333
1;1;233;796.2;19.35
1;1;233;796.2;19.3667
1;1;233;796.2;19.3833
1;1;233;796.2;19.4
1;1;233;796.2;19.4167
1;1;234;795.1;19.4333
1;1;234;795.1;19.45
1;1;234;795.1;19.4667
1;1;234;795.1;19.4833
1;1;234;795.1;19.5
1;1;235;795.4;19.5167
1;1;235;795.4;19.5333
1;1;235;795.4;19.55
1;1;235;795.4;19.5667
1;1;235;795.4;19.5833
1;1;236;794.9;19.6
1;1;236;794.9;19.6167
1;1;236;794.9;19.6333
1;1;236;794.9;19.65
1;1;236;794.9;19.6667
1;1;237;794.8;19.6833
1;1;237;794.8;19.7
1;1;237;794.8;19.7167
1;1;237;794.8;19.7333
1;1;237;794.8;19.75
1;1;238;794;19.7667
1;1;238;794;19.7833
1;1;238;794;19.8
1;1;238;794;19.8167
1;1;238;794;19.8333
1;1;239;793.6;19.85
1;1;239;793.6;19.8667
1;1;239;793.6;19.8833
1;1;239;793.6;19.9
1;1;239;793.6;19.9167
1;1;240;793.4;19.9333
1;1;240;793.4;19.95
1;1;240;793.4;19.9667
1;1;240;793.4;19.9833
1;1;240;793.4;20
1;1;241;792.7;20.0167
1;1;241;792.7;20.0333
1;1;241;792.7;20.05
1;1;241;792.7;20.0667
1;1;241;792.7;20.0833
1;1;242;791.7;20.1
1;1;242;791.7;20.1167
1;1;242;791.7;20.1333
1;1;242;791.7;20.15
1;1;242;791.7;20.1667
1;1;243;790.2;20.1833
1;1;243;790.2;20.2
1;1;243;790.2;20.2167
1;1;243;790.2;20.2333
1;1;243;790.2;20.25
1;1;244;789;20.2667
1;1;244;789;20.2833
1;1;244;789;20.3
1;1;244;789;20.3167
1;1;244;789;20.3333
1;1;245;788.7;20.35
1;1;245;788.7;20.3667
1;1;245;788.7;20.3833
1;1;245;788.7;20.4
1;1;245;788.7;20.4167
1;1;246;787.4;20.4333
1;1;246;787.4;20.45
1;1;246;787.4;20.4667
1;1;246;787.4;20.4833
1;1;246;787.4;20.5
1;1;247;785.8;20.5167
1;1;247;785.8;20.5333
1;1;247;785.8;20.55
1;1;247;785.8;20.5667
1;1;247;785.8;20.5833
1;1;248;783.9;20.6
1;1;248;783.9;20.6167
1;1;248;783.9;20.6333
1;1;248;783.9;20.65
1;1;248;783.9;20.6667
1;1;249;783.1;20.6833
1;1;249;783.1;20.7
1;1;249;783.1;20.7167
1;1;249;783.1;20.7333
1;1;249;783.1;20.75
1;1;250;781.4;20.7667
1;1;250;781.4;20.7833
1;1;250;781.4;20.8
1;1;250;781.4;20.8167
1;1;250;781.4;20.8333
1;1;251;780;20.85
1;1;251;780;20.8667
1;1;251;780;20.8833
1;1;251;780;20.9
1;1;251;780;20.9167
1;1;252;777.1;20.9333
1;1;252;777.1;20.95
1;1;252;777.1;20.9667
1;1;252;777.1;20.9833
1;1;252;777.1;21
1;1;253;775.1;21.0167
1;1;253;775.1;21.0333
1;1;253;775.1;21.05
1;1;253;775.1;21.0667
1;1;253;775.1;21.0833
1;1;254;772.3;21.1
1;1;254;772.3;21.1167
1;1;254;772.3;21.1333
1;1;254;772.3;21.15
1;1;254;772.3;21.1667
1;1;255;769.6;21.1833
1;1;255;769.6;21.2
1;1;255;769.6;21.2167
1;1;255;769.6;21.2333
1;1;255;769.6;21.25
1;1;256;766.8;21.2667
1;1;256;766.8;21.2833
1;1;256;766.8;21.3
1;1;256;766.8;21.3167
1;1;256;766.8;21.3333
1;1;257;763.9;21.35
1;1;257;763.9;21.3667
1;1;257;763.9;21.3833
1;1;257;763.9;21.4
1;1;257;763.9;21.4167
1;1;258;761.1;21.4333
1;1;258;761.1;21.45
1;1;258;761.1;21.4667
1;1;258;761.1;21.4833
1;1;258;761.1;21.5
1;1;259;759.1;21.5167
1;1;259;759.1;21.5333
1;1;259;759.1;21.55
1;1;259;759.1;21.5667
1;1;259;759.1;21.5833
1;1;260;756.6;21.6
1;1;260;756.6;21.6167
1;1;260;756.6;21.6333
1;1;260;756.6;21.65
1;1;260;756.6;21.6667
1;1;261;755.1;21.6833
1;1;261;755.1;21.7
1;1;261;755.1;21.7167
1;1;261;755.1;21.7333
1;1;261;755.1;21.75
1;1;262;751.7;21.7667
1;1;262;751.7;21.7833
1;1;262;751.7;21.8
1;1;262;751.7;21.8167
1;1;262;751.7;21.8333
1;1;263;748.1;21.85
1;1;263;748.1;21.8667
1;1;263;748.1;21.8833
1;1;263;748.1;21.9
1;1;263;748.1;21.9167
1;1;264;743.9;21.9333
1;1;264;743.9;21.95
1;1;264;743.9;21.9667
1;1;264;743.9;21.9833
1;1;264;743.9;22
1;1;265;740.5;22.0167
1;1;265;740.5;22.0333
1;1;265;740.5;22.05
1;1;265;740.5;22.0667
1;1;265;740.5;22.0833
1;1;266;734.6;22.1
1;1;266;734.6;22.1167
1;1;266;734.6;22.1333
1;1;266;734.6;22.15
1;1;266;734.6;22.1667
1;1;267;729.6;22.1833
1;1;267;729.6;22.2
1;1;267;729.6;22.2167
1;1;267;729.6;22.2333
1;1;267;729.6;22.25
1;1;268;726.5;22.2667
1;1;268;726.5;22.2833
1;1;268;726.5;22.3
1;1;268;726.5;22.3167
1;1;268;726.5;22.3333
1;1;269;722;22.35
1;1;269;722;22.3667
1;1;269;722;22.3833
1;1;269;722;22.4
1;1;269;722;22.4167
1;1;270;718.3;22.4333
1;1;270;718.3;22.45
1;1;270;718.3;22.4667
1;1;270;718.3;22.4833
1;1;270;718.3;22.5
1;1;271;714.1;22.5167
1;1;271;714.1;22.5333
1;1;271;714.1;22.55
1;1;271;714.1;22.5667
1;1;271;714.1;22.5833
1;1;272;710.1;22.6
1;1;272;710.1;22.6167
1;1;272;710.1;22.6333
1;1;272;710.1;22.65
1;1;272;710.1;22.6667
1;1;273;707.2;22.6833
1;1;273;707.2;22.7
1;1;273;707.2;22.7167
1;1;273;707.2;22.7333
1;1;273;707.2;22.75
1;1;274;703.5;22.7667
1;1;274;703.5;22.7833
1;1;274;703.5;22.8
1;1;274;703.5;22.8167
1;1;274;703.5;22.8333
1;1;275;698.9;22.85
1;1;275;698.9;22.8667
1;1;275;698.9;22.8833
1;1;275;698.9;22.9
1;1;275;698.9;22.9167
1;1;276;696.6;22.9333
1;1;276;696.6;22.95
1;1;276;696.6;22.9667
1;1;276;696.6;22.9833
1;1;276;696.6;23
1;1;277;691.4;23.0167
1;1;277;691.4;23.0333
1;1;277;691.4;23.05
1;1;277;691.4;23.0667
1;1;277;691.4;23.0833
1;1;278;686.6;23.1
1;1;278;686.6;23.1167
1;1;278;686.6;23.1333
1;1;278;686.6;23.15
1;1;278;686.6;23.1667
1;1;279;682.2;23.1833
1;1;279;682.2;23.2
1;1;279;682.2;23.2167
1;1;279;682.2;23.2333
1;1;279;682.2;23.25
1;1;280;678.4;23.2667
1;1;280;678.4;23.2833
1;1;280;678.4;23.3
1;1;280;678.4;23.3167
1;1;280;678.4;23.3333
1;1;281;676;23.35
1;1;281;676;23.3667
1;1;281;676;23.3833
1;1;281;676;23.4
1;1;281;676;23.4167
1;1;282;671.4;23.4333
1;1;282;671.4;23.45
1;1;282;671.4;23.4667
1;1;282;671.4;23.4833
1;1;282;671.4;23.5
1;1;283;667.8;23.5167
1;1;283;667.8;23.5333
1;1;283;667.8;23.55
1;1;283;667.8;23.5667
1;1;283;667.8;23.5833
1;1;284;663.8;23.6
1;1;284;663.8;23.6167
1;1;284;663.8;23.6333
1;1;284;663.8;23.65
1;1;284;663.8;23.6667
1;1;285;660.9;23.6833
1;1;285;660.9;23.7
1;1;285;660.9;23.7167
1;1;285;660.9;23.7333
1;1;285;660.9;23.75
1;1;286;657.4;23.7667
1;1;286;657.4;23.7833
1;1;286;657.4;23.8
1;1;286;657.4;23.8167
1;1;286;657.4;23.8333
1;1;287;653.8;23.85
1;1;287;653.8;23.8667
1;1;287;653.8;23.8833
1;1;287;653.8;23.9
1;1;287;653.8;23.9167
1;1;288;649.6;23.9333
1;1;288;649.6;23.95
1;1;288;649.6;23.9667
1;1;288;649.6;23.9833
1;1;288;649.6;24
2;1;1;408.3;0
2;1;1;408.3;0.0167
2;1;1;408.3;0.0333
2;1;1;408.3;0.05
2;1;1;408.3;0.0667
2;1;1;408.3;0.0833
2;1;2;404.9;0.1
2;1;2;404.9;0.1167
2;1;2;404.9;0.1333
2;1;2;404.9;0.15
2;1;2;404.9;0.1667
2;1;3;403.3;0.1833
2;1;3;403.3;0.2
2;1;3;403.3;0.2167
2;1;3;403.3;0.2333
2;1;3;403.3;0.25
2;1;4;401.9;0.2667
2;1;4;401.9;0.2833
2;1;4;401.9;0.3
2;1;4;401.9;0.3167
2;1;4;401.9;0.3333
2;1;5;401.2;0.35
2;1;5;401.2;0.3667
2;1;5;401.2;0.3833
2;1;5;401.2;0.4
2;1;5;401.2;0.4167
2;1;6;399.3;0.4333
2;1;6;399.3;0.45
2;1;6;399.3;0.4667
2;1;6;399.3;0.4833
2;1;6;399.3;0.5
2;1;7;398.6;0.5167
2;1;7;398.6;0.5333
2;1;7;398.6;0.55
2;1;7;398.6;0.5667
2;1;7;398.6;0.5833
2;1;8;397.4;0.6
2;1;8;397.4;0.6167
2;1;8;397.4;0.6333
2;1;8;397.4;0.65
2;1;8;397.4;0.6667
2;1;9;398;0.6833
2;1;9;398;0.7
2;1;9;398;0.7167
2;1;9;398;0.7333
2;1;9;398;0.75
2;1;10;396.8;0.7667
2;1;10;396.8;0.7833
2;1;10;396.8;0.8
2;1;10;396.8;0.8167
2;1;10;396.8;0.8333
2;1;11;397.1;0.85
2;1;11;397.1;0.8667
2;1;11;397.1;0.8833
2;1;11;397.1;0.9
2;1;11;397.1;0.9167
2;1;12;396.7;0.9333
2;1;12;396.7;0.95
2;1;12;396.7;0.9667
2;1;12;396.7;0.9833
2;1;12;396.7;1
2;1;13;397.4;1.0167
2;1;13;397.4;1.0333
2;1;13;397.4;1.05
2;1;13;397.4;1.0667
2;1;13;397.4;1.0833
2;1;14;396.2;1.1
2;1;14;396.2;1.1167
2;1;14;396.2;1.1333
2;1;14;396.2;1.15
2;1;14;396.2;1.1667
2;1;15;395.6;1.1833
2;1;15;395.6;1.2
2;1;15;395.6;1.2167
2;1;15;395.6;1.2333
2;1;15;395.6;1.25
2;1;16;394.2;1.2667
2;1;16;394.2;1.2833
2;1;16;394.2;1.3
2;1;16;394.2;1.3167
2;1;16;394.2;1.3333
2;1;17;393.3;1.35
2;1;17;393.3;1.3667
2;1;17;393.3;1.3833
2;1;17;393.3;1.4
2;1;17;393.3;1.4167
2;1;18;391.1;1.4333
2;1;18;391.1;1.45
2;1;18;391.1;1.4667
2;1;18;391.1;1.4833
2;1;18;391.1;1.5
2;1;19;390.4;1.5167
2;1;19;390.4;1.5333
2;1;19;390.4;1.55
2;1;19;390.4;1.5667
2;1;19;390.4;1.5833
2;1;20;389.1;1.6
2;1;20;389.1;1.6167
2;1;20;389.1;1.6333
2;1;20;389.1;1.65
2;1;20;389.1;1.6667
2;1;21;387.3;1.6833
2;1;21;387.3;1.7
2;1;21;387.3;1.7167
2;1;21;387.3;1.7333
2;1;21;387.3;1.75
2;1;22;386.5;1.7667
2;1;22;386.5;1.7833
2;1;22;386.5;1.8
2;1;22;386.5;1.8167
2;1;22;386.5;1.8333
2;1;23;385.8;1.85
2;1;23;385.8;1.8667
2;1;23;385.8;1.8833
2;1;23;385.8;1.9
2;1;23;385.8;1.9167
2;1;24;385.7;1.9333
2;1;24;385.7;1.95
2;1;24;385.7;1.9667
2;1;24;385.7;1.9833
2;1;24;385.7;2
2;1;25;385.6;2.0167
2;1;25;385.6;2.0333
2;1;25;385.6;2.05
2;1;25;385.6;2.0667
2;1;25;385.6;2.0833
2;1;26;385;2.1
2;1;26;385;2.1167
2;1;26;385;2.1333
2;1;26;385;2.15
2;1;26;385;2.1667
2;1;27;383.9;2.1833
2;1;27;383.9;2.2
2;1;27;383.9;2.2167
2;1;27;383.9;2.2333
2;1;27;383.9;2.25
2;1;28;382.4;2.2667
2;1;28;382.4;2.2833
2;1;28;382.4;2.3
2;1;28;382.4;2.3167
2;1;28;382.4;2.3333
2;1;29;381.5;2.35
2;1;29;381.5;2.3667
2;1;29;381.5;2.3833
2;1;29;381.5;2.4
2;1;29;381.5;2.4167
2;1;30;381;2.4333
2;1;30;381;2.45
2;1;30;381;2.4667
2;1;30;381;2.4833
2;1;30;381;2.5
2;1;31;380.2;2.5167
2;1;31;380.2;2.5333
2;1;31;380.2;2.55
2;1;31;380.2;2.5667
2;1;31;380.2;2.5833
2;1;32;379.2;2.6
2;1;32;379.2;2.6167
2;1;32;379.2;2.6333
2;1;32;379.2;2.65
2;1;32;379.2;2.6667
2;1;33;378.6;2.6833
2;1;33;378.6;2.7
2;1;33;378.6;2.7167
2;1;33;378.6;2.7333
2;1;33;378.6;2.75
2;1;34;377;2.7667
2;1;34;377;2.7833
2;1;34;377;2.8
2;1;34;377;2.8167
2;1;34;377;2.8333
2;1;35;376.2;2.85
2;1;35;376.2;2.8667
2;1;35;376.2;2.8833
2;1;35;376.2;2.9
2;1;35;376.2;2.9167
2;1;36;375.7;2.9333
2;1;36;375.7;2.95
2;1;36;375.7;2.9667
2;1;36;375.7;2.9833
2;1;36;375.7;3
2;1;37;374.6;3.0167
2;1;37;374.6;3.0333
2;1;37;374.6;3.05
2;1;37;374.6;3.0667
2;1;37;374.6;3.0833
2;1;38;374.1;3.1
2;1;38;374.1;3.1167
2;1;38;374.1;3.1333
2;1;38;374.1;3.15
2;1;38;374.1;3.1667
2;1;39;374.2;3.1833
2;1;39;374.2;3.2
2;1;39;374.2;3.2167
2;1;39;374.2;3.2333
2;1;39;374.2;3.25
2;1;40;374.3;3.2667
2;1;40;374.3;3.2833
2;1;40;374.3;3.3
2;1;40;374.3;3.3167
2;1;40;374.3;3.3333
2;1;41;374;3.35
2;1;41;374;3.3667
2;1;41;374;3.3833
2;1;41;374;3.4
2;1;41;374;3.4167
2;1;42;374;3.4333
2;1;42;374;3.45
2;1;42;374;3.4667
2;1;42;374;3.4833
2;1;42;374;3.5
2;1;43;373.2;3.5167
2;1;43;373.2;3.5333
2;1;43;373.2;3.55
2;1;43;373.2;3.5667
2;1;43;373.2;3.5833
2;1;44;372.8;3.6
2;1;44;372.8;3.6167
2;1;44;372.8;3.6333
2;1;44;372.8;3.65
2;1;44;372.8;3.6667
2;1;45;372.7;3.6833
2;1;45;372.7;3.7
2;1;45;372.7;3.7167
2;1;45;372.7;3.7333
2;1;45;372.7;3.75
2;1;46;372.5;3.7667
2;1;46;372.5;3.7833
2;1;46;372.5;3.8
2;1;46;372.5;3.8167
2;1;46;372.5;3.8333
2;1;47;372.7;3.85
2;1;47;372.7;3.8667
2;1;47;372.7;3.8833
2;1;47;372.7;3.9
2;1;47;372.7;3.9167
2;1;48;372.3;3.9333
2;1;48;372.3;3.95
2;1;48;372.3;3.9667
2;1;48;372.3;3.9833
2;1;48;372.3;4
2;1;49;372.1;4.0167
2;1;49;372.1;4.0333
2;1;49;372.1;4.05
2;1;49;372.1;4.0667
2;1;49;372.1;4.0833
2;1;50;372.9;4.1
2;1;50;372.9;4.1167
2;1;50;372.9;4.1333
2;1;50;372.9;4.15
2;1;50;372.9;4.1667
2;1;51;373.7;4.1833
2;1;51;373.7;4.2
2;1;51;373.7;4.2167
2;1;51;373.7;4.2333
2;1;51;373.7;4.25
2;1;52;374;4.2667
2;1;52;374;4.2833
2;1;52;374;4.3
2;1;52;374;4.3167
2;1;52;374;4.3333
2;1;53;373.7;4.35
2;1;53;373.7;4.3667
2;1;53;373.7;4.3833
2;1;53;373.7;4.4
2;1;53;373.7;4.4167
2;1;54;372.7;4.4333
2;1;54;372.7;4.45
2;1;54;372.7;4.4667
2;1;54;372.7;4.4833
2;1;54;372.7;4.5
2;1;55;372.1;4.5167
2;1;55;372.1;4.5333
2;1;55;372.1;4.55
2;1;55;372.1;4.5667
2;1;55;372.1;4.5833
2;1;56;372.9;4.6
2;1;56;372.9;4.6167
2;1;56;372.9;4.6333
2;1;56;372.9;4.65
2;1;56;372.9;4.6667
2;1;57;374;4.6833
2;1;57;374;4.7
2;1;57;374;4.7167
2;1;57;374;4.7333
2;1;57;374;4.75
2;1;58;375.5;4.7667
2;1;58;375.5;4.7833
2;1;58;375.5;4.8
2;1;58;375.5;4.8167
2;1;58;375.5;4.8333
2;1;59;376.9;4.85
2;1;59;376.9;4.8667
2;1;59;376.9;4.8833
2;1;59;376.9;4.9
2;1;59;376.9;4.9167
2;1;60;377.6;4.9333
2;1;60;377.6;4.95
2;1;60;377.6;4.9667
2;1;60;377.6;4.9833
2;1;60;377.6;5
2;1;61;378.2;5.0167
2;1;61;378.2;5.0333
2;1;61;378.2;5.05
2;1;61;378.2;5.0667
2;1;61;378.2;5.0833
2;1;62;380.8;5.1
2;1;62;380.8;5.1167
2;1;62;380.8;5.1333
2;1;62;380.8;5.15
2;1;62;380.8;5.1667
2;1;63;383.8;5.1833
2;1;63;383.8;5.2
2;1;63;383.8;5.2167
2;1;63;383.8;5.2333
2;1;63;383.8;5.25
2;1;64;385;5.2667
2;1;64;385;5.2833
2;1;64;385;5.3
2;1;64;385;5.3167
2;1;64;385;5.3333
2;1;65;385.2;5.35
2;1;65;385.2;5.3667
2;1;65;385.2;5.3833
2;1;65;385.2;5.4
2;1;65;385.2;5.4167
2;1;66;386.3;5.4333
2;1;66;386.3;5.45
2;1;66;386.3;5.4667
2;1;66;386.3;5.4833
2;1;66;386.3;5.5
2;1;67;387.1;5.5167
2;1;67;387.1;5.5333
2;1;67;387.1;5.55
2;1;67;387.1;5.5667
2;1;67;387.1;5.5833
2;1;68;388.2;5.6
2;1;68;388.2;5.6167
2;1;68;388.2;5.6333
2;1;68;388.2;5.65
2;1;68;388.2;5.6667
2;1;69;389.7;5.6833
2;1;69;389.7;5.7
2;1;69;389.7;5.7167
2;1;69;389.7;5.7333
2;1;69;389.7;5.75
2;1;70;390.6;5.7667
2;1;70;390.6;5.7833
2;1;70;390.6;5.8
2;1;70;390.6;5.8167
2;1;70;390.6;5.8333
2;1;71;391.2;5.85
2;1;71;391.2;5.8667
2;1;71;391.2;5.8833
2;1;71;391.2;5.9
2;1;71;391.2;5.9167
2;1;72;392.1;5.9333
2;1;72;392.1;5.95
2;1;72;392.1;5.9667
2;1;72;392.1;5.9833
2;1;72;392.1;6
2;1;73;392.9;6.0167
2;1;73;392.9;6.0333
2;1;73;392.9;6.05
2;1;73;392.9;6.0667
2;1;73;392.9;6.0833
2;1;74;396.1;6.1
2;1;74;396.1;6.1167
2;1;74;396.1;6.1333
2;1;74;396.1;6.15
2;1;74;396.1;6.1667
2;1;75;399.9;6.1833
2;1;75;399.9;6.2
2;1;75;399.9;6.2167
2;1;75;399.9;6.2333
2;1;75;399.9;6.25
2;1;76;401.9;6.2667
2;1;76;401.9;6.2833
2;1;76;401.9;6.3
2;1;76;401.9;6.3167
2;1;76;401.9;6.3333
2;1;77;403.3;6.35
2;1;77;403.3;6.3667
2;1;77;403.3;6.3833
2;1;77;403.3;6.4
2;1;77;403.3;6.4167
2;1;78;404.5;6.4333
2;1;78;404.5;6.45
2;1;78;404.5;6.4667
2;1;78;404.5;6.4833
2;1;78;404.5;6.5
2;1;79;405.3;6.5167
2;1;79;405.3;6.5333
2;1;79;405.3;6.55
2;1;79;405.3;6.5667
2;1;79;405.3;6.5833
2;1;80;407;6.6
2;1;80;407;6.6167
2;1;80;407;6.6333
2;1;80;407;6.65
2;1;80;407;6.6667
2;1;81;408.1;6.6833
2;1;81;408.1;6.7
2;1;81;408.1;6.7167
2;1;81;408.1;6.7333
2;1;81;408.1;6.75
2;1;82;408.8;6.7667
2;1;82;408.8;6.7833
2;1;82;408.8;6.8
2;1;82;408.8;6.8167
2;1;82;408.8;6.8333
2;1;83;408.8;6.85
2;1;83;408.8;6.8667
2;1;83;408.8;6.8833
2;1;83;408.8;6.9
2;1;83;408.8;6.9167
2;1;84;408.2;6.9333
2;1;84;408.2;6.95
2;1;84;408.2;6.9667
2;1;84;408.2;6.9833
2;1;84;408.2;7
2;1;85;407.2;7.0167
2;1;85;407.2;7.0333
2;1;85;407.2;7.05
2;1;85;407.2;7.0667
2;1;85;407.2;7.0833
2;1;86;405.8;7.1
2;1;86;405.8;7.1167
2;1;86;405.8;7.1333
2;1;86;405.8;7.15
2;1;86;405.8;7.1667
2;1;87;405.5;7.1833
2;1;87;405.5;7.2
2;1;87;405.5;7.2167
2;1;87;405.5;7.2333
2;1;87;405.5;7.25
2;1;88;402.2;7.2667
2;1;88;402.2;7.2833
2;1;88;402.2;7.3
2;1;88;402.2;7.3167
2;1;88;402.2;7.3333
2;1;89;399.2;7.35
2;1;89;399.2;7.3667
2;1;89;399.2;7.3833
2;1;89;399.2;7.4
2;1;89;399.2;7.4167
2;1;90;394.7;7.4333
2;1;90;394.7;7.45
2;1;90;394.7;7.4667
2;1;90;394.7;7.4833
2;1;90;394.7;7.5
2;1;91;390.1;7.5167
2;1;91;390.1;7.5333
2;1;91;390.1;7.55
2;1;91;390.1;7.5667
2;1;91;390.1;7.5833
2;1;92;384.3;7.6
