load,timestep,area,scenario,timestep_fractional
396.3,30,1,0,2.4333
396.3,30,1,0,2.45
396.3,30,1,0,2.4667
396.3,30,1,0,2.4833
396.3,30,1,0,2.5
395.50000000000006,31,1,0,2.5167
395.50000000000006,31,1,0,2.5333
395.50000000000006,31,1,0,2.55
395.50000000000006,31,1,0,2.5667
395.50000000000006,31,1,0,2.5833
394.40000000000003,32,1,0,2.6
394.40000000000003,32,1,0,2.6167
394.40000000000003,32,1,0,2.6333
394.40000000000003,32,1,0,2.65
394.40000000000003,32,1,0,2.6667
393.80000000000007,33,1,0,2.6833
393.80000000000007,33,1,0,2.7
393.80000000000007,33,1,0,2.7167
393.80000000000007,33,1,0,2.7333
393.80000000000007,33,1,0,2.75
392.1000000000001,34,1,0,2.7667
392.1000000000001,34,1,0,2.7833
392.1000000000001,34,1,0,2.8
392.1000000000001,34,1,0,2.8167
392.1000000000001,34,1,0,2.8333
391.3,35,1,0,2.85
391.3,35,1,0,2.8667
391.3,35,1,0,2.8833
391.3,35,1,0,2.9
391.3,35,1,0,2.9167
390.80000000000007,36,1,0,2.9333
390.80000000000007,36,1,0,2.95
390.80000000000007,36,1,0,2.9667
390.80000000000007,36,1,0,2.9833
390.80000000000007,36,1,0,3.0
389.70000000000005,37,1,0,3.0167
389.70000000000005,37,1,0,3.0333
389.70000000000005,37,1,0,3.05
389.70000000000005,37,1,0,3.0667
389.70000000000005,37,1,0,3.0833
389.1000000000001,38,1,0,3.1
389.1000000000001,38,1,0,3.1167
389.1000000000001,38,1,0,3.1333
389.1000000000001,38,1,0,3.15
389.1000000000001,38,1,0,3.1667
389.30000000000007,39,1,0,3.1833
389.30000000000007,39,1,0,3.2
389.30000000000007,39,1,0,3.2167
389.30000000000007,39,1,0,3.2333
389.30000000000007,39,1,0,3.25
389.30000000000007,40,1,0,3.2667
389.30000000000007,40,1,0,3.2833
389.30000000000007,40,1,0,3.3
389.30000000000007,40,1,0,3.3167
389.30000000000007,40,1,0,3.3333
389.1000000000001,41,1,0,3.35
389.1000000000001,41,1,0,3.3667
389.1000000000001,41,1,0,3.3833
389.1000000000001,41,1,0,3.4
389.1000000000001,41,1,0,3.4167
389.0,42,1,0,3.4333
389.0,42,1,0,3.45
389.0,42,1,0,3.4667
389.0,42,1,0,3.4833
389.0,42,1,0,3.5
388.20000000000005,43,1,0,3.5167
388.20000000000005,43,1,0,3.5333
388.20000000000005,43,1,0,3.55
388.20000000000005,43,1,0,3.5667
388.20000000000005,43,1,0,3.5833
387.80000000000007,44,1,0,3.6
387.80000000000007,44,1,0,3.6167
387.80000000000007,44,1,0,3.6333
387.80000000000007,44,1,0,3.65
387.80000000000007,44,1,0,3.6667
387.7,45,1,0,3.6833
387.7,45,1,0,3.7
387.7,45,1,0,3.7167
387.7,45,1,0,3.7333
387.7,45,1,0,3.75
387.4,46,1,0,3.7667
387.4,46,1,0,3.7833
387.4,46,1,0,3.8
387.4,46,1,0,3.8167
387.4,46,1,0,3.8333
387.7,47,1,0,3.85
387.7,47,1,0,3.8667
387.7,47,1,0,3.8833
387.7,47,1,0,3.9
387.7,47,1,0,3.9167
387.3,48,1,0,3.9333
387.3,48,1,0,3.95
387.3,48,1,0,3.9667
387.3,48,1,0,3.9833
387.3,48,1,0,4.0
387.1,49,1,0,4.0167
387.1,49,1,0,4.0333
387.1,49,1,0,4.05
387.1,49,1,0,4.0667
387.1,49,1,0,4.0833
387.9,50,1,0,4.1
387.9,50,1,0,4.1167
387.9,50,1,0,4.1333
387.9,50,1,0,4.15
387.9,50,1,0,4.1667
388.8,51,1,0,4.1833
388.8,51,1,0,4.2
388.8,51,1,0,4.2167
388.8,51,1,0,4.2333
388.8,51,1,0,4.25
389.0,52,1,0,4.2667
389.0,52,1,0,4.2833
389.0,52,1,0,4.3
389.0,52,1,0,4.3167
389.0,52,1,0,4.3333
388.7,53,1,0,4.35
388.7,53,1,0,4.3667
388.7,53,1,0,4.3833
388.7,53,1,0,4.4
388.7,53,1,0,4.4167
387.7,54,1,0,4.4333
387.7,54,1,0,4.45
387.7,54,1,0,4.4667
387.7,54,1,0,4.4833
387.7,54,1,0,4.5
387.0,55,1,0,4.5167
387.0,55,1,0,4.5333
387.0,55,1,0,4.55
387.0,55,1,0,4.5667
387.0,55,1,0,4.5833
387.9,56,1,0,4.6
387.9,56,1,0,4.6167
387.9,56,1,0,4.6333
387.9,56,1,0,4.65
387.9,56,1,0,4.6667
389.0,57,1,0,4.6833
389.0,57,1,0,4.7
389.0,57,1,0,4.7167
389.0,57,1,0,4.7333
389.0,57,1,0,4.75
390.6000000000001,58,1,0,4.7667
390.6000000000001,58,1,0,4.7833
390.6000000000001,58,1,0,4.8
390.6000000000001,58,1,0,4.8167
390.6000000000001,58,1,0,4.8333
392.0,59,1,0,4.85
392.0,59,1,0,4.8667
392.0,59,1,0,4.8833
392.0,59,1,0,4.9
392.0,59,1,0,4.9167
392.8,60,1,0,4.9333
392.8,60,1,0,4.95
392.8,60,1,0,4.9667
392.8,60,1,0,4.9833
392.8,60,1,0,5.0
393.3,61,1,0,5.0167
393.3,61,1,0,5.0333
393.3,61,1,0,5.05
393.3,61,1,0,5.0667
393.3,61,1,0,5.0833
396.1,62,1,0,5.1
396.1,62,1,0,5.1167
396.1,62,1,0,5.1333
396.1,62,1,0,5.15
396.1,62,1,0,5.1667
399.2,63,1,0,5.1833
399.2,63,1,0,5.2
399.2,63,1,0,5.2167
399.2,63,1,0,5.2333
399.2,63,1,0,5.25
400.5,64,1,0,5.2667
400.5,64,1,0,5.2833
400.5,64,1,0,5.3
400.5,64,1,0,5.3167
400.5,64,1,0,5.3333
400.7,65,1,0,5.35
400.7,65,1,0,5.3667
400.7,65,1,0,5.3833
400.7,65,1,0,5.4
400.7,65,1,0,5.4167
401.8,66,1,0,5.4333
401.8,66,1,0,5.45
401.8,66,1,0,5.4667
401.8,66,1,0,5.4833
401.8,66,1,0,5.5
402.6000000000001,67,1,0,5.5167
402.6000000000001,67,1,0,5.5333
402.6000000000001,67,1,0,5.55
402.6000000000001,67,1,0,5.5667
402.6000000000001,67,1,0,5.5833
403.8,68,1,0,5.6
403.8,68,1,0,5.6167
403.8,68,1,0,5.6333
403.8,68,1,0,5.65
403.8,68,1,0,5.6667
405.4,69,1,0,5.6833
405.4,69,1,0,5.7
405.4,69,1,0,5.7167
405.4,69,1,0,5.7333
405.4,69,1,0,5.75
406.20000000000005,70,1,0,5.7667
406.20000000000005,70,1,0,5.7833
406.20000000000005,70,1,0,5.8
406.20000000000005,70,1,0,5.8167
406.20000000000005,70,1,0,5.8333
406.9,71,1,0,5.85
406.9,71,1,0,5.8667
406.9,71,1,0,5.8833
406.9,71,1,0,5.9
406.9,71,1,0,5.9167
407.90000000000003,72,1,0,5.9333
407.90000000000003,72,1,0,5.95
407.90000000000003,72,1,0,5.9667
407.90000000000003,72,1,0,5.9833
407.90000000000003,72,1,0,6.0
408.7,73,1,0,6.0167
408.7,73,1,0,6.0333
408.7,73,1,0,6.05
408.7,73,1,0,6.0667
408.7,73,1,0,6.0833
412.00000000000006,74,1,0,6.1
412.00000000000006,74,1,0,6.1167
412.00000000000006,74,1,0,6.1333
412.00000000000006,74,1,0,6.15
412.00000000000006,74,1,0,6.1667
416.0,75,1,0,6.1833
416.0,75,1,0,6.2
416.0,75,1,0,6.2167
416.0,75,1,0,6.2333
416.0,75,1,0,6.25
418.1,76,1,0,6.2667
418.1,76,1,0,6.2833
418.1,76,1,0,6.3
418.1,76,1,0,6.3167
418.1,76,1,0,6.3333
419.50000000000006,77,1,0,6.35
419.50000000000006,77,1,0,6.3667
419.50000000000006,77,1,0,6.3833
419.50000000000006,77,1,0,6.4
419.50000000000006,77,1,0,6.4167
420.7,78,1,0,6.4333
420.7,78,1,0,6.45
420.7,78,1,0,6.4667
420.7,78,1,0,6.4833
420.7,78,1,0,6.5
421.6,79,1,0,6.5167
421.6,79,1,0,6.5333
421.6,79,1,0,6.55
421.6,79,1,0,6.5667
421.6,79,1,0,6.5833
423.3,80,1,0,6.6
423.3,80,1,0,6.6167
423.3,80,1,0,6.6333
423.3,80,1,0,6.65
423.3,80,1,0,6.6667
424.5,81,1,0,6.6833
424.5,81,1,0,6.7
424.5,81,1,0,6.7167
424.5,81,1,0,6.7333
424.5,81,1,0,6.75
425.30000000000007,82,1,0,6.7667
425.30000000000007,82,1,0,6.7833
425.30000000000007,82,1,0,6.8
425.30000000000007,82,1,0,6.8167
425.30000000000007,82,1,0,6.8333
425.2,83,1,0,6.85
425.2,83,1,0,6.8667
425.2,83,1,0,6.8833
425.2,83,1,0,6.9
425.2,83,1,0,6.9167
424.6,84,1,0,6.9333
424.6,84,1,0,6.95
424.6,84,1,0,6.9667
424.6,84,1,0,6.9833
424.6,84,1,0,7.0
423.5,85,1,0,7.0167
423.5,85,1,0,7.0333
423.5,85,1,0,7.05
423.5,85,1,0,7.0667
423.5,85,1,0,7.0833
422.1000000000001,86,1,0,7.1
422.1000000000001,86,1,0,7.1167
422.1000000000001,86,1,0,7.1333
422.1000000000001,86,1,0,7.15
422.1000000000001,86,1,0,7.1667
421.8,87,1,0,7.1833
421.8,87,1,0,7.2
421.8,87,1,0,7.2167
421.8,87,1,0,7.2333
421.8,87,1,0,7.25
418.40000000000003,88,1,0,7.2667
418.40000000000003,88,1,0,7.2833
418.40000000000003,88,1,0,7.3
418.40000000000003,88,1,0,7.3167
418.40000000000003,88,1,0,7.3333
415.20000000000005,89,1,0,7.35
415.20000000000005,89,1,0,7.3667
415.20000000000005,89,1,0,7.3833
415.20000000000005,89,1,0,7.4
415.20000000000005,89,1,0,7.4167
410.6,90,1,0,7.4333
410.6,90,1,0,7.45
410.6,90,1,0,7.4667
410.6,90,1,0,7.4833
410.6,90,1,0,7.5
405.80000000000007,91,1,0,7.5167
405.80000000000007,91,1,0,7.5333
405.80000000000007,91,1,0,7.55
405.80000000000007,91,1,0,7.5667
405.80000000000007,91,1,0,7.5833
399.7,92,1,0,7.6
399.7,92,1,0,7.6167
399.7,92,1,0,7.6333
399.7,92,1,0,7.65
399.7,92,1,0,7.6667
393.4,93,1,0,7.6833
393.4,93,1,0,7.7
393.4,93,1,0,7.7167
393.4,93,1,0,7.7333
393.4,93,1,0,7.75
385.1,94,1,0,7.7667
385.1,94,1,0,7.7833
385.1,94,1,0,7.8
385.1,94,1,0,7.8167
385.1,94,1,0,7.8333
376.6000000000001,95,1,0,7.85
376.6000000000001,95,1,0,7.8667
376.6000000000001,95,1,0,7.8833
376.6000000000001,95,1,0,7.9
376.6000000000001,95,1,0,7.9167
367.4,96,1,0,7.9333
367.4,96,1,0,7.95
367.4,96,1,0,7.9667
367.4,96,1,0,7.9833
367.4,96,1,0,8.0
357.2,97,1,0,8.0167
357.2,97,1,0,8.0333
357.2,97,1,0,8.05
357.2,97,1,0,8.0667
357.2,97,1,0,8.0833
348.0,98,1,0,8.1
348.0,98,1,0,8.1167
348.0,98,1,0,8.1333
348.0,98,1,0,8.15
348.0,98,1,0,8.1667
338.5,99,1,0,8.1833
338.5,99,1,0,8.2
338.5,99,1,0,8.2167
338.5,99,1,0,8.2333
338.5,99,1,0,8.25
328.9,100,1,0,8.2667
328.9,100,1,0,8.2833
328.9,100,1,0,8.3
328.9,100,1,0,8.3167
328.9,100,1,0,8.3333
318.8,101,1,0,8.35
318.8,101,1,0,8.3667
318.8,101,1,0,8.3833
318.8,101,1,0,8.4
318.8,101,1,0,8.4167
309.0,102,1,0,8.4333
309.0,102,1,0,8.45
309.0,102,1,0,8.4667
309.0,102,1,0,8.4833
309.0,102,1,0,8.5
298.9,103,1,0,8.5167
298.9,103,1,0,8.5333
298.9,103,1,0,8.55
298.9,103,1,0,8.5667
298.9,103,1,0,8.5833
289.6000000000001,104,1,0,8.6
289.6000000000001,104,1,0,8.6167
289.6000000000001,104,1,0,8.6333
289.6000000000001,104,1,0,8.65
289.6000000000001,104,1,0,8.6667
278.40000000000003,105,1,0,8.6833
278.40000000000003,105,1,0,8.7
278.40000000000003,105,1,0,8.7167
278.40000000000003,105,1,0,8.7333
278.40000000000003,105,1,0,8.75
269.1,106,1,0,8.7667
269.1,106,1,0,8.7833
269.1,106,1,0,8.8
269.1,106,1,0,8.8167
269.1,106,1,0,8.8333
262.5,107,1,0,8.85
262.5,107,1,0,8.8667
262.5,107,1,0,8.8833
262.5,107,1,0,8.9
262.5,107,1,0,8.9167
259.5,108,1,0,8.9333
259.5,108,1,0,8.95
259.5,108,1,0,8.9667
259.5,108,1,0,8.9833
259.5,108,1,0,9.0
256.3,109,1,0,9.0167
256.3,109,1,0,9.0333
256.3,109,1,0,9.05
256.3,109,1,0,9.0667
256.3,109,1,0,9.0833
246.0,110,1,0,9.1
246.0,110,1,0,9.1167
246.0,110,1,0,9.1333
246.0,110,1,0,9.15
246.0,110,1,0,9.1667
242.8,111,1,0,9.1833
242.8,111,1,0,9.2
242.8,111,1,0,9.2167
242.8,111,1,0,9.2333
242.8,111,1,0,9.25
239.5,112,1,0,9.2667
239.5,112,1,0,9.2833
239.5,112,1,0,9.3
239.5,112,1,0,9.3167
239.5,112,1,0,9.3333
235.0,113,1,0,9.35
235.0,113,1,0,9.3667
235.0,113,1,0,9.3833
235.0,113,1,0,9.4
235.0,113,1,0,9.4167
231.30000000000004,114,1,0,9.4333
231.30000000000004,114,1,0,9.45
231.30000000000004,114,1,0,9.4667
231.30000000000004,114,1,0,9.4833
231.30000000000004,114,1,0,9.5
228.50000000000003,115,1,0,9.5167
228.50000000000003,115,1,0,9.5333
228.50000000000003,115,1,0,9.55
228.50000000000003,115,1,0,9.5667
228.50000000000003,115,1,0,9.5833
225.40000000000003,116,1,0,9.6
225.40000000000003,116,1,0,9.6167
225.40000000000003,116,1,0,9.6333
225.40000000000003,116,1,0,9.65
225.40000000000003,116,1,0,9.6667
223.0,117,1,0,9.6833
223.0,117,1,0,9.7
223.0,117,1,0,9.7167
223.0,117,1,0,9.7333
223.0,117,1,0,9.75
220.90000000000003,118,1,0,9.7667
220.90000000000003,118,1,0,9.7833
220.90000000000003,118,1,0,9.8
220.90000000000003,118,1,0,9.8167
220.90000000000003,118,1,0,9.8333
218.6,119,1,0,9.85
218.6,119,1,0,9.8667
218.6,119,1,0,9.8833
218.6,119,1,0,9.9
218.6,119,1,0,9.9167
215.9,120,1,0,9.9333
215.9,120,1,0,9.95
215.9,120,1,0,9.9667
215.9,120,1,0,9.9833
215.9,120,1,0,10.0
213.70000000000002,121,1,0,10.0167
213.70000000000002,121,1,0,10.0333
213.70000000000002,121,1,0,10.05
213.70000000000002,121,1,0,10.0667
213.70000000000002,121,1,0,10.0833
212.9,122,1,0,10.1
212.9,122,1,0,10.1167
212.9,122,1,0,10.1333
212.9,122,1,0,10.15
212.9,122,1,0,10.1667
212.6,123,1,0,10.1833
212.6,123,1,0,10.2
212.6,123,1,0,10.2167
212.6,123,1,0,10.2333
212.6,123,1,0,10.25
211.0,124,1,0,10.2667
211.0,124,1,0,10.2833
211.0,124,1,0,10.3
211.0,124,1,0,10.3167
211.0,124,1,0,10.3333
209.00000000000003,125,1,0,10.35
209.00000000000003,125,1,0,10.3667
209.00000000000003,125,1,0,10.3833
209.00000000000003,125,1,0,10.4
209.00000000000003,125,1,0,10.4167
207.1,126,1,0,10.4333
207.1,126,1,0,10.45
207.1,126,1,0,10.4667
207.1,126,1,0,10.4833
207.1,126,1,0,10.5
205.6,127,1,0,10.5167
205.6,127,1,0,10.5333
205.6,127,1,0,10.55
205.6,127,1,0,10.5667
205.6,127,1,0,10.5833
204.30000000000004,128,1,0,10.6
204.30000000000004,128,1,0,10.6167
204.30000000000004,128,1,0,10.6333
204.30000000000004,128,1,0,10.65
204.30000000000004,128,1,0,10.6667
202.1,129,1,0,10.6833
202.1,129,1,0,10.7
202.1,129,1,0,10.7167
202.1,129,1,0,10.7333
202.1,129,1,0,10.75
200.4,130,1,0,10.7667
200.4,130,1,0,10.7833
200.4,130,1,0,10.8
200.4,130,1,0,10.8167
200.4,130,1,0,10.8333
198.1,131,1,0,10.85
198.1,131,1,0,10.8667
198.1,131,1,0,10.8833
198.1,131,1,0,10.9
198.1,131,1,0,10.9167
196.7,132,1,0,10.9333
196.7,132,1,0,10.95
196.7,132,1,0,10.9667
196.7,132,1,0,10.9833
196.7,132,1,0,11.0
194.6,133,1,0,11.0167
194.6,133,1,0,11.0333
194.6,133,1,0,11.05
194.6,133,1,0,11.0667
194.6,133,1,0,11.0833
192.8,134,1,0,11.1
192.8,134,1,0,11.1167
192.8,134,1,0,11.1333
192.8,134,1,0,11.15
192.8,134,1,0,11.1667
193.0,135,1,0,11.1833
193.0,135,1,0,11.2
193.0,135,1,0,11.2167
193.0,135,1,0,11.2333
193.0,135,1,0,11.25
192.60000000000002,136,1,0,11.2667
192.60000000000002,136,1,0,11.2833
192.60000000000002,136,1,0,11.3
192.60000000000002,136,1,0,11.3167
192.60000000000002,136,1,0,11.3333
191.9,137,1,0,11.35
191.9,137,1,0,11.3667
191.9,137,1,0,11.3833
191.9,137,1,0,11.4
191.9,137,1,0,11.4167
192.8,138,1,0,11.4333
192.8,138,1,0,11.45
192.8,138,1,0,11.4667
192.8,138,1,0,11.4833
192.8,138,1,0,11.5
193.1,139,1,0,11.5167
193.1,139,1,0,11.5333
193.1,139,1,0,11.55
193.1,139,1,0,11.5667
193.1,139,1,0,11.5833
192.30000000000004,140,1,0,11.6
192.30000000000004,140,1,0,11.6167
192.30000000000004,140,1,0,11.6333
192.30000000000004,140,1,0,11.65
192.30000000000004,140,1,0,11.6667
191.2,141,1,0,11.6833
191.2,141,1,0,11.7
191.2,141,1,0,11.7167
191.2,141,1,0,11.7333
191.2,141,1,0,11.75
191.70000000000002,142,1,0,11.7667
191.70000000000002,142,1,0,11.7833
191.70000000000002,142,1,0,11.8
191.70000000000002,142,1,0,11.8167
191.70000000000002,142,1,0,11.8333
191.2,143,1,0,11.85
191.2,143,1,0,11.8667
191.2,143,1,0,11.8833
191.2,143,1,0,11.9
191.2,143,1,0,11.9167
191.0,144,1,0,11.9333
191.0,144,1,0,11.95
191.0,144,1,0,11.9667
191.0,144,1,0,11.9833
191.0,144,1,0,12.0
190.5,145,1,0,12.0167
190.5,145,1,0,12.0333
190.5,145,1,0,12.05
190.5,145,1,0,12.0667
190.5,145,1,0,12.0833
190.20000000000002,146,1,0,12.1
190.20000000000002,146,1,0,12.1167
190.20000000000002,146,1,0,12.1333
190.20000000000002,146,1,0,12.15
190.20000000000002,146,1,0,12.1667
189.90000000000003,147,1,0,12.1833
189.90000000000003,147,1,0,12.2
189.90000000000003,147,1,0,12.2167
189.90000000000003,147,1,0,12.2333
189.90000000000003,147,1,0,12.25
189.3,148,1,0,12.2667
189.3,148,1,0,12.2833
189.3,148,1,0,12.3
189.3,148,1,0,12.3167
189.3,148,1,0,12.3333
189.4,149,1,0,12.35
189.4,149,1,0,12.3667
189.4,149,1,0,12.3833
189.4,149,1,0,12.4
189.4,149,1,0,12.4167
189.4,150,1,0,12.4333
189.4,150,1,0,12.45
189.4,150,1,0,12.4667
189.4,150,1,0,12.4833
189.4,150,1,0,12.5
190.5,151,1,0,12.5167
190.5,151,1,0,12.5333
190.5,151,1,0,12.55
190.5,151,1,0,12.5667
190.5,151,1,0,12.5833
192.30000000000004,152,1,0,12.6
192.30000000000004,152,1,0,12.6167
192.30000000000004,152,1,0,12.6333
192.30000000000004,152,1,0,12.65
192.30000000000004,152,1,0,12.6667
193.3,153,1,0,12.6833
193.3,153,1,0,12.7
193.3,153,1,0,12.7167
193.3,153,1,0,12.7333
193.3,153,1,0,12.75
193.0,154,1,0,12.7667
193.0,154,1,0,12.7833
193.0,154,1,0,12.8
193.0,154,1,0,12.8167
193.0,154,1,0,12.8333
192.50000000000003,155,1,0,12.85
192.50000000000003,155,1,0,12.8667
192.50000000000003,155,1,0,12.8833
192.50000000000003,155,1,0,12.9
192.50000000000003,155,1,0,12.9167
190.3,156,1,0,12.9333
190.3,156,1,0,12.95
190.3,156,1,0,12.9667
190.3,156,1,0,12.9833
190.3,156,1,0,13.0
189.4,157,1,0,13.0167
189.4,157,1,0,13.0333
189.4,157,1,0,13.05
189.4,157,1,0,13.0667
189.4,157,1,0,13.0833
190.20000000000002,158,1,0,13.1
190.20000000000002,158,1,0,13.1167
190.20000000000002,158,1,0,13.1333
190.20000000000002,158,1,0,13.15
190.20000000000002,158,1,0,13.1667
189.3,159,1,0,13.1833
189.3,159,1,0,13.2
189.3,159,1,0,13.2167
189.3,159,1,0,13.2333
189.3,159,1,0,13.25
191.40000000000003,160,1,0,13.2667
191.40000000000003,160,1,0,13.2833
191.40000000000003,160,1,0,13.3
191.40000000000003,160,1,0,13.3167
191.40000000000003,160,1,0,13.3333
192.70000000000002,161,1,0,13.35
192.70000000000002,161,1,0,13.3667
192.70000000000002,161,1,0,13.3833
192.70000000000002,161,1,0,13.4
192.70000000000002,161,1,0,13.4167
196.5,162,1,0,13.4333
196.5,162,1,0,13.45
196.5,162,1,0,13.4667
196.5,162,1,0,13.4833
196.5,162,1,0,13.5
196.7,163,1,0,13.5167
196.7,163,1,0,13.5333
196.7,163,1,0,13.55
196.7,163,1,0,13.5667
196.7,163,1,0,13.5833
197.00000000000003,164,1,0,13.6
197.00000000000003,164,1,0,13.6167
197.00000000000003,164,1,0,13.6333
197.00000000000003,164,1,0,13.65
197.00000000000003,164,1,0,13.6667
197.4,165,1,0,13.6833
197.4,165,1,0,13.7
197.4,165,1,0,13.7167
197.4,165,1,0,13.7333
197.4,165,1,0,13.75
199.6,166,1,0,13.7667
199.6,166,1,0,13.7833
199.6,166,1,0,13.8
199.6,166,1,0,13.8167
199.6,166,1,0,13.8333
202.4,167,1,0,13.85
202.4,167,1,0,13.8667
202.4,167,1,0,13.8833
202.4,167,1,0,13.9
202.4,167,1,0,13.9167
204.50000000000003,168,1,0,13.9333
204.50000000000003,168,1,0,13.95
204.50000000000003,168,1,0,13.9667
204.50000000000003,168,1,0,13.9833
204.50000000000003,168,1,0,14.0
206.20000000000002,169,1,0,14.0167
206.20000000000002,169,1,0,14.0333
206.20000000000002,169,1,0,14.05
206.20000000000002,169,1,0,14.0667
206.20000000000002,169,1,0,14.0833
207.2,170,1,0,14.1
207.2,170,1,0,14.1167
207.2,170,1,0,14.1333
207.2,170,1,0,14.15
207.2,170,1,0,14.1667
210.70000000000002,171,1,0,14.1833
210.70000000000002,171,1,0,14.2
210.70000000000002,171,1,0,14.2167
210.70000000000002,171,1,0,14.2333
210.70000000000002,171,1,0,14.25
214.1,172,1,0,14.2667
214.1,172,1,0,14.2833
214.1,172,1,0,14.3
214.1,172,1,0,14.3167
214.1,172,1,0,14.3333
216.8,173,1,0,14.35
216.8,173,1,0,14.3667
216.8,173,1,0,14.3833
216.8,173,1,0,14.4
216.8,173,1,0,14.4167
219.8,174,1,0,14.4333
219.8,174,1,0,14.45
219.8,174,1,0,14.4667
219.8,174,1,0,14.4833
219.8,174,1,0,14.5
223.90000000000003,175,1,0,14.5167
223.90000000000003,175,1,0,14.5333
223.90000000000003,175,1,0,14.55
