id,scenario,area,timestep,load,load_shedding,power_dumping
662,1,1,166,276.1,0.0,0.0
663,2,1,166,191.9,0.0,0.0
664,3,1,166,257.4,0.0,0.0
665,0,1,167,237.3,0.0,346.6493521069279
666,1,1,167,280.0,0.0,0.0
667,2,1,167,194.6,0.0,0.0
668,3,1,167,261.1,0.0,0.0
669,0,1,168,239.7,0.0,346.7493010917254
670,1,1,168,282.9,0.0,0.0
671,2,1,168,196.6,0.0,0.0
672,3,1,168,263.7,0.0,0.0
673,0,1,169,241.7,0.0,345.71581471278444
674,1,1,169,285.2,0.0,0.0
675,2,1,169,198.2,0.0,0.0
676,3,1,169,265.9,0.0,0.0
677,0,1,170,242.9,0.0,351.9010203040507
678,1,1,170,286.6,0.0,0.0
679,2,1,170,199.2,0.0,0.0
680,3,1,170,267.2,0.0,0.0
681,0,1,171,247.1,0.0,420.0535353535355
682,1,1,171,291.6,0.0,0.0
683,2,1,171,202.6,0.0,0.0
684,3,1,171,271.8,0.0,0.0
685,0,1,172,251.0,0.0,421.26161616161625
686,1,1,172,296.1,0.0,0.0
687,2,1,172,205.8,0.0,0.0
688,3,1,172,276.1,0.0,0.0
689,0,1,173,254.2,0.0,422.3696969696971
690,1,1,173,299.9,0.0,0.0
691,2,1,173,208.4,0.0,0.0
692,3,1,173,279.6,0.0,0.0
693,0,1,174,257.7,0.0,423.47676767676774
694,1,1,174,304.1,0.0,0.0
695,2,1,174,211.3,0.0,0.0
696,3,1,174,283.5,0.0,0.0
697,0,1,175,262.5,0.0,424.179797979798
698,1,1,175,309.7,0.0,0.0
699,2,1,175,215.2,0.0,0.0
700,3,1,175,288.7,0.0,0.0
701,0,1,176,267.4,0.0,424.4767676767678
702,1,1,176,315.5,0.0,0.0
703,2,1,176,219.3,0.0,0.0
704,3,1,176,294.2,0.0,0.0
705,0,1,177,276.6,0.0,425.07474747474754
706,1,1,177,326.3,0.0,0.0
707,2,1,177,226.8,0.0,0.0
708,3,1,177,304.2,0.0,0.0
709,0,1,178,284.7,0.0,425.570707070707
710,1,1,178,336.0,0.0,0.0
711,2,1,178,233.5,0.0,0.0
712,3,1,178,313.2,0.0,0.0
713,0,1,179,292.2,0.0,425.9676767676768
714,1,1,179,344.8,0.0,0.0
715,2,1,179,239.6,0.0,0.0
716,3,1,179,321.4,0.0,0.0
717,0,1,180,299.9,0.0,426.5656565656566
718,1,1,180,353.9,0.0,0.0
719,2,1,180,245.9,0.0,0.0
720,3,1,180,329.9,0.0,0.0
721,0,1,181,306.1,0.0,424.03434343434344
722,1,1,181,361.2,0.0,0.0
723,2,1,181,251.0,0.0,0.0
724,3,1,181,336.7,0.0,0.0
725,0,1,182,313.7,0.0,424.30000000000007
726,1,1,182,370.1,0.0,0.0
727,2,1,182,257.2,0.0,0.0
728,3,1,182,345.0,0.0,0.0
729,0,1,183,322.3,0.0,441.70000000000005
730,1,1,183,380.3,0.0,0.0
731,2,1,183,264.3,0.0,0.0
732,3,1,183,354.5,0.0,0.0
733,0,1,184,331.9,0.0,432.1
734,1,1,184,391.7,0.0,0.0
735,2,1,184,272.2,0.0,0.0
736,3,1,184,365.1,0.0,0.0
737,0,1,185,344.2,0.0,419.80000000000007
738,1,1,185,406.2,0.0,0.0
739,2,1,185,282.2,0.0,0.0
740,3,1,185,378.6,0.0,0.0
741,0,1,186,359.7,0.0,404.3
742,1,1,186,424.4,0.0,0.0
743,2,1,186,294.9,0.0,0.0
744,3,1,186,395.7,0.0,0.0
745,0,1,187,373.0,0.0,391.0
746,1,1,187,440.1,0.0,0.0
747,2,1,187,305.8,0.0,0.0
748,3,1,187,410.3,0.0,0.0
749,0,1,188,386.3,0.0,377.7
750,1,1,188,455.8,0.0,0.0
751,2,1,188,316.8,0.0,0.0
752,3,1,188,424.9,0.0,0.0
753,0,1,189,400.7,0.0,363.3
754,1,1,189,472.8,0.0,0.0
755,2,1,189,328.5,0.0,0.0
756,3,1,189,440.7,0.0,0.0
757,0,1,190,417.7,0.0,346.3
758,1,1,190,492.9,0.0,0.0
759,2,1,190,342.5,0.0,0.0
760,3,1,190,459.5,0.0,0.0
761,0,1,191,432.4,0.0,331.6
762,1,1,191,510.2,0.0,0.0
763,2,1,191,354.6,0.0,0.0
764,3,1,191,475.6,0.0,0.0
765,0,1,192,448.1,0.0,315.9
766,1,1,192,528.7,0.0,0.0
767,2,1,192,367.4,0.0,0.0
768,3,1,192,492.9,0.0,0.0
769,0,1,193,463.4,0.0,300.6
770,1,1,193,546.8,0.0,0.0
771,2,1,193,380.0,0.0,0.0
772,3,1,193,509.7,0.0,0.0
773,0,1,194,477.4,0.0,286.6
774,1,1,194,563.4,0.0,0.0
775,2,1,194,391.5,0.0,0.0
776,3,1,194,525.2,0.0,0.0
777,0,1,195,493.0,0.0,271.0
778,1,1,195,581.7,0.0,0.0
779,2,1,195,404.2,0.0,0.0
780,3,1,195,542.3,0.0,0.0
781,0,1,196,509.0,0.0,255.0
782,1,1,196,600.7,0.0,0.0
783,2,1,196,417.4,0.0,0.0
784,3,1,196,559.9,0.0,0.0
785,0,1,197,521.6,0.0,242.39999999999998
786,1,1,197,615.5,0.0,0.0
787,2,1,197,427.7,0.0,0.0
788,3,1,197,573.8,0.0,0.0
789,0,1,198,534.7,0.0,229.29999999999995
790,1,1,198,630.9,0.0,0.0
791,2,1,198,438.5,0.0,0.0
792,3,1,198,588.2,0.0,0.0
793,0,1,199,544.8,0.0,219.20000000000005
794,1,1,199,642.8,0.0,0.0
795,2,1,199,446.7,0.0,0.0
796,3,1,199,599.3,0.0,0.0
797,0,1,200,555.2,0.0,208.79999999999995
798,1,1,200,655.1,0.0,0.0
799,2,1,200,455.3,0.0,0.0
800,3,1,200,610.7,0.0,0.0
801,0,1,201,570.1,0.0,193.89999999999998
802,1,1,201,672.7,0.0,0.0
803,2,1,201,467.4,0.0,0.0
804,3,1,201,627.1,0.0,0.0
805,0,1,202,580.6,0.0,183.39999999999998
806,1,1,202,685.1,0.0,0.0
807,2,1,202,476.1,0.0,0.0
808,3,1,202,638.7,0.0,0.0
809,0,1,203,589.8,0.0,174.20000000000007
810,1,1,203,695.9,0.0,0.0
811,2,1,203,483.6,0.0,0.0
812,3,1,203,648.7,0.0,0.0
813,0,1,204,598.2,0.0,165.79999999999998
814,1,1,204,705.9,0.0,0.0
815,2,1,204,490.5,0.0,0.0
816,3,1,204,658.0,0.0,0.0
817,0,1,205,608.6,0.0,155.4
818,1,1,205,718.2,0.0,0.0
819,2,1,205,499.1,0.0,0.0
820,3,1,205,669.5,0.0,0.0
821,0,1,206,618.1,0.0,145.89999999999998
822,1,1,206,729.4,0.0,0.0
823,2,1,206,506.9,0.0,0.0
824,3,1,206,679.9,0.0,0.0
825,0,1,207,628.0,0.0,136.0
826,1,1,207,741.0,0.0,0.0
827,2,1,207,514.9,0.0,0.0
828,3,1,207,690.8,0.0,0.0
829,0,1,208,638.1,0.0,125.89999999999998
830,1,1,208,753.0,0.0,0.0
831,2,1,208,523.3,0.0,0.0
832,3,1,208,701.9,0.0,0.0
833,0,1,209,647.9,0.0,104.10000000000002
834,1,1,209,764.5,0.4999999999999716,0.0
835,2,1,209,531.3,0.0,0.0
836,3,1,209,712.7,0.0,0.0
837,0,1,210,654.3,0.0,97.70000000000005
838,1,1,210,772.1,8.099999999999994,0.0
839,2,1,210,536.5,0.0,0.0
840,3,1,210,719.7,0.0,0.0
841,0,1,211,660.8,0.0,91.20000000000005
842,1,1,211,779.7,15.700000000000017,0.0
843,2,1,211,541.8,0.0,0.0
844,3,1,211,726.8,0.0,0.0
845,0,1,212,665.5,0.0,84.53925367965378
846,1,1,212,785.3,21.299999999999883,0.0
847,2,1,212,545.7,0.0,0.0
848,3,1,212,732.1,0.0,0.0
849,0,1,213,669.4,0.0,82.60000000000002
850,1,1,213,789.9,17.22900000000004,0.0
851,2,1,213,548.9,0.0,0.0
852,3,1,213,736.3,0.0,0.0
853,0,1,214,671.2,0.0,79.70390014430014
854,1,1,214,792.0,27.99999999999993,0.0
855,2,1,214,550.4,0.0,0.0
856,3,1,214,738.3,0.0,0.0
857,0,1,215,673.1,0.0,78.89999999999998
858,1,1,215,794.3,25.045000000000037,0.0
859,2,1,215,552.0,0.0,0.0
860,3,1,215,740.5,0.0,0.0
861,0,1,216,674.5,0.0,80.32208196248196
862,1,1,216,796.0,31.99999999999993,0.0
863,2,1,216,553.1,0.0,0.0
864,3,1,216,742.0,0.0,0.0
865,0,1,217,675.8,0.0,78.74531428571431
866,1,1,217,797.5,33.49999999999993,0.0
867,2,1,217,554.2,0.0,0.0
868,3,1,217,743.4,0.0,0.0
869,0,1,218,676.6,0.0,77.33723347763346
870,1,1,218,798.4,33.90199999999997,0.0
871,2,1,218,554.8,0.0,0.0
872,3,1,218,744.3,0.0,0.0
873,0,1,219,677.2,0.0,74.79999999999995
874,1,1,219,799.0,22.509000000000107,0.0
875,2,1,219,555.3,0.0,0.0
876,3,1,219,744.9,0.0,0.0
877,0,1,220,678.1,0.0,85.89999999999998
878,1,1,220,800.2,36.20000000000004,0.0
879,2,1,220,556.1,0.0,0.0
880,3,1,220,745.9,0.0,0.0
881,0,1,221,679.4,0.0,67.98672842712843
882,1,1,221,801.7,37.699999999999974,0.0
883,2,1,221,557.1,0.0,0.0
884,3,1,221,747.3,0.0,0.0
885,0,1,222,680.0,0.0,71.91198095238106
886,1,1,222,802.4,32.13300000000007,0.0
887,2,1,222,557.6,0.0,0.0
888,3,1,222,748.0,0.0,0.0
889,0,1,223,680.0,0.0,68.59177893217903
890,1,1,223,802.4,28.945000000000064,0.0
891,2,1,223,557.6,0.0,0.0
892,3,1,223,748.0,0.0,0.0
893,0,1,224,679.2,0.0,72.79999999999995
894,1,1,224,801.5,21.06300000000014,0.0
895,2,1,224,557.0,0.0,0.0
896,3,1,224,747.2,0.0,0.0
897,0,1,225,678.9,0.0,73.10000000000002
898,1,1,225,801.1,22.381000000000164,0.0
899,2,1,225,556.7,0.0,0.0
900,3,1,225,746.8,0.0,0.0
901,0,1,226,678.8,0.0,73.20000000000005
902,1,1,226,801.0,24.99800000000012,0.0
903,2,1,226,556.6,0.0,0.0
904,3,1,226,746.7,0.0,0.0
905,0,1,227,678.0,0.0,74.0
906,1,1,227,800.1,10.416000000000167,0.0
907,2,1,227,556.0,0.0,0.0
908,3,1,227,745.8,0.0,0.0
909,0,1,228,677.5,0.0,74.5
910,1,1,228,799.4,15.534000000000148,0.0
911,2,1,228,555.5,0.0,0.0
912,3,1,228,745.2,0.0,0.0
913,0,1,229,677.0,0.0,75.0
914,1,1,229,798.8,4.573000000000121,0.0
915,2,1,229,555.1,0.0,0.0
916,3,1,229,744.6,0.0,0.0
917,0,1,230,676.5,0.0,75.5
918,1,1,230,798.3,13.792000000000147,0.0
919,2,1,230,554.8,0.0,0.0
920,3,1,230,744.2,0.0,0.0
921,0,1,231,674.8,0.0,89.20000000000005
922,1,1,231,796.2,0.0,0.0
923,2,1,231,553.3,0.0,0.0
924,3,1,231,742.3,0.0,0.0
925,0,1,232,674.9,0.0,89.10000000000002
926,1,1,232,796.4,0.0,0.0
927,2,1,232,553.4,0.0,0.0
928,3,1,232,742.4,0.0,0.0
929,0,1,233,674.7,0.0,89.29999999999995
930,1,1,233,796.2,0.0,0.0
931,2,1,233,553.3,0.0,0.0
932,3,1,233,742.2,0.0,0.0
933,0,1,234,673.8,0.0,90.20000000000005
934,1,1,234,795.1,0.0,0.0
935,2,1,234,552.5,0.0,0.0
936,3,1,234,741.2,0.0,0.0
937,0,1,235,674.1,0.0,89.89999999999998
938,1,1,235,795.4,0.0,0.0
939,2,1,235,552.7,0.0,0.0
940,3,1,235,741.5,0.0,0.0
941,0,1,236,673.7,0.0,90.29999999999995
942,1,1,236,794.9,0.0,0.0
943,2,1,236,552.4,0.0,0.0
944,3,1,236,741.0,0.0,0.0
945,0,1,237,673.5,0.0,90.5
946,1,1,237,794.8,0.0,0.0
947,2,1,237,552.3,0.0,0.0
948,3,1,237,740.9,0.0,0.0
949,0,1,238,672.9,0.0,91.10000000000002
950,1,1,238,794.0,0.0,0.0
951,2,1,238,551.7,0.0,0.0
952,3,1,238,740.1,0.0,0.0
953,0,1,239,672.5,0.0,91.5
954,1,1,239,793.6,0.0,0.0
955,2,1,239,551.5,0.0,0.0
956,3,1,239,739.8,0.0,0.0
957,0,1,240,672.3,0.0,91.70000000000005
958,1,1,240,793.4,0.0,0.0
959,2,1,240,551.3,0.0,0.0
960,3,1,240,739.6,0.0,0.0
961,0,1,241,671.8,0.0,92.20000000000005
962,1,1,241,792.7,0.0,0.0
963,2,1,241,550.9,0.0,0.0
964,3,1,241,739.0,0.0,0.0
965,0,1,242,670.9,0.0,93.10000000000002
966,1,1,242,791.7,0.0,0.0
967,2,1,242,550.1,0.0,0.0
968,3,1,242,738.0,0.0,0.0
969,0,1,243,669.6,0.0,94.39999999999998
970,1,1,243,790.2,0.0,0.0
971,2,1,243,549.1,0.0,0.0
972,3,1,243,736.6,0.0,0.0
973,0,1,244,668.6,0.0,95.39999999999998
974,1,1,244,789.0,0.0,0.0
975,2,1,244,548.3,0.0,0.0
976,3,1,244,735.5,0.0,0.0
977,0,1,245,668.4,0.0,95.60000000000002
978,1,1,245,788.7,0.0,0.0
979,2,1,245,548.1,0.0,0.0
980,3,1,245,735.2,0.0,0.0
981,0,1,246,667.2,0.0,96.79999999999995
982,1,1,246,787.4,0.0,0.0
983,2,1,246,547.1,0.0,0.0
984,3,1,246,734.0,0.0,0.0
985,0,1,247,666.0,0.0,98.0
986,1,1,247,785.8,0.0,0.0
987,2,1,247,546.1,0.0,0.0
988,3,1,247,732.6,0.0,0.0
989,0,1,248,664.3,0.0,99.70000000000005
990,1,1,248,783.9,0.0,0.0
991,2,1,248,544.8,0.0,0.0
992,3,1,248,730.8,0.0,0.0
993,0,1,249,663.6,0.0,100.39999999999998
994,1,1,249,783.1,0.0,0.0
995,2,1,249,544.2,0.0,0.0
996,3,1,249,730.0,0.0,0.0
997,0,1,250,662.2,0.0,101.79999999999995
998,1,1,250,781.4,0.0,0.0
999,2,1,250,543.0,0.0,0.0
1000,3,1,250,728.5,0.0,0.0
1001,0,1,251,661.0,0.0,103.0
1002,1,1,251,780.0,0.0,0.0
1003,2,1,251,542.0,0.0,0.0
1004,3,1,251,727.1,0.0,0.0
1005,0,1,252,658.6,0.0,105.39999999999998
1006,1,1,252,777.1,0.0,0.0
1007,2,1,252,540.0,0.0,0.0
1008,3,1,252,724.4,0.0,0.0
1009,0,1,253,656.8,0.0,107.20000000000005
1010,1,1,253,775.1,0.0,0.0
1011,2,1,253,538.6,0.0,0.0
1012,3,1,253,722.5,0.0,0.0
1013,0,1,254,654.5,0.0,109.5
1014,1,1,254,772.3,0.0,0.0
1015,2,1,254,536.7,0.0,0.0
1016,3,1,254,719.9,0.0,0.0
1017,0,1,255,652.2,0.0,111.79999999999995
1018,1,1,255,769.6,0.0,0.0
1019,2,1,255,534.8,0.0,0.0
1020,3,1,255,717.4,0.0,0.0
1021,0,1,256,649.8,0.0,114.20000000000005
1022,1,1,256,766.8,0.0,0.0
1023,2,1,256,532.9,0.0,0.0
1024,3,1,256,714.8,0.0,0.0
1025,0,1,257,647.4,0.0,104.6000000000001
1026,1,1,257,763.9,0.0,0.0
1027,2,1,257,530.9,0.0,0.0
1028,3,1,257,712.1,0.0,0.0
1029,0,1,258,645.0,0.0,119.0
1030,1,1,258,761.1,0.0,0.0
1031,2,1,258,528.9,0.0,0.0
1032,3,1,258,709.5,0.0,0.0
1033,0,1,259,643.3,0.0,120.70000000000005
1034,1,1,259,759.1,0.0,0.0
1035,2,1,259,527.5,0.0,0.0
1036,3,1,259,707.7,0.0,0.0
1037,0,1,260,641.2,0.0,122.79999999999995
1038,1,1,260,756.6,0.0,0.0
1039,2,1,260,525.8,0.0,0.0
1040,3,1,260,705.3,0.0,0.0
1041,0,1,261,639.9,0.0,124.10000000000002
1042,1,1,261,755.1,0.0,0.0
1043,2,1,261,524.7,0.0,0.0
1044,3,1,261,703.9,0.0,0.0
1045,0,1,262,637.1,0.0,126.89999999999998
1046,1,1,262,751.7,0.0,0.0
1047,2,1,262,522.4,0.0,0.0
1048,3,1,262,700.8,0.0,0.0
1049,0,1,263,634.0,0.0,130.0
1050,1,1,263,748.1,0.0,0.0
1051,2,1,263,519.9,0.0,0.0
1052,3,1,263,697.4,0.0,0.0
1053,0,1,264,630.4,0.0,133.60000000000002
1054,1,1,264,743.9,0.0,0.0
1055,2,1,264,516.9,0.0,0.0
1056,3,1,264,693.4,0.0,0.0
1057,0,1,265,627.5,0.0,136.5
1058,1,1,265,740.5,0.0,0.0
1059,2,1,265,514.6,0.0,0.0
1060,3,1,265,690.3,0.0,0.0
1061,0,1,266,622.5,0.0,141.5
1062,1,1,266,734.6,0.0,0.0
1063,2,1,266,510.5,0.0,0.0
1064,3,1,266,684.8,0.0,0.0
1065,0,1,267,618.3,0.0,145.70000000000005
1066,1,1,267,729.6,0.0,0.0
1067,2,1,267,507.0,0.0,0.0
1068,3,1,267,680.1,0.0,0.0
1069,0,1,268,615.7,0.0,148.29999999999995
1070,1,1,268,726.5,0.0,0.0
1071,2,1,268,504.9,0.0,0.0
1072,3,1,268,677.3,0.0,0.0
1073,0,1,269,611.8,0.0,152.20000000000005
1074,1,1,269,722.0,0.0,0.0
1075,2,1,269,501.7,0.0,0.0
1076,3,1,269,673.0,0.0,0.0
1077,0,1,270,608.7,0.0,155.29999999999995
1078,1,1,270,718.3,0.0,0.0
1079,2,1,270,499.2,0.0,0.0
1080,3,1,270,669.6,0.0,0.0
1081,0,1,271,605.2,0.0,158.79999999999995
1082,1,1,271,714.1,0.0,0.0
1083,2,1,271,496.3,0.0,0.0
1084,3,1,271,665.7,0.0,0.0
1085,0,1,272,601.8,0.0,162.20000000000005
1086,1,1,272,710.1,0.0,0.0
1087,2,1,272,493.5,0.0,0.0
1088,3,1,272,662.0,0.0,0.0
1089,0,1,273,599.3,0.0,164.70000000000005
1090,1,1,273,707.2,0.0,0.0
1091,2,1,273,491.4,0.0,0.0
1092,3,1,273,659.3,0.0,0.0
1093,0,1,274,596.1,0.0,167.89999999999998
1094,1,1,274,703.5,0.0,0.0
1095,2,1,274,488.8,0.0,0.0
1096,3,1,274,655.8,0.0,0.0
1097,0,1,275,592.3,0.0,171.70000000000005
1098,1,1,275,698.9,0.0,0.0
1099,2,1,275,485.7,0.0,0.0
1100,3,1,275,651.5,0.0,0.0
1101,0,1,276,590.3,0.0,173.70000000000005
1102,1,1,276,696.6,0.0,0.0
1103,2,1,276,484.1,0.0,0.0
1104,3,1,276,649.4,0.0,0.0
1105,0,1,277,585.9,0.0,178.10000000000002
1106,1,1,277,691.4,0.0,0.0
1107,2,1,277,480.5,0.0,0.0
1108,3,1,277,644.5,0.0,0.0
1109,0,1,278,581.9,0.0,182.10000000000002
1110,1,1,278,686.6,0.0,0.0
1111,2,1,278,477.1,0.0,0.0
1112,3,1,278,640.1,0.0,0.0
1113,0,1,279,578.2,0.0,185.79999999999995
1114,1,1,279,682.2,0.0,0.0
1115,2,1,279,474.1,0.0,0.0
1116,3,1,279,636.0,0.0,0.0
1117,0,1,280,574.9,0.0,189.10000000000002
1118,1,1,280,678.4,0.0,0.0
1119,2,1,280,471.4,0.0,0.0
1120,3,1,280,632.4,0.0,0.0
1121,0,1,281,572.9,0.0,191.10000000000002
1122,1,1,281,676.0,0.0,0.0
1123,2,1,281,469.8,0.0,0.0
1124,3,1,281,630.2,0.0,0.0
1125,0,1,282,569.0,0.0,195.0
1126,1,1,282,671.4,0.0,0.0
1127,2,1,282,466.5,0.0,0.0
1128,3,1,282,625.8,0.0,0.0
1129,0,1,283,566.0,0.0,198.0
1130,1,1,283,667.8,0.0,0.0
1131,2,1,283,464.1,0.0,0.0
1132,3,1,283,622.6,0.0,0.0
1133,0,1,284,562.5,0.0,201.5
1134,1,1,284,663.8,0.0,0.0
1135,2,1,284,461.3,0.0,0.0
1136,3,1,284,618.8,0.0,0.0
1137,0,1,285,560.1,0.0,203.89999999999998
1138,1,1,285,660.9,0.0,0.0
1139,2,1,285,459.3,0.0,0.0
1140,3,1,285,616.1,0.0,0.0
1141,0,1,286,557.1,0.0,206.89999999999998
1142,1,1,286,657.4,0.0,0.0
1143,2,1,286,456.8,0.0,0.0
1144,3,1,286,612.8,0.0,0.0
1145,0,1,287,554.1,0.0,209.89999999999998
1146,1,1,287,653.8,0.0,0.0
1147,2,1,287,454.4,0.0,0.0
1148,3,1,287,609.5,0.0,0.0
1149,0,1,288,550.5,0.0,213.5
1150,1,1,288,649.6,0.0,0.0
1151,2,1,288,451.4,0.0,0.0
1152,3,1,288,605.5,0.0,0.0
1153,0,2,1,0.0,0.0,0.0
1154,1,2,1,0.0,0.0,0.0
1155,2,2,1,0.0,0.0,0.0
1156,3,2,1,0.0,0.0,0.0
1157,0,2,2,0.0,0.0,0.0
1158,1,2,2,0.0,0.0,0.0
1159,2,2,2,0.0,0.0,0.0
1160,3,2,2,0.0,0.0,0.0
1161,0,2,3,0.0,0.0,0.0
1162,1,2,3,0.0,0.0,0.0
1163,2,2,3,0.0,0.0,0.0
1164,3,2,3,0.0,0.0,0.0
1165,0,2,4,0.0,0.0,0.0
1166,1,2,4,0.0,0.0,0.0
1167,2,2,4,0.0,0.0,0.0
1168,3,2,4,0.0,0.0,0.0
1169,0,2,5,0.0,0.0,0.0
1170,1,2,5,0.0,0.0,0.0
1171,2,2,5,0.0,0.0,0.0
1172,3,2,5,0.0,0.0,0.0
1173,0,2,6,0.0,0.0,0.0
1174,1,2,6,0.0,0.0,0.0
1175,2,2,6,0.0,0.0,0.0
1176,3,2,6,0.0,0.0,0.0
1177,0,2,7,0.0,0.0,0.0
1178,1,2,7,0.0,0.0,0.0
1179,2,2,7,0.0,0.0,0.0
1180,3,2,7,0.0,0.0,0.0
1181,0,2,8,0.0,0.0,0.0
1182,1,2,8,0.0,0.0,0.0
1183,2,2,8,0.0,0.0,0.0
1184,3,2,8,0.0,0.0,0.0
1185,0,2,9,0.0,0.0,0.0
1186,1,2,9,0.0,0.0,0.0
1187,2,2,9,0.0,0.0,0.0
1188,3,2,9,0.0,0.0,0.0
1189,0,2,10,0.0,0.0,0.0
1190,1,2,10,0.0,0.0,0.0
1191,2,2,10,0.0,0.0,0.0
1192,3,2,10,0.0,0.0,0.0
1193,0,2,11,0.0,0.0,0.0
1194,1,2,11,0.0,0.0,0.0
1195,2,2,11,0.0,0.0,0.0
1196,3,2,11,0.0,0.0,0.0
1197,0,2,12,0.0,0.0,0.0
1198,1,2,12,0.0,0.0,0.0
1199,2,2,12,0.0,0.0,0.0
1200,3,2,12,0.0,0.0,0.0
1201,0,2,13,0.0,0.0,0.0
1202,1,2,13,0.0,0.0,0.0
1203,2,2,13,0.0,0.0,0.0
1204,3,2,13,0.0,0.0,0.0
1205,0,2,14,0.0,0.0,0.0
1206,1,2,14,0.0,0.0,0.0
1207,2,2,14,0.0,0.0,0.0
1208,3,2,14,0.0,0.0,0.0
1209,0,2,15,0.0,0.0,0.0
1210,1,2,15,0.0,0.0,0.0
1211,2,2,15,0.0,0.0,0.0
1212,3,2,15,0.0,0.0,0.0
1213,0,2,16,0.0,0.0,0.0
1214,1,2,16,0.0,0.0,0.0
1215,2,2,16,0.0,0.0,0.0
1216,3,2,16,0.0,0.0,0.0
1217,0,2,17,0.0,0.0,0.0
1218,1,2,17,0.0,0.0,0.0
1219,2,2,17,0.0,0.0,0.0
1220,3,2,17,0.0,0.0,0.0
1221,0,2,18,0.0,0.0,0.0
1222,1,2,18,0.0,0.0,0.0
1223,2,2,18,0.0,0.0,0.0
1224,3,2,18,0.0,0.0,0.0
1225,0,2,19,0.0,0.0,0.0
1226,1,2,19,0.0,0.0,0.0
1227,2,2,19,0.0,0.0,0.0
1228,3,2,19,0.0,0.0,0.0
1229,0,2,20,0.0,0.0,0.0
1230,1,2,20,0.0,0.0,0.0
1231,2,2,20,0.0,0.0,0.0
1232,3,2,20,0.0,0.0,0.0
1233,0,2,21,0.0,0.0,0.0
1234,1,2,21,0.0,0.0,0.0
1235,2,2,21,0.0,0.0,0.0
1236,3,2,21,0.0,0.0,0.0
1237,0,2,22,0.0,0.0,0.0
1238,1,2,22,0.0,0.0,0.0
1239,2,2,22,0.0,0.0,0.0
1240,3,2,22,0.0,0.0,0.0
1241,0,2,23,0.0,0.0,0.0
1242,1,2,23,0.0,0.0,0.0
1243,2,2,23,0.0,0.0,0.0
1244,3,2,23,0.0,0.0,0.0
1245,0,2,24,0.0,0.0,0.0
1246,1,2,24,0.0,0.0,0.0
1247,2,2,24,0.0,0.0,0.0
1248,3,2,24,0.0,0.0,0.0
1249,0,2,25,0.0,0.0,0.0
1250,1,2,25,0.0,0.0,0.0
1251,2,2,25,0.0,0.0,0.0
1252,3,2,25,0.0,0.0,0.0
1253,0,2,26,0.0,0.0,0.0
1254,1,2,26,0.0,0.0,0.0
1255,2,2,26,0.0,0.0,0.0
1256,3,2,26,0.0,0.0,0.0
1257,0,2,27,0.0,0.0,0.0
1258,1,2,27,0.0,0.0,0.0
1259,2,2,27,0.0,0.0,0.0
1260,3,2,27,0.0,0.0,0.0
1261,0,2,28,0.0,0.0,0.0
1262,1,2,28,0.0,0.0,0.0
1263,2,2,28,0.0,0.0,0.0
1264,3,2,28,0.0,0.0,0.0
1265,0,2,29,0.0,0.0,0.0
1266,1,2,29,0.0,0.0,0.0
1267,2,2,29,0.0,0.0,0.0
1268,3,2,29,0.0,0.0,0.0
1269,0,2,30,0.0,0.0,0.0
1270,1,2,30,0.0,0.0,0.0
1271,2,2,30,0.0,0.0,0.0
1272,3,2,30,0.0,0.0,0.0
1273,0,2,31,0.0,0.0,0.0
1274,1,2,31,0.0,0.0,0.0
1275,2,2,31,0.0,0.0,0.0
1276,3,2,31,0.0,0.0,0.0
1277,0,2,32,0.0,0.0,0.0
1278,1,2,32,0.0,0.0,0.0
1279,2,2,32,0.0,0.0,0.0
1280,3,2,32,0.0,0.0,0.0
1281,0,2,33,0.0,0.0,0.0
1282,1,2,33,0.0,0.0,0.0
1283,2,2,33,0.0,0.0,0.0
1284,3,2,33,0.0,0.0,0.0
1285,0,2,34,0.0,0.0,0.0
1286,1,2,34,0.0,0.0,0.0
1287,2,2,34,0.0,0.0,0.0
1288,3,2,34,0.0,0.0,0.0
1289,0,2,35,0.0,0.0,0.0
1290,1,2,35,0.0,0.0,0.0
1291,2,2,35,0.0,0.0,0.0
1292,3,2,35,0.0,0.0,0.0
1293,0,2,36,0.0,0.0,0.0
1294,1,2,36,0.0,0.0,0.0
1295,2,2,36,0.0,0.0,0.0
1296,3,2,36,0.0,0.0,0.0
1297,0,2,37,0.0,0.0,0.0
1298,1,2,37,0.0,0.0,0.0
1299,2,2,37,0.0,0.0,0.0
1300,3,2,37,0.0,0.0,0.0
1301,0,2,38,0.0,0.0,0.0
1302,1,2,38,0.0,0.0,0.0
1303,2,2,38,0.0,0.0,0.0
1304,3,2,38,0.0,0.0,0.0
1305,0,2,39,0.0,0.0,0.0
1306,1,2,39,0.0,0.0,0.0
1307,2,2,39,0.0,0.0,0.0
1308,3,2,39,0.0,0.0,0.0
1309,0,2,40,0.0,0.0,0.0
1310,1,2,40,0.0,0.0,0.0
1311,2,2,40,0.0,0.0,0.0
1312,3,2,40,0.0,0.0,0.0
1313,0,2,41,0.0,0.0,0.0
1314,1,2,41,0.0,0.0,0.0
1315,2,2,41,0.0,0.0,0.0
1316,3,2,41,0.0,0.0,0.0
1317,0,2,42,0.0,0.0,0.0
1318,1,2,42,0.0,0.0,0.0
1319,2,2,42,0.0,0.0,0.0
1320,3,2,42,0.0,0.0,0.0
1321,0,2,43,0.0,0.0,0.0
