timestep_fractional,Continuous up_activation,Continuous down_activation,Discrete down_activation,Discrete up_activation,Imbalance continuous,Imbalance discrete
2.2833,476.89000000000004,369.4899999999998,411.24999999999994,271.73999999999995,-5.156410660491019,26.799999999999272
2.3,475.6700000000001,359.55999999999966,411.24999999999994,271.73999999999995,3.4205440000023373,26.799999999999272
2.3167,474.6199999999999,350.14000000000016,411.24999999999994,271.73999999999995,11.647160080247886,26.799999999999272
2.3333,473.63999999999976,341.5000000000001,411.24999999999994,271.73999999999995,19.48765432098753,26.799999999999272
2.35,472.89999999999975,333.2699999999999,411.24999999999994,271.73999999999995,77.11019649999889,76.99999999999727
2.3667,472.3000000000003,325.56,411.24999999999994,271.73999999999995,84.08690943209876,76.99999999999727
2.3833,471.6600000000002,318.47999999999996,411.24999999999994,271.73999999999995,90.59386896913202,76.99999999999727
2.4,471.1800000000001,312.05,411.24999999999994,271.73999999999995,96.6111039999987,76.99999999999727
2.4167,470.7100000000002,306.09000000000003,411.24999999999994,271.73999999999995,102.1225964506175,76.99999999999727
2.4333,470.24,300.68000000000006,411.24999999999994,271.73999999999995,-12.383718716046133,-42.5
2.45,469.78999999999985,295.67999999999995,411.24999999999994,271.73999999999995,-7.915953500001706,-42.5
2.4667,469.27999999999986,291.21000000000015,411.24999999999994,271.73999999999995,-3.978266864195575,-42.5
2.4833,468.7200000000001,287.3099999999999,411.24999999999994,271.73999999999995,-0.5708647345645659,-42.5
2.5,468.1499999999999,283.92,411.24999999999994,271.73999999999995,2.3100000000031287,-42.5
2.5167,467.5499999999999,280.88,411.24999999999994,271.73999999999995,-18.92797251234424,-66.10000000000036
2.5333,466.91999999999996,278.4200000000001,411.24999999999994,271.73999999999995,-17.073129086418703,-66.10000000000036
2.55,466.24,276.18000000000006,411.24999999999994,271.73999999999995,-15.70986350000021,-66.10000000000036
2.5667,465.3200000000001,274.5899999999999,411.24999999999994,271.73999999999995,-14.818616493826084,-66.10000000000036
2.5833,464.4500000000001,273.19000000000005,411.24999999999994,271.73999999999995,-14.375875771603205,-66.10000000000036
2.6,463.5100000000001,272.37,411.24999999999994,271.73999999999995,8.645823999999266,-43.10000000000218
2.6167,462.53000000000014,271.5000000000001,411.24999999999994,271.73999999999995,8.27790119135625,-43.10000000000218
2.6333,461.49000000000035,271.2200000000001,411.24999999999994,271.73999999999995,7.555727209874931,-43.10000000000218
2.65,460.35999999999973,271.27000000000004,411.24999999999994,271.73999999999995,6.5186264999993,-43.10000000000218
2.6667,459.2299999999999,271.3199999999999,411.24999999999994,271.73999999999995,5.209876543208338,-43.10000000000218
2.6833,458.1000000000001,271.66,411.24999999999994,271.73999999999995,44.07670785802475,-2.700000000001637
2.7,456.88,272.3299999999999,411.24999999999994,271.73999999999995,42.37030399999912,-2.700000000001637
2.7167,455.69000000000005,272.9999999999998,411.24999999999994,271.73999999999995,40.545801561726876,-2.700000000001637
2.7333,454.72000000000025,273.70000000000005,411.24999999999994,271.73999999999995,38.662290172839676,-2.700000000001637
2.75,453.7400000000002,274.6,411.24999999999994,271.73999999999995,36.782812500001455,-2.700000000001637
2.7667,452.82000000000016,275.51999999999975,411.24999999999994,271.73999999999995,-81.02563575308704,-118.70000000000255
2.7833,451.88000000000017,276.39,411.24999999999994,271.73999999999995,-82.69210584567918,-118.70000000000255
2.8,451.22,277.1500000000002,411.24999999999994,271.73999999999995,-84.1416960000006,-118.70000000000255
2.8167,450.8299999999999,277.9200000000002,411.24999999999994,271.73999999999995,-85.29555140123557,-118.70000000000255
2.8333,450.6200000000003,278.43,411.24999999999994,271.73999999999995,-86.07086419753341,-118.70000000000255
2.85,450.49,278.6799999999999,411.24999999999994,271.73999999999995,-2.7808734999962326,-35.100000000000364
2.8667,450.8900000000002,278.85999999999996,411.24999999999994,271.73999999999995,-2.5348653827149974,-35.100000000000364
2.8833,451.53999999999985,278.58,411.24999999999994,271.73999999999995,-1.6381728827163897,-35.100000000000364
2.9,452.7,278.0800000000001,411.24999999999994,271.73999999999995,0.007824000000255182,-35.100000000000364
2.9167,454.17999999999995,276.9900000000003,411.24999999999994,271.73999999999995,2.505698302471501,-35.100000000000364
2.9333,456.18999999999977,275.61,411.24999999999994,271.73999999999995,-90.33802390123492,-131.40000000000146
2.95,458.78,273.65000000000015,411.24999999999994,271.73999999999995,-85.81286349999937,-131.40000000000146
2.9667,461.8599999999996,271.17999999999995,411.24999999999994,271.73999999999995,-80.10438834567776,-131.40000000000146
2.9833,465.71999999999974,267.9200000000001,411.24999999999994,271.73999999999995,-73.09421325308631,-131.40000000000146
3,470.34000000000003,264,411.24999999999994,271.73999999999995,-64.66000000000076,-131.40000000000146
3.0167,363.7199999999998,381.77000000000015,354.69999999999993,316.30000000000007,50.367722382718966,106.70000000000164
3.0333,365.37999999999994,375.5099999999998,354.69999999999993,316.30000000000007,58.22042627160772,106.70000000000164
3.05,366.7200000000002,369.81,354.69999999999993,316.30000000000007,65.24947300000258,106.70000000000164
3.0667,367.90999999999985,364.71000000000004,354.69999999999993,316.30000000000007,71.5049655308676,106.70000000000164
3.0833,368.85,360.12,354.69999999999993,316.30000000000007,77.03574845679486,106.70000000000164
3.1,369.5300000000002,355.93000000000035,354.69999999999993,316.30000000000007,-39.510591999998724,-14.699999999998909
3.1167,370.1199999999997,352.3899999999999,354.69999999999993,316.30000000000007,-35.287727987650214,-14.699999999998909
3.1333,370.5099999999998,349.0799999999998,354.69999999999993,316.30000000000007,-31.650590024690246,-14.699999999998909
3.15,370.7299999999999,346.2500000000001,354.69999999999993,316.30000000000007,-28.555366999995385,-14.699999999998909
3.1667,370.75000000000006,343.6400000000002,354.69999999999993,316.30000000000007,-25.9595061728387,-14.699999999998909
3.1833,370.77000000000004,341.4999999999999,354.69999999999993,316.30000000000007,-3.521713172838645,5.599999999999454
3.2,370.57000000000005,339.5499999999999,354.69999999999993,316.30000000000007,-1.8019520000025295,5.599999999999454
3.2167,370.4000000000002,338.0599999999998,354.69999999999993,316.30000000000007,-0.46144502469178406,5.599999999999454
3.2333,370.0900000000001,336.73000000000025,354.69999999999993,316.30000000000007,0.5373270123454859,5.599999999999454
3.25,369.71000000000015,335.5600000000003,354.69999999999993,316.30000000000007,1.2306250000001455,5.599999999999454
3.2667,369.1900000000002,334.8200000000002,354.69999999999993,316.30000000000007,32.95345145678766,36.89999999999873
3.2833,368.79000000000013,334.0400000000001,354.69999999999993,316.30000000000007,33.139550530863744,36.89999999999873
3.3,368.2100000000002,333.5899999999999,354.69999999999993,316.30000000000007,33.121407999999064,36.89999999999873
3.3167,367.5900000000002,333.2500000000002,354.69999999999993,316.30000000000007,32.93025127160308,36.89999999999873
3.3333,367.1900000000001,332.9399999999999,354.69999999999993,316.30000000000007,32.59604938271241,36.89999999999873
3.35,366.62000000000006,332.89000000000016,354.69999999999993,316.30000000000007,25.847513000001527,30.600000000001273
3.3667,366.03000000000003,332.97999999999996,354.69999999999993,316.30000000000007,25.31209441975625,30.600000000001273
3.3833,365.5200000000001,333.0900000000001,354.69999999999993,316.30000000000007,24.71598756790172,30.600000000001273
3.4,365.0999999999999,333.2099999999999,354.69999999999993,316.30000000000007,24.08412800000133,30.600000000001273
3.4167,364.64000000000004,333.37999999999994,354.69999999999993,316.30000000000007,23.440192901239243,30.600000000001273
3.4333,364.2799999999999,333.62999999999994,354.69999999999993,316.30000000000007,-20.493398913579767,-12.700000000000728
3.45,363.89,333.8799999999998,354.69999999999993,316.30000000000007,-21.095487000001413,-12.700000000000728
3.4667,363.63999999999993,334.1799999999999,354.69999999999993,316.30000000000007,-21.646169283950258,-12.700000000000728
3.4833,363.32,334.42,354.69999999999993,316.30000000000007,-22.126802061724447,-12.700000000000728
3.5,363.2,334.63999999999993,354.69999999999993,316.30000000000007,-22.520000000000437,-12.700000000000728
3.5167,363.1299999999999,334.82999999999987,354.69999999999993,316.30000000000007,-3.309636135802066,6.799999999998363
3.5333,363.18999999999994,335.0799999999999,354.69999999999993,316.30000000000007,-3.4808418765442184,6.799999999998363
3.55,363.25,335.2599999999999,354.69999999999993,316.30000000000007,-3.520007000001897,6.799999999998363
3.5667,363.48999999999995,335.32000000000005,354.69999999999993,316.30000000000007,-3.414779654322956,6.799999999998363
3.5833,363.72,335.27,354.69999999999993,316.30000000000007,-3.1540663580244654,6.799999999998363
3.6,364.10000000000014,335.2499999999999,354.69999999999993,316.30000000000007,22.971967999996195,32.49999999999818
3.6167,364.5,335.1599999999999,354.69999999999993,316.30000000000007,23.57190016048935,32.49999999999818
3.6333,365.1,334.88,354.69999999999993,316.30000000000007,24.353048493824645,32.49999999999818
3.65,365.86,334.6699999999999,354.69999999999993,316.30000000000007,25.32147299999997,32.49999999999818
3.6667,366.61,334.1300000000001,354.69999999999993,316.30000000000007,26.481975308640358,32.49999999999818
3.6833,367.40000000000015,333.69,354.69999999999993,316.30000000000007,-74.96190132098764,-70.30000000000018
3.7,368.4800000000002,333.1600000000001,354.69999999999993,316.30000000000007,-73.40787199999977,-70.30000000000018
3.7167,369.5700000000001,332.4900000000001,354.69999999999993,316.30000000000007,-71.65491020987702,-70.30000000000018
3.7333,370.7500000000003,331.70000000000016,354.69999999999993,316.30000000000007,-69.70324780247029,-70.30000000000018
3.75,371.97000000000014,330.7800000000003,354.69999999999993,316.30000000000007,-67.55437500000062,-70.30000000000018
3.7667,373.43000000000023,329.80000000000035,354.69999999999993,316.30000000000007,-106.41104039506172,-111.49999999999909
3.7833,374.82000000000016,328.77999999999975,354.69999999999993,316.30000000000007,-103.87725095061796,-111.49999999999909
3.8,376.35,327.6499999999998,354.69999999999993,316.30000000000007,-101.15827199999967,-111.49999999999909
3.8167,377.9700000000001,326.43000000000006,354.69999999999993,316.30000000000007,-98.26062724691292,-111.49999999999909
3.8333,379.7300000000001,324.94000000000017,354.69999999999993,316.30000000000007,-95.192098765433,-111.49999999999909
3.85,381.61999999999995,323.61000000000024,354.69999999999993,316.30000000000007,4.338273000002118,-15.199999999999818
3.8667,383.48999999999984,322.1299999999999,354.69999999999993,316.30000000000007,7.720189234569261,-15.199999999999818
3.8833,385.44999999999976,320.6,354.69999999999993,316.30000000000007,11.242092753086581,-15.199999999999818
3.9,387.4500000000002,318.91000000000037,354.69999999999993,316.30000000000007,14.891168000000107,-15.199999999999818
3.9167,389.5400000000001,317.3,354.69999999999993,316.30000000000007,18.653341049383926,-15.199999999999818
3.9333,391.6899999999998,315.59000000000015,354.69999999999993,316.30000000000007,42.113279604940544,4.400000000000546
3.95,393.7300000000003,313.7600000000001,354.69999999999993,316.30000000000007,46.054393000002165,4.400000000000546
3.9667,396.03000000000003,311.94999999999965,354.69999999999993,316.30000000000007,50.058832197531046,4.400000000000546
3.9833,398.2399999999997,310.1500000000001,354.69999999999993,316.30000000000007,54.10748979012533,4.400000000000546
4,400.54999999999995,308.31000000000006,354.69999999999993,316.30000000000007,58.17999999999938,4.400000000000546
4.0167,382.9100000000003,336.09000000000003,353.19999999999993,313,-12.58495634490464,-19.300000000000182
4.0333,383.22999999999996,333.28999999999996,353.19999999999993,313,-9.502021518519541,-19.300000000000182
4.05,383.3799999999998,330.90999999999974,353.19999999999993,313,-7.016073937497822,-19.300000000000182
4.0667,383.5600000000003,329.15000000000015,353.19999999999993,313,-5.074104296294536,-19.300000000000182
4.0833,383.4700000000003,327.59999999999985,353.19999999999993,313,-3.62521556712818,-19.300000000000182
4.1,383.3800000000002,326.44,353.19999999999993,313,-6.320623000001433,-23.00000000000091
4.1167,383.17999999999984,325.7300000000001,353.19999999999993,313,-5.7136541226855115,-23.00000000000091
4.1333,382.92,325.19000000000017,353.19999999999993,313,-5.459748740741816,-23.00000000000091
4.15,382.5799999999997,325.0100000000002,353.19999999999993,313,-5.516458937500829,-23.00000000000091
4.1667,382.3599999999999,324.9600000000001,353.19999999999993,313,-5.843449074075579,-23.00000000000091
4.1833,381.95999999999975,325.16,353.19999999999993,313,0.8975042106476394,-15.700000000000728
4.2,381.58000000000015,325.53,353.19999999999993,313,0.1425119999967137,-15.700000000000728
4.2167,381.1599999999999,326.16999999999985,353.19999999999993,313,-0.7744269004642774,-15.700000000000728
4.2333,380.85999999999984,326.7200000000002,353.19999999999993,313,-1.8214259629621665,-15.700000000000728
4.25,380.5000000000002,327.5100000000001,353.19999999999993,313,-2.9687109374999636,-15.700000000000728
4.2667,380.12000000000035,328.4700000000003,353.19999999999993,313,-51.98861985185158,-63.49999999999818
4.2833,379.9300000000001,329.43999999999994,353.19999999999993,313,-53.25560301157111,-63.49999999999818
4.3,379.6,330.4600000000002,353.19999999999993,313,-54.546222999995734,-63.49999999999818
4.3167,379.35999999999984,331.4999999999997,353.19999999999993,313,-55.83915467823954,-63.49999999999818
4.3333,379.3400000000001,332.6600000000002,353.19999999999993,313,-57.11518518518551,-63.49999999999818
4.35,379.1700000000001,333.8100000000001,353.19999999999993,313,12.142786062499908,7.0000000000009095
4.3667,379.13,335.00999999999976,353.19999999999993,313,10.949747370372279,7.0000000000009095
4.3833,379.18999999999977,336.2099999999998,353.19999999999993,313,9.8185747662028,7.0000000000009095
4.4,379.34999999999997,337.43999999999994,353.19999999999993,313,8.760031999999228,7.0000000000009095
4.4167,379.65000000000043,338.66000000000025,353.19999999999993,313,7.782770543983133,7.0000000000009095
4.4333,380.01,339.88000000000017,353.19999999999993,313,2.293329592592272,2.399999999999636
4.45,380.3600000000002,341.06999999999965,353.19999999999993,313,1.4961360624974986,2.399999999999636
4.4667,380.95000000000016,342.32000000000005,353.19999999999993,313,0.7935045925942177,2.399999999999636
4.4833,381.53000000000003,343.62000000000006,353.19999999999993,313,0.18563754398383026,2.399999999999636
4.5,382.26000000000005,344.79,353.19999999999993,313,-0.32937500000025466,2.399999999999636
4.5167,383.1599999999998,346.1000000000002,353.19999999999993,313,-44.3555552337948,-41.19999999999982
4.5333,384.0500000000002,347.2999999999998,353.19999999999993,313,-44.699037629630766,-41.19999999999982
4.55,385.1500000000002,348.6900000000001,353.19999999999993,313,-44.96806893749999,-41.19999999999982
4.5667,386.3599999999996,350.09999999999985,353.19999999999993,313,-45.17300818518379,-41.19999999999982
